business_id,birank_score,rank
thlyktt2c7v1DyOpSVSibw,0.00011752262310494903,30
W4ZEKkva9HpAdZG88juwyQ,0.00011752262310494899,31
3wo9jODQnuvBm8Gkem6qXg,0.00011752262310494896,32
oqbhVgliVJH-iRa3AnD-3A,0.00011752262310494896,33
6FX09pOrazvGT9s6_nQ7CQ,0.00011752262310494896,34
trwHwsXOVV-ZmF-MtP98BA,0.00011752262310494896,35
Hp1nkc3c3Q7_8oKXFn0vbw,0.00011752262310494896,36
TlvnDLrM4p2udHfeUwL82A,0.00011752262310494895,37
_V6hl1oGkTV2KbGeax_HPA,0.00011752262310494894,38
g04aAvgol7IW8buqSbT4xA,0.00011752262310494892,39
dzeBiAu0VAaVBbMwcV9GFw,0.00011752262310494891,40
5P4w4WfPbXzUi6YALfwx2g,0.00011752262310494887,41
TfcpJBiFNnDaochnmp4M2Q,0.00011752262310494885,42
VgAKmXE8B7J0I_O_R13UKQ,0.00011752262310494884,43
tMtI6ECD6hwM-nFp2kXLKQ,0.00011752262310494884,44
0MhxvTys2ADYa3sOO91ldQ,0.00011752262310494883,45
vVfy055EfLMdd0yJYHxiMQ,0.00011752262310494875,46
nTBStZYJfHGdSZJbpaBiPA,0.00011752262310494873,47
hPzPpfSjgQkpWCD7YjcY-A,0.00011752262310494873,48
n_7EQxn0ciucIOJfpWVaTQ,0.00011752262310494873,49
jar_5KMQZtgOseRdUN3L0w,0.0001175226231049487,50
ZLrqw4KCwKyBlVqycUfNbg,0.0001175226231049487,51
4WdDY97x4GdMYtyk1KQMnw,0.00011752262310494869,52
htO_nlxkEsYHzDrtbiUxew,0.00011752262310494869,53
Ee-V8jWifZDvRyFrSW5LIw,0.00011752262310494868,54
o3RGMdSY37_PX1k1vZsXpA,0.00011752262310494865,55
jSYu2apG1uYq3eNzSA-OHw,0.00011752262310494865,56
ompDR5sUDpoI6gnTldmneQ,0.00011752262310494864,57
9tWLiz52KN-S7CFZvBhslA,0.00011752262310494862,58
nB0dV8yPv29F3-CFMPG8cw,0.00011752262310494861,59
P2Lm1g_RztvIaH4daQsXoQ,0.0001175226231049486,60
IDtLPgUrqorrpqSLdfMhZQ,0.00011752262310494858,61
U588hFqWbd1T9EJ6Nplv2g,0.00011752262310494858,62
hLlDzRaDGN-0SlEWk0xTpQ,0.00011752262310494858,63
UxzNkaC5944XFQ4Kwiw_ZQ,0.00011752262310494858,64
t6g6Lj8WzjIXXucCl9jdTQ,0.00011752262310494857,65
qGtPd-sk178XvrN38D3kzQ,0.00011752262310494853,66
yvwIsOBQyTDsOhfS1sIVvQ,0.00011752262310494853,67
iMTjejk6apJKzCukZnDw5A,0.00011752262310494852,68
7NwFNLC0SwX1SwQYlfF5yw,0.0001175226231049485,69
SwBhaxfQPbyhsi0QHUAN0A,0.0001175226231049485,70
lQ58_4SzdETRSw0h8tilhA,0.00011752262310494849,71
yOoTTOsIBk10XCszYVnrDQ,0.00011752262310494849,72
eoqpPPlegPddFATQadDsoA,0.00011752262310494849,73
u0U5IQEQzQauLnP54rMUOA,0.00011752262310494849,74
IQ-FUxpwpibrfOpj6d8Asg,0.00011752262310494847,75
knP_Le69wM8xv40B99ztCQ,0.00011752262310494847,76
oGdbvXKXVCQ8WC_GQePDkQ,0.00011752262310494847,77
Q6BQcgabriKd5wPxvzOIWg,0.00011752262310494846,78
kjDXbqCihUxgDvQn1n57hA,0.00011752262310494846,79
lWedWkinrM5j13pyimbpbA,0.00011752262310494843,80
r926yelr_EJAKQCjdD6AWA,0.00011752262310494843,81
Yyn4z5ZysBDYCXfTFzflaQ,0.00011752262310494843,82
-mDAFyX5kZHXhxjELeMhiQ,0.00011752262310494843,83
IjMs1n7UelI7ev_5IDl5kA,0.00011752262310494843,84
JHxfEDW05_KSTfk-SLqXGw,0.00011752262310494842,85
gfLsBY-xsNE9-ktiTvTvGA,0.0001175226231049484,86
t07Pof3RG7i-4DdZ5pYdaQ,0.00011752262310494838,87
eqNutOMnPqKa9QDAY6KfEw,0.00011752262310494838,88
QoezRbYQncpRqyrLH6Iqjg,0.00011752262310494838,89
8wkPLsDbGU3GcW8CoD-4aA,0.00011752262310494837,90
vgaDkuxjt8-w-0PtE8tTCA,0.00011752262310494837,91
jl38yx7zzMRbg-kOK8NLDw,0.00011752262310494837,92
L7r4uOZT58z1Vv-rGlSZBg,0.00011752262310494835,93
dIpTuL2T1L98GQGU17IeSw,0.00011752262310494835,94
dl-2ZaDP3POIAR3eL2pi-A,0.00011752262310494835,95
A5b9nVDi1DPVvPOD24-p6w,0.00011752262310494835,96
iOFbMitGdfU6i5xm4nZ8Ww,0.00011752262310494833,97
9w6o_eyKCSNKgMtAuv6KWg,0.00011752262310494833,98
mqKz51qAxfcBaUhNCGcysg,0.00011752262310494831,99
QN38TkkGzF5vB1urbvi5nQ,0.00011752262310494831,100
UWB_Oi9dkPwXfhYgFMnjsw,0.00011752262310494831,101
dpiaAGgEMm9Lf8dbx0yEJQ,0.0001175226231049483,102
K7KHmHzxNwzqiijSJeKe_A,0.00011752262310494828,103
YVy2DgGfNmG5hWYbA7k8jg,0.00011752262310494828,104
7hpUoYdAVToZXwuPRgoqdA,0.00011752262310494828,105
2YnQAJdeFrcgPa8MqIYcDg,0.00011752262310494828,106
EERwPZdemE21aIwYsadjTg,0.00011752262310494827,107
ZfOS7Mz-iGseNxBhlhXm_w,0.00011752262310494827,108
WgyhlYg3fnSgco4qLa20cg,0.00011752262310494827,109
KWIapYSSHxfZ1NQFpV2S9g,0.00011752262310494827,110
33JlrWf0kmHd2VzW58Wp0g,0.00011752262310494827,111
0zH0l4Jbf-oove3cLvrFOg,0.00011752262310494827,112
HzUJO2v5lUEIeYoOYsdWbw,0.00011752262310494827,113
FuwM02obw0PhqNdZVE6ugg,0.00011752262310494827,114
wocwfwSFrNfYJRyfYSi1Cw,0.00011752262310494827,115
S2cKcdtOIDFyUfXYNPJUIw,0.00011752262310494827,116
zBs8GENWVLpX7KcBIPiB0A,0.00011752262310494826,117
Hj44PIrCtv61ETVclzLMwg,0.00011752262310494826,118
_8MkUoObdLpakXbCobbKxA,0.00011752262310494826,119
-loV4cB2Uh9TCltTRgGzWQ,0.00011752262310494826,120
qaDImxPguQz0jToNYvB1Eg,0.00011752262310494826,121
t1qF12NdW8KvCqxqbvy-Hg,0.00011752262310494826,122
PWWGbkPC_agn-4s1Hv1W5A,0.00011752262310494826,123
EreYgrQPuR7Sk_FKeZZg9g,0.00011752262310494824,124
sXSUzImYOcRRI3xtG2M85g,0.00011752262310494824,125
kQRB8RNwd7cEMcURTS-I7A,0.00011752262310494824,126
AtQLrRpQan7UtJcIAo9hsA,0.00011752262310494822,127
dRKztV_Vtl7AvZg052SgRQ,0.00011752262310494822,128
phsLOuBeiYI43hglvWK96Q,0.00011752262310494822,129
uxZENO1iy7tz8MK77L3_GQ,0.0001175226231049482,130
Wk21f0DAM7uj3DaJ_rMI-Q,0.0001175226231049482,131
HqV4cganalEtEtKGALbzOQ,0.0001175226231049482,132
1KwwJvCwwjdtlgeuxoMhsQ,0.00011752262310494819,133
rWfV3Ii_C0iEbMI0PBByaQ,0.00011752262310494819,134
GXXbsAsNLGuLYTQKHb0XMw,0.00011752262310494819,135
VpK-Q7tzCyAZUjIv19-TFg,0.00011752262310494819,136
LgAuYz5cQe3zTxuteJ4VyQ,0.00011752262310494818,137
OPQWnVzSu70iE26LOaZiJw,0.00011752262310494818,138
aROhaLh-dqtt-h6BG-gn2w,0.00011752262310494818,139
BN3LFoIi1AFQ4IZhvrMXsw,0.00011752262310494818,140
VNvJuCTMdGBj4lwC0L1Ghg,0.00011752262310494818,141
cBp1fn2LXpSHe4VbTXLYEw,0.00011752262310494818,142
-0iIxySkp97WNlwK66OGWg,0.00011752262310494818,143
HUcjSm1Lxdn8zSu-hQ7-sw,0.00011752262310494818,144
AhptHEV4nFleCv4yOwp6fg,0.00011752262310494818,145
I7SkoqN88fpKagzKA059Fw,0.00011752262310494818,146
dh1C733vVNx7BaIBmwMwNQ,0.00011752262310494818,147
0XqNLXvLK3n6j5uDww1qCA,0.00011752262310494818,148
7GmQ9LYOoHuvsiaIJuLykQ,0.00011752262310494818,149
HNtTgTEYl3kBSN5U5FHHqA,0.00011752262310494818,150
P9ltq8KT6pgKjyZSKspHfA,0.00011752262310494818,151
u7KZF5EegKTUt9xtr0yMYQ,0.00011752262310494818,152
0Z8ps_OfcR9eJaV2JtxigA,0.00011752262310494816,153
IhWg_9ceUBP1z7fvxlA9Uw,0.00011752262310494816,154
z5nU7jIyr-_Hv5ZDH0nY1A,0.00011752262310494816,155
N3CuXqWoFpBtYMBGhBE2fA,0.00011752262310494815,156
BJeM2i8sJ_ulULeIAuNq0g,0.00011752262310494815,157
Esf3-D_44pArPd9GqysoCg,0.00011752262310494815,158
L9sNYgV-TKTQdkaeEZBqEg,0.00011752262310494815,159
-BjXcRcvDqOQ23eUKx6hjg,0.00011752262310494815,160
h8TJV8clolcjqp9aFV4OjQ,0.00011752262310494815,161
nzqx3NJ1Yf-1bugLNikSCg,0.00011752262310494814,162
8E2--KcyOrJx8my51jid2w,0.00011752262310494814,163
g9p601DS_0uq-aiEA7ypxQ,0.00011752262310494814,164
5QPZY59iu3a0C-jWsZR8ow,0.00011752262310494814,165
mcmOeaoHlryrtogjd3tooQ,0.00011752262310494814,166
lLOuLDox8qPV0Q5jCX9qtw,0.00011752262310494814,167
DxzL49yhgQ2CxZvmcXV_YA,0.00011752262310494814,168
hDr_bt6MEwlGvGCCKzyzhg,0.00011752262310494814,169
5X0M4waoFm4kH612ezVvtA,0.00011752262310494814,170
l3S_LsPam6ejdQo37V4kVg,0.00011752262310494814,171
2brttsiFBlW8070dsPzQDA,0.00011752262310494814,172
oIr50siZDtDYCE_p5K8nYA,0.00011752262310494811,173
hWiXoJFDZrzPY33RjG8yeA,0.00011752262310494811,174
KYFJ7qh7bYYAsjnGrhH3NA,0.00011752262310494811,175
_zdARZbZNr4k8AD-SJDCgg,0.00011752262310494811,176
ElqoiaCSUA8oyyvixox9lQ,0.00011752262310494811,177
69ccjOpx2iFvr1y2qas9uA,0.00011752262310494811,178
AFk6UXFbH-idH31KhFQVCg,0.00011752262310494811,179
noBinj5ChHbPCHfqTcUO6g,0.00011752262310494811,180
fqStx0SvwMFChX_HIdUeEQ,0.00011752262310494811,181
MU6oyNoZoYZJtEZvsrnwOQ,0.0001175226231049481,182
zwBvdDWFQpYJE1UMDTlSyw,0.0001175226231049481,183
Sa09GY2yv5gn15qfZ5JKsA,0.0001175226231049481,184
S9IFCU4FKCqEriV1Rr2ZcA,0.0001175226231049481,185
B2wSy1zQCdZgDXOkhAKGDQ,0.0001175226231049481,186
xwk_8nCLpolbdZpKcWicRA,0.0001175226231049481,187
g2jeKyXYwHUaiop2UPOFXQ,0.0001175226231049481,188
6DTwmhrbm9x-WO-A8Db9rQ,0.0001175226231049481,189
0ndzIekJs0PRPA5Aoz9sow,0.0001175226231049481,190
3PA4Hc6G7ON6i_lyTpNf9Q,0.00011752262310494808,191
o8LebIdVCcy1o0bSD6nT2w,0.00011752262310494808,192
wVLJwTaeTlTFr4il0pVJ5g,0.00011752262310494808,193
q3qHHAMG8v748fe2z0EsCg,0.00011752262310494808,194
_XlYymFKwww0bGIgwvNbcA,0.00011752262310494808,195
-UEeCTgxud4OGWshX4x-jw,0.00011752262310494808,196
M5rj-zpkCHcGXTxBbcrDXQ,0.00011752262310494808,197
XRhKQxw8bQFF9iq-j721_Q,0.00011752262310494808,198
WzykqsihM-Z6HxsLfwJdhg,0.00011752262310494808,199
fTXSAVnzPkHqCzA4l6896g,0.00011752262310494808,200
PrqnVokpplB1Lt-fkBILTg,0.00011752262310494808,201
JVZ_c3k01uAIas5B61iISg,0.00011752262310494808,202
M0YuK7sLLSA3TfBC4UkUzg,0.00011752262310494808,203
FlDkxuO6MGrW7x1OJTtJew,0.00011752262310494807,204
XiDhSghC-9Hz19hBlLpbyg,0.00011752262310494807,205
I4GAOtrRYbinmI3zEwqxVQ,0.00011752262310494807,206
h_RQXD7IKwDkVU_n67UG4w,0.00011752262310494807,207
MTB9CelShC-x4jj31BJYAg,0.00011752262310494807,208
AaWmckcT3O1iQSAIUmzwUA,0.00011752262310494805,209
45D7B9CqiUTTPUFcqmLx5Q,0.00011752262310494805,210
E5YB7NywtfmQ2_rpxtjmKQ,0.00011752262310494805,211
Awkrb1wzFxz5w1Ixc9W3FA,0.00011752262310494805,212
dJINO-g_RfwsJcuj9uumdA,0.00011752262310494805,213
EJ_ua43d33kN-rnc71LPLA,0.00011752262310494805,214
TsoCCouCudxL2mwn86SFiQ,0.00011752262310494805,215
BsgcLUWlc6RvvBRiAPWj5w,0.00011752262310494805,216
DF_cgKLV_YMDkBaNlE0XoQ,0.00011752262310494805,217
0-pY7oEuTT6j9fa1k-YBnw,0.00011752262310494805,218
IdIOZSbnLRcN1dG5PDXDeA,0.00011752262310494805,219
bdoSOSj1LPSAlNoKezVdLQ,0.00011752262310494804,220
ZgmEBmGQbSHj8YZgN2pPLQ,0.00011752262310494804,221
nMn4CTJQPXqpgLltYQrxMA,0.00011752262310494804,222
G10zNaL02YL5ai5orAdDCQ,0.00011752262310494804,223
t6nstSOOXkjSiGDE1i7WTQ,0.00011752262310494804,224
lRznUOtLYY2GP_dvc7kmYQ,0.00011752262310494804,225
-PTWFicakClBDK-zyQ5hjA,0.00011752262310494804,226
_05DcCQmCP5aGnfCnI4r9Q,0.00011752262310494804,227
JIf1gHuAp_abYX7i1b2Y-w,0.00011752262310494804,228
b36EeutJRvowZMr9TpQm0w,0.00011752262310494804,229
Y6K9DT44-4Md-ycMkC0nLg,0.00011752262310494804,230
q9Pupuw6Z2b8WaYK-MGt4g,0.00011752262310494804,231
dN7AMKUhwTa4Kk0bdMRPgA,0.00011752262310494804,232
PbFG_A7A_fE-6oL4kC_zQg,0.00011752262310494803,233
RBCtHLVvc230q8zkRWIoyQ,0.00011752262310494803,234
jL251AHFcygyUEfAAF3h2Q,0.00011752262310494803,235
BZk7GCi2OmKTuvdQk-Wmbg,0.00011752262310494803,236
e8x5wMNjiIk5ospmofGZlA,0.00011752262310494803,237
noRT1heGkIflS0_S2ciF2Q,0.00011752262310494803,238
R8ty0f2b-G5Qh1h-NGQDrQ,0.00011752262310494803,239
3lty2YUwjp61iUqNgKVEMw,0.00011752262310494803,240
tWFRO1kaw3wghhzFb6D-hA,0.000117522623104948,241
yEmEDomLUofVtbZoUeFV5g,0.000117522623104948,242
kj3Lyh9KooU8GcRBbMDQWQ,0.000117522623104948,243
nMDteyIwo3zLbqm45xBwFw,0.000117522623104948,244
BpIwDr5mG6wG5-Pxu3yxSg,0.000117522623104948,245
CRnqAB-ViEfQ0CQGOlEIeA,0.000117522623104948,246
COclRBaXBjYpomS4syUmvg,0.000117522623104948,247
ILyS_g3ogvCkD1-7_A1Bag,0.000117522623104948,248
KqUinf0QEeiZdxko2dFEsA,0.000117522623104948,249
mC_m-4k9Xo1kzjSL0w7uoA,0.000117522623104948,250
47Xuiwsv_YsJIm7Px_mNWQ,0.000117522623104948,251
NFFS6Qow43IRG6dRPgZCzQ,0.000117522623104948,252
a3p47WxYVo0BZGJoP1O0qA,0.000117522623104948,253
-T_lkOvaK39R-Ufg6VUyxg,0.000117522623104948,254
1myhYEZ2EC98hrNMw7KAqg,0.000117522623104948,255
Kybc9ifWDfLGUt7QObEFVQ,0.000117522623104948,256
T1LvW1XqOYk7and065iXYQ,0.000117522623104948,257
7gmgEoLpKdC2nawiBOtGjA,0.000117522623104948,258
bZcW_CPll-WaAgciSLPyrA,0.000117522623104948,259
17MK8qagV374AuUA4sXuIA,0.000117522623104948,260
S6tR7vBAg-3b9mGLB13-Ug,0.000117522623104948,261
RYfl2IphOq0xFN0N8pzXQQ,0.000117522623104948,262
-lhHSR1Aws4CyYC1XOPVTw,0.000117522623104948,263
h81N-kVGvV9f_PWJQJN9YA,0.000117522623104948,264
sCkBUXw-GrMvRRxcun-Alg,0.000117522623104948,265
TebJaTyTkScemRVHZUAPoA,0.00011752262310494799,266
IDU-TR01EtRLCMvI_CcOyQ,0.00011752262310494799,267
HUVLNeBs32cInBZVFS90RA,0.00011752262310494799,268
BEMSDLPP630Fpdw_QpqLVA,0.00011752262310494799,269
jJL3HcGjgtcUdLub93ZxNA,0.00011752262310494799,270
jmMCUCuErJP7EtR_6RVRig,0.00011752262310494799,271
29t8lDBLiwkEd1HA356dOw,0.00011752262310494799,272
3NsTKp85H2FUjr1SURf0NQ,0.00011752262310494799,273
pp7n4Oiexz69Beg7Xl8Tjw,0.00011752262310494799,274
uiK29Gh9OVX3kk9TOgP-Fw,0.00011752262310494799,275
p73i2GDzPRZJbYBa8qtpSQ,0.00011752262310494799,276
ykJ9zt1fJ1cOpxz5FkpVOQ,0.00011752262310494799,277
QAMJIJQ7SMO-C5xUN37iIw,0.00011752262310494799,278
_qgqa4X1OiMLqub1hHaMjg,0.00011752262310494799,279
JtY9OkVp8lfdFVTahNjHdw,0.00011752262310494797,280
ZpgVL2z1kgRi954c9m9INw,0.00011752262310494797,281
n0s2eCijdheztrvfk8BeTw,0.00011752262310494797,282
AlyKaJRNi_2lj5y96QtjCw,0.00011752262310494797,283
ibe3g1TlMJmlkz_8Go0m1A,0.00011752262310494797,284
dXtKhR0cORwZMW4GuFxwdg,0.00011752262310494797,285
EkGrpiN5gN6TaSfVQ0ggvA,0.00011752262310494797,286
HGpo8xl2mmYInwnHXenHCQ,0.00011752262310494797,287
5Fr4z608s58HEHLK9K4DSQ,0.00011752262310494797,288
A3Qt87F7ZaAwCW4CyyB1Fw,0.00011752262310494797,289
dMOwtXTM1j_RP18Wl1RC-Q,0.00011752262310494797,290
H5nMeiXJmLpBALeV8A-FeQ,0.00011752262310494797,291
QJfM8uRNy6KHhj6kIatzmg,0.00011752262310494797,292
_-otZU2dbPrEZyaVSMmvDg,0.00011752262310494797,293
kyRUZEZThKotuabJQfuXYA,0.00011752262310494797,294
-8luB5pJ7d9UOoiF7wikkw,0.00011752262310494797,295
hYs3ioWpQr-WwV9nRD5lAg,0.00011752262310494797,296
8NKKQv7GL-S3je-A2IQThA,0.00011752262310494797,297
kOOiEcy0UaWLwCPgZ95nmg,0.00011752262310494797,298
0f7mlSVIAk25QuEKGmVbPA,0.00011752262310494797,299
h85b3MFPWyaopMBy8DpBpA,0.00011752262310494797,300
6OwxdpajDSJi3DkMqkr2sw,0.00011752262310494797,301
dvG_QJuIZIQv_6DiWjnh-g,0.00011752262310494797,302
qlRE9dbbQdDbdeL59Mkn8w,0.00011752262310494797,303
NvmCO5xNbN41IRN5mxXUEg,0.00011752262310494797,304
jrSC1bwN2lz9dVBrNTejSg,0.00011752262310494797,305
sObr37op3k51WFriY2zbkA,0.00011752262310494797,306
eltuhV8KTDIhqdYgAyknAw,0.00011752262310494797,307
km-biOKD173NkcpWk_Wdng,0.00011752262310494797,308
SIc1YcqUBMdXO3LxgCur2g,0.00011752262310494797,309
VHw4q0f8WmajCUD2wGXBDA,0.00011752262310494797,310
gwGLBmNTfIlaTnwFtddbkQ,0.00011752262310494797,311
Y2jDVmMpRzQRg6HkNvQc8g,0.00011752262310494797,312
_Q3XmBesceFqn9Dk-w6tlA,0.00011752262310494797,313
KD9-X5AykKmiZszrMepjhQ,0.00011752262310494797,314
wopwoiKIllIzcggK7HkTmw,0.00011752262310494797,315
RfDM_uKnm093LvNnoKq0xg,0.00011752262310494797,316
ErvTvPF3vtLYsEqXqr0nUw,0.00011752262310494796,317
fhoqmnw5sXzj91-7yBW0Kw,0.00011752262310494796,318
6pT7TIyrhpeo-LjTlIZBDA,0.00011752262310494796,319
bMratNjTG5ZFEA6hVyr-xQ,0.00011752262310494796,320
xA6daGPW81vmyg9iRFEGbA,0.00011752262310494796,321
eZm0-iedpPrumpf_4eeJag,0.00011752262310494796,322
D1fjLsZb7eDnE81XtYXMhg,0.00011752262310494796,323
0NkRPv4QdGubH4xVD1DuNA,0.00011752262310494796,324
EdopUxxfxqEA79Vcy_dT3g,0.00011752262310494796,325
0f69gYJBDkWpi-F9JlPSkA,0.00011752262310494796,326
9_m_iA3VAqGBJEW5XLc-5w,0.00011752262310494796,327
mhj9KWNqKnEAb55-94ZzfA,0.00011752262310494796,328
OPW8NuOC_9FVFXsaHOO5JA,0.00011752262310494796,329
Ukkr1N8UApmJsOzbX4XnRA,0.00011752262310494796,330
w9_EQB0SuAFYxPMcfY_P_g,0.00011752262310494796,331
_P6AQUbyQltYRcQNrQ8plw,0.00011752262310494796,332
LGOyGWr9PwNHkpI5d72bWg,0.00011752262310494796,333
eLqHSAK0bXcEy6Q8pBYR0w,0.00011752262310494796,334
2PeuTPjcC5jEyrMt9o-w7w,0.00011752262310494796,335
6kP_X6j0Pu7XDVFNWKsi7Q,0.00011752262310494796,336
26EPJeHypRPvF4UgJWi2Zw,0.00011752262310494796,337
xCXGV3wEvYd4xBGx8ZRFQA,0.00011752262310494796,338
Ll6Cdqq_4Y3W60OIc4cswg,0.00011752262310494796,339
EaGQz-Y2aAdfrn1XXgjJ6A,0.00011752262310494796,340
8cvkk0HB-F2Irctug1h3SA,0.00011752262310494795,341
AtIGlkUITdQFhAG_JWp-Og,0.00011752262310494795,342
yTJ2Ir6CMBzThLK5dmACvQ,0.00011752262310494795,343
bZ5aVoArjoE6F2Pq3yf0fg,0.00011752262310494795,344
OAjof8dhS2zScmZh2Xuo1A,0.00011752262310494795,345
hFfxaiz7GW3oAh9E1nOQmw,0.00011752262310494795,346
p0mxscqr7BgMR-I4pGM3Kg,0.00011752262310494795,347
VeJqScDLsoA5WasQSv_Jfw,0.00011752262310494795,348
-3-6BB10tIWNKGEF0Es2BA,0.00011752262310494795,349
wacMqAA_9USygYvgJAkfgw,0.00011752262310494795,350
ZoSDp6Ycoy9H2spud3PYqQ,0.00011752262310494795,351
VaHG9BwrSZ-oNv0mGsTgiQ,0.00011752262310494795,352
jZGqAdBlDnrP-J7--vdPxA,0.00011752262310494795,353
2njTjQ35skXN171KoobeGg,0.00011752262310494795,354
89COhCW-cAD5-fTXPfXYTw,0.00011752262310494795,355
kkfHcOukpqNzABf3-NFN7g,0.00011752262310494795,356
ndQEgmIjLxSsDel3U-hPhQ,0.00011752262310494795,357
eblnR1cQsR_aeUkNu38VkA,0.00011752262310494795,358
MzedNubJEzEDO_St-AN0Wg,0.00011752262310494795,359
Kt4NZ9IXvRCHI8qvV0h8qg,0.00011752262310494795,360
0cddB9WRKcQhzAEXEav81w,0.00011752262310494795,361
Xat8Yhqly9GdM7kYcfQJyA,0.00011752262310494793,362
8q25GCkL0PngPIlCu2j4Vw,0.00011752262310494793,363
DzzVSYXadZ1_XgfGz_Loyw,0.00011752262310494793,364
5wlbureqTc6gsaB_y-OkOA,0.00011752262310494793,365
B_q2xoAgTyn6U4YNEc3kSw,0.00011752262310494793,366
n8yGo_YJneGjOWQHNHLj8Q,0.00011752262310494793,367
ZQ1xusCuRoHneUw_PfZM3w,0.00011752262310494793,368
JsRBXqGj0qeMv77sNXha2Q,0.00011752262310494793,369
fusQg9Pj0xUC8CzbO2IHrA,0.00011752262310494793,370
AHLQulzMieUxdvpSQwYL4A,0.00011752262310494793,371
6o8ddZAL2Gw_FdoFQf1ilg,0.00011752262310494793,372
3n2FIVhxAjG6fjju4wdzXw,0.00011752262310494793,373
KuAaIZIACr2uMSK1UDtueg,0.00011752262310494793,374
NQNCAfpEpEivlkYFZ-yf2A,0.00011752262310494792,375
ajfmcCilbPMKb_VxswIuQQ,0.00011752262310494792,376
oJXKb2Y80tiRi16jYNmpIg,0.00011752262310494792,377
_JHGrg4DNqMDlFplgED25w,0.00011752262310494792,378
jKTWcdyXPw_cGUp9fKqapQ,0.00011752262310494792,379
ocNvlc_zH3VdBbRpB6kwoA,0.00011752262310494792,380
qlO8LCXgSAQ_Kz2hMM3Zyg,0.00011752262310494792,381
PJLh9DYLcf5JJ_fdwHDbzA,0.00011752262310494792,382
qDz3dmLlGrra33ZkDAMkaQ,0.00011752262310494792,383
CVnp_PA5sRm_hFcmwmUNAQ,0.00011752262310494792,384
2puBfTq70dyDFkRlkwm1mg,0.00011752262310494792,385
5QefK7gbedeBiqsYJW54Bw,0.00011752262310494792,386
mbzW1gqMXxy5hDkB3h2tmg,0.00011752262310494792,387
wMMGNjWlsxjCkB6P5_X9Qg,0.00011752262310494792,388
7EXwY2JuIRcG88Dun2bSkA,0.00011752262310494792,389
5qVG7T82jRnKGR9O7_0cFw,0.00011752262310494792,390
LWbj99tJolTxhzIbXWQOaA,0.00011752262310494792,391
3tvi-OJ_-iK1ecjzSaH-oA,0.00011752262310494792,392
BRXYWO_BPuLZqDjuDERLTw,0.00011752262310494792,393
pk8qkVzhj2M3O3CEiv3veg,0.00011752262310494792,394
qEBL7U0kW4lkptcd_4wWbg,0.00011752262310494792,395
N4UpSKh-PQNfvk4w1QAYrA,0.00011752262310494792,396
f9eWh7vqRryHRS4-H6gOlw,0.00011752262310494792,397
Jmlqb5UYfygtUXugrpywjg,0.00011752262310494792,398
UiJiURqivPDuvMsFgRF3yQ,0.00011752262310494792,399
KN10CbKTJZVS_2abtMtAkw,0.00011752262310494792,400
q72up2Av5yNNVPk7vdKg9w,0.00011752262310494792,401
tP8wd-9CrI_RkHK424oifQ,0.00011752262310494792,402
B3JF06ctShiYJeg1FyJ5jA,0.00011752262310494792,403
1l4-uhraQzNiRjppKyMUUQ,0.00011752262310494792,404
yGFkdrYdndizAPymvyq2WQ,0.00011752262310494792,405
H7gG-N7vU6DOkCRMM02MOQ,0.00011752262310494792,406
v9dUfpQMn09sLJUaxlGMvQ,0.00011752262310494792,407
mQ8qDT7Y4X7e45bSHOqL_g,0.00011752262310494792,408
