business_id,total_visits,unique_users,repeat_users,revisit_rate,temporal_stability,gini_user_contribution,top_user_share,weekly_visit_mean,weekly_visit_std,stability_cv,seasonal_variance,repeat_user_count,repeat_user_rate,avg_user_repeat_visits,total_checkins,checkin_burstiness,peak_hour_entropy,weekday_ratio,temporal_stability_cv,visit_velocity_recent,growth_trend,lunch_dinner_ratio,late_night_ratio,peak_hour_mode
-8luB5pJ7d9UOoiF7wikkw,882,182,3,0.0164835164835164,0.6361429610994317,0.021209972822876,0.0034013605442176,2.194029850746269,1.4096794630811982,0.6425069661662605,99.25797101449278,3,0.0164835164835164,2.3333333333333335,696.0,0.3731637361369792,4.15318797394747,0.5991379310344828,0.6362139265937259,0.007183908045977011,-0.019508325701977275,0.28879310344827586,0.21839080459770116,15.0
-8oD6dtRRUpkIFSkJ46UqA,13,13,0,0.0,0.7290894789463097,0.0,0.0769230769230769,1.0833333333333333,0.2886751345948128,0.2664693550105965,1.125,0,0.0,0.0,,,,,,,,,,
-8uatt4iWxUproNMOd1srw,66,26,2,0.0769230769230769,0.5166093079112455,0.0659340659340659,0.0303030303030303,1.5714285714285714,0.7696327012111162,0.4897662644070739,42.21978021978022,2,0.0769230769230769,2.0,38.0,0.261605327235636,2.9385274926478635,0.7368421052631579,0.3478465608812275,0.0,0.210989010989011,0.6842105263157895,0.13157894736842105,18.0
-9lL4yFBX_7XVqUr8cwytg,308,131,3,0.0229007633587786,0.6014328032729086,0.0218753560442066,0.0064935064935064,1.3218884120171674,0.6527738198704381,0.4938191559409483,15.083333333333336,3,0.0229007633587786,2.0,174.0,0.29925200883131414,3.373313740943071,0.27011494252873564,0.47266767787067654,0.022988505747126436,-0.006321052879852823,0.6379310344827587,0.040229885057471264,19.0
-9rRsa_9GTkSYkPdKa7T8A,409,126,4,0.0317460317460317,0.5491337269326639,0.0297924297924299,0.0048899755501222,1.476534296028881,1.0582619619735467,0.7167202040749937,42.98152337858221,4,0.0317460317460317,2.0,279.0,0.38442866604791426,4.043422862589867,0.6057347670250897,0.7074089304439607,0.021505376344086023,-0.004003336113427858,0.30824372759856633,0.27956989247311825,22.0
-9yzQQ0d_rcOD2CzdTNO_Q,74,20,0,0.0,0.6631556738768553,0.0,0.0135135135135135,1.2333333333333334,0.4645634607236648,0.3766730762624309,1.253968253968254,0,0.0,0.0,54.0,0.22443344307471283,3.8242422542277095,0.7037037037037037,0.37258596562842344,0.018518518518518517,-0.009109311740890687,0.4074074074074074,0.16666666666666666,14.0
-9zDI4h2dE3hFOpGFHB10Q,52,38,0,0.0,0.5658038084813511,0.0,0.0192307692307692,1.238095238095238,0.6172133998483676,0.4985185152621431,18.694444444444443,0,0.0,0.0,14.0,0.0,3.0930692077718893,0.21428571428571427,0.33364240464065276,0.07142857142857142,-0.1,0.42857142857142855,0.21428571428571427,13.0
-AanHawaDlzWHQjrqRRWig,203,42,1,0.0238095238095238,0.636266290241591,0.0227021040974531,0.0098522167487684,1.2767295597484276,0.5385393946256197,0.4218116440663721,11.917307692307691,1,0.0238095238095238,2.0,160.0,0.11074803559673206,3.3987851791411723,0.875,0.3970996108806183,0.00625,-0.009711807180161612,0.4875,0.04375,16.0
-BLVl824WRLFIm_uiHmkbA,277,91,2,0.0219780219780219,0.5250532111235283,0.0210327307101501,0.0072202166064981,1.720496894409938,1.1576440521821874,0.6728544852033652,67.15057471264366,2,0.0219780219780219,2.0,184.0,0.24301995695127582,3.055489983973143,0.6739130434782609,0.6376007169373069,0.0,-0.00835768556399767,0.483695652173913,0.021739130434782608,15.0
-BjXcRcvDqOQ23eUKx6hjg,1245,209,8,0.0382775119617224,0.5177053055559997,0.0398577762170231,0.0024096385542168,3.7957317073170738,3.1102641678568004,0.8194109614915908,1145.4009009009008,8,0.0382775119617224,2.125,1027.0,0.48676935462415355,3.9102026293172356,0.6718597857838364,0.8174877770129073,0.0,-0.21915085817524843,0.4917234664070107,0.21616358325219084,18.0
-Bsw0AjWemVa8D_7g7-9Kg,141,47,3,0.0638297872340425,0.6048365184767729,0.0561702127659575,0.0141843971631205,1.3177570093457944,0.7216089313696727,0.5476039408266311,9.07610241820768,3,0.0638297872340425,2.0,91.0,0.38240337222556237,2.895154225282808,0.5934065934065934,0.5623631837836384,0.0,-0.016178604968838044,0.0,0.2087912087912088,3.0
-CLHHZzNmv1DYqyNQmlNtA,11,11,0,0.0,0.6470588235294118,0.0,0.0909090909090909,1.0,0.0,0.0,1.2,0,0.0,0.0,,,,,,,,,,
-DlF6neBa1HKx7aFi3ZxOg,100,44,0,0.0,0.6089871145434238,0.0,0.01,1.408450704225352,0.6228383140048098,0.442215202943415,12.31578947368421,0,0.0,0.0,56.0,0.2930899309458178,3.6412794765906793,0.44642857142857145,0.38384319833368086,0.03571428571428571,-0.041788856304985335,0.44642857142857145,0.26785714285714285,19.0
-F7XzFOkZkh_J66oKTRhrw,31,18,1,0.0555555555555555,0.6572378307793932,0.0497076023391813,0.064516129032258,1.2916666666666667,0.6240935455708451,0.4831691965709768,4.285714285714286,1,0.0555555555555555,2.0,12.0,0.0,2.2295739585136225,0.75,0.27638539919628335,0.3333333333333333,3.7007434154171884e-18,0.25,0.0,15.0
-FSNRWP_3twzsH-qliHcZQ,72,9,0,0.0,0.60435607626104,0.0,0.0138888888888888,1.2,0.4033755872716885,0.3361463227264071,10.352941176470589,0,0.0,0.0,63.0,0.17385602528386765,3.7141471884841804,0.9047619047619048,0.322437768798548,0.0,-0.05040322580645161,0.5079365079365079,0.1746031746031746,12.0
-FplUfMbM6YNKtwppNddxQ,133,61,2,0.0327868852459016,0.6477279964296957,0.0307051782461618,0.0150375939849624,1.209090909090909,0.4303924930592248,0.3559637160640205,3.654471544715448,2,0.0327868852459016,2.0,70.0,0.26860326920822997,3.1116359686610067,0.4857142857142857,0.31161200364608316,0.0,-0.012580943570767805,0.14285714285714285,0.6285714285714286,0.0
-GJN01qCjGgnNBTbZexNpQ,33,8,0,0.0,0.6634681803083992,0.0,0.0303030303030303,1.137931034482759,0.3509312031717982,0.3083940876358227,1.6838235294117645,0,0.0,0.0,25.0,0.19595917942265423,3.403074189428569,0.52,0.19595917942265423,0.0,-0.042105263157894736,0.56,0.24,17.0
-Gy7yBHvRZK64jNxYYJWWA,358,126,4,0.0317460317460317,0.6005369961630482,0.0297924297924299,0.0055865921787709,1.6497695852534562,0.9559329563487302,0.579434222144342,30.96091954022988,4,0.0317460317460317,2.0,228.0,0.26231121243042294,3.7306699342177216,0.5833333333333334,0.5705424090038027,0.0,-0.014480796586059747,0.44298245614035087,0.16666666666666666,16.0
-H-El0POa4KEtmyDD4QvtA,30,22,0,0.0,0.5825900506709125,0.0,0.0333333333333333,1.5,1.1470786693528088,0.7647191129018726,21.0,0,0.0,0.0,8.0,0.0,3.0,0.875,0.0,0.0,0.0,0.375,0.375,0.0
-H5v2-mADBj8_n2yeACjLA,309,116,0,0.0,0.6359479649117854,0.0,0.0032362459546925,1.5685279187817258,0.8521427766029381,0.5432754918795432,10.498924731182797,0,0.0,0.0,193.0,0.22901422445513417,3.8412880969870176,0.7098445595854922,0.5071103311475075,0.0,-0.018728107335702272,0.5544041450777202,0.19689119170984457,19.0
-H6s1c2NRic5UKxXqi4FdQ,12,7,0,0.0,0.646110632135477,0.0,0.0833333333333333,1.3333333333333333,0.7071067811865476,0.5303300858899107,4.8,0,0.0,0.0,5.0,0.0,1.9219280948873623,0.2,0.0,0.0,0.1,0.4,0.0,15.0
-HL8513QTgQ50vWjtg2Dyg,25,7,0,0.0,0.5793918466907793,0.0,0.04,1.1904761904761905,0.511766315719159,0.4298837052040935,1.4120879120879124,0,0.0,0.0,18.0,0.22906142364542562,3.2810361125534233,0.5555555555555556,0.30361335602843254,0.05555555555555555,0.02857142857142857,0.3333333333333333,0.2777777777777778,2.0
-J_HhUwt5pPiHRNf_m7rHw,210,8,0,0.0,0.6061542534404158,0.0,0.0047619047619047,1.3043478260869563,0.6229313591888512,0.4775807087114526,16.28078078078078,0,0.0,0.0,202.0,0.21174748232329899,4.108684738079212,0.5841584158415841,0.4822307137557435,0.0,0.01796733974224424,0.29207920792079206,0.2376237623762376,3.0
-JcSG0yNk06hpNWagOKj9g,59,36,1,0.0277777777777777,0.5965044321941919,0.0262762762762762,0.0338983050847457,1.18,0.4375255094603872,0.3707843300511756,4.3625,1,0.0277777777777777,2.0,22.0,0.0,2.569258485661211,0.7272727272727273,0.2798122778414056,0.0,-0.028571428571428574,0.3181818181818182,0.09090909090909091,14.0
-JkiE867GwCUuXFETjba2w,318,129,5,0.0387596899224806,0.6192910216895663,0.035867175749161,0.0062893081761006,1.8488372093023255,1.1649605756998205,0.6301044623282047,62.16450216450217,5,0.0387596899224806,2.0,184.0,0.43591017882715494,2.9424125341426066,0.42934782608695654,0.5682946966001133,0.03804347826086957,-0.0671621879169049,0.6630434782608695,0.016304347826086956,18.0
-KdeX92-JV2K8GWbAxVj2w,316,43,3,0.0697674418604651,0.5466188342608822,0.0606673407482305,0.0063291139240506,1.4976303317535544,0.8359449035326852,0.5581784007765715,31.794949494949503,3,0.0697674418604651,2.0,270.0,0.2600422040242695,3.9207647406430204,0.6666666666666666,0.5489590550315588,0.0,-0.02051948051948052,0.48518518518518516,0.2037037037037037,13.0
-KhT2eqHZUj-Sqz3xkt-kw,469,121,2,0.0165289256198347,0.5883775619039036,0.0159913995834173,0.0042643923240938,1.8987854251012144,1.3166686769988722,0.6934267872467408,81.6723484848485,2,0.0165289256198347,2.0,346.0,0.4525102733288929,3.813136312058604,0.4884393063583815,0.6528504276139284,0.0,0.01280487804878049,0.40173410404624277,0.28034682080924855,20.0
-Kro8CtHkk9Ge9MMDK8t7g,44,8,0,0.0,0.6150887355407969,0.0,0.0227272727272727,1.1,0.3038218101250999,0.2762016455682726,5.56140350877193,0,0.0,0.0,36.0,0.1643355495305449,1.636811096979277,1.0,0.2676090120555235,0.0,-0.007905138339920946,0.9722222222222222,0.0,18.0
-Lz1eG1xyHk634wVzBD83g,49,19,2,0.1052631578947368,0.6123148963268127,0.0852130325814537,0.0408163265306122,1.3611111111111112,0.6825489109748956,0.5014645060223722,10.525641025641027,2,0.1052631578947368,2.0,28.0,0.0,2.9976751198055647,0.7857142857142857,0.4127514962940658,0.0,-0.042105263157894736,0.6428571428571429,0.0,18.0
-M7aI9P2XG79_E0c3sN7gQ,233,46,1,0.0217391304347826,0.5898352477796771,0.020814061054579,0.0085836909871244,1.3546511627906976,0.6460237311637322,0.4768930547646435,17.1224358974359,1,0.0217391304347826,2.0,186.0,0.19882906852799534,3.57202838084253,0.6397849462365591,0.4657326727018525,0.0,-0.01551490514905149,0.5268817204301075,0.17204301075268819,17.0
-M7wzxpUsdSkQd9PDGsJWA,160,52,1,0.0192307692307692,0.5857807959897795,0.0363247863247864,0.01875,1.2903225806451613,0.6473736000352149,0.5017145400272915,6.157955865272939,1,0.0192307692307692,3.0,106.0,0.20771862557770396,3.9124069775110195,0.7830188679245284,0.4753805361948657,0.018867924528301886,-0.018864468864468863,0.22641509433962265,0.14150943396226415,15.0
-Mig1TcxvFWREy-pfx7rZQ,56,13,0,0.0,0.6508419537079363,0.0,0.0178571428571428,1.1428571428571428,0.4082482904638631,0.3572172541558802,3.608187134502923,0,0.0,0.0,43.0,0.20794131135252852,3.6822247905232377,0.3953488372093023,0.3911245887777126,0.0,0.0006105006105006115,0.4883720930232558,0.16279069767441862,20.0
-MwKwvY0gG3GyR5ymxsLNQ,41,19,0,0.0,0.5808313041892945,0.0,0.024390243902439,1.3225806451612905,0.7017642896867651,0.5306022678119443,3.7291666666666665,0,0.0,0.0,22.0,0.3500121534107716,2.9151512344992474,0.6818181818181818,0.5963473528819058,0.0,0.035714285714285705,0.6818181818181818,0.22727272727272727,18.0
-NvYIxTY2R3vzzSmvRKVLQ,161,69,1,0.0144927536231884,0.5784683725569565,0.01407867494824,0.0124223602484472,1.4770642201834865,0.7527275129823167,0.5096105522675312,22.133333333333333,1,0.0144927536231884,2.0,91.0,0.2834038261375047,3.6140638067317057,0.6373626373626373,0.45846662400187593,0.06593406593406594,-0.06350844277673547,0.5164835164835165,0.14285714285714285,17.0
-OX0MJDPRHV0RCRvwYnvBQ,594,179,18,0.1005586592178771,0.5923883534092703,0.0956983240223463,0.005050505050505,5.94,4.884152894305163,0.8222479620042361,823.25,18,0.1005586592178771,2.1666666666666665,394.0,0.6743532495836387,3.2874537105080206,0.46446700507614214,0.8086153278291757,0.16243654822335024,-0.7381422924901186,0.3553299492385787,0.4010152284263959,19.0
-Or44IdY51Ukd618kikmtA,1167,321,5,0.0155763239875389,0.5678218460778585,0.0181009269579963,0.0025706940874035,3.5045045045045047,2.8152142823508015,0.8033130728558842,457.2247983870968,5,0.0155763239875389,2.2,840.0,0.6306070002745392,3.5318324245084893,0.48095238095238096,0.8730631243582672,0.015476190476190477,-0.21623998436583938,0.5035714285714286,0.08214285714285714,16.0
-Ot1Qa0V3wNVUroZmItMyQ,42,7,0,0.0,0.5873313849518893,0.0,0.0238095238095238,1.4,0.6746646676632054,0.4819033340451468,6.916666666666667,0,0.0,0.0,35.0,0.2707607598448449,3.900153016697713,0.6857142857142857,0.469476477861571,0.0,0.024280067758328635,0.22857142857142856,0.3142857142857143,22.0
-P0cVKNzgqsqBsKkwngvpA,16,8,0,0.0,0.7372973869891228,0.0,0.0625,1.0666666666666669,0.2581988897471611,0.2420614591379636,0.4727272727272726,0,0.0,0.0,8.0,0.0,2.1556390622295662,0.5,0.0,0.0,0.0,0.125,0.0,15.0
-PTWFicakClBDK-zyQ5hjA,328,166,6,0.036144578313253,0.5858833890891626,0.0391740371892193,0.0091463414634146,2.7333333333333334,1.9260851283286071,0.7046652908519294,273.1923076923078,6,0.036144578313253,2.1666666666666665,155.0,0.3800926693313921,2.979203858525974,0.36774193548387096,0.5837899704209653,0.14193548387096774,-0.11871657754010695,0.36129032258064514,0.025806451612903226,15.0
-QG6KSRQKTQ80--wqrnLTg,51,9,0,0.0,0.5441493171478712,0.0,0.0196078431372549,1.5,0.8961195807649239,0.5974130538432826,12.076923076923077,0,0.0,0.0,42.0,0.21021088367919263,3.515823520085108,0.8571428571428571,0.5289946984105814,0.11904761904761904,-0.15087719298245614,0.5238095238095238,0.047619047619047616,13.0
-QbbFXdiWQb2vKaDIky4Pw,102,11,1,0.0909090909090909,0.6879661175954292,0.0757575757575759,0.0196078431372549,1.120879120879121,0.4172706245529082,0.3722708513168103,3.351724137931034,1,0.0909090909090909,2.0,90.0,0.0,3.5232795531603096,0.7888888888888889,0.32858405267875795,0.0,0.0038239538239538237,0.12222222222222222,0.08888888888888889,5.0
-R2w_cB1_nA9ZrgvP2PkUw,68,13,0,0.0,0.6165636727661775,0.0,0.0147058823529411,1.1929824561403508,0.4407216683718093,0.3694284573116637,6.490476190476191,0,0.0,0.0,55.0,0.0,3.7554338596115584,0.5454545454545454,0.295069679402136,0.01818181818181818,-0.0716642228739003,0.5818181818181818,0.09090909090909091,11.0
-RLJlk68dmL--ff0lsP0JQ,36,8,0,0.0,0.8588589435435477,0.0,0.0277777777777777,1.0285714285714285,0.1690308509457033,0.1643355495305449,0.2857142857142857,0,0.0,0.0,28.0,0.0,3.3373099413886695,0.5357142857142857,0.0,0.0,0.0,0.6428571428571429,0.07142857142857142,13.0
-RZEK75brNtAA6QmDU365g,32,6,0,0.0,0.6444908249170844,0.0,0.03125,1.103448275862069,0.3099340466946034,0.2808777298169843,2.4242424242424248,0,0.0,0.0,26.0,0.0,3.517559429596343,0.6923076923076923,0.19230769230769232,0.0,0.037151702786377715,0.4230769230769231,0.23076923076923078,11.0
-RkGrQUxlwgaR5By4p2tAQ,39,11,1,0.0909090909090909,0.7387918959503175,0.13986013986014,0.0769230769230769,1.054054054054054,0.2292434351351256,0.2174873615384525,0.9486166007905136,1,0.0909090909090909,3.0,26.0,0.0,3.3158243335257076,0.8076923076923077,0.0,0.0,0.006916996047430831,0.6538461538461539,0.11538461538461539,11.0
-RzbRfPnKcwTixtokN-p6A,9,5,0,0.0,,0.0,0.1111111111111111,1.0,0.0,0.0,0.125,0,0.0,0.0,4.0,0.0,2.0,0.5,0.0,0.0,0.0,0.75,0.0,15.0
-SFSt3FkjGfavnyMpHsZPA,19,9,1,0.1111111111111111,0.6808997995888418,0.0888888888888888,0.1052631578947368,1.1176470588235294,0.485071250072666,0.4340111184860695,0.4469696969696969,1,0.1111111111111111,2.0,9.0,0.0,2.6416041678685933,0.6666666666666666,0.3142696805273545,0.0,-0.08333333333333333,0.7777777777777778,0.1111111111111111,19.0
-SQv9Kit89XgEik-Rd_5yg,95,27,1,0.037037037037037,0.5982363463825572,0.0343915343915344,0.0210526315789473,1.3013698630136987,0.5447968914816204,0.4186334008227187,10.212418300653594,1,0.037037037037037,2.0,67.0,0.16884070666789205,3.8651187131066034,0.6268656716417911,0.3768745654610647,0.014925373134328358,-0.06584224598930481,0.44776119402985076,0.22388059701492538,1.0
-TSPsir3LSLO9vVBkvkqUw,599,53,3,0.0566037735849056,0.5622757254661657,0.110691823899371,0.006677796327212,2.109154929577465,1.3340024491041595,0.6324819625134913,122.49501661129568,3,0.0566037735849056,3.3333333333333335,539.0,0.3774013258183794,3.797145537163858,0.6326530612244898,0.6409592814393786,0.0,-0.03948994899489949,0.3116883116883117,0.20408163265306123,15.0
-T_lkOvaK39R-Ufg6VUyxg,1009,308,9,0.0292207792207792,0.7143272709568368,0.030609327779139,0.0029732408325074,3.3190789473684212,1.8615878652068392,0.5608748374855096,159.47293447293447,9,0.0292207792207792,2.111111111111111,691.0,0.5511881106964074,3.6269238360154454,0.4081041968162084,0.5854635073000001,0.0,-0.031701982228298016,0.3053545586107091,0.4630969609261939,0.0
-TboXPMTf45s24FPyD8OAA,176,50,2,0.04,0.5979806758188625,0.0369230769230768,0.0113636363636363,1.2222222222222223,0.4939415390289057,0.4041339864781955,5.762195121951219,2,0.04,2.0,124.0,0.1523638745245922,3.695655344508771,0.6290322580645161,0.38556224999243227,0.008064516129032258,-0.008733997155049788,0.5403225806451613,0.0967741935483871,12.0
-Tskf8WK17rb3ZfeFuRSWA,4895,1822,19,0.0104281009879253,0.5801685919883938,0.0102128550142472,0.000408580183861,7.819488817891374,5.1188439689323175,0.6546264197245415,3684.321857923497,19,0.0104281009879253,2.0,3054.0,0.5633101862661695,3.8057237307345857,0.6054354944335298,0.5645008850861453,0.0006548788474132286,-0.004077650960881856,0.3418467583497053,0.3461034708578913,0.0
-UEeCTgxud4OGWshX4x-jw,1342,411,6,0.0145985401459854,0.6147367661247187,0.0141784382712806,0.0014903129657228,5.662447257383966,3.7883607320847026,0.6690324094665235,1306.6666666666667,6,0.0145985401459854,2.0,925.0,0.5656446813245991,3.7060357085617572,0.5913513513513513,0.7201399519959027,0.011891891891891892,-0.4661785966962995,0.35027027027027025,0.37405405405405406,0.0
-V0vIgo6196MDn_x3ZaYmA,279,146,3,0.0205479452054794,0.5329061577164095,0.0197205111703595,0.007168458781362,1.5414364640883975,1.0565647335674888,0.6854416371889444,35.42034139402561,3,0.0205479452054794,2.0,130.0,0.42235452811803614,3.6971750169532065,0.46153846153846156,0.5948999711557595,0.0,-0.01493212669683258,0.43846153846153846,0.25384615384615383,17.0
-Wd5KqFszREg0XdXfSv5tg,83,19,1,0.0526315789473684,0.5679776382416953,0.0473684210526317,0.0240963855421686,1.4310344827586208,0.7971895582435427,0.5570722214231985,13.310457516339866,1,0.0526315789473684,2.0,63.0,0.3416471621270255,3.785674766685396,0.7777777777777778,0.44886115360424883,0.07936507936507936,-0.00033422459893048126,0.6031746031746031,0.15873015873015872,12.0
-WfGgYMcJKttsCu7WDrBrg,168,64,2,0.03125,0.5666260427826022,0.0293560606060605,0.0119047619047619,1.3884297520661155,0.6502807192083313,0.4683569465726672,19.351724137931033,2,0.03125,2.0,102.0,0.22901847689048827,3.496516521367154,0.7647058823529411,0.3906045286451411,0.00980392156862745,-0.020733825445071647,0.14705882352941177,0.5882352941176471,0.0
-Wv0KRW7vv77bjOKLrxpXg,33,12,1,0.0833333333333333,0.5911947997129819,0.0705128205128204,0.0606060606060606,1.2222222222222223,0.5063696835418333,0.414302468352409,6.000000000000001,1,0.0833333333333333,2.0,20.0,0.0,3.484183719779189,0.5,0.44930501889028573,0.1,-0.17482517482517482,0.5,0.15,20.0
