business_id,birank_score,name,city,state,stars,review_count,subcategory
9KUs5ruPBvbko6OpjMfDzw,0.0015349779518270856,Baymont by Wyndham Reno,Reno,NV,1.5,243,Hotel
P61ecBVVPgBm-zH_SYq8FA,0.0015343031364629933,"St. Louis Union Station Hotel, Curio Collection by Hilton",St Louis,MO,3.5,329,Hotel
NSsXMFzmmpiF9V5Nqcmvdw,0.0015158168081834866,Boomtown - Reno,Reno,NV,2.5,553,Hotel
n1jYl9qU29FFZ64Sx9adgA,0.0015099452192656416,The Sazerac House,New Orleans,LA,5.0,109,Hotel
o8Q3OizUJiLwNGjehdpkcg,0.0015079367664642314,Inn On The Gulf,Hudson,FL,4.0,228,Hotel
rViAhfKLKmwbhTKROM9m0w,0.001506225555426165,Casino Del Sol,Tucson,AZ,3.0,298,Resort
pg8XTtztUXc-PxRYUVoAvw,0.0014957557189589127,The Hotel Zamora,St. Pete Beach,FL,3.5,227,Hotel
i1UAowqVH1cCkXudBRDwdA,0.0014574726416463882,Boise Airport,Boise,ID,4.0,373,Hotel
gkwSfsu1bxyTzTY3XCW0DA,0.0014498520860707403,Kimpton Canary Hotel,Santa Barbara,CA,4.0,481,Hotel
PBtZNTQl5tRReeC8It1G7g,0.0014489439507091519,Safety Harbor Resort & Spa Trademark Collection,Safety Harbor,FL,3.0,305,Resort
0bvtIbpsqBJZpRKSPwIfNw,0.0014443905671765098,Panorama,Philadelphia,PA,4.0,324,Hotel
5C3Xq33S5VgLun8vxTxMqA,0.0014415024300473264,Two Chicks Walking Tours,New Orleans,LA,5.0,342,Hotel
lnUJXI_NsX8G4HX8jrVDag,0.0014398260942320813,Hotel Preston,Nashville,TN,2.5,378,Hotel
sHwHKUBKYe2PPvgyc361yw,0.0014310556759713742,Hotel Californian,Santa Barbara,CA,3.5,162,Hotel
io4YNLvABJrFraEwtQBWqA,0.0014297133867335042,Philadelphia 201 Hotel,Philadelphia,PA,2.5,557,Hotel
W0Re-5UviF5pJoGf3ulifg,0.001424922555810732,Renaissance Reno Downtown Hotel & Spa,Reno,NV,3.5,209,Hotel
BvqJe6XmjKC8fQsjEMsCrg,0.0014236928576233207,Pueblo Real Mexican Restaurant - Franklin,Franklin,TN,4.0,267,Hotel
CU90LyF40t62BRWyzHO29A,0.0014199198169798004,Nashville Zoo At Grassmere,Nashville,TN,4.0,328,Hotel
mKqlE-HZViEz6v5OWBMBEA,0.0013945916117810804,Loews Ventana Canyon Resort,Tucson,AZ,3.5,369,Hotel
BVOjxoXijWPfINv1eUGDKw,0.001392443089034334,Mardi Gras World-Riverfront,New Orleans,LA,4.0,403,Hotel
8BLTQlfijNA2LSFEz-d3hg,0.0013880708720087921,Tampa Marriott Water Street,Tampa,FL,3.5,374,Hotel
KCm9f7cROQ-f0iyYxFxQog,0.001384932511280937,Ace Hotel New Orleans,New Orleans,LA,3.5,265,Hotel
R7I-L_gNlZZyvVspL4Xlhw,0.0013834702930356295,The Old No 77 Hotel and Chandlery,New Orleans,LA,3.0,435,Hotel
Hmla5-rI6eLz4ARuJMHIjQ,0.00136505620867382,The Westin Nashville,Nashville,TN,3.0,225,Hotel
2le7R7NHupc5GeBvkniMzQ,0.001355498717153451,Opal Sands Resort,Clearwater Beach,FL,4.0,211,Resort
rNPddzp4s_Zgj3nrZcYZaA,0.001354064179478312,Budget Rent A Car,Philadelphia,PA,1.5,293,Hotel
fZuNemxoVGRN2ENWu9zvcw,0.0013529393536184074,Hyatt Regency New Orleans,New Orleans,LA,3.0,521,Hotel
XnTBpbgnH0jKolelADeryQ,0.001339312388908365,NOPSI Hotel,New Orleans,LA,4.0,184,Hotel
iJ3A49gtUPspc7nd4Ov2HA,0.0013289065981794777,Escape My Room,New Orleans,LA,5.0,282,Hotel
hb4Viui0dPDUpFqN1PbRKA,0.0013280003556919659,Hertz Rent A Car,Philadelphia,PA,2.0,359,Hotel
uRST5ZEdNkLoBZROwbGxSw,0.0013261381158959737,La Quinta Inn by Wyndham Reno,Reno,NV,2.5,187,Hotel
0jpFptAehZhLl3nkhHDanA,0.0013254195010050538,Belmond El Encanto,Santa Barbara,CA,4.0,331,Hotel
9PXJkRLVWd6IMPfBzdJp2Q,0.001320236268033427,"El Conquistador Tucson, A Hilton Resort",Tucson,AZ,3.0,269,Resort
1mJS5vRCuIw1-ecLgCa8pQ,0.0013058836061483425,General RV Center,Dover,FL,2.0,133,Hotel
qc7AgRToxyrZwx434dSdqg,0.0013055916315881373,Sheraton Sand Key Resort,Clearwater Beach,FL,3.5,261,Hotel
1Pprt5BURngs1jvXTPWopA,0.0013046906752858568,Nashville Pedal Tavern,Nashville,TN,4.5,331,Hotel
rnWc8mgFnziFBbDmhdetzw,0.0013014801349641564,New Orleans Passport Center,New Orleans,LA,2.5,99,Hotel
D5V0Fawd6ODVgqCY8xngsw,0.0012982543017531066,Loews Philadelphia Hotel,Philadelphia,PA,3.5,505,Hotel
I_FKWKPVpGts4q_HzJ-0mQ,0.0012975042168467056,"The Ritz-Carlton, New Orleans",New Orleans,LA,4.0,413,Hotel
A9El2DdT9Qx2tfFc_f279A,0.0012893821493937152,Kimpton Hotel Palomar Philadelphia,Philadelphia,PA,4.0,444,Hotel
_E0WPHfJEYmwOUCAj-Jq1A,0.0012890113954896268,Western Village Inn and Casino,Sparks,NV,3.5,266,Hotel
N2i1U4Z6GHEw9V02N2u6JA,0.0012808037386952797,Hollander Hotel,St. Petersburg,FL,4.5,265,Hotel
Aa0EldaVchavAAWL1DIJCw,0.0012720668215383125,Tucson International Airport - TUS,Tucson,AZ,4.0,415,Hotel
rbT-MIIvpSQYmnADue9xKA,0.0012682208391763114,Best Western Plus Carpinteria Inn,Carpinteria,CA,3.0,292,Hotel
bjsBMTS4RD7Bs35ugv_fPA,0.0012675268035884073,The Eagle Inn,Santa Barbara,CA,4.5,368,B&B
bdxUoXumIbpfAXL4-QL73A,0.0012613350317368813,City Sightseeing New Orleans,New Orleans,LA,3.5,232,Hotel
ez4kMLP6OJEIaMbMrrGRdA,0.0012603340522954155,New Orleans Secrets Tours,New Orleans,LA,5.0,215,Hotel
M0c99tzIJPIbrY_RAO7KSQ,0.001258793233820405,Hyatt Regency St. Louis at the Arch,Saint Louis,MO,3.5,430,Hotel
TGa-k0lkz6t4pUpchVUoEQ,0.0012423304048220089,New Orleans Kayak Swamp Tours,New Orleans,LA,5.0,223,Hotel
vRle3eQO4T767azL09rFnA,0.0012408151114220005,Lodge On The Desert,Tucson,AZ,3.5,300,Hotel
4UDm69SbXGjjlbVVy3GNcQ,0.0012389221669990376,Blue Bell Inn,Blue Bell,PA,3.5,295,Hotel
CFlW9bfl4N63fZpQsZIkRQ,0.0012368676205412891,"The Logan Philadelphia, Curio Collection by Hilton",Philadelphia,PA,3.5,211,Hotel
6Mj5RiRMnHG1ixSJ683z8A,0.0012282749609792596,Virgin Hotels Nashville,Nashville,TN,3.0,70,Hotel
I_VsUwgQSkXqo1I2UjnhWA,0.0012276239947412594,Audubon Zoo,New Orleans,LA,4.5,369,Hotel
3XTQcobtEsU11sSN2Jn7Bw,0.0012120807585288367,Payless Car Rental,Philadelphia,PA,2.0,269,Hotel
dvph41fD_t6Kd_ChSpmNSA,0.0012071374625587385,"The Ritz-Carlton, Philadelphia",Philadelphia,PA,3.5,328,Hotel
V2cQOeZwPBmjpln6_p1Ygw,0.0012023041160724082,Stearns Wharf,Santa Barbara,CA,4.0,297,Hotel
rryEC-u2GnR0Z2_l_bUXtA,0.0012017211428747166,Andrew Jackson's Hermitage,Nashville,TN,4.5,290,Hotel
thCbLZ69suCvVNr4gPQU1Q,0.0011971401353308038,JW Marriott Indianapolis,Indianapolis,IN,4.0,395,Hotel
G9rBwcWp56C8r6ZFwVuimA,0.001185331187090185,Belmond El Encanto Dining Room,Santa Barbara,CA,3.0,224,Hotel
TRaNwiGekGWa5xFIZTF9WQ,0.0011816920718424563,Vip City Tours,New Orleans,LA,4.5,258,Hotel
Ku0fmO53lQt4H-hmQjOJAg,0.001179279867733095,Club Wyndham Clearwater Beach,Clearwater Beach,FL,3.5,185,Resort
UhvOBTrHfvGJM4_xhFVH6A,0.0011774451050728576,Sixt Rent A Car,Philadelphia,PA,2.0,134,Hotel
8R-ObAoppiDpucPYjyncUw,0.0011768073362472232,Embassy Suites by Hilton New Orleans,New Orleans,LA,2.5,276,Hotel
MKCUK6Ju67hBk6z9wU7Zww,0.0011739208542999955,Omni Royal Orleans,New Orleans,LA,4.0,371,Hotel
mNrV8pJO8lpEPMwF0ca2eQ,0.001171858638948899,Executive Car Rental,Tampa,FL,1.0,190,Hotel
WQ0Hn0QaJZpygRyr3ALWSg,0.0011700444342324864,The Grill at Hacienda Del Sol,Tucson,AZ,3.5,344,Resort
WRSbf7EMHP_sOHisXzq23w,0.0011695341781806212,Hilton St. Petersburg Bayfront,Saint Petersburg,FL,2.5,201,Resort
cB_9eHHfo9me96cZup-lZQ,0.001162755690558237,"The Saint Hotel, Autograph Collection",New Orleans,LA,3.5,316,Hotel
HG7K0in4lGJa_LRHCqwvkg,0.0011559449434872394,William Penn Inn,Gwynedd,PA,4.0,268,B&B
YSKUg2V5dt1BazwipvPZuw,0.0011488967428843905,Timothy's The Restaurant,St Louis,MO,4.5,54,Hotel
OZnYatmpbZwbtaFTJlYVhg,0.0011443390462274835,Sheraton Tampa Riverwalk Hotel,Tampa,FL,2.5,233,Hotel
kYgMSD2obyOgORgd3RSE_w,0.0011328654264716883,Mr John's Steakhouse,New Orleans,LA,4.0,294,Hotel
EEbKsmWBhkjWEzEFWsnEZA,0.001132770404518665,Le Méridien New Orleans,New Orleans,LA,3.0,254,Hotel
iBnj2wBO5-3moZ7corhp-w,0.0011322562288156176,Hotel Congress,Tucson,AZ,4.0,378,Hotel
kM0CewxK3Ize1SF92bfJYQ,0.0011287492679651675,Hilton Philadelphia at Penn's Landing,Philadelphia,PA,3.5,186,Hotel
xYc9TYMNACmpl2BG_S_BYQ,0.0011282706883786872,JW Marriott Nashville,Nashville,TN,4.0,119,Hotel
YLnTB4kllUDfuaYugcB4Dg,0.0011276817535349403,Quality Inn & Suites,Reno,NV,1.5,133,Hotel
nCYaiVHMdIfub2g1IBsSuw,0.0011253511752482748,The Westin New Orleans,New Orleans,LA,3.0,367,Hotel
p6H295aQCbDJ80GcpqFvwA,0.0011222451651453698,Club Quarters Philadelphia,Philadelphia,PA,3.0,402,Hotel
6gdAMPGsK0D_3u8h3A8H2A,0.0011196574983917734,The Warwick Hotel Rittenhouse Square,Philadelphia,PA,3.0,350,Hotel
HrnSaz2f1WUEoAQQ6iD6gw,0.0011177197848931959,Lemon Tree Inn,Santa Barbara,CA,2.5,270,Hotel
ZCxi49hVqS3zVUkRLoEwdA,0.0011131240117609796,Grim Philly Twilight Tours,Philadelphia,PA,4.0,245,Hotel
vAtVp9NI8uyqDM7Wi7pcVA,0.0011082596038726998,Gray Line Tours,New Orleans,LA,4.0,367,Hotel
J0AY8KwUoKZaToLzgamYpw,0.0011060942959922474,Sparks Marina RV Park,Sparks,NV,3.5,180,Hotel
cAWW8h_LXJnT7mtqUDj0Zw,0.0011026303798733542,Millennium Maxwell House Hotel Nashville,Nashville,TN,2.0,360,Hotel
Hc8NS3faFHUnNhYYQt0z7A,0.0010900394664758702,ART Bar at Angad Arts Hotel,St. Louis,MO,4.0,110,Hotel
hnCii6jczIRh_WOlSecRIQ,0.001087724885190135,Sheraton Grand Nashville Downtown,Nashville,TN,3.0,332,Hotel
OcWjOka2Ni3IpOSotlVDbA,0.001079378389983815,"The Ritz-Carlton, Dove Mountain",Marana,AZ,4.0,272,Hotel
IgFxKVu_yHlCJsQkTYPPeQ,0.0010791437730229962,JAMNOLA,New Orleans,LA,4.5,70,Hotel
gmjsEdUsKpj9Xxu6pdjH0g,0.0010729581336527674,The Voodoo Bone Lady Tours,New Orleans,LA,4.5,359,Hotel
L7cO2qZurrt-7SLl2oDSrA,0.0010679298228247816,Upland Brewing Co Tasting Room,Indianapolis,IN,4.0,177,Hotel
Wtmv7jEPOAMO4HrassHYdA,0.0010632410926689545,Ghost City Tours,New Orleans,LA,4.0,167,Hotel
gHtOMNxliyEIqXQMoDLxww,0.0010624640814924581,Renaissance Nashville,Nashville,TN,3.5,340,Hotel
thFrL729C7nPDAKdTTcvVw,0.00105201374595697,New Orleans Historic Voodoo Museum,New Orleans,LA,3.5,288,Hotel
rrNF0siUBVQOOgsFVfGpKA,0.0010498176013491042,Columns,New Orleans,LA,3.5,293,Hotel
BMVDzCh3om7pF2_-4TCVsQ,0.0010460006867672453,The Vinoy Renaissance St. Petersburg Resort & Golf Club,St. Petersburg,FL,4.0,311,Resort
4JWuSA8tyXHteRgh_hU_Cw,0.0010420634577225029,French Market Inn,New Orleans,LA,4.0,355,Hotel
APW6JU-i8oSAPCmI_cWfwg,0.0010353302493003624,Graduate Nashville,Nashville,TN,3.5,68,Hotel
x_YfOUl2yoLaWNVU4czO4Q,0.0010348207425521475,DoubleTree by Hilton Hotel Nashville Downtown,Nashville,TN,3.0,269,Hotel
zmEFVIU5cakWga2cyskz2Q,0.0010332205885183817,Harbor View Inn,Santa Barbara,CA,3.5,304,Hotel
R41oIvpXmZPpMT6IxIWgzg,0.0010328619357201818,"Union Station Hotel Nashville, Autograph Collection",Nashville,TN,4.0,243,Hotel
YGVBacpj1YW4q69hlYKoVA,0.001031629136025933,Sonesta Philadelphia Rittenhouse Square,Philadelphia,PA,3.0,267,Hotel
