business_id,consistency_score,treatment,future_revisit_rate,total_visits,unique_users,gini_user_contribution
-AanHawaDlzWHQjrqRRWig,0.11687132858667326,1.0,0.0,203,42,0.0227021040974531
-BLVl824WRLFIm_uiHmkbA,-0.007640641139024407,1.0,0.0,277,91,0.0210327307101501
-BjXcRcvDqOQ23eUKx6hjg,-0.2003450074212011,0.0,0.0,1245,209,0.0398577762170231
-Bsw0AjWemVa8D_7g7-9Kg,-0.05238280211647306,1.0,0.0,141,47,0.0561702127659575
-DlF6neBa1HKx7aFi3ZxOg,-0.36579056756680983,0.0,0.0,100,44,0.0
-FSNRWP_3twzsH-qliHcZQ,0.07628898722653688,1.0,0.0,72,9,0.0
-FplUfMbM6YNKtwppNddxQ,-0.2083632503772957,0.0,0.0,133,61,0.0307051782461618
-GJN01qCjGgnNBTbZexNpQ,-0.2390853725578468,0.0,0.0,33,8,0.0
-Gy7yBHvRZK64jNxYYJWWA,-0.24882512671526702,0.0,0.0,358,126,0.0297924297924299
-H-El0POa4KEtmyDD4QvtA,0.20582384017730493,1.0,0.0,30,22,0.0
-H5v2-mADBj8_n2yeACjLA,-0.14698824625264129,0.0,0.0,309,116,0.0
-H6s1c2NRic5UKxXqi4FdQ,-0.22870282066402448,0.0,0.0,12,7,0.0
-HL8513QTgQ50vWjtg2Dyg,-0.17630815979047232,0.0,0.0,25,7,0.0
-J_HhUwt5pPiHRNf_m7rHw,-0.3323195424750701,0.0,0.0,210,8,0.0
-JcSG0yNk06hpNWagOKj9g,0.15417721826384667,1.0,0.0,59,36,0.0262762762762762
-JkiE867GwCUuXFETjba2w,-0.22698294731694818,0.0,0.00980392156862745,318,129,0.035867175749161
-KdeX92-JV2K8GWbAxVj2w,-0.20789409757057387,0.0,0.02631578947368421,316,43,0.0606673407482305
-KhT2eqHZUj-Sqz3xkt-kw,-0.3621139983695686,0.0,0.0,469,121,0.0159913995834173
-Kro8CtHkk9Ge9MMDK8t7g,0.6348950119227448,1.0,0.0,44,8,0.0
-Lz1eG1xyHk634wVzBD83g,0.11705671069177737,1.0,0.0,49,19,0.0852130325814537
-M7aI9P2XG79_E0c3sN7gQ,-0.1569871319867353,0.0,0.0,233,46,0.020814061054579
-M7wzxpUsdSkQd9PDGsJWA,-0.08967762436691862,1.0,0.0,160,52,0.0363247863247864
-Mig1TcxvFWREy-pfx7rZQ,-0.4260035110994536,0.0,0.0,56,13,0.0
-MwKwvY0gG3GyR5ymxsLNQ,0.03156827901665005,1.0,0.0,41,19,0.0
-NvYIxTY2R3vzzSmvRKVLQ,-0.1687858091516672,0.0,0.0,161,69,0.01407867494824
-Or44IdY51Ukd618kikmtA,-0.3068536387042422,0.0,0.0035460992907801418,1167,321,0.0181009269579963
-Ot1Qa0V3wNVUroZmItMyQ,-0.1842488537639393,0.0,0.0,42,7,0.0
-P0cVKNzgqsqBsKkwngvpA,0.01916591012447444,1.0,0.0,16,8,0.0
-PTWFicakClBDK-zyQ5hjA,-0.296795463641918,0.0,0.00909090909090909,328,166,0.0391740371892193
-QG6KSRQKTQ80--wqrnLTg,0.0729077632145696,1.0,0.0,51,9,0.0
-QbbFXdiWQb2vKaDIky4Pw,0.0029906617670099056,1.0,0.0,102,11,0.0757575757575759
-R2w_cB1_nA9ZrgvP2PkUw,-0.29222772409311615,0.0,0.0,68,13,0.0
-RLJlk68dmL--ff0lsP0JQ,-0.20870179785790544,0.0,0.0,36,8,0.0
-RZEK75brNtAA6QmDU365g,-0.09231461137410446,1.0,0.0,32,6,0.0
-RkGrQUxlwgaR5By4p2tAQ,0.068068776307181,1.0,0.0,39,11,0.13986013986014
-RzbRfPnKcwTixtokN-p6A,0.053882560118203304,1.0,0.0,9,5,0.0
-SFSt3FkjGfavnyMpHsZPA,0.07743382239135621,1.0,0.0,19,9,0.0888888888888888
-SQv9Kit89XgEik-Rd_5yg,-0.23528276092338019,0.0,0.0,95,27,0.0343915343915344
-TSPsir3LSLO9vVBkvkqUw,-0.21433336172457518,0.0,0.0,599,53,0.110691823899371
-T_lkOvaK39R-Ufg6VUyxg,-0.4009127913685296,0.0,0.0,1009,308,0.030609327779139
-TboXPMTf45s24FPyD8OAA,-0.1953158924243501,0.0,0.027777777777777776,176,50,0.0369230769230768
-Tskf8WK17rb3ZfeFuRSWA,-0.2434643693928269,0.0,0.0,4895,1822,0.0102128550142472
-UEeCTgxud4OGWshX4x-jw,-0.23531222985569433,0.0,0.0,1342,411,0.0141784382712806
-V0vIgo6196MDn_x3ZaYmA,-0.3631486651405899,0.0,0.0,279,146,0.0197205111703595
-Wd5KqFszREg0XdXfSv5tg,-0.06664998979162562,1.0,0.0,83,19,0.0473684210526317
-WfGgYMcJKttsCu7WDrBrg,-0.01522261715541906,1.0,0.0,168,64,0.0293560606060605
-Wv0KRW7vv77bjOKLrxpXg,-0.2771775605728636,0.0,0.0,33,12,0.0705128205128204
-Y-t4EXY68Lj6DqVFg08gA,-0.46797700180757273,0.0,0.0,60,22,0.0757575757575756
-YC81xKbSenKaCrtFZpRfQ,-0.20386978994720362,0.0,0.0,121,5,0.0
-YDYk83kO5ek-h4Fdu-Ugg,0.47366010204031717,1.0,0.16666666666666666,33,6,0.119047619047619
-YljbQMbbTC9jwn8kOLitA,0.02237951814903094,1.0,0.0,151,37,0.0716216216216216
-Zb5_s9g-Jo5j4ntcvHK6Q,0.08207369135961617,1.0,0.0,15,10,0.0
-Ze_1WxQmM_iDlc3kFZ8bg,-0.2562403348010902,0.0,0.0,47,13,0.1128205128205128
-ZuxCKkOtFgBbgwtzwS0Zg,0.012695273823071562,1.0,0.05263157894736842,104,55,0.033811802232855
-_LFA5At29YUr5Q48Nuf8A,0.12700242682266705,1.0,0.0,23,13,0.0659340659340659
-a0kKyJPMw-8z5AjfQstTw,-0.27288149145569823,0.0,0.0,108,52,0.0185050798258346
-aUw9tAKRs_Lrw47U-YSBw,-0.05981119294246062,1.0,0.041666666666666664,44,29,0.0600667408231367
-bGw8ARHQucKWEHEkxpGFw,-0.11168945685997478,1.0,0.030927835051546393,421,114,0.0327088908712458
-bOcJEs8imqtSXwG644k1g,-0.23310822348896043,0.0,0.0,467,83,0.0
-bmzEhftbyGVuUQV9FIxmg,0.13746194737143658,1.0,0.0,19,9,0.0
-bxLBGgtchd-O6-2CdDThA,-0.07649539540001249,1.0,0.125,457,110,0.1550964187327823
-cDVG1zBZPBYU3TAoshgxw,-0.15688452457953794,0.0,0.0,233,24,0.0
-cEFKAznWmI0cledNOIQ7w,-0.3225869814203617,0.0,0.005434782608695652,3076,1138,0.0360236589260702
-cXxMH_oL82mOK6MBAjOHA,0.07604768116383176,1.0,0.0,93,15,0.0583333333333333
-dwqsjGDBnzzv2qQYyIC3g,-0.20549553843491297,0.0,0.0,323,114,0.0086193745232645
-eCe9GfRqhbMaB9CylkBSg,-0.2340914072258662,0.0,0.0,37,7,0.0
-eKoPT80NewUNc2h-hevdA,0.19005335616572538,1.0,0.0,76,46,0.0
-fCB9irkaglTWG7rBhcODg,-0.20544420676379727,0.0,0.0,19,5,0.0
-fJPJP7iOd1ukDNqTSINIg,-0.20938275565100373,0.0,0.005076142131979695,772,217,0.0304888084265964
-fs09akgCKv5rTTy7iUHUg,-0.3182798785997354,0.0,0.009009009009009009,709,276,0.0241076458237312
-fvncmHOAGh4YSiTbCuqCQ,0.5712971793359756,1.0,0.0,12,7,0.0
-hmRPTs-6XK3wnSN7IYgug,0.10599868351988695,1.0,0.0,48,24,0.0
-iXlYo2AI1iHgpeZnv5sPw,-0.04948343256695342,1.0,0.0,40,20,0.0
-ilTnXu41RrxQITuolQhmQ,0.17530533654704794,1.0,0.0,176,10,0.0
-k1iNvlyQZkZ14Hcqzlk4Q,-0.21854012567368897,0.0,0.0,41,24,0.0
-kY_HDP7IMvGl-kBIZVU4A,-0.24903423086460064,0.0,0.0036496350364963502,2240,320,0.0293560606060605
-ka45SR1nuoxUU4eTamE_w,-0.036955683587973964,1.0,0.0,118,58,0.0
-ksLHy9XXZVYuIVowdRc_w,-0.49530430273689996,0.0,0.0,68,39,0.0243589743589744
-kz82pLe268Cw59S6fD1BQ,-0.08391637493168158,1.0,0.0,117,64,0.0151442307692306
-lhHSR1Aws4CyYC1XOPVTw,-0.09093124680653186,1.0,0.0,458,156,0.0300605191909539
-loV4cB2Uh9TCltTRgGzWQ,-0.20165671519254658,0.0,0.0030120481927710845,1418,379,0.017799773059729
-ltRJOR-r7MhOh7g48HQwg,0.03188522701395047,1.0,0.0,142,66,0.0146992311171416
-mBc7M9Q3fEIxuUxwOleZg,0.03604318415448726,1.0,0.0,223,67,0.0409381663113006
-mDAFyX5kZHXhxjELeMhiQ,-0.3715069692184082,0.0,0.0,2010,528,0.0270208996037724
-mWySS-oF7Pw-OdgHMCHUQ,-0.11998509403703583,1.0,0.0,29,7,0.0
-mX0wJKh5uW1Kvd_VFFqjw,-0.1317072943828339,0.0,0.021739130434782608,122,70,0.075563909774436
-nkdsrNAQoHEve7j_k-_qg,0.09001913533531514,1.0,0.0,295,41,0.0232288037166086
-q4YqKsWJY6NtkQdnNeL1Q,-0.3943518842367825,0.0,0.0,756,342,0.0354254180051065
-qCCfmWdjCC16j2AQUtOzg,-0.5226477547014399,0.0,0.0,83,8,0.0
-qEk9byAfXQvKNVK1tCitw,0.043312830506339495,1.0,0.0,71,25,0.0
-qNVtEd8Z9MtCfC5dii6nQ,-0.14684208526623932,0.0,0.0,612,332,0.0117613310384394
-qXHPxXkzTxYSelS4nLOhg,-0.4709611436321049,0.0,0.025974025974025976,199,107,0.0573864567961961
-qZ3GVQpEa02BXg1ehzaMQ,-0.07729094928132174,1.0,0.0,41,15,0.0
-rCB_kCW-u84S-CQir-lng,-0.1968298939869274,0.0,0.007692307692307693,442,137,0.0472424979724248
-rTJCKclkU_ZnoQb4oKa9w,0.006591475928394486,1.0,0.0,136,60,0.0598958333333334
-rW8eTXkovH1NksTZzJ7Yg,0.3310878134742149,1.0,0.0,16,10,0.0
-sRtgVuwRz7JJQaHiLV9zw,0.02335505710627994,1.0,0.0,41,10,0.0
-sdxKwgP6209YUfoFiVuTQ,-0.21535293244371223,0.0,0.0,119,44,0.0217171717171718
-tQ0lqgfY8i5avBVyUMYWw,-0.2674385817410063,0.0,0.0,272,57,0.0169388989715668
-tdKOhrg4dB3xz1tEYujLw,0.0,1.0,0.0,13,11,0.0757575757575759
-uQx0mht-CxM9OSJM92YdA,-0.10779573515649832,1.0,0.017543859649122806,328,74,0.0590147109134449
-ud6EYu7o8sDCH2_zyu8lQ,-0.19524663987570856,0.0,0.0,199,46,0.0
-uzQNt-3jsRK5okUuJiQLA,-0.11381739451298512,1.0,0.012048192771084338,482,209,0.0228055269865403
-v1Ia8G_G00SuygAm6koUg,-0.20728383511405946,0.0,0.0,768,52,0.0
-vSkeoIujNpKhITwvcYVLw,-0.24356952289445444,0.0,0.0,137,10,0.0
-w31kc6pp2m0fzkTollj5g,-0.34105070777284047,0.0,0.0,99,19,0.0473684210526317
-xd2u9BsEOy-CVKopm4VWw,-0.25160068835958704,0.0,0.0,28,15,0.0
-xgWMTF_F8E85I_XImNEgg,-0.1621505791936858,0.0,0.0,190,15,0.0583333333333333
-xgmh7w82mp61c9ZGYEi5A,-0.2818745959371736,0.0,0.0,38,15,0.0
-xhTcS5y-7LwHPRfBxJhfw,0.05097687887304281,1.0,0.0,50,14,0.0
-yi4ks8BKZ-_xcJYT9WLjQ,0.15025714016476288,1.0,0.0,24,11,0.0757575757575759
-zGlHyBaxib9p7k18i5TSA,-0.14455766705979667,0.0,0.0,52,23,0.0
0-JRAY0LpBazDuA9761U5w,-0.1701839779262191,0.0,0.007905138339920948,782,313,0.0301486661589136
0-PClaUWGphUvuTH8wQ51w,-0.3163701427340815,0.0,0.05,218,73,0.0597119775201966
0-XYsSxJhu8ayKx1f3v_tA,0.3444695715520839,1.0,0.0,56,19,0.0
0-fNOKL8IQBVe97Xx593KA,0.2668380934431752,1.0,0.0,11,5,0.0
0-pY7oEuTT6j9fa1k-YBnw,-0.4581293541814523,0.0,0.0,550,308,0.030609327779139
00rY5F9ltW-IWf2Ev96kOg,-0.23924577233479116,0.0,0.0,1082,277,0.0175128658115062
00sOoojttpdZljH8VgOU0A,-0.10015547597842067,1.0,0.0,163,17,0.0
02nUjwVmJGTgGyiIi-hklg,0.041628969796843496,1.0,0.0,34,11,0.0
02nb6CI8w-2EoSEkQdk2Wg,-0.21024850481926016,0.0,0.01098901098901099,577,101,0.0365865157944365
02qFLwwFi8T804rHcYh7Zw,-0.16269471926165435,0.0,0.0,555,159,0.0239225218968244
03Lu3GNBhAp8pBtnXQ3dXQ,0.3660974960777357,1.0,0.0,31,17,0.0
03YfclexPdS_yrIbU6ahaA,0.3038825601182033,1.0,0.0,14,9,0.0888888888888888
03an5ytHalUpCjfN8vcjRA,-0.26461504101705613,0.0,0.0,143,47,0.0390794615718628
03u-wHrKSntiQvfxs4z84g,-0.12072902101267124,1.0,0.0,34,6,0.0
04l8PYcuYQeEkEhJCbhtOA,-0.10537043875630236,1.0,0.0019801980198019802,1652,788,0.0087268141621172
059fmQtYFQv3-hINwfpGsw,0.003048102692367216,1.0,0.0,81,58,0.0166569257744009
05UGAUzE88mcPxQ7WnCxQA,-0.2527445915476409,0.0,0.004555808656036446,1246,581,0.03083189902467
06ddjGdyYk580UtBwyfbdw,-0.012472275773502628,1.0,0.0,98,48,0.0383333333333333
06mrRuzYE3zTcVqDDPvzNQ,0.048238459395077204,1.0,0.0,32,21,0.0432900432900431
0784txBW2zSqStI7Xzw6GQ,0.5191659101244744,1.0,0.0,16,8,0.0
08-r0VkemADdLZWX5a-cKA,-0.3193259267727739,0.0,0.0,51,27,0.0638569604086845
089KGIJDnVJEAe3GiXzlrQ,-0.09689170419787196,1.0,0.0,149,75,0.0489451476793247
08SYU1uLNCned0Oyrh06JQ,0.022901772082400906,1.0,0.0,60,35,0.0908424908424909
08ZKDwgc7_djSZkawBu-nA,-0.2512608196457527,0.0,0.0,391,82,0.0442427680090753
091-A52K-wifGIf3jJ-hgA,-0.0553477430894348,1.0,0.0,104,31,0.0302419354838709
0ACFnKVLuLhAWU6NOic6JA,-0.07017144108200785,1.0,0.0,12,5,0.0
0Aov4WvC_3NErO5JtmoJtw,-0.019030311033638947,1.0,0.043478260869565216,120,48,0.0383333333333333
0BZdcQAJjI-Kw97mQW_TPg,-0.126477477762317,1.0,0.0,162,59,0.0316754654070574
0D1UBNxkT17qejQjjlZurQ,-0.13666178672273532,0.0,0.0,44,15,0.0583333333333333
0ERS4_k61Ea7VVunLcxlgA,-0.04427514980903624,1.0,0.0,37,21,0.0
0FIfHHrNbcc_hXbCjhU8HQ,0.01228979915236772,1.0,0.0,232,61,0.0575031525851197
0FQKOh13Tkcfgbu6qeZtXA,0.16442114680754816,1.0,0.0,15,9,0.0
0FzbiQyBnFnH1OkMol_mgQ,0.10879173062350112,1.0,0.0,49,9,0.0
0IdDSSNGXZY-qH9In5cDng,-0.04883857501671762,1.0,0.0,230,27,0.0638569604086845
0Iks7qL1wlUCtEj_lytYBQ,-0.24708231909559514,0.0,0.0,310,78,0.0563793636082792
0JGG50I4c9iAPrk7H8dRcg,0.1712971793359755,1.0,0.0,17,12,0.0
0JQgHiPAQQWkdgbBvEL3JQ,-0.03649284995838964,1.0,0.0,49,7,0.0
0JmFfcBbIux_vauRNWzD9Q,-0.17200560227610695,0.0,0.0,239,149,0.0130672474332191
0JnsAQFvOFxPltNU_smK3w,-0.06007950460299982,1.0,0.0,299,112,0.0420482295482296
0Jw_Q5vH6phmYxesX9jRUA,0.13789476634021658,1.0,0.0,44,27,0.0938271604938272
0K4RwxdAcViifyU3Htzxww,-0.31123057961023454,0.0,0.0,663,224,0.0445098784194528
0KaePrBSRJwUQaHywCM5Zw,-0.0026472504531136476,1.0,0.0,120,33,0.0285204991087344
0L23LpzmR-kRsuIr9-zEXQ,-0.08376688481107519,1.0,0.0,91,42,0.0432900432900433
0MhxvTys2ADYa3sOO91ldQ,-0.36138881513706966,0.0,0.0017421602787456446,1495,698,0.0298193250557146
0N_HQ2GsT1zNKX-escN2ZQ,-0.0987386476765571,1.0,0.0,145,52,0.0185050798258346
0NkRPv4QdGubH4xVD1DuNA,-0.34468639101433174,0.0,0.0,461,134,0.028120268224097
0OlOZ3_OEOejomAN0b5OOg,-0.17209241202948244,0.0,0.02040816326530612,440,55,0.0175324675324677
0PTuPOOXkmoP0s5STUBY1w,-0.08062667089879627,1.0,0.0,43,24,0.0383333333333333
0PxMeIT6Tj1MH2jip5spMw,-0.19672400179091076,0.0,0.0,95,22,0.1258741258741258
0Q11c6T3ydBung7Sjex5yA,-0.13158862767056834,0.0,0.0,58,9,0.0
0Qs-G8Xs-mz-jmQH5lez5A,0.029685959900397796,1.0,0.0,55,22,0.0415019762845849
0RxU5OglQyPVtLKC1LPgsA,-0.20270876989221603,0.0,0.0028169014084507044,1207,497,0.0266255064634381
0TPVRleoFUf769bCkh5Jgw,-0.20846690362503828,0.0,0.0,90,49,0.099443413729128
0TRot0XZXjzrWLWPn9ycmg,-0.24458739694479725,0.0,0.0,596,58,0.0166569257744009
0TwZfZHis6e4o6sBogUJVQ,-0.12745609806917713,1.0,0.0,571,265,0.0250554938956715
0U9lMTfd1wtf2fkLOTaPyw,-0.21365734678861453,0.0,0.0,24,8,0.2386363636363635
0UVx40zcIeh6wb_I4-QzfQ,-0.3271809837744291,0.0,0.0,68,20,0.1195652173913042
0UYn-R_LF-V0KSlYFRi3PA,-0.3604884034762813,0.0,0.07142857142857142,60,21,0.1485714285714285
0VPTpRg_99ZoQyYuf4sntg,-0.1961174398817967,0.0,0.14285714285714285,18,12,0.1309523809523809
0VlGRVZ2z62KXgZCc7b5Kw,0.20231419756152835,1.0,0.0,147,14,0.0
0VwadfoaG9dAFVgBSMcYbg,-0.10469674684483488,1.0,0.0,370,63,0.0153769841269841
0X_s2KTHYEMVxiqzFosYGA,-0.27194549487513764,0.0,0.0,354,146,0.0197205111703595
0XqNLXvLK3n6j5uDww1qCA,-0.3812775643522598,0.0,0.0,877,200,0.0417942583732058
0YELKCY1VMIA3gmP2DkHSg,-0.20072822772738286,0.0,0.01020408163265306,547,110,0.0258246178600161
0YbIF5pSvcArYqGmpQbP6g,-0.18992235446315398,0.0,0.0,35,8,0.0
0Z8ps_OfcR9eJaV2JtxigA,-0.21185033695865985,0.0,0.0,1071,217,0.0045660169957297
0ZvwD_zqnIS8MyaU95hSqA,-0.12524262968004174,1.0,0.0,21,14,0.0
0_3sLdpwzhXnkjSA3My71Q,0.012982966985645605,1.0,0.0,97,61,0.0158646218931781
0_GkFTdRWeKyeI5O8ROmnA,0.260520667312335,1.0,0.0,14,8,0.0972222222222223
0_gh-ZRllduRLrjaYy0Icg,-0.1674454871945591,0.0,0.0,136,13,0.0659340659340659
0bFgBWMmCTXwGT932s6z2A,-0.20938696225880127,0.0,0.0,120,26,0.0
0bqfOY_rF8HCVrDMgnWLYA,-0.1466458099386272,0.0,0.0,351,114,0.024966261808367
0cddB9WRKcQhzAEXEav81w,-0.19643044582333674,0.0,0.004694835680751174,1014,243,0.0348814422888497
0cwYcIySz-bdipKJjD4Keg,0.3936758731222346,1.0,0.0,72,20,0.0452380952380953
0drpRPpYFGURvX_kbdPiCA,-0.27168427347900603,0.0,0.0,606,47,0.0891980360065467
0ev1P7-P0nCXHM-0sDmiTg,0.0374619473714366,1.0,0.0,20,10,0.0
0f0l62WKla-j2cfnPn7P2Q,-0.14381511190859075,0.0,0.017857142857142856,665,70,0.0393346379647749
0f69gYJBDkWpi-F9JlPSkA,-0.2007472801815824,0.0,0.008849557522123894,423,159,0.0062106918238993
0f7mlSVIAk25QuEKGmVbPA,-0.19444705594552958,0.0,0.012195121951219513,463,205,0.027603745231765
0f93yTITlSOiC83jz2bYUQ,0.17370465136378066,1.0,0.0,21,9,0.0888888888888888
0fv1QcEpN8Xy3rczz5B7Yw,-0.33156086434712495,0.0,0.0,235,54,0.1099163679808841
0h4Oo6W8mG4HEYQzZRkoOA,-0.25688313610611624,0.0,0.018518518518518517,285,57,0.0609721023871152
0h4Vs6PqhRNbNrcel0O8ag,-0.04084643638134289,1.0,0.0,60,13,0.123076923076923
0hcn0TK1-n6-6hiznW1Kgw,-0.2085098457912734,0.0,0.02127659574468085,198,66,0.0285204991087344
0iLgVQpBeIYYwQZIblTTVw,0.2825283475267768,1.0,0.0,24,10,0.0
0iXeck2mrz9GVlffx6RF4w,-0.22470401220088687,0.0,0.04,88,29,0.084051724137931
0jDPdf7kIkjZuNDNVH8Qew,0.053882560118203304,1.0,0.0,11,7,0.0
0jJf0DNHvYI0itdQSezsgg,-0.16194063377949564,0.0,0.0,73,17,0.0522875816993464
0lKJ_pClGH_ribos6kPeGw,-0.1809302811057677,0.0,0.0,48,11,0.0757575757575759
0l_njS4wGMadAk1b4nZRUA,0.02828144457594639,1.0,0.018518518518518517,393,58,0.0327586206896552
0liks45enqVRV3_ORP2wng,0.09904866684694935,1.0,0.0,18,6,0.0
0ltwnq7Q2S76Fu-0W0HNPg,-0.18496525603653458,0.0,0.0,336,87,0.0112330198537093
0lxPrv9a3zo68r8ds5ypTQ,0.08659108137935612,1.0,0.0,131,58,0.0166569257744009
0m5uP9SGYT7w6liaBROwXw,0.048238459395077204,1.0,0.0,34,24,0.0
0mUVD5sDXZjd66XwATN8XA,-0.24822245671412901,0.0,0.0392156862745098,627,103,0.0274775599926726
0ndzIekJs0PRPA5Aoz9sow,-0.3858166655885894,0.0,0.0,803,180,0.0108669108669108
0nlGy4Q5La_hWomqRIskxw,-0.15609653245903088,0.0,0.0,110,61,0.0307051782461618
0oX6TJp-yldw9ZNl0ACd8A,-0.2785622272845434,0.0,0.0,117,36,0.0930555555555556
0oogOBGXNj39Wnl2SKoe0w,-0.2490419623945792,0.0,0.0,138,80,0.0237804878048781
0pMj5xUAecW9o1P35B0AMw,0.04868274191968003,1.0,0.0,87,8,0.0
0qMuzRkFDNO-8OBZf3Yi3w,1.0,1.0,0.0,11,10,0.0
0rM3Izz5hVz-_kf339YMeQ,-0.1676274976267328,0.0,0.0,101,26,0.0356125356125356
0s8M7TmzxKfAibuBmm2uYw,-0.07654734304549582,1.0,0.0,599,53,0.0
0s9wc8XMhxgKbiHUreqeRw,-0.3190769676833913,0.0,0.0,187,99,0.0456487956487956
0sLvh5ODb0W7uL3WWOCTeg,0.06387588696475521,1.0,0.0,65,19,0.192982456140351
0t1jvk8ZV3f3xqA0RmDVYw,-0.14126539882764577,0.0,0.0,188,72,0.0135083713850838
0tamJjc_EA4uLJOhb9dtgw,0.04846210365155834,1.0,0.0,821,48,0.0383333333333333
0uAdNV5KUFOgbg42MhDwWQ,-0.00832206938083091,1.0,0.0,29,10,0.0
0v6_mSaPBuBAKevIpRp-jw,0.3038825601182033,1.0,0.0,12,7,0.1071428571428572
0vU_OcoHU_hcEfNTpDyOvA,-0.21699916454392731,0.0,0.0,74,11,0.0
0vfmJXYVLZAMpUuNJx6ejw,-0.12288729316438984,1.0,0.0,37,25,0.0
0vlisQJ0jKFB16KYi_q3LA,-0.06406080691812266,1.0,0.0,375,22,0.1036363636363637
0xIhMfCFH94RXTFGx_Mhtw,-0.1426005939559999,0.0,0.0,332,166,0.022962437987243
0xkgRnUPJKhfaCTc_Udqeg,0.027846049307233334,1.0,0.01694915254237288,186,76,0.0673940949935816
0yMuUGGzk0DEEpXxdo5yjA,-0.2529000899404402,0.0,0.0,59,29,0.0321839080459769
0yOfDyqoJTp6-9qbyroyEw,-0.14606280970996077,0.0,0.007936507936507936,511,148,0.0430252833478639
0zH0l4Jbf-oove3cLvrFOg,-0.21813272141772777,0.0,0.010135135135135136,571,359,0.0553301310873746
1-mGtpou2HFwVhUmwUmS5w,-0.28621843045894696,0.0,0.0,101,47,0.0
1-z7wd860Rii4kbEMCT8DA,-0.23663630556941367,0.0,0.0,424,189,0.0437175992731548
103cmgKE0n1Cb8QCEXvbQQ,-0.35226763141187944,0.0,0.0,1251,186,0.0530811636919381
10B8LifXfBtMLbrYzTOy1A,0.024970649348042273,1.0,0.0,86,40,0.1049999999999999
10M-OPRL1iITxEM7FIqeeg,-0.1294303032958396,1.0,0.0,76,11,0.0
10kx3j_jGJutjQDJSw_cBA,0.1712971793359755,1.0,0.0,21,13,0.1442307692307693
11_eIDfQ146e1J3CMPjpqA,0.2809466846211378,1.0,0.0,25,14,0.1071428571428572
11oJkLpheKBkgTfmE1mEDA,-0.20483389327125404,0.0,0.0,16,13,0.0
12aD4pD1uCJYA4ivdAd3Ug,-0.08036790254290371,1.0,0.027777777777777776,116,43,0.0626895854398381
12uWSsgW5wkWzkxPycLtzw,-0.11611009784817772,1.0,0.011627906976744186,255,121,0.0449014121168738
13N2olEEZ3E6rshOriEGSQ,-0.10206063749090644,1.0,0.0,94,12,0.0
13UgduZFJXeiTFsJu5Y8gg,0.12346059112784735,1.0,0.0,124,52,0.0185050798258346
13oEDtCHrOvbhsHzno2Vvw,-0.21372127973291055,0.0,0.012048192771084338,515,108,0.0428548017043592
14UWSgKjw5YLBqKYjBPjtw,0.14214286632880868,1.0,0.0,68,34,0.0975232198142415
