business_id,pseudo_birank_score,cold_start_threshold,score_source
A7Na8qz6895I__Y19CXhMA,3.294452823038196e-05,20,cold_start
A8ZtAwFgsW1MNkWvArF7MQ,1.9447909657490147e-05,20,cold_start
ABp0BSeiYty6EpVW2ScO-w,1.4721955573839295e-05,20,cold_start
AGxZAzfxI-QXPLaHVd9flQ,2.892401416846335e-05,20,cold_start
AI27j5T0Le6Dy_JkaG4HQQ,2.2693120596854488e-05,20,cold_start
ANo9sn6kZM9OUYvDLuugbQ,1.8120245900224613e-05,20,cold_start
ARkakVqPME7CASRwzRlVHQ,2.7356995683372835e-05,20,cold_start
AV9kGDvqvtWQZkOzJvQKIA,3.704026043082812e-05,20,cold_start
AX9ppYZHLiztWo2v4DXO2A,4.9313503371713344e-05,20,cold_start
AZ2Y73dJwn6RK3H1FlO7gg,3.42954099434187e-05,20,cold_start
Adg_va1mRvZZN9_yaLZn6Q,4.539226431365371e-05,20,cold_start
AhcSesT3mjnch_1ftdwiug,2.950698696433005e-05,20,cold_start
AkpQwujeWuPYPULJGUlsdw,3.912328311581859e-05,20,cold_start
AoboRmPP2tFZctiav2VAdQ,4.6512754696212694e-05,20,cold_start
Aswic5AK0L2mYhbuE2hFVQ,7.116574985256845e-05,20,cold_start
AuVDe2eYGHpEmgSMhw0T3Q,6.613081446977528e-05,20,cold_start
AwgJYeQaefEdGI34fJcQ2A,1.9245587979263053e-05,20,cold_start
Az4V0S5GdA0n24l53Rw7Ig,2.1850922048527715e-05,20,cold_start
B-Ycnm-uf2hkweGwHgDCig,7.63639751419988e-06,20,cold_start
B62OWlFCOM_w7CWrk42fsg,3.45943377492236e-05,20,cold_start
BAe6clozuQy2iS44KrIB6A,3.5657202511660416e-05,20,cold_start
BBBT3Mogjo3hPPA0de--Dw,3.219322447606488e-05,20,cold_start
BBVrr3ZqmzfF1eD6hQJSYw,4.354347109961727e-05,20,cold_start
BGLazGm6grYkF_HpodkdDQ,2.4841789473704107e-05,20,cold_start
BO4SGeOWoFhnypKv9xvL6w,2.6131979629131478e-05,20,cold_start
BOeBIWjryCt0EyrlAeqTMA,3.4358031921329697e-06,20,cold_start
BRivzUt6tnI9jpVeG3pJaA,4.6283933287065486e-05,20,cold_start
BZkgqFORyik4XgPpqRtjLw,1.7394693823896018e-05,20,cold_start
Bc_Bw3dLw5S5hXM8UCFoqw,2.158837754116044e-05,20,cold_start
BifjgBfpv7dA3Q0qHBIlBw,2.045238963820413e-05,20,cold_start
BkC1t7uicnafM0fXz-2ZIg,4.3355522919377715e-05,20,cold_start
Bs4VAkR4X1kDaB4Hb7oIKA,1.595954049929482e-05,20,cold_start
BtXwqcJq0xS607Hsq5Wq1A,2.8179229240559006e-05,20,cold_start
Bt_JEHYUBUKkSJVRTHszbQ,1.784686616889481e-05,20,cold_start
BueOza2JDK5jNQRW7hHNxQ,5.701922550293664e-05,20,cold_start
Bye73IBqt2u37RKTgwv8sg,1.4077159426831648e-05,20,cold_start
C0W9r59JJld8ZfJ3hEQQWA,5.6711738544209045e-05,20,cold_start
C3roKH0ekXBz8l0ZoUIvAA,7.727702267087053e-06,20,cold_start
C7tsqS3EHvh8TTbrDHGkYA,8.013090538667813e-05,20,cold_start
C9_UPkwXYx9B3fxNLkCHgA,3.37998419363733e-05,20,cold_start
CCciHhF3WcrkG-P_NpLi_w,1.6576939776532844e-05,20,cold_start
CFuo8OnMNEYfH_C0haT3eA,6.735109407398451e-05,20,cold_start
CKGLRosqPBxH9-V9AfkAhg,5.443619929695694e-05,20,cold_start
CLIsXugvRCV-h_Suc-xN2g,1.6278427556327476e-05,20,cold_start
CLm6JtHXt8ibDkHLnBxggQ,2.9311558548083664e-05,20,cold_start
CV2NybLmtkyegVvoZ-Ncgw,3.6709531871199336e-05,20,cold_start
CbMJxmEsm_NFue6NQ0kNpA,3.9292284695490695e-05,20,cold_start
CbpT0UHGugQdpfK5HUekew,1.4363062728629567e-05,20,cold_start
CrLhHE69dVJfVIuqFs3egA,1.1347637628411337e-05,20,cold_start
CsYpEHP2fvZV2yt49fSgJA,1.4392233673360931e-05,20,cold_start
CuFEwNXR6ALDHfDMu00RrQ,5.628990431833204e-05,20,cold_start
CwQGSvYCgmRRJMA9G28U6g,5.6859333493424905e-05,20,cold_start
D-Up4cSxOOnmzowXfkI4Fw,4.154885102116094e-05,20,cold_start
D1s6HS9bAYRENT9N5QQodw,7.544967985080539e-05,20,cold_start
D9LrenrSj83Bt9QBED7eCQ,3.392110268017309e-05,20,cold_start
DBpOYGNEwA4cC5xhJ6T87g,6.670996517443079e-06,20,cold_start
DJ-tsckw8NLfkT8P9V7q1A,3.3180050717261016e-05,20,cold_start
DPih_TVOcKR-CyA6K13j9w,4.9000409597162635e-06,20,cold_start
DQ40RrKUpAra--v6C0Q_2A,3.683210434603053e-05,20,cold_start
DR7NgnZ21c-gQmVwLaMK0w,3.281720467324057e-05,20,cold_start
DSrVrCa8nK3HPG0Hwa4ntQ,1.932315927601587e-05,20,cold_start
DWeZM01dYX_sMzH1WfCT1g,4.596622160809949e-05,20,cold_start
DZxyXqQSmR59wFOTT7UJBg,3.107372732455103e-05,20,cold_start
DiBddJx63O8y9mICMJx0xg,1.8569633632310342e-05,20,cold_start
DiUth6heibbImpMaOQbc1Q,1.7361771875978585e-05,20,cold_start
Dl87vbrc0W-NKaOKXm2Bgw,1.963551043751381e-05,20,cold_start
Dmlo7-awYcxiG3nJWm2mHg,6.614190489510105e-05,20,cold_start
Ds7-VDtQHwYmrHVXEZGRUA,6.894612552517818e-06,20,cold_start
DsDXhnFF5a848sgwC1_07A,2.2517773442997506e-05,20,cold_start
E2ZxiZfWnI8qFFw78xrR-w,4.5437900404910955e-05,20,cold_start
E9-zXaqJGg97ZqgX_tydTw,2.510818383822287e-05,20,cold_start
EGKqY6jvj-uJczzvPFK24g,3.873693882792504e-05,20,cold_start
EMoU8F2O4hTDNjXk05TWqA,3.629314582909963e-05,20,cold_start
ERHyEolZoa_QDG3L-5quxw,5.5799007875268e-06,20,cold_start
ESXii9Bwivm0HXcAZxlvBA,2.5532273756580754e-05,20,cold_start
EaEWx18JJ6l81U3JvcaoKQ,2.3171760235411152e-05,20,cold_start
Eggbe8TRDB0wPjqymWMk9Q,1.6626861398174998e-05,20,cold_start
Ell4MNXqG3r-hwp2EtNFlw,2.323329068562527e-05,20,cold_start
EplLH353uir93Jo_Py3xww,5.468698175587199e-05,20,cold_start
EwYjw0AD5BrqART5kFr2_w,4.9357775084090194e-05,20,cold_start
EwaakynaS06R64xY8xM57g,6.230075788104247e-05,20,cold_start
EzsIyXUnQeq-JmmXtaYJiw,3.366825721959934e-05,20,cold_start
F-8dIRehX6_bYZ2T2PZEUw,4.2346058231012776e-05,20,cold_start
F0fr6X9CPLarpzO-zJ9aMQ,7.215538077092772e-05,20,cold_start
F7FYN-nZ_Vb4o2oaPJjr-A,4.670972930309004e-05,20,cold_start
F8L-u2wn5zMNVA5NZNL06Q,8.550037931077366e-06,20,cold_start
FEpHL55islEkxBHC5V_YfA,4.516746650697624e-05,20,cold_start
FL58ckZZ-jB5DgJQKpHqcQ,1.5398322210811283e-05,20,cold_start
FLxLJ4DzXRgsQSUpwe5Q1g,2.8960118754720323e-06,20,cold_start
FPbh-t9fTEc5x2SCresK6A,4.358078515200207e-05,20,cold_start
FR8YnUEtePT6D901MXQc_w,1.7020123560839084e-05,20,cold_start
FVcIeaJY8vTnt9AksAVFaw,3.528679487911422e-05,20,cold_start
FWTkrjnoIVJ4UiUWUVDi-Q,1.3068939097447296e-05,20,cold_start
FYs3jIvpxRCeTHMn2nOWDQ,3.167410801319776e-05,20,cold_start
FZ3759DVo6Q2Eg_wOlJ9TA,2.2463319497399608e-05,20,cold_start
FeMWRqfmWvVR1BPqBN3E1w,1.9960798885613585e-05,20,cold_start
FfNqZitGYvBdBNxRfG-ang,1.1304631926592473e-05,20,cold_start
FoIzWtiwffKyfKJHsm7VKQ,3.250394118015307e-05,20,cold_start
Fr7An-N0iyNXOPDaoPEzHw,1.567403997018534e-05,20,cold_start
FtmlfXAZISZYoZOZJ5o-Cg,3.058154615258085e-05,20,cold_start
Fv_snoYk6oI_t_YfLM3MFA,4.7599968953608744e-05,20,cold_start
FyuCXTESXWjQ_H44deA49Q,4.9362586567581805e-05,20,cold_start
GDnr1VJjoKRokpuCMWrtog,6.466163418864636e-05,20,cold_start
GDtcIsIfH9Up8E-Mls5XCQ,9.475777650397898e-06,20,cold_start
GGW9w93__Y1wFkjMJA3Ygg,4.750767060404828e-05,20,cold_start
GKrxrkKqpMmmY7P2AdoY4A,2.8155116141533447e-05,20,cold_start
GQXeK-CdSb9D4QOfS9tYQg,4.4692187718419834e-05,20,cold_start
GRduI6GKz6dzk9n6JRpmOw,3.636556941755897e-05,20,cold_start
GUa00RPM2d-H45KBhj_t_Q,1.7312060273669048e-05,20,cold_start
GZDUQ9P8oNRa8E3hJWXgmw,1.2854520709191567e-05,20,cold_start
GabL6KPmrPirzYWiQ9LtBg,4.047024062248341e-05,20,cold_start
Gib553AC85MoMzQSusnc6w,2.604827942757549e-05,20,cold_start
Gk6EoDA3Bd9LDnYhJe1WKw,3.0831954963582024e-05,20,cold_start
GlrpA_iR78s7vAP1j4CI3Q,4.4869718804481465e-05,20,cold_start
GpYDs9W3cM5D1mjNx6pxug,2.793012390818606e-05,20,cold_start
GvRA736fSqNZPe_OJRCt-w,2.003813866082011e-05,20,cold_start
GvlQw5zpaCLBY0pW4pm4_A,3.2019067668062186e-05,20,cold_start
H8-Gl63zF-zDzqLj2G29Iw,2.5611769469668215e-05,20,cold_start
HIMC5c38SCBvY_5kX_JVVg,5.1590375730567237e-05,20,cold_start
HPV9-9iNLuVhUrQKXXvf5A,1.3226333621393146e-05,20,cold_start
HSb0mHv23zY42j2vcPtSyA,1.7696558010984653e-05,20,cold_start
HguxlcVKp23-NdBGstw9Hw,5.1368216551579606e-05,20,cold_start
HgvOxHGHnEway0hEn4jjtw,3.986676777256975e-05,20,cold_start
Hj68GMB1E31JRtm5DbQcPA,5.0355787815921326e-05,20,cold_start
HkhqlX-GOrm96yvG3wHZqw,8.880457738225053e-06,20,cold_start
HsNnBPABPaSvWqglZEqAuw,6.04076757709399e-05,20,cold_start
HurIULSux5zziHRXwgS-Uw,1.8387076129032764e-05,20,cold_start
I2Ipf82-rbAwh0I-X9T0gg,3.1514690019661774e-05,20,cold_start
I4cEvMuHycbWp34Ayh57DQ,3.9247652191368476e-05,20,cold_start
I6UsZWQFcQmDErlj9ym7Iw,3.356383243446272e-05,20,cold_start
IC4_eqxeqLqN0P_6Zqa6rA,9.492129798132774e-06,20,cold_start
IEyDu4UsvIs7ZknW8i4e4Q,1.8031518565843495e-05,20,cold_start
IHhg7wim1CZE7dTGCZ-lag,6.194726653373483e-05,20,cold_start
II1ZGMmA0BLGV-EmhPkrEA,1.3419122851144064e-05,20,cold_start
ISFFAMis6f9ozFO2MHnuDQ,4.943546914291227e-05,20,cold_start
ITmpZnJ6ltL-5iaRRSYaqw,1.8244068414209543e-05,20,cold_start
IXyGZtmODsQZ2qfVzsd_eA,2.1421961270810015e-05,20,cold_start
IbiG8dVoWZhMBRYVgCCDdQ,4.3129765651404656e-05,20,cold_start
IdCg29WyDhqMxwsthwknxA,2.654123678388287e-05,20,cold_start
IefEo5kZdwR647j8WBUozg,1.2080388658887876e-05,20,cold_start
IgClD3lC-gRhrUlKaUtH1w,7.430686090391123e-05,20,cold_start
IjZjDGRVXFbT22Om7zJlwg,2.327853796605695e-05,20,cold_start
IjulL_5PvUyJJyIHNQtu-w,3.7001645097636923e-05,20,cold_start
IlxIkuFaAE6NMovlPZgr8A,2.1630029532206844e-05,20,cold_start
IpCgkwUJ0UizDzvVCdnHow,5.676125084125944e-05,20,cold_start
Itg5hXat9PkPVX4cITJBSQ,6.564438350632957e-05,20,cold_start
IuJgOIBjBBVqG6lExeq3jw,1.2625755313141054e-05,20,cold_start
Iy5NjdEmvreKhE43k5nV1g,4.3198629923300034e-05,20,cold_start
IzKWd5VmKcwlxK9GWBuohA,2.8292852790110555e-05,20,cold_start
J1gnPAaw-LoW6khm6P9UOg,5.741244716135594e-05,20,cold_start
J5CxTCM9nL_s-qYByTiNgw,1.9382903199135357e-05,20,cold_start
J7TZeIXaJFgrSIZzAjQMsw,2.4834532865071227e-05,20,cold_start
J8on84cuYSeLXYuzgc9xJA,5.495302177652301e-06,20,cold_start
JAMmjTFdUGBpV24K1riSjQ,3.6606503180758746e-05,20,cold_start
JD4yd4N8HCDziaJKJXk2yA,2.17042949903996e-05,20,cold_start
JE4gQjflWbg9eg3CSZvAVg,5.487418694932047e-05,20,cold_start
JU6I33iIJw1UsYWXlaGLWA,3.987968192499061e-05,20,cold_start
JXF6HNeYFduO6QzsjjkKCw,9.742803748346543e-05,20,cold_start
JYlNxP4j7LX59o9gNaKnKg,2.9189497194218496e-05,20,cold_start
Jb4Pu-lUWeO6dYLiiJ3cmA,3.017165333533482e-05,20,cold_start
JfXYFsOEElqn5ukwDBml6Q,4.018060942844914e-05,20,cold_start
