business_id,final_score,rank,score_source,review_count,cold_threshold_used
prZjGYZFtZ05e80cSEYyjg,0.0011892808710109,74,birank,1733,20
kQRB8RNwd7cEMcURTS-I7A,0.00118792931791945,75,birank,1459,20
0MhxvTys2ADYa3sOO91ldQ,0.001179538257918625,76,birank,1495,20
dzeBiAu0VAaVBbMwcV9GFw,0.0011569009859432999,77,birank,2457,20
d4ZPdoYxDnT6f70AZPGrcw,0.001144465137625025,78,birank,2068,20
5P4w4WfPbXzUi6YALfwx2g,0.0011423971205933,79,birank,1575,20
irXywqvfXj9maLLOBQMYvg,0.001138703354667,80,birank,2431,20
HzUJO2v5lUEIeYoOYsdWbw,0.0011325926068078,81,birank,1925,20
DnuRO4i1yI5REm5v1pUxWQ,0.001127814178840275,82,birank,1671,20
CPFKi2lZJazP6IdtCdDDyg,0.001122320501747625,83,birank,4029,20
04l8PYcuYQeEkEhJCbhtOA,0.0011198797942975499,84,birank,1652,20
UxzNkaC5944XFQ4Kwiw_ZQ,0.00110694079119975,85,birank,1632,20
dclL14pr7OojCOKJ_ZbMbQ,0.00110658949351245,86,birank,3043,20
KD9-X5AykKmiZszrMepjhQ,0.001087560817078725,87,birank,2325,20
6ewV-e7-39oqYUq3yZuIyw,0.0010865687485144,88,birank,2950,20
PVieWiYn8GK9GSLnNFmOyA,0.001084419314348,89,birank,2969,20
MbzgGsMQpGyVrUJXi_Jw0Q,0.0010825113339378752,90,birank,1939,20
o3RGMdSY37_PX1k1vZsXpA,0.0010796131521988751,91,birank,1504,20
lSwPJt2ZPX03tEpfXE1BFw,0.00106775416936445,92,birank,2350,20
trwHwsXOVV-ZmF-MtP98BA,0.00106068012583055,93,birank,2298,20
jl38yx7zzMRbg-kOK8NLDw,0.00105396858568435,94,birank,1724,20
kpl3H_sgfTm-tH3Aa-ML7g,0.00104402355746825,95,birank,2283,20
TlvnDLrM4p2udHfeUwL82A,0.0010371835824422501,96,birank,1401,20
34Eqv8jXgxg_EEwcsNgeeg,0.0010312274137782751,97,birank,2739,20
zkevOUm1kDU7PUKte4GKpQ,0.0010215847160443751,98,birank,1190,20
elEQxid6rZ3tRZF1Kwkr9A,0.001018392061389925,99,birank,3744,20
qUH2FppY7RL96F5tXzA0hQ,0.00101758510446005,100,birank,3955,20
OJEiB_a2I_gxC-ZeayI94A,0.0010127755713316,101,birank,1669,20
05UGAUzE88mcPxQ7WnCxQA,0.0010124919449259,102,birank,1246,20
vVfy055EfLMdd0yJYHxiMQ,0.001011969525454125,103,birank,2224,20
DorCmYVDR5wcCVvbCAvzEg,0.000987244242060675,104,birank,1447,20
17MK8qagV374AuUA4sXuIA,0.000979840754639925,105,birank,1610,20
QFh-h_OZ5Io-mBk32HN28A,0.00097904258155925,106,birank,2093,20
iMTjejk6apJKzCukZnDw5A,0.00097518411360655,107,birank,2066,20
Jg9kkOl4sx2AXJVohbpSiw,0.0009709988371761999,108,birank,1285,20
vgaDkuxjt8-w-0PtE8tTCA,0.00096989388684615,109,birank,1997,20
UWB_Oi9dkPwXfhYgFMnjsw,0.00096143746738325,110,birank,2439,20
LWbj99tJolTxhzIbXWQOaA,0.0009555559744328,111,birank,1651,20
DOfiulOub9hVPBCtiDl9Fw,0.00094933718439145,112,birank,2107,20
GoGss2SqsUPwP0xcI9IUuw,0.000948274274365025,113,birank,2298,20
kBgiy6ulQRiATWFPZjTPKA,0.00094484626453475,114,birank,1662,20
lu2UpRHLBZfvLG_caNEHKQ,0.0009425589640384251,115,birank,1809,20
oaboaRBUgGjbo2kfUIKDLQ,0.000940309761235425,116,birank,2140,20
TfcpJBiFNnDaochnmp4M2Q,0.00093942007735485,117,birank,1591,20
sxx4KozLiedkxZ79U9W5qQ,0.000939349973083525,118,birank,1361,20
Kep3QUZd96oyuOX5vX9evQ,0.0009313090653652999,119,birank,1662,20
AtQLrRpQan7UtJcIAo9hsA,0.0009298111051030501,120,birank,1217,20
BErYojCJSO959vzaz9JclQ,0.000924355797140025,121,birank,1825,20
htO_nlxkEsYHzDrtbiUxew,0.000923030958978575,122,birank,3116,20
YVy2DgGfNmG5hWYbA7k8jg,0.000913663094083025,123,birank,1448,20
Ee-V8jWifZDvRyFrSW5LIw,0.000911577402950375,124,birank,2296,20
M0YuK7sLLSA3TfBC4UkUzg,0.000910473744656625,125,birank,1624,20
hPzPpfSjgQkpWCD7YjcY-A,0.0009085562687025751,126,birank,1393,20
JHxfEDW05_KSTfk-SLqXGw,0.000903801872639575,127,birank,571,20
ZLrqw4KCwKyBlVqycUfNbg,0.000900418880195925,128,birank,2046,20
f9qNygjcQvh2vPmZSfEvqg,0.000898410416180275,129,birank,1330,20
Oun4NN-u5yiHIxDqtJnxgA,0.00089734061354405,130,birank,1932,20
6Md7LjLUqf0scKfl78CQDg,0.000891434992854475,131,birank,2460,20
W8fyKHzZX68SQWFvwq_JMQ,0.000888027742985825,132,birank,2307,20
xB_YNhUqfsvKOfyZHwQsnQ,0.0008872688339645501,133,birank,1387,20
VJ-c-Yjj1qv7dKS5YaYoHg,0.000883305232746025,134,birank,1590,20
ol6ATB97MdIuhm6yAGOeMQ,0.0008830417644397,135,birank,1953,20
9_m_iA3VAqGBJEW5XLc-5w,0.000882061179735525,136,birank,1399,20
al3Ri6TEqa2rBzjHsn0T_g,0.000880754256572425,137,birank,2319,20
FH0MVF7kK0D76Hh4e7hXfQ,0.0008806371301932499,138,birank,1903,20
dIpTuL2T1L98GQGU17IeSw,0.0008775685357067251,139,birank,2399,20
kjDXbqCihUxgDvQn1n57hA,0.000877410938157225,140,birank,1296,20
5zTGhEeKl6Kz-ULDgyOurg,0.0008662485731469501,141,birank,2159,20
mqKz51qAxfcBaUhNCGcysg,0.0008603963244873251,142,birank,1463,20
uGo0TCVNOcDQxMArUU0Jrw,0.000856406946577925,143,birank,2077,20
VNvJuCTMdGBj4lwC0L1Ghg,0.0008529179172356,144,birank,1138,20
q6Rln6JUAr8ALqbTNZs2ag,0.000848200806795125,145,birank,1675,20
Yyn4z5ZysBDYCXfTFzflaQ,0.0008466346255196001,146,birank,1445,20
dl-2ZaDP3POIAR3eL2pi-A,0.000838092407565825,147,birank,886,20
bp482wqF6v80AltDNlPDfw,0.000838050976958425,148,birank,1639,20
MlXH9dWYDFEBbwuGStlfZg,0.0008376182353574001,149,birank,2708,20
CJoO4HYD0tZRXlZqA04wmw,0.0008356446073858751,150,birank,1766,20
7cpj7hjDTX5fb-6pYcZiGQ,0.0008310411277721749,151,birank,980,20
slzazSp3F_HhT-bTpw970g,0.0008307611977726251,152,birank,1519,20
qGtPd-sk178XvrN38D3kzQ,0.00083062264290105,153,birank,1071,20
wnjFEC-w0qWnyDnO8k1RpA,0.000826210507466925,154,birank,760,20
S2cKcdtOIDFyUfXYNPJUIw,0.0008197807178096,155,birank,1323,20
_BreSZ3-mTEJYqJ1Ot7Akg,0.000813417223865375,156,birank,762,20
lRbHFOIFuusN2WOR_ypQ_A,0.000810614772421275,157,birank,1530,20
fUUWNXN9eL2ZP2-ZaJr-Tg,0.000806165742515075,158,birank,1615,20
9xCprW96TZFLajnnN-w8Pg,0.000805639127579475,159,birank,2643,20
QCaidu0NAS_sseca_xe4hQ,0.00080268014887245,160,birank,2481,20
-mDAFyX5kZHXhxjELeMhiQ,0.000801792883407125,161,birank,2010,20
EUkh0Qyf_Y4-B69w_z8n6Q,0.0007984071229616249,162,birank,1045,20
ywBRJjqtj2xIfsWzs8ungg,0.0007932551925127,163,birank,557,20
cBp1fn2LXpSHe4VbTXLYEw,0.0007905203514692,164,birank,1475,20
phsLOuBeiYI43hglvWK96Q,0.0007827659739496,165,birank,1211,20
no8Sj8Eflgka2LFdrYFG_Q,0.000781113643061225,166,birank,1811,20
0zH0l4Jbf-oove3cLvrFOg,0.0007766648354144251,167,birank,571,20
VAIOtbsxdNmuhUKkQZFRlA,0.000775893496818175,168,birank,1835,20
Esf3-D_44pArPd9GqysoCg,0.0007758185475845751,169,birank,1222,20
Un-UDVOuv1co3TMmGaumxA,0.00077367173359405,170,birank,1522,20
LgAuYz5cQe3zTxuteJ4VyQ,0.0007724991493739,171,birank,1774,20
VHw4q0f8WmajCUD2wGXBDA,0.000769269676173575,172,birank,1020,20
TdyHRkxn334JxtUSdGpIiw,0.00076849802020875,173,birank,1507,20
eE5w-7yMOwgL2OPsG85Z2w,0.000765414517621725,174,birank,2071,20
-UEeCTgxud4OGWshX4x-jw,0.00076496474820665,175,birank,1342,20
u0U5IQEQzQauLnP54rMUOA,0.000764604603988575,176,birank,1378,20
dh1C733vVNx7BaIBmwMwNQ,0.000763549017548375,177,birank,1378,20
5xokROlB8Zo5T-_qbHzsrQ,0.000763322750563675,178,birank,2585,20
nePr9450kf-eEGYD-Qn21w,0.00076243886971245,179,birank,2112,20
winkCYdiTroKdbPbV0DfRA,0.0007620492787342749,180,birank,2216,20
-q4YqKsWJY6NtkQdnNeL1Q,0.0007597887715913751,181,birank,756,20
ooUI-JC2tu0J-vavmOHZYQ,0.00075856015524535,182,birank,1407,20
0RxU5OglQyPVtLKC1LPgsA,0.000757971730948325,183,birank,1207,20
PeczUJRFYkZBvAyMxzXPSQ,0.000757384256223475,184,birank,2146,20
lWedWkinrM5j13pyimbpbA,0.000752484498098775,185,birank,1591,20
b4YPBSnqU5_L6TUz147Dow,0.000747817669604675,186,birank,1600,20
9w6o_eyKCSNKgMtAuv6KWg,0.000745369806482075,187,birank,2410,20
VgAKmXE8B7J0I_O_R13UKQ,0.000741522608525225,188,birank,4574,20
FYw5uf26ry8-MuPKD10z0Q,0.000741487126087025,189,birank,998,20
Mgaxy0pJAlhAjdNivhu82A,0.00073984026162185,190,birank,830,20
-kY_HDP7IMvGl-kBIZVU4A,0.000738223740550575,191,birank,2240,20
4hv1n1VBzMvE-T4UtIcOcw,0.00073534975900455,192,birank,4207,20
B2KGQwnxjpdY4TIVqmG3XA,0.00073527960350465,193,birank,1346,20
T4-vocFpzwlIxAQIi22FFA,0.00073415870222245,194,birank,892,20
SjiRaZoWaDpkCCpq5SsrMw,0.00073234372448055,195,birank,1397,20
IjMs1n7UelI7ev_5IDl5kA,0.000725917535901675,196,birank,1967,20
7Vy1FHvdD22nzEB6zfaUFQ,0.0007246382314114251,197,birank,1554,20
r926yelr_EJAKQCjdD6AWA,0.0007232476267729499,198,birank,1552,20
XTFkMivGATF-enFwtD1XTQ,0.000722174738386625,199,birank,674,20
zpKTPWoW56wF6d9qNnxM3Q,0.00072199871323675,200,birank,1726,20
Cs0adaMTxJWTDSzuQ3vheg,0.0007208186341302999,201,birank,1758,20
QWZuvqTYTMncVdhulUU73A,0.0007195728014674499,202,birank,1248,20
5X0M4waoFm4kH612ezVvtA,0.00071898911147055,203,birank,1188,20
yeZfgAw4LvWnri7ecPkiYA,0.0007158908053128251,204,birank,1202,20
Z8qGOmU8YxDjLPBbrz84Yw,0.000715708969814675,205,birank,2122,20
_sJJWbW9hACKCR5fIhbqcg,0.00071513190756465,206,birank,1151,20
P2Lm1g_RztvIaH4daQsXoQ,0.000713051832102425,207,birank,1083,20
9v19T4fTmMl5MPXmdUqWAA,0.00071196672536265,208,birank,1413,20
tYCok-NtWvg8_k7woeB83w,0.000708444894069975,209,birank,1505,20
qV-fAuhroG1am3WpNobEng,0.0007083400859648,210,birank,911,20
dpiaAGgEMm9Lf8dbx0yEJQ,0.000707238671750825,211,birank,1423,20
IDtLPgUrqorrpqSLdfMhZQ,0.000706813927307075,212,birank,1037,20
9tWLiz52KN-S7CFZvBhslA,0.0007033466855714,213,birank,1857,20
t1qF12NdW8KvCqxqbvy-Hg,0.0007016888413778251,214,birank,3163,20
CVnp_PA5sRm_hFcmwmUNAQ,0.0007011945738460499,215,birank,1821,20
U30ggGzFpXvc2NZYwOW3qg,0.00069924498940825,216,birank,1138,20
VP8HMhVt-pKmqGNmDW4-TQ,0.0006930586381752,217,birank,1231,20
I7SkoqN88fpKagzKA059Fw,0.00069276693110815,218,birank,1595,20
9uRj85PviKNiMCYPwiJyIw,0.0006927263430475501,219,birank,1347,20
-loV4cB2Uh9TCltTRgGzWQ,0.000690464994377875,220,birank,1418,20
pBl1CSeYKbWMSrqgglIMDw,0.0006863694386907251,221,birank,678,20
tARR9jhv5gi9TjsfSVmjmw,0.000685210868411,222,birank,1213,20
J7_B_oDTGbFm4fe0Uy--lQ,0.000676665580445325,223,birank,1510,20
x063XOQJCfTsKvS7iPLSsQ,0.0006755989604980001,224,birank,1116,20
X3jaJDlA5YqN1EZhV9KCkQ,0.00067519104847405,225,birank,1357,20
h_RQXD7IKwDkVU_n67UG4w,0.0006737368448754999,226,birank,1537,20
h8TJV8clolcjqp9aFV4OjQ,0.0006667212296914,227,birank,2351,20
OAWa1WML2V1ZLJGD6V3nBQ,0.0006659184271203249,228,birank,832,20
BDue9WNaX46-oNbEMBYUUQ,0.0006634370816945,229,birank,1234,20
47Xuiwsv_YsJIm7Px_mNWQ,0.00066223308499345,230,birank,919,20
gcLHVHLDOozjllD-yiAnlQ,0.000661519789159025,231,birank,930,20
KYPhGJIibu_7ePIX4HNs6A,0.000660678198394325,232,birank,487,20
gfLsBY-xsNE9-ktiTvTvGA,0.0006568309315183,233,birank,1314,20
_Mbw_orl5EdXJP1XzklQvA,0.000655373030367775,234,birank,1061,20
jtgBkAQuchDYgkdsebzLsQ,0.000652211605213775,235,birank,708,20
IDjYyBrPW5C2CT9mXsyuBA,0.00065033075667075,236,birank,1093,20
knP_Le69wM8xv40B99ztCQ,0.000648117367179975,237,birank,1739,20
1Mmo93UBNsaVW7OnpWDuQg,0.0006477547877746499,238,birank,1167,20
6OwxdpajDSJi3DkMqkr2sw,0.000646114240970725,239,birank,670,20
mC_m-4k9Xo1kzjSL0w7uoA,0.000644842830724425,240,birank,479,20
QN38TkkGzF5vB1urbvi5nQ,0.00064445495128965,241,birank,851,20
fpvcFLo6A5S9b9pEVGjB7Q,0.000642437030245325,242,birank,683,20
Nxa362GcR1WWK2og8uJ_sQ,0.0006406769757524751,243,birank,697,20
wP2ok4O0GsR9td7Iiv1zKA,0.00064062015627895,244,birank,936,20
kSHgckYR4YMaWiMNT8arZA,0.0006391570526247,245,birank,1352,20
49Gyz-LD9MxTh1yzbYiOhw,0.000638449218931575,246,birank,1655,20
kj3Lyh9KooU8GcRBbMDQWQ,0.00063734748109135,247,birank,876,20
QjQ-gtUnkne7jch0OLsPIg,0.0006366481811635,248,birank,979,20
BUPtFEuzN1KeB4erBi-ivA,0.0006355925459951999,249,birank,1306,20
XgehM3pBZWuXi45J2dqRJQ,0.000635549824337425,250,birank,1566,20
8iMubtt1hTafu5YhEzvZVg,0.000635430642201175,251,birank,956,20
zgb1ylb-Ic1sneuOrdEYSQ,0.000634957648229275,252,birank,886,20
lLOuLDox8qPV0Q5jCX9qtw,0.00063292631597735,253,birank,868,20
H5nMeiXJmLpBALeV8A-FeQ,0.0006317372647970749,254,birank,1370,20
hFfxaiz7GW3oAh9E1nOQmw,0.000630703916839175,255,birank,753,20
U588hFqWbd1T9EJ6Nplv2g,0.000629184418110875,256,birank,1196,20
PgD2tnZT9pd-SE9fC8ThBg,0.000626935502039175,257,birank,878,20
WgyhlYg3fnSgco4qLa20cg,0.0006248366157160751,258,birank,1081,20
gwxNttwUgmOn3vsHYe0pDQ,0.000621193084954975,259,birank,1635,20
29t8lDBLiwkEd1HA356dOw,0.000620191345804625,260,birank,1365,20
wFFHt-ixlw_3kZ6kfioMMA,0.00061953131950355,261,birank,1340,20
DT_ZjeS2ZvBuzZvt9h48fg,0.000618184800119925,262,birank,943,20
Nvx2MceKWAtikcAxk_TBMg,0.00061740014577875,263,birank,1489,20
whiNQ0Z2AUkyBKucejQNTA,0.0006165339049577,264,birank,721,20
jZd462wsUBOIB60UEjUOsw,0.0006153253196455,265,birank,2038,20
89COhCW-cAD5-fTXPfXYTw,0.0006118334503301,266,birank,1007,20
TvAgXHsAt1s2PgxA1pQa-w,0.00061161547054785,267,birank,707,20
HLRvheysFKngi7c07enm_Q,0.0006105643038393751,268,birank,936,20
FuwM02obw0PhqNdZVE6ugg,0.000610338459324225,269,birank,963,20
eoqpPPlegPddFATQadDsoA,0.0006094416010637,270,birank,1936,20
jKTWcdyXPw_cGUp9fKqapQ,0.0006091025800834999,271,birank,787,20
IhWg_9ceUBP1z7fvxlA9Uw,0.000606682377815425,272,birank,1520,20
lDWmc7FpLjYoSFxrtbnMbg,0.00060573016575255,273,birank,676,20
t07Pof3RG7i-4DdZ5pYdaQ,0.000605689657729175,274,birank,880,20
LrkrvFHlnD1BHj2b2w0JpA,0.000604450053585025,275,birank,744,20
jSYu2apG1uYq3eNzSA-OHw,0.0006031611046365458,276,birank,1552,20
DLmkfCW_Pzi1Pyo6G8FnDg,0.0006029093288529,277,birank,646,20
88Zqyx8ZkecS_o44sGLEzg,0.0006016792651610001,278,birank,746,20
4EbwDR58_1Lm54Oru_Dfxw,0.000598508672079025,279,birank,505,20
L7r4uOZT58z1Vv-rGlSZBg,0.000593827777916625,280,birank,1083,20
8jwsNjvVNJiYN7AnxHdMLA,0.0005928615054867749,281,birank,1192,20
5fCpIolPWznGdz3D6hjrvg,0.000590411805785125,282,birank,1069,20
fM6XQeGW70a4EFbjqAAy3Q,0.000589087572165825,283,birank,1224,20
HUcjSm1Lxdn8zSu-hQ7-sw,0.000587881273474975,284,birank,952,20
ApZoKDMHiY6sm3urIcqfxg,0.000586652084123275,285,birank,839,20
RFIHFxmNH9dM0ouz2N8ZjQ,0.000585903749558825,286,birank,672,20
VTx3qBeLMNFmBpcUFVNlQg,0.0005854414106733,287,birank,884,20
L-wv-QK9VoUZX6zUcJwSSw,0.0005853168822636001,288,birank,683,20
GXXbsAsNLGuLYTQKHb0XMw,0.000584536106131325,289,birank,630,20
8yZzf0gdWpSmY6ziyq7hKQ,0.0005841260866127249,290,birank,834,20
U_NCpKQDf3z7qSBjvv4U0Q,0.0005825540003976,291,birank,826,20
sankqYOVWpYX_T5kGZRRKQ,0.0005801474777591251,292,birank,787,20
_8MkUoObdLpakXbCobbKxA,0.00057938697179535,293,birank,1887,20
EBonJ5tjkxBEUezwosVlLg,0.00057375614090535,294,birank,2580,20
7hpUoYdAVToZXwuPRgoqdA,0.0005705779794240501,295,birank,1964,20
J4CrtqHDH4LAyDd001cD9g,0.0005705043333101,296,birank,489,20
EreYgrQPuR7Sk_FKeZZg9g,0.00056768869669905,297,birank,4405,20
pGRl61t6HcvqvvRz0Shr7Q,0.000566689700809,298,birank,509,20
7NwFNLC0SwX1SwQYlfF5yw,0.000566537519593825,299,birank,827,20
eZCt3doDaA-l4sg_OM67YQ,0.00056556149679385,300,birank,933,20
o8VR_4C-krOcgHiMoi-g6g,0.000565536614362425,301,birank,1113,20
2njTjQ35skXN171KoobeGg,0.00056540253217825,302,birank,1655,20
yvwIsOBQyTDsOhfS1sIVvQ,0.000564204093073275,303,birank,1188,20
VSLgzs_x3mc7Mg8DaqsmfA,0.000563600833803725,304,birank,601,20
cTSczU-9-cYUEM2DlNJcQw,0.00056138345394,305,birank,751,20
6wqxuBt2InDipRuUj8BNuQ,0.000556991255184925,306,birank,3023,20
EERwPZdemE21aIwYsadjTg,0.000556828526787225,307,birank,665,20
KhBUg5QhBYuK8RZAe5gDMQ,0.000556796433828925,308,birank,1885,20
t6g6Lj8WzjIXXucCl9jdTQ,0.00055458716247065,309,birank,1241,20
S6L5hB5r9_j6UeanowxRvw,0.000554426588712675,310,birank,1501,20
TUtOrI_GnVwSuHHTTEN8MA,0.0005539793076328,311,birank,1160,20
1iuT0GAiXBeIA1BVidxkCw,0.000553731552081625,312,birank,1247,20
BEMSDLPP630Fpdw_QpqLVA,0.0005523867447653999,313,birank,1142,20
q3qHHAMG8v748fe2z0EsCg,0.000550830025637,314,birank,952,20
4uZUHjSonatwt-02yqJp6w,0.0005476040930995751,315,birank,744,20
YxZJXr_a-Oie6O-Lk9C6zA,0.0005461716448705251,316,birank,1053,20
0TwZfZHis6e4o6sBogUJVQ,0.000546156732503725,317,birank,571,20
BZyxr4ocl1hJvFvhlogz0Q,0.000545782076947575,318,birank,692,20
S9IFCU4FKCqEriV1Rr2ZcA,0.000545438833102525,319,birank,1134,20
0-pY7oEuTT6j9fa1k-YBnw,0.0005448667602479,320,birank,550,20
YD9-VUxnobct_Jv4E9SAvA,0.00054469709212675,321,birank,1678,20
9u4_k8-XC4RFETCeiQdO8w,0.0005445475676176,322,birank,658,20
T1LvW1XqOYk7and065iXYQ,0.0005440737747137499,323,birank,906,20
BZk7GCi2OmKTuvdQk-Wmbg,0.00054400632887485,324,birank,915,20
syX56DgsypCm35ZGASzuxA,0.000542505348898975,325,birank,1501,20
kdJMzQCyG9X07lEgTWWveQ,0.0005416654740395,326,birank,985,20
f2bd4yADbdKYGCR_9EjF7A,0.000541540145019725,327,birank,535,20
B7nlRFe3EeQwAWpUpefGHA,0.0005393063837552,328,birank,777,20
hv-rci0u6KR75ALB_70dHw,0.0005369357376456,329,birank,1223,20
SK8mugK0lNcb0okR5pQ8pQ,0.000536641247463425,330,birank,447,20
QoezRbYQncpRqyrLH6Iqjg,0.0005358604740073,331,birank,968,20
lQ58_4SzdETRSw0h8tilhA,0.0005356941716995,332,birank,1294,20
wopwoiKIllIzcggK7HkTmw,0.0005355243333654499,333,birank,1015,20
HNtTgTEYl3kBSN5U5FHHqA,0.0005338232216871,334,birank,965,20
uqXYVxIwoEsFFjEHBlMZQA,0.000532743111692325,335,birank,994,20
t7TqCOZ6p6Do_SMhTcVDMQ,0.000532715643588775,336,birank,1227,20
EdopUxxfxqEA79Vcy_dT3g,0.0005320299744551501,337,birank,872,20
