treated_id,control_id,treated_propensity,control_propensity,treated_outcome,control_outcome
-SFSt3FkjGfavnyMpHsZPA,lSfMGqkDaMvqm-KCa6Yr2Q,0.57673754157185,0.57673754157185,0.0,0.0
-Wd5KqFszREg0XdXfSv5tg,NwscaDjCWWtPNG0xfTjm3Q,0.5556896314348175,0.5556999211341129,0.0,0.0
-WfGgYMcJKttsCu7WDrBrg,vV00GT_L1_fJYbLg_yEIxg,0.48226029361993455,0.48227894460813814,0.0,0.0
-YDYk83kO5ek-h4Fdu-Ugg,HIMC5c38SCBvY_5kX_JVVg,0.5773236042793964,0.5773262201619352,0.0,0.0
-YljbQMbbTC9jwn8kOLitA,TYH8eFPHCvK-7Y0CV7z1Zw,0.5198557818047997,0.5198745918706823,0.0,0.0
-Zb5_s9g-Jo5j4ntcvHK6Q,AxtOW_b6a6iuojs_ObGpzA,0.580019291641206,0.5800331447776633,0.0,0.0
-_LFA5At29YUr5Q48Nuf8A,PCIR3Z78l_nLXu_OnhTweA,0.571828754946433,0.5718501504774638,0.0,0.0
-aUw9tAKRs_Lrw47U-YSBw,wT-pzGY8rJ_xbTJDKaSl8A,0.5473586062097028,0.547400228226131,0.0833333333333333,0.0
-bGw8ARHQucKWEHEkxpGFw,uLM1kVK3-gYuUYkgnCoTyw,0.37792655656003127,0.3780062139704974,0.0138888888888888,0.0153846153846153
-bmzEhftbyGVuUQV9FIxmg,MruqWDUrgigjONJHOoE7eg,0.5807673941523405,0.5807673941523405,0.0,0.0
-cXxMH_oL82mOK6MBAjOHA,qFbBDbIjAKdqxJnHu7SoOQ,0.5591104899314341,0.5591089350495021,0.0,0.0
-iXlYo2AI1iHgpeZnv5sPw,2jGFCdLWvw_XyU1gBdaxcg,0.5628999833145143,0.5629234034699094,0.0,0.0
-ilTnXu41RrxQITuolQhmQ,p3qatJIq6b8Gd_k7hwpHOg,0.5562042202216906,0.556159542182999,0.0,0.0625
-ka45SR1nuoxUU4eTamE_w,oVMf5FvsD7_HmBc3B62Zxw,0.4993806622476439,0.49931908505563893,0.0,0.0
-kz82pLe268Cw59S6fD1BQ,QIEajLDnaNgFrCHWmiXCaQ,0.4906027867327428,0.49061182528750946,0.0,0.0
-lhHSR1Aws4CyYC1XOPVTw,Kt4NZ9IXvRCHI8qvV0h8qg,0.32071332333001107,0.3206134379779082,0.0,0.0
-ltRJOR-r7MhOh7g48HQwg,GiSQ8fXpAs3M9Y27BgEd4Q,0.48411712489480024,0.484106591377879,0.0,0.0
-mBc7M9Q3fEIxuUxwOleZg,Ik878rI6t1MCHf5wMKRwDw,0.46934891259824163,0.4694215596776267,0.0,0.0
-mWySS-oF7Pw-OdgHMCHUQ,o-KbL5aNSNEIxeINaihQMA,0.5819691189918516,0.5819691189918516,0.0,0.0
-nkdsrNAQoHEve7j_k-_qg,tpDJ0vOYiBLxMqtGvhBSmw,0.49492469114163745,0.49485547922831497,0.0,0.0
-qEk9byAfXQvKNVK1tCitw,YQD_Gm999Cthin64uLdOdA,0.5515235224766355,0.5515210838136994,0.0,0.0
-rTJCKclkU_ZnoQb4oKa9w,R_ETro-Bhca3PGyosh56BA,0.4911417123069495,0.49114182014918467,0.0384615384615384,0.0
-rW8eTXkovH1NksTZzJ7Yg,xY1W8nRMHLREeV8W3ald5w,0.5798723978004134,0.5798862522726769,0.0,0.0
-sRtgVuwRz7JJQaHiLV9zw,79-mLS1vvVYkHRCYBMXmzw,0.576195517251518,0.5762094043606233,0.0,0.0
-tdKOhrg4dB3xz1tEYujLw,dS_bp9xxifjXv4Z6Iy_Vaw,0.5755390520172196,0.5754591139271229,0.0,0.0
-uQx0mht-CxM9OSJM92YdA,tCKx9bkvughZdZK4vbiJ1w,0.4432899860881237,0.44353291717600696,0.0294117647058823,0.0192307692307692
-uzQNt-3jsRK5okUuJiQLA,TEv0kn08Hq2UZ3k74Ieh_Q,0.2584080832715954,0.25821757873536877,0.0117647058823529,0.0
-xhTcS5y-7LwHPRfBxJhfw,i5CdJTdTSNUCqtKWzYNRaA,0.5695003152755221,0.5695003152755221,0.0,0.0
-yi4ks8BKZ-_xcJYT9WLjQ,RMRlzkMedvSjxFLN9cIJSw,0.5739178686204378,0.5739510849096381,0.0,0.0
0-XYsSxJhu8ayKx1f3v_tA,q6HaBDtVLApz8f2L9UluNA,0.561875174136417,0.5618624955691286,0.0,0.0
00sOoojttpdZljH8VgOU0A,xbgzX-_EpV6yH-6nf2LCNw,0.5486514280241136,0.5486728013352801,0.0,0.0
03Lu3GNBhAp8pBtnXQ3dXQ,4W9f4R-SQ5_45TZhAbLr1g,0.5682753835899671,0.5682753835899671,0.0,0.0
03YfclexPdS_yrIbU6ahaA,vDb4ioypKzJ0Wshp5i3-bw,0.5774733555675331,0.5775063130691179,0.0,0.0
03u-wHrKSntiQvfxs4z84g,-HL8513QTgQ50vWjtg2Dyg,0.5825696176148197,0.5825557879315287,0.0,0.0
059fmQtYFQv3-hINwfpGsw,z504bZq0L1ypJmIoXL7C4Q,0.5041838606521503,0.5041856265199794,1.0,0.0
06ddjGdyYk580UtBwyfbdw,doN8QSdGtlIAW7BP8afZEg,0.5143190781997704,0.5143443128070444,0.0,0.1666666666666666
06mrRuzYE3zTcVqDDPvzNQ,7CwAjHjTPilN_zBuOSdMxg,0.5607557883042529,0.5607683126076896,0.0,0.1428571428571428
089KGIJDnVJEAe3GiXzlrQ,0t1jvk8ZV3f3xqA0RmDVYw,0.46916512694117657,0.46904669484878575,0.0454545454545454,0.0
08SYU1uLNCned0Oyrh06JQ,jZq8xsKyCrRRzJenCKKn-Q,0.5353734090916763,0.5353898211500696,0.0,0.0
091-A52K-wifGIf3jJ-hgA,YICdPG1yr1tzlZBd05xcQQ,0.5370328337500822,0.5370328337500822,0.0,0.0833333333333333
0ACFnKVLuLhAWU6NOic6JA,mU8d9qbaUqJ-XTd5Ood6Kw,0.5871220045629146,0.5871220045629146,0.0,0.0
0BZdcQAJjI-Kw97mQW_TPg,9gQ3s8WlhHTJen4bCkZYGQ,0.4899056110165441,0.48995599098440573,0.0,0.0
0ERS4_k61Ea7VVunLcxlgA,-vSkeoIujNpKhITwvcYVLw,0.5619956104511058,0.5620011666560255,0.0,0.0
0FIfHHrNbcc_hXbCjhU8HQ,g0rCtQnK8sYOGCUKg64UyA,0.4754290949669689,0.47551959261586996,0.0,0.0
0FQKOh13Tkcfgbu6qeZtXA,rydGLnO6XqB5OIUuGDVMiw,0.5813545363946495,0.5813683772762692,0.0,0.0
0IdDSSNGXZY-qH9In5cDng,xEzEJd-ECXOlIhEw7p-j-Q,0.5220133628429411,0.522122688573073,0.0,0.0909090909090909
0JGG50I4c9iAPrk7H8dRcg,ISFFAMis6f9ozFO2MHnuDQ,0.577050995274125,0.577050995274125,0.0,0.0
0JQgHiPAQQWkdgbBvEL3JQ,IO0zhMADxMmw7NXB2iJbKg,0.5790323254064461,0.5790184632173738,0.0,0.0
0JnsAQFvOFxPltNU_smK3w,wuzoQhym6ll3fjAiVgIJbw,0.39757908702345574,0.39783844343907404,0.024390243902439,0.0161290322580645
0KaePrBSRJwUQaHywCM5Zw,t5u0uDavOY6M9qu8FLAs0g,0.5319832154485693,0.5318945117129242,0.0,0.0
0L23LpzmR-kRsuIr9-zEXQ,_ml0rQHmsAqZwXtKSVMyMg,0.5233564666438298,0.5233564666438298,0.0434782608695652,0.0
0N_HQ2GsT1zNKX-escN2ZQ,H_JO3CNWRTRHmstEyvb31Q,0.502675839568403,0.5026474712669272,0.0,0.0
0Qs-G8Xs-mz-jmQH5lez5A,ns0RYfhXBADuEeuEQmTl7A,0.5560656985714909,0.5560357614447625,0.0,0.0
0TwZfZHis6e4o6sBogUJVQ,hOupS2QRNIuMLfcpOqC0oA,0.1953780981097781,0.1952500992771003,0.0,0.0101010101010101
0VlGRVZ2z62KXgZCc7b5Kw,CjaLZOk0XnBASGxOaMWJrA,0.555105895904266,0.5551003214737469,0.0,0.0
0VwadfoaG9dAFVgBSMcYbg,VY1Gxa5ctQyYW6JElOOLJA,0.4539534650349693,0.45389523172743634,0.0,0.0
0cwYcIySz-bdipKJjD4Keg,hDGYyMhYXGXfEZmFJgLqdA,0.5560711219450655,0.556134030632874,0.0,0.0
0ev1P7-P0nCXHM-0sDmiTg,hSgY_2L02kB-1xRDoJKsng,0.5792846811821263,0.5792846811821263,0.0,0.0
0f93yTITlSOiC83jz2bYUQ,j_eImSxsxnW0FCM1b5ekEQ,0.5764431204441266,0.5764760993688325,0.0,0.0
0h4Vs6PqhRNbNrcel0O8ag,nsZYVtv9l7Vyf9ZolUmYUw,0.5637460914041382,0.5637578970273245,0.0,0.0
0iLgVQpBeIYYwQZIblTTVw,q6qZzQbIDnl54kH-4BIA6Q,0.5786967397407276,0.5786967397407276,0.0,0.0
0jDPdf7kIkjZuNDNVH8Qew,GlrpA_iR78s7vAP1j4CI3Q,0.5846072794309484,0.5846072794309484,0.0,0.0
0l_njS4wGMadAk1b4nZRUA,fqD6hooRmTeQnmy2PdzXIw,0.45651225641277116,0.45662367080441907,0.0333333333333333,0.0
0liks45enqVRV3_ORP2wng,XF1P01OV8o_tB52oo36_ZA,0.584913919503632,0.584913919503632,0.0,0.0
0lxPrv9a3zo68r8ds5ypTQ,UesAtrCdqntO6MvejjGDCg,0.4966466205045557,0.49664508299069193,0.0,0.0
0pMj5xUAecW9o1P35B0AMw,SvyQvFlUb3R-8KhEIFPRxQ,0.572095233961256,0.5720534682042627,0.0,0.0
0qMuzRkFDNO-8OBZf3Yi3w,Wo2aCm_YFYh48P69ZsEIDQ,0.5806067250095505,0.580620572779543,0.0,0.0
0s8M7TmzxKfAibuBmm2uYw,LG9WtCRXx_PAr0y4nO0qjg,0.43411114305744886,0.43410806594894447,0.0,0.0
0sLvh5ODb0W7uL3WWOCTeg,SuzwgDT71HxOccHXsBpJag,0.5516803614162666,0.5516611906395679,0.3333333333333333,0.0
0tamJjc_EA4uLJOhb9dtgw,R722fDi0r2oamiWjbnRP2Q,0.406447584731269,0.40638264407944175,0.0,0.0
0uAdNV5KUFOgbg42MhDwWQ,7SfQg9aLs0Go_BT5C9NoKA,0.5779614991920142,0.5779614991920142,0.0,0.0
0v6_mSaPBuBAKevIpRp-jw,OO5oDYrIYlJaoFAFetrW-g,0.5796139662356216,0.579620138727282,0.0,0.0
0vlisQJ0jKFB16KYi_q3LA,ZtZNEwpzAh0uKUKA1Gg-yw,0.5051744070702986,0.5052166646662757,0.0,0.0
0xkgRnUPJKhfaCTc_Udqeg,1A9p0iMiPsIqC0iDRMfZow,0.46139663117757557,0.4614030506614046,0.064516129032258,0.0
10B8LifXfBtMLbrYzTOy1A,DUDstO-YrNRyQ_gP_mcRNA,0.5239818351631523,0.5240124308591635,0.0,0.0
10M-OPRL1iITxEM7FIqeeg,LyCOaz2ZyzRBMGfFD70rTQ,0.569689968136726,0.569689968136726,0.0,0.0
10kx3j_jGJutjQDJSw_cBA,U95M8QQ5kQGnZKQ6HVAFvg,0.5685560893847008,0.5685628198733822,0.0,0.0
11_eIDfQ146e1J3CMPjpqA,KPnJ3hdHljTWbsq_mx5oZQ,0.5683110249762272,0.5683053900515468,0.0,0.0
12aD4pD1uCJYA4ivdAd3Ug,7aGR18LRkq_yK-r4inL_WA,0.5173250243162855,0.5173245229235633,0.0,0.0
12uWSsgW5wkWzkxPycLtzw,q_1xjztlLeeYo12GBsuZXw,0.39199939496990366,0.39195517264779595,0.04,0.0612244897959183
13N2olEEZ3E6rshOriEGSQ,MJ3sdlP7ye_ui7ZJ1YBRww,0.5656804321054335,0.5656804321054335,0.0,0.0
13UgduZFJXeiTFsJu5Y8gg,6IRlUGtb_PZRR_IXJQ7Kbg,0.5058413023404946,0.5058427037356732,0.0357142857142857,0.0
14ZGwnDyydXdSBsLXpSUrA,Nxa362GcR1WWK2og8uJ_sQ,0.1436406359901021,0.14369465752108243,0.0,0.1666666666666666
15IzVzKuvUCrpM1AFvDT_A,M8AE0_L8zO0HsI8DGRqPJA,0.5829956364283035,0.5829956364283035,0.0,0.0
16F4GypSrqrwObH6IkaOUg,vhYqMJa5dxZfDNuRHwVlfA,0.5698046710497368,0.5697959607352411,0.0,0.0
19ucoG2VHdR2aMGyf4aoNQ,wwneev53BfrW7iVuS4pzrA,0.5437599952872966,0.5437107110555074,0.0,0.0
1AJHVnRGxTWNMaFbIUbWcg,lra3ButUZm7ZymM1YSnkWA,0.5776811802276018,0.5776811802276018,0.0,0.0
1E5h3CFrNZetWcWQut-KwA,IgNDlyLERBwFGphgcC5VDQ,0.4357474804893785,0.4357970285263332,0.0,0.0
1ECGsFgm4FlHbmZyltFdLw,Pocs24Rhnbqy1tZQm0j7Rw,0.3864149967900008,0.38644270387757745,0.0,0.0394736842105263
1Fs3_bjPQwvSXZHGGlFE-A,RYfl2IphOq0xFN0N8pzXQQ,0.20158070982679055,0.20214819700210238,0.0085470085470085,0.0075187969924812
1H-RURg-RoOuSDmwAmMhLA,-H6s1c2NRic5UKxXqi4FdQ,0.5844608406489441,0.5844608406489441,0.0,0.0
1HNvVBmQX6F_0rMVdvKi1g,e1l1IlKpL7FJlM4ivnoO2g,0.3310386825448998,0.3310165112044651,0.0,0.0588235294117647
1J6QlHsJeXFTrL-mdjwjNQ,EWPbRyoG7-JiDyeV52nZBw,0.5680771645490209,0.5680771645490209,0.0,0.0
1JXJbmiVaLK2Wc2-reqQ5w,Nr9EiPqLbE1b_MARnmVxNg,0.5656105707555087,0.5656390152282602,0.0,0.0
1JYW2WmoighRK2b7fGZx4A,ACHVRhkmpCuT7WQQjzt07Q,0.5528795254734518,0.5528694829939441,0.0,0.0
1Jo4UC0YNPoPm9Gfur8tQA,Bfn7SYzvvemCOnjyKd4eaw,0.533818819226728,0.5337843621121408,0.0,0.0
1JtpcHELRrSDoWS80WtzuQ,kj3Lyh9KooU8GcRBbMDQWQ,0.135069964604303,0.1346967014595206,0.0,0.0048076923076923
1KxvbQoLUSnYlgxzJ3FEJw,RXulUc5AcuclmU0FdQ2quw,0.5440692427809867,0.5440889487349367,0.0,0.0
1MbwLxXrQk7H1FOidg8hoA,VbheehVdnqthjCCmwO1q6g,0.4819791781692794,0.48198138887694564,0.0,0.0
1MeIwdbTnZOBFCKOrgaxuw,mciSzNKFRZ3HGgeSDuwUcw,0.4535248090959166,0.4536225828572966,0.0,0.0
1N58_B4IsWcj19QZyJdzag,UdvFMoayRuRBuHoOXBBqBw,0.5415253120488075,0.5415554664431422,0.0,0.0
1ODBqsrWYKcby46CHOYjRw,YpwiShaS6y8KUOJ6Cm4Vsg,0.5863909585303217,0.5862447035162607,0.0,0.0
1P1xD7dYMrd9VseziFi0bQ,UjhAD9kZe7-wUTjD0BGh9w,0.585513200739887,0.585513200739887,0.0,0.0
1Q5c2dyYzgMW0KBDNxahXw,4WWxTisW97Ks7r06Exxx2A,0.562186027793748,0.5622166099431742,0.0,0.0
1TDkOZykS66a7pV6yeAAHQ,FAEUVw8ZrUS4KpsimS38pQ,0.5761677426722737,0.5762094043606233,0.0,0.0
1V1QNsvymonQTNjKVd2gQg,5Z71LWiFuQR-0xcdS8fmMg,0.554176578430127,0.5542206921659893,0.0,0.0
1VUeZg25PebLy9ZMVCddbQ,-fCB9irkaglTWG7rBhcODg,0.586230909112406,0.5860984332894882,0.0,0.0
1_ggjy2ygyhAztMvjLCCEA,AF4eN-oI7IWwjv0M9BiHxQ,0.42609320956096447,0.4261996717267429,0.0769230769230769,0.0166666666666666
1aSABPmktJY072mRN7_h6Q,XM3ZCy6mhG9y9FZPIjOHlA,0.517788299886228,0.5177404330659046,0.0909090909090909,0.0
1bsQMS1SeLxcqXrJQYVfGQ,KMfIryKytcLLRKZjW-bWZw,0.5841679183590085,0.5841679183590085,0.0,0.0
1cqOPqedKmkYhbeF4T8YUQ,IRrUGBV4BjumBG3oiRRF9Q,0.5731100905113574,0.573072559359479,0.0,0.0
1eLL2eTmHwbrC6w1VzMjGw,4yjg0NlNYjTwmrhIb5TqSg,0.5821019741070277,0.5821019741070277,0.0,0.0
1et8GvbWnXrClLli988vJQ,RTEaH3i8X3yCLNjOdPw3Pg,0.5818224154421318,0.5818500883922677,0.0,0.0
1f1ZvvT1qyFFTIW-BdJ95A,hjHWlYtCRLg7CjAIvtUGGg,0.5658285727408808,0.5658662582864143,0.0,0.0
1gsByhy26ZZtg87sJGcpNw,1b3kbq_fIw8QoAYnqOzHfw,0.5785497194371192,0.5785497194371192,0.0,0.0
1gusOUHcPCeorq8EHWZaKA,UsfWvnkNmhpD4ntbyIURow,0.5875604480820151,0.5875604480820151,0.0,0.0
1jx1sfgjgVg0nM6n3p0xWA,deNOTM_X7PF8W3E2cKWXyw,0.5169527576733147,0.5169311051024638,0.0,0.1176470588235294
1lWASQ_QiT_RFPEeSvyF5w,5Mqe-TAK7GzwiZapwNqQbA,0.5645546800200452,0.5645585618895145,0.0,0.0
1lb42lEHaZMhy_1gLQNXoQ,wY9y0cOAzNALZ7BELMwozQ,0.5661108499751706,0.5661056093171052,0.0,0.0
1nFRRAsJ740DLZdXS6_chQ,ljEM0v_KClcruWn22B_V7g,0.5606452842691703,0.5606149316451695,0.0,0.2
1qHkyWDixBqIE_SH4fuCXQ,4ORRY2fYsRhwN0u8QjQNEg,0.5493894104712269,0.5494044443294878,0.0,0.0
1sZKO790Q6C4aV9PKmtWeA,bpMv-FzY0RjaaNAxeZGXgw,0.4354025819750003,0.4355781586692608,0.0,0.0227272727272727
1u_cOXKrpzUSYkAPBhY4Cg,sZs1UrdLUMQ6khJGXSvObg,0.5730864729810409,0.573072559359479,0.0,0.0
1v65CU3ub7VdM6GexSixAw,TSQI_PnJDdGgN8-HtbFALA,0.5619956104511058,0.5620431623864138,0.0,0.0
1vMvq4kXlOmSdPDWp_1shg,AhexobOXNdhg5CuO2tdtlg,0.5769593435877526,0.5769871043777174,0.0,0.0
1xOyqnO5FtxSLwRfT6mzPw,qvZcebJFv1hqdmccs0hoqQ,0.5339705985749924,0.5339830259663382,0.0,0.0
20DL03rDdw1R2mSH4ORVJA,FEFi0AmjHzgSceeLYW3Glw,0.5523760532027214,0.5523253883774385,0.0,0.0
21Yrp9EY9pI09qy-YYBhVg,gfTWMLJmNz7YBz6332uxdg,0.42936780208117337,0.42939682917227884,0.0,0.0
22JMnG7XzPRJC0aj-ipHtg,6Fk7Mlgy8msAC0NCgsun_g,0.5860846374521405,0.5860984332894882,0.0,0.0
25tI2s_AmToGGE2fNQYY7w,2785LQ3MgpXMgQRakACT3g,0.4970202052627533,0.49700281128895946,0.0526315789473684,0.0
262dmM9ixxYp5K5UdmuaCw,JJ6tYuw5Ms_r58DhnMtOCA,0.40546549535422277,0.40553643694644204,0.025,0.0188679245283018
27LOZZ6MvlT9B0RfOca2Ug,CV1ZOJap9ZiEmtqgN3SKNQ,0.5635167543547724,0.5635128812867304,0.0,0.0
27Za9Rl4nmXK6vfEf0Fv6A,fWgIjclFlprhS90KH9ltiQ,0.5828766886218977,0.5828766886218977,0.0,0.0
27wpv4Za6iXAzLp3R19Riw,5syHaITUosZ58Pm519cjBQ,0.5462847232206967,0.5462415061858117,0.0,0.0
29ThPh6IA69V-SfcwfV9Dg,pDo76a2t94988yqfaMWeBQ,0.4080217693448492,0.4080962407022391,0.048780487804878,0.0
2AqEWqRbKhcY-30b9geCRQ,0UVx40zcIeh6wb_I4-QzfQ,0.5532479112680245,0.5532527876479445,0.0,0.0
2Ax2c1Ok3bCa2CO-HKIzHQ,QjktE2M71v56CVHERuyiTg,0.558516472916999,0.5585267491603622,0.0,0.0
2EDFZFFdE3p-ZD7-loI02A,zV_tX3gSMon0Hqp8TH3Xsg,0.407921194953999,0.40791748149094276,0.0,0.0
2EOinQpyU4ChpyJ4KusO2A,faYU9nWyhiYeSwiP05ojvQ,0.3363464909209039,0.3363276115013608,0.0,0.0
2Ec7JLAHcJo4Aj2yvqfkiA,uh25a36RgVbIeq99Qy4a0A,0.5551564994933199,0.5551705437780026,0.0,0.0
2GgFrz1dQ6NzR29UIYQ8Xg,4nJ1L8QMKujkh8_Oe4FK6A,0.4602351514788455,0.4602082760862153,0.1176470588235294,0.0
2HKLaz8nktScK4-1hIFykg,1cxwHtw_UBMSOE6cvNmVmg,0.5773869345114891,0.5773730576871364,0.0,0.0
2HkgsHiqWwEW9e44Vhw8DQ,UmIOlyZo4ehT9SlsC3Qa5w,0.5546293263763384,0.5546394783875865,0.0,0.0
2ISww4-o249VMoy7zKsWBA,8n86Y8qTud6kcHgB1615OA,0.47491950326687493,0.4748923521140839,0.0,0.0
2J6x5uYTXbJzTHbQN1W6eA,-R2w_cB1_nA9ZrgvP2PkUw,0.5681693002804644,0.5681832532903659,0.0,0.0
2JK2p9X5FftFxNwbqWdkdA,j6muHG0zR4G6z1KBt92KtQ,0.5831283989933889,0.5831422232809116,0.0,0.0
2JdCmdTOWBvf-DQ2xaVpJQ,LtG1BloPZmht57B4f8pimA,0.4268989912042083,0.42689655996446146,0.0,0.1
2KIDQyTh-HzLxOUEDqtDBg,rgeuy1qbw6Z8B6CSVANHIA,2.3485811133739236e-05,2.458201877421852e-05,0.0089514066496163,0.0029498525073746
2LJYUjeRv53-FGG0sljByA,2Kqq7D6oj4FNF_9JmVjQJw,0.574897546692319,0.5749114449552984,0.0,0.0
2MUvyUxQ8KDo5_H_re3OKA,uaTq-_gVT8XWHdBfVPzsRg,0.5294145630480463,0.5294145630480463,0.0,0.0769230769230769
2N8aVo6j0PyL5Qj-qL9upQ,gt2RX36MNRF1B9V8i8xuRg,0.548013683882591,0.5480203130988291,0.0,0.0
2N9WHETHcYJsfYpHQ-qN_A,e8x5wMNjiIk5ospmofGZlA,0.33191029352596074,0.33223481419545875,0.0,0.0
2Nvq88a-NLYC0e3Jc_vvTQ,T9sdnqG0AnXv5xkVy7b4RQ,0.5620580913941154,0.5620516047175429,0.0,0.0
2P-pvj_jo0SxNe6jih6sOA,1_BzX6o0O6w_9yx9NczMrg,0.4876970469967894,0.4876152530901754,0.0,0.0
2SLtQI24J5Qwolxil-W-MA,b_NJFKY3vWv4VC8fPSGO1g,0.5863771655622442,0.5865371983074595,0.0,0.0
2SevIwjgGdDdkIfs3Peu-Q,ZoSDp6Ycoy9H2spud3PYqQ,0.34172976028576757,0.3416645424544376,0.0405405405405405,0.0454545454545454
2TYaq5AfaFi8kv_eacQYrA,tKL_MbA8s_ZeU4RV5m-0QQ,0.581207772370577,0.581207772370577,0.0,0.0
2UvdgkdaeIFcakXBvRKLZQ,l-JQja1KoFdjaP8AJp_mvQ,0.5372768110714636,0.5373250354785113,0.0,0.0
2V82l0NAsTWwOaoDQvSqxw,nFKHu5DJMMXktBsSrOpU2w,0.4920492970507016,0.49197191988682576,0.0,0.0
2XK7ZqKSygxnn7iDpIeRbw,70vQqNfFTdA3FmqjFDnVfw,0.47903952500706354,0.4787933665843205,0.0,0.0
2XlnquSnBb1ayfsw3Lk71g,8CXGk1YTeXMpAkZZ_ji6lA,0.581207772370577,0.5812216146091119,0.0,0.0
2Y7h1oxMRfVVGvc02aTn5g,oMwgGoawoMEqvgcy2FKVug,0.5706965308690576,0.5706965308690576,0.0,0.0
2YanqRyvO7nzfwi2SPQa7w,gq4zw-ru_rkZ2UBIanaZFQ,0.5306593081680684,0.5307255989753856,0.0,0.0666666666666666
2YoJUob1RL-LCYGiXdq8dg,XFOLv6Vxik920W7OP-OStw,0.5123598040187667,0.5123402975265418,0.0,0.0
2ceJseysVj1LEp5SmVL9Jg,zK2OGhkJqMj4pZsbSckSwA,0.511745148209355,0.5117312506598971,0.0,0.0
2cfEAFZZee8fq3Xx6yZ87w,H9giitmH1pwUIru-GyF0HQ,0.5446574106583482,0.5446674856769937,0.0,0.0
2dVJ7R-3JMmu2v4DJYtBbw,HguxlcVKp23-NdBGstw9Hw,0.5879987527290672,0.5874143156403773,0.0,0.0
2f5JQR_QxrmqUHSjzpZynQ,6XZlRSgdUsEDPlYurRgpMw,0.4064811422335337,0.4060262726485345,0.0,0.0
2gWAivEMugrIdrl0aol8IQ,o-JguBmC-oWAShOmFdWxcQ,0.5863771655622442,0.5865371983074595,0.0,0.0
