persona_id,domain,archetype,city,ndcg,hit_at_1,hit_at_3,hit_at_10,kendall_tau,stars_ndcg,stars_hit_at_1,stars_hit_at_3,pairwise_win,revisit_score,model_revisit_signal
COF-LOY-0013,coffee,Loyalist,"St. Louis, MO",0.7650422323031654,0.0,0.0,1.0,-0.4666666666666666,0.8349631911214186,0.0,0.0,1,3.0,0.0271084337349397
COF-WEE-0150,coffee,Weekday Regular,"Cincinnati, OH",0.7810919739901264,0.0,0.0,1.0,-0.5555555555555555,0.8356540823075612,0.0,0.0,0,1.0,0.0203761755485893
HOT-LEI-1373,hotel,Leisure Traveler,"Indianapolis, IN",0.7895382423621886,0.0,0.0,1.0,-0.15555555555555553,0.7736844426106328,0.0,0.0,0,1.0,0.0074318744838976
RES-MIX-0744,restaurant,Mixed / Average,"Tucson, AZ",0.6926705996824286,0.0,0.0,1.0,-0.6,0.7527373313784669,0.0,0.0,0,7.0,0.0217
COF-WEE-0147,coffee,Weekday Regular,"Nashville, TN",0.7928138067800263,0.0,0.0,1.0,-0.1111111111111111,0.8208086942005793,0.0,0.0,0,3.0,0.0126488095238095
RES-MIX-0731,restaurant,Mixed / Average,"New Orleans, LA",0.7045318594164871,0.0,0.0,1.0,-0.022222222222222223,0.7222716820633023,0.0,0.0,0,8.0,0.0188
RES-MIX-0734,restaurant,Mixed / Average,"St. Louis, MO",0.8218568485473406,1.0,1.0,1.0,0.022222222222222223,0.77138872683649,0.0,0.0,0,7.0,0.0108
HOT-LEI-1299,hotel,Leisure Traveler,"St. Louis, MO",0.757393859824368,0.0,0.0,1.0,-0.5111111111111111,0.7797939748458308,0.0,0.0,0,2.0,0.0418781725888324
HOT-ONE-1127,hotel,One-Time Tourist (Business),"Louisville, KY",0.7808887797448425,0.0,0.0,1.0,-0.19999999999999998,0.7757393562577158,0.0,0.0,0,3.0,0.0172744721689059
HOT-ONE-1150,hotel,One-Time Tourist (Business),"St. Louis, MO",0.8140941556664938,0.0,1.0,1.0,-0.15555555555555553,0.7805835287930404,0.0,0.0,0,3.0,0.0108035111411208
RES-NIG-0921,restaurant,Nightlife Seeker,"Nashville, TN",0.8424355364644036,1.0,1.0,1.0,0.24444444444444444,0.7696489564883425,0.0,0.0,1,6.0,0.0151
HOT-ONE-1165,hotel,One-Time Tourist (Business),"Cleveland, OH",0.8033602454818709,0.0,0.0,1.0,-0.15555555555555553,0.7795604648215416,0.0,0.0,0,1.0,0.0074318744838976
HOT-LEI-1365,hotel,Leisure Traveler,"Nashville, TN",0.7898948407094439,0.0,0.0,1.0,-0.022222222222222223,0.7765230750637998,0.0,0.0,0,4.0,0.07083084279737
HOT-BUD-1485,hotel,Budget Explorer,"Reno, NV",0.7984321215713811,0.0,0.0,1.0,-0.06666666666666667,0.7954282257499634,0.0,0.0,0,2.0,0.005610098176718
COF-WEE-0187,coffee,Weekday Regular,"Tampa, FL",0.826105222234915,0.0,0.0,1.0,0.06666666666666667,0.8340017484084845,0.0,0.0,0,1.0,0.0210176991150442
RES-EXP-0615,restaurant,Explorer,"Charlotte, NC",0.6864115201326915,0.0,0.0,1.0,-0.6,0.7693104702290262,0.0,0.0,1,2.0,0.0262
COF-WEE-0234,coffee,Weekday Regular,"Tucson, AZ",0.9916557497584352,1.0,1.0,1.0,0.7777777777777777,0.8633868197101462,0.0,1.0,0,2.0,0.0225733634311512
HOT-ONE-1038,hotel,One-Time Tourist (Business),"Cleveland, OH",0.7954035588434165,0.0,0.0,1.0,0.022222222222222223,0.7845803489637094,0.0,0.0,0,0.0,0.0825688073394495
COF-WEE-0254,coffee,Weekday Regular,"Nashville, TN",0.8090657137736963,0.0,0.0,1.0,-0.1111111111111111,0.8376051207870909,0.0,0.0,0,2.0,0.0225733634311512
HOT-ONE-1104,hotel,One-Time Tourist (Business),"Louisville, KY",0.7834037340491362,0.0,0.0,1.0,-0.3333333333333333,0.7704903666127197,0.0,0.0,0,8.0,0.0386178861788617
HOT-LEI-1273,hotel,Leisure Traveler,"Indianapolis, IN",0.7503975024065705,0.0,0.0,1.0,-0.4222222222222222,0.7675646346729159,0.0,0.0,0,3.0,0.005610098176718
HOT-LEI-1344,hotel,Leisure Traveler,"Nashville, TN",0.7776559408398831,0.0,0.0,1.0,0.022222222222222223,0.777225686819429,0.0,0.0,0,7.0,0.0716009654062751
COF-CAS-0383,coffee,Casual Weekender,"Phoenix, AZ",0.7919803046627494,0.0,0.0,1.0,0.1111111111111111,0.8034500236981473,0.0,0.0,1,3.0,0.0142180094786729
RES-MIX-0759,restaurant,Mixed / Average,"Kansas City, MO",0.7750137839017681,0.0,1.0,1.0,0.19999999999999998,0.7699607929920976,0.0,0.0,0,6.0,0.0176
RES-MIX-0888,restaurant,Mixed / Average,"Nashville, TN",0.6983310481959106,0.0,0.0,1.0,-0.7333333333333333,0.7697520351221239,0.0,0.0,0,6.0,0.0347
RES-MIX-0750,restaurant,Mixed / Average,"Charlotte, NC",0.7419946131308014,0.0,0.0,1.0,-0.1111111111111111,0.7702004770632325,0.0,0.0,0,6.0,0.0151
HOT-ONE-1467,hotel,One-Time Tourist,"Cleveland, OH",0.7857632251546742,0.0,0.0,1.0,0.022222222222222223,0.7758902159652105,0.0,0.0,0,3.0,0.0716009654062751
RES-LOY-0522,restaurant,Loyalist,"Philadelphia, PA",0.7770135612560805,1.0,1.0,1.0,-0.15555555555555553,0.7545512445014348,0.0,0.0,0,6.0,0.0188
RES-EXP-0577,restaurant,Explorer,"Philadelphia, PA",0.7558732698874678,0.0,0.0,1.0,-0.1111111111111111,0.7696797979993385,0.0,0.0,1,2.0,0.0347
HOT-LEI-1345,hotel,Leisure Traveler,"New Orleans, LA",0.7986871185326614,0.0,1.0,1.0,-0.19999999999999998,0.7730892342120027,0.0,0.0,0,2.0,0.0110091743119266
HOT-ONE-1223,hotel,One-Time Tourist (Business),"Philadelphia, PA",0.7956152875186457,0.0,0.0,1.0,-0.19999999999999998,0.7779779216032001,0.0,0.0,0,3.0,0.0418781725888324
COF-LOY-0005,coffee,Loyalist,"Tucson, AZ",0.7838059431235708,0.0,0.0,1.0,-0.24444444444444444,0.8388375247478643,0.0,0.0,1,3.0,0.0169154228855721
COF-LOY-0024,coffee,Loyalist,"Louisville, KY",0.769355069707781,0.0,0.0,1.0,-0.28888888888888886,0.8222310524079809,0.0,0.0,1,2.0,0.029029029029029
HOT-LEI-1302,hotel,Leisure Traveler,"Reno, NV",0.7876349231365201,0.0,0.0,1.0,-0.022222222222222223,0.7893773528966617,0.0,0.0,0,0.0,0.0074318744838976
RES-EXP-0664,restaurant,Explorer,"Reno, NV",0.7239111433465247,0.0,0.0,1.0,-0.3333333333333333,0.7716926063842846,0.0,0.0,1,3.0,0.0176
COF-CAS-0387,coffee,Casual Weekender,"Pittsburgh, PA",0.8665786245308805,0.0,0.0,1.0,0.28888888888888886,0.8632262251827089,0.0,1.0,1,4.0,0.0169154228855721
HOT-ONE-1045,hotel,One-Time Tourist (Business),"New Orleans, LA",0.7976317210825913,0.0,0.0,1.0,0.022222222222222223,0.784413988356154,0.0,0.0,1,1.0,0.0074318744838976
RES-MIX-0772,restaurant,Mixed / Average,"Pittsburgh, PA",0.7617305970012771,0.0,0.0,1.0,0.1111111111111111,0.7542865901739496,0.0,0.0,0,6.0,0.0148
HOT-LEI-1329,hotel,Leisure Traveler,"Louisville, KY",0.7680540704549985,0.0,0.0,1.0,-0.24444444444444444,0.7776364159330561,0.0,0.0,0,6.0,0.0165289256198347
COF-WEE-0185,coffee,Weekday Regular,"Louisville, KY",0.808153501291331,0.0,0.0,1.0,0.15555555555555553,0.8638500908892333,0.0,1.0,0,3.0,0.0126488095238095
COF-CAS-0413,coffee,Casual Weekender,"St. Louis, MO",0.8767837527037271,0.0,0.0,1.0,0.37777777777777777,0.8178505449977559,0.0,0.0,1,4.0,0.0431818181818181
COF-CAS-0435,coffee,Casual Weekender,"Louisville, KY",0.7860299945725676,0.0,0.0,1.0,-0.19999999999999998,0.8096457051160295,0.0,0.0,1,8.0,0.0169154228855721
RES-LOY-0513,restaurant,Loyalist,"Louisville, KY",0.7866430865950064,1.0,1.0,1.0,0.022222222222222223,0.7698622542674879,0.0,0.0,0,8.0,0.0123
COF-LOY-0028,coffee,Loyalist,"Kansas City, MO",0.7751531083048883,0.0,0.0,1.0,-0.5111111111111111,0.838778825213066,0.0,0.0,1,3.0,0.0142180094786729
RES-LOY-0533,restaurant,Loyalist,"St. Louis, MO",0.8095580631655455,1.0,1.0,1.0,0.24444444444444444,0.7704928312505674,0.0,0.0,0,7.0,0.0093
HOT-LEI-1397,hotel,Leisure Traveler,"Las Vegas, NV",0.7508541206412306,0.0,0.0,1.0,-0.37777777777777777,0.7767675703742649,0.0,0.0,0,8.0,0.0108035111411208
RES-EXP-0617,restaurant,Explorer,"Philadelphia, PA",0.736472436992253,0.0,0.0,1.0,0.022222222222222223,0.7530558779177464,0.0,0.0,1,2.0,0.0123
HOT-ONE-1115,hotel,One-Time Tourist (Business),"Nashville, TN",0.7984485169260874,0.0,0.0,1.0,-0.28888888888888886,0.7785896398873928,0.0,0.0,0,3.0,0.07083084279737
HOT-LEI-1400,hotel,Leisure Traveler,"Cincinnati, OH",0.7958103342643069,0.0,0.0,1.0,-0.24444444444444444,0.7808740154332042,0.0,0.0,0,2.0,0.0110091743119266
COF-WEE-0248,coffee,Weekday Regular,"Charlotte, NC",0.8097102643960957,0.0,0.0,1.0,-0.19999999999999998,0.8419641279179613,0.0,0.0,1,0.0,0.0431818181818181
RES-MIX-0756,restaurant,Mixed / Average,"Phoenix, AZ",0.7605779433192645,0.0,1.0,1.0,0.022222222222222223,0.7729678498892202,0.0,0.0,0,6.0,0.0198
RES-EXP-0673,restaurant,Explorer,"Phoenix, AZ",0.7065446646105182,0.0,0.0,1.0,-0.37777777777777777,0.7706962594424821,0.0,0.0,1,3.0,0.0108
RES-NIG-0946,restaurant,Nightlife Seeker,"Phoenix, AZ",0.7951033337098136,0.0,1.0,1.0,0.022222222222222223,0.7712012089610947,0.0,0.0,1,6.0,0.0167
COF-CAS-0401,coffee,Casual Weekender,"Phoenix, AZ",0.9801865396677234,1.0,1.0,1.0,0.28888888888888886,0.8609499602035771,0.0,1.0,1,7.0,0.0234113712374581
HOT-ONE-1107,hotel,One-Time Tourist (Business),"Louisville, KY",0.7927458396174277,0.0,0.0,1.0,-0.19999999999999998,0.7696905976289067,0.0,0.0,1,1.0,0.0138568129330254
COF-WEE-0053,coffee,Weekday Regular,"Louisville, KY",0.7880194379827716,0.0,0.0,1.0,0.06666666666666667,0.8371313225609235,0.0,0.0,0,3.0,0.0077041602465331
RES-EXP-0593,restaurant,Explorer,"Indianapolis, IN",0.7292174844860019,0.0,0.0,1.0,-0.1111111111111111,0.769298790543017,0.0,0.0,1,3.0,0.0188
COF-WEE-0262,coffee,Weekday Regular,"Kansas City, MO",0.8537401056593645,0.0,0.0,1.0,0.4222222222222222,0.8641115437567938,0.0,1.0,0,1.0,0.025283347863993
COF-INF-0485,coffee,Infrequent Visitor,"Charlotte, NC",0.8346116241845142,0.0,0.0,1.0,0.15555555555555553,0.8415683608892582,0.0,0.0,0,1.0,0.0334773218142548
HOT-LEI-1293,hotel,Leisure Traveler,"Indianapolis, IN",0.7976053764612365,0.0,0.0,1.0,-0.1111111111111111,0.7952690304659132,0.0,0.0,0,4.0,0.044328552803129
COF-WEE-0174,coffee,Weekday Regular,"Pittsburgh, PA",0.8001135199304756,0.0,0.0,1.0,0.19999999999999998,0.8291768724912639,0.0,0.0,1,0.0,0.0431818181818181
COF-WEE-0277,coffee,Weekday Regular,"Charlotte, NC",0.8232101595645849,0.0,0.0,1.0,0.19999999999999998,0.840447833992796,0.0,0.0,1,2.0,0.0126488095238095
RES-EXP-0578,restaurant,Explorer,"Pittsburgh, PA",0.7375941445611663,0.0,1.0,1.0,-0.1111111111111111,0.7708174303131099,0.0,0.0,1,2.0,0.0123
HOT-LEI-1263,hotel,Leisure Traveler,"Pittsburgh, PA",0.7894745334082487,0.0,0.0,1.0,-0.15555555555555553,0.7746313585918971,0.0,0.0,0,6.0,0.0716009654062751
HOT-ONE-1055,hotel,One-Time Tourist (Business),"Las Vegas, NV",0.8181723768184153,0.0,0.0,1.0,0.19999999999999998,0.7835511226813867,0.0,0.0,1,7.0,0.044328552803129
HOT-ONE-1050,hotel,One-Time Tourist (Business),"Reno, NV",0.7952942329186691,0.0,0.0,1.0,0.15555555555555553,0.7754982397632915,0.0,0.0,1,4.0,0.0172744721689059
COF-WEE-0280,coffee,Weekday Regular,"Tampa, FL",0.8238550776383236,0.0,0.0,1.0,0.06666666666666667,0.8383506660968252,0.0,0.0,0,2.0,0.0208333333333333
RES-EXP-0599,restaurant,Explorer,"St. Louis, MO",0.7374101930159561,0.0,0.0,1.0,-0.19999999999999998,0.7726610276361129,0.0,0.0,1,7.0,0.0131
HOT-ONE-1164,hotel,One-Time Tourist (Business),"Philadelphia, PA",0.8108352274390525,0.0,1.0,1.0,-0.1111111111111111,0.7847965569809495,0.0,0.0,1,8.0,0.0335039553280595
COF-CAS-0344,coffee,Casual Weekender,"Reno, NV",0.833083036299286,0.0,0.0,1.0,0.19999999999999998,0.836846207364119,0.0,0.0,1,3.0,0.0128686327077747
COF-WEE-0274,coffee,Weekday Regular,"Las Vegas, NV",0.7604539683343882,0.0,0.0,1.0,-0.4222222222222222,0.8058900946529813,0.0,0.0,0,2.0,0.0126488095238095
HOT-ONE-1470,hotel,One-Time Tourist,"Pittsburgh, PA",0.7886084636693574,0.0,0.0,1.0,-0.15555555555555553,0.7727505096703816,0.0,0.0,0,3.0,0.07083084279737
RES-NIG-0903,restaurant,Nightlife Seeker,"Philadelphia, PA",0.807320953756476,0.0,1.0,1.0,0.28888888888888886,0.7530681740996633,0.0,0.0,1,4.0,0.0188
