persona_id,domain,archetype,age_group,occupation,occupation_label,city,loyalty_score,price_sensitivity,ndcg,hit_at_1,hit_at_3,hit_at_10,kendall_tau,stars_ndcg,stars_hit_at_1,stars_hit_at_3,pairwise_win,revisit_score,model_revisit_signal
S2-YM-CRE-COF-0496,coffee,Young Millennial (26-33) | Creative / Media,Young Millennial (26-33),Creative / Media,Journalist,New Orleans,2,2,0.8977662848852386,0.0,0.0,0.0,0.0,0.9409841921084744,0.0,0.0,0,7.0,0.0208333333333333
S2-GZ-REM-COF-0315,coffee,Gen Z (18-25) | Remote / Digital Nomad,Gen Z (18-25),Remote / Digital Nomad,Freelance Developer,Las Vegas,2,3,0.7922081662290029,0.0,0.0,1.0,-0.19999999999999998,0.8359765069370839,0.0,0.0,0,7.0,0.0208333333333333
S2-GX-EDU-COF-1216,coffee,Gen X (41-56) | Education / Academic,Gen X (41-56),Education / Academic,Primary School Teacher,Cincinnati,5,3,0.8364847224079306,0.0,1.0,1.0,0.022222222222222223,0.8281758832238848,0.0,0.0,0,6.0,0.0144404332129963
S2-BO-LEG-RES-1710,restaurant,Boomer (57+) | Legal / Finance,Boomer (57+),Legal / Finance,Accountant,St. Louis,5,1,0.7783991535643516,0.0,1.0,1.0,0.1111111111111111,0.770656191457986,0.0,0.0,0,8.0,0.0188
S2-BO-LEG-RES-1715,restaurant,Boomer (57+) | Legal / Finance,Boomer (57+),Legal / Finance,Compliance Officer,Phoenix,5,1,0.7594179632986788,0.0,1.0,1.0,-0.06666666666666667,0.7694983308935639,0.0,0.0,0,7.0,0.0108
S2-GZ-HEA-COF-0066,coffee,Gen Z (18-25) | Healthcare,Gen Z (18-25),Healthcare,Registered Nurse,Louisville,3,4,0.7816048197827755,0.0,0.0,1.0,-0.24444444444444444,0.8059285182763405,0.0,0.0,0,6.0,0.0231729055258467
S2-BO-HEA-COF-1580,coffee,Boomer (57+) | Healthcare,Boomer (57+),Healthcare,Physical Therapist,Pittsburgh,5,3,0.7701606500144117,0.0,0.0,1.0,-0.15555555555555553,0.8006523789801233,0.0,0.0,0,4.0,0.0142180094786729
S2-GX-HEA-RES-1163,restaurant,Gen X (41-56) | Healthcare,Gen X (41-56),Healthcare,Registered Nurse,Cincinnati,5,3,0.7374727552180096,0.0,0.0,1.0,-0.06666666666666667,0.7711839473274107,0.0,0.0,0,4.0,0.0074
S2-BO-EDU-COF-1623,coffee,Boomer (57+) | Education / Academic,Boomer (57+),Education / Academic,University Lecturer,Louisville,5,3,0.7957942807207739,0.0,0.0,1.0,0.06666666666666667,0.8224507104313034,0.0,0.0,0,7.0,0.0077041602465331
S2-GX-EXE-COF-1088,coffee,Gen X (41-56) | Executive / C-Suite,Gen X (41-56),Executive / C-Suite,General Manager,Las Vegas,5,1,0.8084735978386139,0.0,0.0,1.0,0.19999999999999998,0.8021865567542938,0.0,0.0,0,7.0,0.0431818181818181
S2-SM-TEC-COF-0668,coffee,Senior Millennial (34-40) | Tech / Software,Senior Millennial (34-40),Tech / Software,Data Scientist,Nashville,5,2,0.7964074075768646,0.0,0.0,1.0,0.1111111111111111,0.8115548270734096,0.0,0.0,0,3.0,0.0234113712374581
S2-SM-HEA-HOT-0837,hotel,Senior Millennial (34-40) | Healthcare,Senior Millennial (34-40),Healthcare,Healthcare Administrator,Nashville,3,3,0.7752600076082853,0.0,1.0,1.0,-0.24444444444444444,0.7747113149628828,0.0,0.0,0,3.0,0.020551649540292
S2-GX-EDU-RES-1221,restaurant,Gen X (41-56) | Education / Academic,Gen X (41-56),Education / Academic,High School Teacher,St. Louis,4,3,0.7756669709720564,0.0,1.0,1.0,0.1111111111111111,0.772039130195408,0.0,0.0,0,8.0,0.0176
S2-GX-EXE-RES-1102,restaurant,Gen X (41-56) | Executive / C-Suite,Gen X (41-56),Executive / C-Suite,Chief of Staff,Philadelphia,5,1,0.7395151701277759,0.0,1.0,1.0,-0.06666666666666667,0.7704655308265461,0.0,0.0,0,8.0,0.0188
S2-GX-EXE-COF-1083,coffee,Gen X (41-56) | Executive / C-Suite,Gen X (41-56),Executive / C-Suite,CFO,Las Vegas,5,1,0.7692634826045934,0.0,0.0,1.0,-0.022222222222222223,0.8362068370745206,0.0,0.0,0,4.0,0.0225733634311512
S2-GX-HEA-RES-1176,restaurant,Gen X (41-56) | Healthcare,Gen X (41-56),Healthcare,Pharmacist,Cleveland,5,3,0.7219761052312125,0.0,0.0,1.0,-0.3333333333333333,0.770962014422639,0.0,0.0,0,8.0,0.0176
S2-SM-HEA-HOT-0827,hotel,Senior Millennial (34-40) | Healthcare,Senior Millennial (34-40),Healthcare,Paramedic,Cleveland,3,3,0.7726761281633064,0.0,0.0,1.0,-0.1111111111111111,0.7700221983524148,0.0,0.0,0,1.0,0.0216894977168949
S2-YM-LEG-COF-0556,coffee,Young Millennial (26-33) | Legal / Finance,Young Millennial (26-33),Legal / Finance,Tax Consultant,Philadelphia,5,1,0.8170817126164279,0.0,0.0,1.0,0.06666666666666667,0.823508855923749,0.0,0.0,0,2.0,0.0460093896713615
S2-SM-LEG-RES-0872,restaurant,Senior Millennial (34-40) | Legal / Finance,Senior Millennial (34-40),Legal / Finance,Compliance Officer,Las Vegas,5,1,0.7561561885726065,0.0,1.0,1.0,0.022222222222222223,0.7708174303131099,0.0,0.0,0,7.0,0.0188
S2-GX-TRA-RES-1289,restaurant,Gen X (41-56) | Trade / Manual,Gen X (41-56),Trade / Manual,Warehouse Operative,St. Louis,5,4,0.8457958666652458,1.0,1.0,1.0,0.37777777777777777,0.773681282083814,0.0,0.0,0,7.0,0.0113
S2-SM-LEG-COF-0859,coffee,Senior Millennial (34-40) | Legal / Finance,Senior Millennial (34-40),Legal / Finance,Paralegal,Las Vegas,5,1,0.7803485668136987,0.0,0.0,1.0,-0.37777777777777777,0.8245233558506897,0.0,0.0,0,3.0,0.0075046904315197
S2-YM-HEA-HOT-0462,hotel,Young Millennial (26-33) | Healthcare,Young Millennial (26-33),Healthcare,Radiographer,Cleveland,3,3,0.8015198029178663,0.0,1.0,1.0,0.022222222222222223,0.7713720839618509,0.0,0.0,0,8.0,0.024745269286754
S2-GX-LEG-HOT-1371,hotel,Gen X (41-56) | Legal / Finance,Gen X (41-56),Legal / Finance,Lawyer,Charlotte,5,1,0.7806530082573796,0.0,0.0,1.0,-0.5111111111111111,0.7816451121053697,0.0,0.0,1,1.0,0.0108035111411208
S2-GX-LEG-HOT-1372,hotel,Gen X (41-56) | Legal / Finance,Gen X (41-56),Legal / Finance,Paralegal,Las Vegas,5,1,0.9680527813743504,1.0,1.0,1.0,0.5555555555555555,0.7820594573503297,0.0,0.0,1,1.0,0.0418781725888324
S2-GX-LEG-RES-1360,restaurant,Gen X (41-56) | Legal / Finance,Gen X (41-56),Legal / Finance,Lawyer,St. Louis,5,1,0.7670349455535476,0.0,1.0,1.0,0.022222222222222223,0.7720476995605391,0.0,0.0,0,4.0,0.0074
S2-YM-REM-COF-0609,coffee,Young Millennial (26-33) | Remote / Digital Nomad,Young Millennial (26-33),Remote / Digital Nomad,Remote Data Analyst,Tampa,2,3,0.7645364669779634,0.0,0.0,1.0,-0.24444444444444444,0.8020175437050482,0.0,0.0,0,3.0,0.0126488095238095
S2-SM-EXE-COF-0727,coffee,Senior Millennial (34-40) | Executive / C-Suite,Senior Millennial (34-40),Executive / C-Suite,General Manager,Charlotte,5,1,0.8129199086802941,0.0,0.0,1.0,0.022222222222222223,0.8194373802000374,0.0,0.0,0,3.0,0.0126488095238095
S2-BO-HOS-RES-1830,restaurant,Boomer (57+) | Hospitality / Service,Boomer (57+),Hospitality / Service,Customer Service Rep,New Orleans,4,4,0.6886623587942912,0.0,0.0,1.0,-0.37777777777777777,0.724397711425172,0.0,0.0,0,7.0,0.0167
S2-GX-TEC-COF-1024,coffee,Gen X (41-56) | Tech / Software,Gen X (41-56),Tech / Software,Data Scientist,Philadelphia,5,2,0.8146409755676557,0.0,0.0,1.0,-0.06666666666666667,0.8271729537046446,0.0,0.0,0,7.0,0.0169154228855721
S2-BO-HEA-RES-1583,restaurant,Boomer (57+) | Healthcare,Boomer (57+),Healthcare,Physician,Tampa,5,2,0.7596681479831999,0.0,1.0,1.0,0.1111111111111111,0.7715520422796864,0.0,0.0,0,7.0,0.0151
S2-BO-LEG-COF-1686,coffee,Boomer (57+) | Legal / Finance,Boomer (57+),Legal / Finance,Investment Banker,Las Vegas,5,1,0.8065563675997799,0.0,0.0,1.0,-0.022222222222222223,0.8372906685586594,0.0,0.0,0,2.0,0.0431818181818181
S2-YM-REM-RES-0626,restaurant,Young Millennial (26-33) | Remote / Digital Nomad,Young Millennial (26-33),Remote / Digital Nomad,Remote Data Analyst,Las Vegas,1,3,0.7524701907419196,0.0,1.0,1.0,0.022222222222222223,0.7712556066933101,0.0,0.0,0,3.0,0.0148
S2-YM-HEA-HOT-0476,hotel,Young Millennial (26-33) | Healthcare,Young Millennial (26-33),Healthcare,Medical Assistant,Louisville,3,3,0.7865568294858447,0.0,0.0,1.0,-0.37777777777777777,0.7774953149614844,0.0,0.0,0,3.0,0.0102564102564102
S2-BO-EDU-COF-1636,coffee,Boomer (57+) | Education / Academic,Boomer (57+),Education / Academic,University Lecturer,Cleveland,5,3,0.8055018005053319,0.0,0.0,1.0,0.06666666666666667,0.8352126276889441,0.0,0.0,0,6.0,0.0169154228855721
S2-GX-EXE-COF-1100,coffee,Gen X (41-56) | Executive / C-Suite,Gen X (41-56),Executive / C-Suite,CFO,Nashville,5,1,0.7711199027109267,0.0,0.0,1.0,-0.15555555555555553,0.8013776612308187,0.0,0.0,0,7.0,0.0225733634311512
S2-BO-TRA-RES-1763,restaurant,Boomer (57+) | Trade / Manual,Boomer (57+),Trade / Manual,Plumber,Louisville,5,5,0.7588029501161578,0.0,1.0,1.0,0.022222222222222223,0.7515621643437762,0.0,0.0,0,8.0,0.0241
S2-GX-HEA-HOT-1183,hotel,Gen X (41-56) | Healthcare,Gen X (41-56),Healthcare,Physical Therapist,Philadelphia,4,3,0.8375468532702475,0.0,1.0,1.0,0.022222222222222223,0.790303511811137,0.0,0.0,1,6.0,0.0533661740558292
S2-SM-HEA-HOT-0821,hotel,Senior Millennial (34-40) | Healthcare,Senior Millennial (34-40),Healthcare,Radiographer,Cincinnati,3,3,0.9326026508913793,1.0,1.0,1.0,0.3333333333333333,0.7920565067793561,0.0,0.0,0,4.0,0.0418781725888324
S2-GZ-STU-HOT-0285,hotel,Gen Z (18-25) | Student / Part-time,Gen Z (18-25),Student / Part-time,Part-time Retail Worker,Pittsburgh,1,5,0.8740551897612456,0.0,0.0,1.0,0.5111111111111111,0.7769717703066532,0.0,0.0,1,2.0,0.0218253968253968
S2-GX-TEC-HOT-1070,hotel,Gen X (41-56) | Tech / Software,Gen X (41-56),Tech / Software,Backend Developer,Charlotte,5,2,0.9645173322488735,1.0,1.0,1.0,0.5111111111111111,0.7784757164077064,0.0,0.0,0,2.0,0.0074318744838976
S2-SM-EXE-HOT-0768,hotel,Senior Millennial (34-40) | Executive / C-Suite,Senior Millennial (34-40),Executive / C-Suite,General Manager,Las Vegas,5,1,0.9575532137156962,1.0,1.0,1.0,0.5555555555555555,0.7813353646838515,0.0,0.0,1,2.0,0.0335039553280595
S2-BO-LEG-RES-1719,restaurant,Boomer (57+) | Legal / Finance,Boomer (57+),Legal / Finance,Accountant,Charlotte,5,1,0.7699194188853843,0.0,1.0,1.0,0.06666666666666667,0.7703102740684604,0.0,0.0,0,6.0,0.0126
S2-YM-LEG-COF-0543,coffee,Young Millennial (26-33) | Legal / Finance,Young Millennial (26-33),Legal / Finance,Tax Consultant,Philadelphia,5,1,0.7946642719933757,0.0,0.0,1.0,0.06666666666666667,0.8169176468051078,0.0,0.0,0,4.0,0.0185873605947955
S2-GX-HEA-COF-1144,coffee,Gen X (41-56) | Healthcare,Gen X (41-56),Healthcare,Pharmacist,Tampa,5,3,0.7826701662925083,0.0,0.0,1.0,-0.19999999999999998,0.8337127644587351,0.0,0.0,0,3.0,0.0126488095238095
S2-GX-CRE-COF-1391,coffee,Gen X (41-56) | Creative / Media,Gen X (41-56),Creative / Media,Social Media Manager,Philadelphia,4,2,0.8181663040730996,0.0,0.0,1.0,0.06666666666666667,0.8067922734096303,0.0,0.0,0,8.0,0.0304740406320541
S2-BO-HOS-RES-1829,restaurant,Boomer (57+) | Hospitality / Service,Boomer (57+),Hospitality / Service,Barista,Nashville,4,4,0.7356235025136663,0.0,0.0,1.0,-0.022222222222222223,0.7691546995932627,0.0,0.0,0,4.0,0.0121
S2-SM-CRE-RES-0922,restaurant,Senior Millennial (34-40) | Creative / Media,Senior Millennial (34-40),Creative / Media,Art Director,Nashville,3,2,0.7742095375277467,0.0,1.0,1.0,0.19999999999999998,0.7536953073584161,0.0,0.0,0,9.0,0.0188
S2-GX-HEA-COF-1157,coffee,Gen X (41-56) | Healthcare,Gen X (41-56),Healthcare,Pharmacist,Pittsburgh,5,3,0.8007846250380126,0.0,0.0,1.0,-0.06666666666666667,0.8382224281616321,0.0,0.0,0,2.0,0.0225733634311512
S2-BO-EXE-HOT-1546,hotel,Boomer (57+) | Executive / C-Suite,Boomer (57+),Executive / C-Suite,Head of Strategy,Phoenix,5,1,0.9647550757806843,1.0,1.0,1.0,0.5555555555555555,0.7787538658367519,0.0,0.0,1,7.0,0.0533661740558292
S2-YM-CRE-RES-0509,restaurant,Young Millennial (26-33) | Creative / Media,Young Millennial (26-33),Creative / Media,Graphic Designer,Philadelphia,2,2,0.7190573969365142,0.0,0.0,1.0,-0.28888888888888886,0.7697711654489592,0.0,0.0,1,7.0,0.0131
S2-GZ-CRE-HOT-0232,hotel,Gen Z (18-25) | Creative / Media,Gen Z (18-25),Creative / Media,Copywriter,Nashville,1,3,0.7661259330391835,0.0,0.0,1.0,-0.19999999999999998,0.7749344207356342,0.0,0.0,0,0.0,0.0074318744838976
S2-GX-EDU-COF-1208,coffee,Gen X (41-56) | Education / Academic,Gen X (41-56),Education / Academic,University Lecturer,Philadelphia,5,3,0.8900765348142297,0.0,1.0,1.0,0.5111111111111111,0.8353291565432581,0.0,0.0,0,6.0,0.0126488095238095
S2-GX-CRE-RES-1412,restaurant,Gen X (41-56) | Creative / Media,Gen X (41-56),Creative / Media,Photographer,Nashville,3,2,0.7224093714248204,0.0,0.0,1.0,-0.19999999999999998,0.769127649509645,0.0,0.0,0,8.0,0.0176
S2-BO-EXE-COF-1515,coffee,Boomer (57+) | Executive / C-Suite,Boomer (57+),Executive / C-Suite,VP of Operations,Phoenix,5,1,0.832234975645586,0.0,1.0,1.0,0.1111111111111111,0.8621687110384441,0.0,1.0,0,3.0,0.0431818181818181
S2-GZ-STU-HOT-0286,hotel,Gen Z (18-25) | Student / Part-time,Gen Z (18-25),Student / Part-time,Graduate Student,Louisville,1,5,0.9068225447677708,1.0,1.0,1.0,0.24444444444444444,0.7804619618221631,0.0,0.0,1,4.0,0.044328552803129
S2-GX-REM-HOT-1492,hotel,Gen X (41-56) | Remote / Digital Nomad,Gen X (41-56),Remote / Digital Nomad,Digital Marketer,Tampa,3,3,0.8760647822136901,1.0,1.0,1.0,0.15555555555555553,0.7771948017678173,0.0,0.0,1,6.0,0.07083084279737
S2-BO-EDU-RES-1643,restaurant,Boomer (57+) | Education / Academic,Boomer (57+),Education / Academic,Academic Administrator,St. Louis,5,3,0.7150548564587131,0.0,0.0,1.0,-0.28888888888888886,0.752844183675896,0.0,0.0,0,8.0,0.0176
S2-BO-TRA-COF-1747,coffee,Boomer (57+) | Trade / Manual,Boomer (57+),Trade / Manual,Delivery Driver,Kansas City,5,5,0.7916404592478663,0.0,0.0,1.0,0.022222222222222223,0.8108560693305867,0.0,0.0,1,2.0,0.0304568527918781
S2-SM-LEG-HOT-0881,hotel,Senior Millennial (34-40) | Legal / Finance,Senior Millennial (34-40),Legal / Finance,Compliance Officer,Phoenix,5,1,0.8707646393113302,1.0,1.0,1.0,0.15555555555555553,0.7610643894256321,0.0,0.0,1,2.0,0.0218253968253968
S2-BO-HEA-HOT-1612,hotel,Boomer (57+) | Healthcare,Boomer (57+),Healthcare,Radiographer,Pittsburgh,5,2,0.9640795319045878,1.0,1.0,1.0,0.37777777777777777,0.7815785872328291,0.0,0.0,1,8.0,0.0418781725888324
S2-GZ-CRE-COF-0183,coffee,Gen Z (18-25) | Creative / Media,Gen Z (18-25),Creative / Media,Art Director,Tampa,2,2,0.7942749585483909,0.0,0.0,1.0,-0.022222222222222223,0.8243182247493186,0.0,0.0,0,7.0,0.0225733634311512
S2-BO-HOS-RES-1835,restaurant,Boomer (57+) | Hospitality / Service,Boomer (57+),Hospitality / Service,Customer Service Rep,Nashville,4,4,0.743075788242235,0.0,0.0,1.0,0.022222222222222223,0.7534394184461585,0.0,0.0,0,7.0,0.0151
S2-BO-HOS-HOT-1847,hotel,Boomer (57+) | Hospitality / Service,Boomer (57+),Hospitality / Service,Customer Service Rep,New Orleans,4,3,0.7844375023597161,0.0,0.0,1.0,-0.3333333333333333,0.7740737293751601,0.0,0.0,1,2.0,0.0102564102564102
S2-BO-HEA-HOT-1620,hotel,Boomer (57+) | Healthcare,Boomer (57+),Healthcare,Paramedic,Tampa,5,2,0.8029030554634259,0.0,0.0,1.0,-0.15555555555555553,0.7811580632694511,0.0,0.0,1,2.0,0.0074318744838976
S2-GX-REM-HOT-1496,hotel,Gen X (41-56) | Remote / Digital Nomad,Gen X (41-56),Remote / Digital Nomad,Remote Consultant,Nashville,3,3,0.9239173578707175,1.0,1.0,1.0,0.4222222222222222,0.7682914082039487,0.0,0.0,1,2.0,0.0386178861788617
S2-BO-LEG-HOT-1723,hotel,Boomer (57+) | Legal / Finance,Boomer (57+),Legal / Finance,Investment Banker,Charlotte,5,1,0.990284273653313,1.0,1.0,1.0,0.6,0.7821249284199352,0.0,0.0,1,4.0,0.0069444444444444
S2-GX-EXE-COF-1098,coffee,Gen X (41-56) | Executive / C-Suite,Gen X (41-56),Executive / C-Suite,General Manager,Charlotte,5,1,0.8092822967372268,0.0,0.0,1.0,-0.15555555555555553,0.8439772910643861,0.0,0.0,0,5.0,0.0204081632653061
S2-GX-TRA-HOT-1304,hotel,Gen X (41-56) | Trade / Manual,Gen X (41-56),Trade / Manual,Warehouse Operative,Pittsburgh,2,4,0.8683142911343835,1.0,1.0,1.0,-0.3333333333333333,0.7821686864699008,0.0,0.0,1,3.0,0.0138568129330254
S2-GX-EDU-HOT-1251,hotel,Gen X (41-56) | Education / Academic,Gen X (41-56),Education / Academic,Primary School Teacher,Cincinnati,3,4,0.7994508773977675,0.0,0.0,1.0,0.15555555555555553,0.7885569085759787,0.0,0.0,1,2.0,0.0074318744838976
S2-GX-LEG-HOT-1362,hotel,Gen X (41-56) | Legal / Finance,Gen X (41-56),Legal / Finance,Auditor,Philadelphia,5,1,0.91519726563424,1.0,1.0,1.0,0.28888888888888886,0.7720495973563102,0.0,0.0,1,0.0,0.0825688073394495
S2-GZ-EDU-RES-0154,restaurant,Gen Z (18-25) | Education / Academic,Gen Z (18-25),Education / Academic,PhD Researcher,St. Louis,2,5,0.7250413921078166,0.0,0.0,1.0,-0.15555555555555553,0.7527255774571406,0.0,0.0,1,4.0,0.0151
S2-GZ-HEA-COF-0068,coffee,Gen Z (18-25) | Healthcare,Gen Z (18-25),Healthcare,Physical Therapist,Cleveland,3,4,0.790639242536863,0.0,0.0,1.0,-0.24444444444444444,0.8363195907602949,0.0,0.0,0,7.0,0.0169154228855721
S2-YM-HEA-RES-0452,restaurant,Young Millennial (26-33) | Healthcare,Young Millennial (26-33),Healthcare,Pharmacist,Philadelphia,4,3,0.8013579621156679,0.0,1.0,1.0,0.28888888888888886,0.7531311349185559,0.0,0.0,0,4.0,0.0131
S2-GX-LEG-COF-1329,coffee,Gen X (41-56) | Legal / Finance,Gen X (41-56),Legal / Finance,Financial Analyst,Phoenix,5,1,0.7807756188993596,0.0,0.0,1.0,-0.5111111111111111,0.8238527052743086,0.0,0.0,0,3.0,0.0431818181818181
S2-YM-HEA-COF-0432,coffee,Young Millennial (26-33) | Healthcare,Young Millennial (26-33),Healthcare,Physical Therapist,Nashville,4,3,0.7682791923068933,0.0,0.0,1.0,-0.37777777777777777,0.808841677524603,0.0,0.0,0,4.0,0.0324561403508771
S2-BO-EXE-COF-1504,coffee,Boomer (57+) | Executive / C-Suite,Boomer (57+),Executive / C-Suite,Director of Marketing,Philadelphia,5,1,0.7816696854066464,0.0,0.0,1.0,-0.19999999999999998,0.8383583287175909,0.0,0.0,0,3.0,0.0169154228855721
S2-GZ-EDU-RES-0158,restaurant,Gen Z (18-25) | Education / Academic,Gen Z (18-25),Education / Academic,High School Teacher,Kansas City,2,5,0.7584876464203653,0.0,1.0,1.0,0.1111111111111111,0.7691227400329376,0.0,0.0,1,6.0,0.0188
S2-GZ-REM-HOT-0354,hotel,Gen Z (18-25) | Remote / Digital Nomad,Gen Z (18-25),Remote / Digital Nomad,Freelance Developer,Charlotte,1,3,0.8609870454292965,1.0,1.0,1.0,-0.4222222222222222,0.7737324184658727,0.0,0.0,0,2.0,0.0418781725888324
S2-GX-REM-COF-1449,coffee,Gen X (41-56) | Remote / Digital Nomad,Gen X (41-56),Remote / Digital Nomad,Remote Consultant,Nashville,3,3,0.7961411237579319,0.0,0.0,1.0,-0.15555555555555553,0.8664773720613429,0.0,1.0,0,4.0,0.0185938407902382
S2-SM-LEG-HOT-0885,hotel,Senior Millennial (34-40) | Legal / Finance,Senior Millennial (34-40),Legal / Finance,Financial Analyst,Las Vegas,5,1,0.7488277982605958,0.0,0.0,1.0,-0.6444444444444444,0.7643575060905727,0.0,0.0,1,2.0,0.005610098176718
S2-GX-CRE-HOT-1440,hotel,Gen X (41-56) | Creative / Media,Gen X (41-56),Creative / Media,Copywriter,New Orleans,2,2,0.7939372866028545,0.0,0.0,1.0,-0.1111111111111111,0.7721810522465193,0.0,0.0,0,9.0,0.0110091743119266
S2-BO-HOS-COF-1816,coffee,Boomer (57+) | Hospitality / Service,Boomer (57+),Hospitality / Service,Restaurant Server,Las Vegas,5,4,0.7931884938205521,0.0,0.0,1.0,-0.19999999999999998,0.8605240379423486,0.0,1.0,0,7.0,0.0208333333333333
S2-YM-HEA-HOT-0470,hotel,Young Millennial (26-33) | Healthcare,Young Millennial (26-33),Healthcare,Physical Therapist,Tampa,3,3,0.7814732697443674,0.0,0.0,1.0,-0.1111111111111111,0.7734714241937716,0.0,0.0,0,5.0,0.07083084279737
S2-GZ-REM-COF-0313,coffee,Gen Z (18-25) | Remote / Digital Nomad,Gen Z (18-25),Remote / Digital Nomad,Digital Marketer,Reno,2,3,0.7912647557090107,0.0,0.0,1.0,-0.28888888888888886,0.8240412428663995,0.0,0.0,0,3.0,0.0225733634311512
S2-GX-TRA-HOT-1311,hotel,Gen X (41-56) | Trade / Manual,Gen X (41-56),Trade / Manual,Construction Worker,Pittsburgh,2,4,0.9361565751047333,1.0,1.0,1.0,0.6444444444444444,0.776223052696865,0.0,0.0,1,2.0,0.0110091743119266
S2-YM-LEG-RES-0573,restaurant,Young Millennial (26-33) | Legal / Finance,Young Millennial (26-33),Legal / Finance,Financial Analyst,Las Vegas,4,1,0.7318071785161515,0.0,0.0,1.0,-0.1111111111111111,0.7694813404273637,0.0,0.0,0,7.0,0.0262
S2-GZ-CRE-RES-0218,restaurant,Gen Z (18-25) | Creative / Media,Gen Z (18-25),Creative / Media,Copywriter,Nashville,2,2,0.7566607654326903,0.0,0.0,1.0,0.06666666666666667,0.7704380196809176,0.0,0.0,1,5.0,0.0148
S2-BO-TRA-HOT-1792,hotel,Boomer (57+) | Trade / Manual,Boomer (57+),Trade / Manual,Plumber,Pittsburgh,3,5,0.8306459381523738,0.0,1.0,1.0,-0.022222222222222223,0.787251505090781,0.0,0.0,1,3.0,0.0441070137382501
S2-GX-EXE-RES-1106,restaurant,Gen X (41-56) | Executive / C-Suite,Gen X (41-56),Executive / C-Suite,CEO,Las Vegas,5,1,0.7364660247824315,0.0,1.0,1.0,-0.06666666666666667,0.770418250660264,0.0,0.0,0,8.0,0.0369
S2-GX-LEG-RES-1358,restaurant,Gen X (41-56) | Legal / Finance,Gen X (41-56),Legal / Finance,Tax Consultant,Indianapolis,5,1,0.727845286572262,0.0,0.0,1.0,-0.06666666666666667,0.7527373313784669,0.0,0.0,0,4.0,0.0123
S2-GZ-CRE-HOT-0233,hotel,Gen Z (18-25) | Creative / Media,Gen Z (18-25),Creative / Media,Art Director,Nashville,1,3,0.7601417567509439,0.0,0.0,1.0,-0.19999999999999998,0.7695907754801384,0.0,0.0,0,0.0,0.0074318744838976
