business_id,birank_score,rank
qFodBzebw4Lywcffu82OvA,4.9111911890851856e-05,55
NIVm2u1zq4HVcaiwsn3W7g,4.9087810465257595e-05,56
4GldHei4idRj8YY4mRUTJg,4.8974985740171355e-05,57
Lw6LF2QnTH8W1Is3ApfXeQ,4.863949726598037e-05,58
9iq244bFlyl6lG2AXnf6nQ,4.8601505085962236e-05,59
98xYpVuN_rd9yF82FDkcPA,4.856644093724023e-05,60
OepegcksAfr6LDOlRTg1Wg,4.856591775484174e-05,61
nmEw6mMmg5RhsUyzrriZJQ,4.8262313336445555e-05,62
_4E8aECY-679SxLH4R0Z3g,4.823416530612787e-05,63
LVnL-fOitMy8jNHRlgsfIg,4.792920222688753e-05,64
fX57gus0k0WY92W8r-Mlwg,4.789779083224466e-05,65
5YDLbL76m1mzbvQbD4p0xw,4.7870164409303514e-05,66
n0CdVw9AEmVRAIy7i1F6ag,4.785407074724905e-05,67
vjRW-bH1wQKEIL7tbn83uw,4.763827528216479e-05,68
phnb7Yhvpclx94lp5wdF0A,4.75930929606769e-05,69
xOGfzl9tHxAYtJZUbXAWcw,4.7474920639738774e-05,70
qMpMsvarMdzYw7FRjKRy5g,4.741212990312192e-05,71
UwDYz4wwqjr_xqhuW0bM0A,4.714918798598474e-05,72
Ly9qy0PV5R32tWJrFCFxeA,4.711085175557061e-05,73
Ay8O2Umlf0OAu-myUYT6Dw,4.670837843397387e-05,74
7UbXvL4SnVEDtx8oJbbuhw,4.621727906425924e-05,75
xByz2KVNOKmwBbHxabjsKQ,4.611038883595999e-05,76
Q2nzFY8itqK3v51tKNV5Qw,4.561626308414573e-05,77
BV_pCw2X5ErMMbGMAo4HtA,4.5611393700452584e-05,78
ZSzjkYkfQsNCRVO5yhn8wQ,4.552759649287868e-05,79
WdFsBoymxl3jsjHpVpAaSA,4.5266693629309754e-05,80
pG2LpSA5wcYj5Vcr07HJgQ,4.5243092614394087e-05,81
pVd0WvUzVv3K7reg--dscA,4.523962095051699e-05,82
oxRbrGrFxB2BOBLQca9c1g,4.517678640892566e-05,83
TlS9uUuITDZRrHGOSiX69g,4.5123438629105817e-05,84
WxZ2Ua5hb7g3hZqWjw5k6w,4.475005411800259e-05,85
AAiPARkDNPHR2g7BnmFRUw,4.473791359658347e-05,86
bvXbo6lPfiOxRSrz6WhnLw,4.4681478764763485e-05,87
pDurCski6kcl8mcXmpcKKw,4.463718129088508e-05,88
un20fcU_7BEQzWueoVZT0w,4.4621209020250156e-05,89
C4JRZbx9La4VONDO-zEkgA,4.453931663011978e-05,90
_8cLL7stUAkPpWLBI09GHA,4.452216395820749e-05,91
AsdZNZm-KiwOj3YVecalRw,4.446995300934517e-05,92
Uq1o6DXKALmjdElXp4mEtQ,4.430992880131994e-05,93
UsNHYrSJt1n-v9aNNBLixg,4.42769658371136e-05,94
Lqo7QBBor2iHFU4HcoeHow,4.409970784408284e-05,95
yh7JiCqEfQxf8mp2vHjItQ,4.4062478370919705e-05,96
q8xFY5SxBO2i0cgCoxuQOw,4.392063868367368e-05,97
BsLE8Hd_ZbWhhYpR4Q2vFw,4.383835244577399e-05,98
tyoCkkkBnyOJpynzrnYikQ,4.3762271575882813e-05,99
UjaQNgSq69kR5B5f0vXagw,4.376222144068113e-05,100
LuhrYmlg-L9rYlju_kOGxg,4.3728513852139664e-05,101
KjqvMcLGiNp3tXfCZ4JTOg,4.358331801477498e-05,102
GdZMjP9OkwvclMk8tbQuwA,4.345309016503731e-05,103
Zuyza5Lh7JjVJcg-YJSu8Q,4.343035949216042e-05,104
9ezsQ2x-BR-bA8lTYv7YOg,4.3407195043609654e-05,105
l5-v4ttXyiBccg6zaVHoOA,4.329163484247807e-05,106
7jV5J_mfc5Fsz4hT8qttBQ,4.328535512519019e-05,107
xTgXmtYAoH2YqHqkqdD5xw,4.3231087307787336e-05,108
NDD0xU8R5RuVagp1y6Y1XA,4.3172509280867254e-05,109
lggOwJUJU9vOTnXSVbWMKg,4.314315809028637e-05,110
QpfFe76H-VCCYvA8qUABrA,4.309948858618667e-05,111
3ELkMaVsmKrokHsvJo55KA,4.30821940482974e-05,112
QPBNAvpYurDWAkJGSgInow,4.305500754864206e-05,113
HTFSwE6jGnpbIrmLPH1mfA,4.2689065363575566e-05,114
1V_0mpHU-nMXI6iJCDW-oA,4.266424055153968e-05,115
1yeVKNQRYPCeQtADajZ9Sw,4.2595209290655825e-05,116
aneH2uJ0sIF_nYfYYNXhhQ,4.2544955677717285e-05,117
k0NAUWXqx7oBCEqNR27r1w,4.2382629407201666e-05,118
y3FVy0C7ZSFSnQCF-7vs8A,4.235020443056169e-05,119
48zRWlrJVh1rcpTQCIRvJA,4.229407367568496e-05,120
8PjqEoQoQKhmsvSDF9dHQA,4.226086348609495e-05,121
jTtevJb0gQhcz1jCVTe16Q,4.2229435128833645e-05,122
VrnzVnL3jV3MbqEBy4zLKQ,4.219177829631848e-05,123
S5VH9dR3nCgNO5C0M_HttA,4.2043866800216114e-05,124
QuiH_ypabdMb-9JjsZhteQ,4.198164982894925e-05,125
Te2NUeKrrwcKbUFuRZEfAA,4.1981376455325304e-05,126
dD8HFOlOowiEcBv5F38pew,4.1968792042949695e-05,127
51V09dHr3OBE_Bvbc_5ioQ,4.194174859515205e-05,128
KL3dmEZ7AEg9m90hM8V_Cg,4.1924540801010365e-05,129
gxRQ1RuDregufeeb5Y_IoQ,4.1870043161477095e-05,130
I2MJ5H6q__7AgSXbu3I_5Q,4.1715501831397166e-05,131
WoLNjwMW7fDivhWwY7tODg,4.125419419897651e-05,132
RTKwSmu1plcyWtVns1o6-g,4.124167110617474e-05,133
8IDQ_ZPWm0pgf-tc4jXFoQ,4.1240446553556866e-05,134
tLfsZZf6Rn2xSD-_-GvCew,4.105695435918872e-05,135
rhiHVsxEpESpDjwd1xcJIg,4.085511164501329e-05,136
vilQ4JC8lHKkngWvqOI9Aw,4.0781676662108996e-05,137
2siLuXZHbG0KNOUgOkGiEA,4.066751389551175e-05,138
J5CxTCM9nL_s-qYByTiNgw,4.065029977065909e-05,139
8smXvcfkR4KMSSieVBgzRA,4.059653431485933e-05,140
xf4hdY-izcbyzcYTOUy2Rg,4.056624366484315e-05,141
_BAXUOQcB1PJYz6y5ny__g,4.050894859685275e-05,142
t1O2maRO9R65clkQEbMPLw,4.02890382945768e-05,143
wnr2U--y1w6louQQY8p6cw,4.028125120782995e-05,144
NWThkWV2w9WqWsXIf9DQuQ,4.0258580290014404e-05,145
27x17_lW-rawrzv367mpNA,4.021627532829713e-05,146
-T2221hiXtMFXkNXPAcVCA,4.0193941634328805e-05,147
9y9O9Skpg6Kqn2jb57dXZg,4.014621253772641e-05,148
OQSihGXRZqKMeW5vSNVwhQ,3.998404396106247e-05,149
yDyn97PmLXoRt_kzbJHpgg,3.9953887795585164e-05,150
FOwe5FnsMZb_mb8ZmkiZuA,3.9931247103415896e-05,151
7HwdK03250rVUFgDiRSD7w,3.9782526709650666e-05,152
pVjtUJ1XslVVLDb4d9ArFQ,3.9745030126268816e-05,153
4w6Z5v0uVt08oSBaA3342A,3.973558277325518e-05,154
wFDPMnbG5tKFd0SzhYH5pg,3.9573390027639636e-05,155
EFuFLTpdP2RXOL78dZNJig,3.952031900228209e-05,156
d_Be8ArZ82bMWSJ2EMV6Xw,3.9501246134558454e-05,157
tmfxrHmSxg-fG0bMVmpvhQ,3.949435362577078e-05,158
eM64YFx3lLTDgJYqn4YEpA,3.949324148897882e-05,159
X8B-qqJT5bzrUH_wkjhVbQ,3.9425624742081916e-05,160
1Pu4ODYV5j2-A4eD-eIhUA,3.938006094466377e-05,161
0BHMsgLMRSglN0Q8K9uU-w,3.9354509306597225e-05,162
U3J_imHxyCx3hTLZprLPkA,3.9353196601999655e-05,163
pzpgbgvkncjiCJtPok70rw,3.9298574046556453e-05,164
GmOfZHgU9fm75f1nmVZnNA,3.9265986125785655e-05,165
fyTVBPr_SrEU4kkqXcKq9w,3.9203574416483885e-05,166
t4Wdgfto05xRBd_ggd5T7g,3.919697529615041e-05,167
EAyD-XhoMimnO7ZxOlzKgA,3.917850219050316e-05,168
yn_2mCd3ddkPbfXzp2786Q,3.9178481909342425e-05,169
oN54gF9SEM9seVSCsDiUvA,3.908418634824794e-05,170
cyVZXj7hL2wf4b-3UMD6Gw,3.907032947377346e-05,171
JL5egb_kGXq5H52bj7_oVQ,3.906473642633581e-05,172
dXQrVqsVNhQLxGL01zVQ8w,3.9052900365987283e-05,173
VoS6Bom25bxUPpTlyQuUiA,3.8981361127986386e-05,174
3OFo0X6NeChsFryLK6hV0g,3.89741547693095e-05,175
6MGjUKfnmOcCE-HPHToxyA,3.89626440445632e-05,176
uKEZQ_j3B8kMd-ThoGZDYQ,3.895782459890697e-05,177
RvAFY_Tr0nKfRXTvjkDaOA,3.8897042643032216e-05,178
6HNszS8BiN0YnZo0EAR-cg,3.885413416969803e-05,179
S9w3hD8kv5VIIJZ6t5BvwQ,3.884836204429214e-05,180
Im5XYJ8jP3s85Lna48HcWA,3.884556752518172e-05,181
sZH9WdZ-gXU6M4s2TERnHA,3.875232369208296e-05,182
2OWEnB1sbh9xpjYxu9tcJw,3.872142738360627e-05,183
VjAKC7Pb-sW96NZ5mPrHSg,3.8686485367267355e-05,184
DThL8pJeMkpwHEIFS9QGOg,3.8681399128564344e-05,185
j45idvAg12qqU_9jjgrI4g,3.8675668838462104e-05,186
avJYppQ0hadLFo-XXtlXBw,3.8674010698732484e-05,187
-fWroOiWxVdAGM3Wt8DUpw,3.86142803264886e-05,188
x8iHvoMbX_Jtmulp5I5xlQ,3.8598073533262215e-05,189
hiRFCVIrbFs1DjHD0_ktvg,3.858855514040465e-05,190
GZqAeIBFa3x-jNPpJ4Y7aw,3.858731791761928e-05,191
Eop2lxMoa5CyFHG2KZh9yQ,3.856318662874898e-05,192
VM2Pt-FCmKGkds7TB4lKRA,3.8520962067062785e-05,193
iBv2QmLu4UIPy2GTXfyTGA,3.8487491218919456e-05,194
YaMTfCPcyQeq3BVl2vd_Vw,3.847307814931158e-05,195
xz4iA2CS9vQVObqf2G5G4g,3.8457226185263676e-05,196
-2WAq2pOLnc4__lPy6kvoQ,3.8409847657371165e-05,197
gOrSeiLIzieKkYANbJE54w,3.840771683986614e-05,198
J7TZeIXaJFgrSIZzAjQMsw,3.839627023808253e-05,199
A70T-1eFbcEQdt-YY5vPpg,3.837170389520277e-05,200
bDgmtVzsDOE0hhX0q8YAKQ,3.8364503591552506e-05,201
-x-niT6JolhXi6VuKclgxw,3.8362308322370927e-05,202
IUrIdpyV6gRWMItjFzHJZA,3.834990977646738e-05,203
Uv2VH7JQNQnk5isfmDokDQ,3.8319231824244036e-05,204
H-3udsXhsSDrfwHdQUv1Zw,3.831086701093934e-05,205
NOo-zJdcpnNNCNRxLrpeyg,3.83025160800173e-05,206
C9_UPkwXYx9B3fxNLkCHgA,3.8279301701836817e-05,207
Otm704jlsMKf8UEBbORU9g,3.826191449045235e-05,208
a2yMjo__BZEZy8unIT8TFA,3.8256515112677496e-05,209
LB9agaVVjs20u-mEYXLv3Q,3.825341404431826e-05,210
p5Vd4ag-1nxsCdmV0EEcDw,3.824865865083388e-05,211
ux3DPp2_VDqWH1jO6Ic-vg,3.824422033535229e-05,212
hdCu74rz33m3EgDmdDn1SA,3.8232769576140867e-05,213
sOx4zHWZbxsuxqO0wzbBEQ,3.8227679989742335e-05,214
dQ3Q_ThgPIqvhc2JFBvbnA,3.821779495731766e-05,215
i7WnyDXKpT-mPaHEMY-HcQ,3.8217246464049985e-05,216
e5WS66WTsNwng1OMEGsHWA,3.819225300560822e-05,217
-zzAC2cpeUbr9QTwy59yvg,3.817604636418133e-05,218
GsaQkVKV39NOuVF9DdXi0A,3.816180871131331e-05,219
Wm7fJaAA8WYCk8_QifwVWg,3.815143112953283e-05,220
CPnJ1-2f3gJk-bN2cH_u4Q,3.80726092891071e-05,221
1BGB_hr93BxO_K-StiEdpg,3.805052693248474e-05,222
k04LCpip1Aow0HUGX1OQtg,3.800847711766339e-05,223
W3XUQEn7v84t_6uz829ATw,3.7951815275528e-05,224
bPKYmpHRrgIW202Necr6JQ,3.786060019740216e-05,225
LtroRglV_5uoQFnBXPHw8w,3.783872844520192e-05,226
qqBPf0WQf8EUahAuO9oN1A,3.768580606196856e-05,227
tJEi6Z2ttb047rsTRj9sGg,3.765908654926309e-05,228
qJsbhljm1ccXy5H826o6Og,3.757938050316606e-05,229
aXzQMhfLqdo4lBD4La8D5A,3.7520648925915377e-05,230
8JwafFqgloTVXkk94LGqag,3.749096126015902e-05,231
0OtfAPN1JKXwdLFhLcZGww,3.748021226750315e-05,232
1FquIs9TyjRKaxSOgo7A1w,3.7472332651153344e-05,233
BYOcAamry9OCJ4vjbdmBYg,3.732946680566274e-05,234
ijLwXVU6WuIjRVm-tDX4dQ,3.7327580965184736e-05,235
A-OAwuJTDJRgQPVbIYZAFw,3.731542402344999e-05,236
ULAfzCa_T3IeaUAhhASJMw,3.7302569472034995e-05,237
MQEM3kZoOj2Z7YjOjiWtlA,3.728066933342856e-05,238
WWBzJvqnM2U9FxL6XchlfA,3.727424040347175e-05,239
3t3-iRmTtPVRH0uZ0sL3sw,3.7253317116580334e-05,240
FYE4Y58Z2S9UkGtoyHBIKw,3.7180661700887015e-05,241
P4Vjui9a6lIHJp3-N3RiOw,3.7177899771561965e-05,242
xYiFhIxwluJ_qYIyScWufA,3.7160100885563795e-05,243
BmPXV3ZJO5_9Cn0L7uBkSw,3.7071127125308826e-05,244
LDTb1F6K0-BLR74QM_xDBQ,3.693476194256287e-05,245
wSnqU1DBE7cvkbXkKolKig,3.6902780488765096e-05,246
jeYKFQR3cJgae6qex9z2Ng,3.687534404835952e-05,247
rKVvtkdGb6Nj2yIp7UQI0g,3.686898285344637e-05,248
lHOMopCju4GhwnctY4YPag,3.6850257680168145e-05,249
nx01nL2of3ngBwA6XZYqEg,3.674783792851409e-05,250
-S9sA-xW1nz7IOxXx0vHQQ,3.674668249137109e-05,251
szamoM9NWmqMgNmhCIWztQ,3.6692396628998756e-05,252
EMt8zSvzQ66gLBvmuXgMSA,3.656027075160579e-05,253
CAmP5ARTDq61dH0WcoVB_w,3.6555113605594304e-05,254
rX4XfK5HIoLgIHfIp5hRGQ,3.6544327087886176e-05,255
7x5A_GbTLveFhLHf7MbGXQ,3.653584136145948e-05,256
nvEFnkeSh3bKkajIIWdHDg,3.6492222176954496e-05,257
FvvUrIOVwvgswQZsnAAU3A,3.6431834349197016e-05,258
dLLbaNHLkVT5hA1A-DPbdw,3.6400597707448365e-05,259
_YPlKEAMWAAZ---UrR6JUg,3.6358945195189864e-05,260
hPvs17eR3SIYrk9EmKMhLQ,3.6351716557775556e-05,261
9SYBJxPtm1_ZKjxON1zmeQ,3.634915563880287e-05,262
ZHmRENQg4r1CfzRGIQENkg,3.6314579061302e-05,263
Tuld0Vxoua5TsRY6fO_V0g,3.630680712491169e-05,264
xW6anc3eKbijsELT7FLr9g,3.6218479495952985e-05,265
_MWECHurycXN4TW4rQSJNA,3.61639252729828e-05,266
7LuAJblbIdZzR8jr-CLCLg,3.611784670233927e-05,267
YBTh0K8aQcx9J0EWsokDEQ,3.609413879236454e-05,268
zLULLZsVKZrv7QNn_EmRUA,3.601472343088695e-05,269
-kRwGI1Opy0FWhq2z-4D8g,3.6005921101605164e-05,270
zqxmjaFnBxvRw-IDrEgPSw,3.595912826878105e-05,271
KGgzX_24FRFsVuej5ADvAA,3.589403529107828e-05,272
G4rgfDp5pltixiUDblEUvg,3.588614582511237e-05,273
nmpSbCFFuYEeb2Dv-AGzJA,3.58846094808876e-05,274
22uHGWZ2WkhvmZDVBGcdEQ,3.57983741001137e-05,275
TB9Oi-HliFy7yycFFzvm9w,3.578466030623226e-05,276
pC0vDDpl_2ue3HGAmGpMSg,3.575176000277086e-05,277
5TZsVq3kBcNB7NVXVjH4kQ,3.575163706656888e-05,278
rO1bvgk2USH1uCdorrA-cw,3.574709197489825e-05,279
7CGDWJ1Z1KJ1K1XrJWX1eA,3.571167309796181e-05,280
XwTYhDdD_J6j6aM0troBOg,3.56934534455462e-05,281
kwLQOE8IiKmx_ftzvWa2qw,3.566588988508637e-05,282
xZEcIZKhHF0VXtd26lzlVA,3.5640116009042634e-05,283
P5vYYNdfJN8sCTYWIWZgjw,3.561955046619734e-05,284
27CxKUN5xHRX1x-AiGKb8g,3.5526553893586126e-05,285
5cMfM2_S0DZBLnPcxadl3g,3.552609084579133e-05,286
gb-oVR0Im72mScfwYgzFoQ,3.543689651724172e-05,287
7tIkHJL_c_Yea62w5ZhLdQ,3.52929378164687e-05,288
tHpptjLSBZemmVsnO1nMeg,3.5260164470416905e-05,289
WcQyuvdzaQioOZ5dQEYpxg,3.522111796710378e-05,290
adBykhcc02BFiOB0pev_nw,3.516044097114769e-05,291
dYXPOwmSYVS1cRcn0uktcw,3.5139673135081593e-05,292
9aTiHeFSRH-7KPbfREe_Dg,3.513132071412412e-05,293
arXJI0AdoOMUYNJLr98RYA,3.511664803191619e-05,294
7-EZRfTAXV8wBxcn4DyTPg,3.511440484041227e-05,295
noj7mZPve3FbamB-TeYtVw,3.510719666138641e-05,296
EMIRaHf4ngpJ2qYdl_eChw,3.51071070738697e-05,297
_p84ZoOHP6UUqBU9RvO1bw,3.5086737503948613e-05,298
hNYgEnEfGAvHyuHuMHsWMQ,3.507433317690817e-05,299
FwtUXIQF3JB_03J5l8l_SA,3.507273453640307e-05,300
iWrH5x-qEgyH_aHNSRh14Q,3.507011144008124e-05,301
jKQOx5cLu3rsRCkbf1fFCw,3.50652392745039e-05,302
JLMeGCxudmCTHbp2HLS-Uw,3.5020845333406566e-05,303
jh7ltUh43BuzmgPaTf4MWQ,3.498412168445707e-05,304
ucA1W2jGl-PwKK2gCr05yA,3.4952436655015124e-05,305
yhwFwTqoH_cou9BnM1lkBw,3.4886894533929634e-05,306
uH86LdWrNCpH-rE4Kx_CFw,3.486755567327922e-05,307
hVHN_73Cuk89G13mKU4CFw,3.484532398949807e-05,308
x9Fbe-d4dps-U6vv1-ngoA,3.481359545959539e-05,309
SuJiGAtuegc1FxEWwKljaA,3.477776299325182e-05,310
hOSLBlM6nkbZ218jwp8AvA,3.4764814534569345e-05,311
spm1KEE-5jAJVTE0ldpzFA,3.472201091654849e-05,312
DvKVx_Em_UkG2NPeeKSJzg,3.4721670144830946e-05,313
Qf0pQDGLgj2CCH8Os-w2BQ,3.466044635555814e-05,314
RoGcpdwIe_k6Xhs71Wfs8Q,3.4656543167837404e-05,315
FTYGT8M8R3A7RNXz8oIDaA,3.457287083783287e-05,316
kd_18eFapKOfJ3m_HuigcQ,3.453056799264945e-05,317
vWwYzbfm_-7_C5024DfBGQ,3.451735247305773e-05,318
CTMvti3RfgVunDZVSRL56Q,3.451346849303678e-05,319
Y8bwE5vSrx3JBIykGX4TNg,3.449819937840749e-05,320
Kj6qbm2UuLihyKQB7qBJ-w,3.4466831139779916e-05,321
IXyGZtmODsQZ2qfVzsd_eA,3.441750242588983e-05,322
0qNpTGTcqPwOLi2hADx4Xw,3.441369230152862e-05,323
L9ChgLw9P5gTZs2ZEFVpyg,3.438801788293686e-05,324
NKgax2jESb_SXgqv80dxUA,3.438278881078837e-05,325
txUmNBFEy0-vFM3rSTvD6A,3.4335652784263075e-05,326
WeGCJyL0O2eKrrpzUIhBSw,3.43244036288811e-05,327
y1OnXk_6L74oM4ehHqVYgw,3.426180134028571e-05,328
eW5Zgxk_ypJ_jMWO9viEOg,3.4215398296054975e-05,329
Q-Hj1zFu1k958BcwEmfVlA,3.4206568236054595e-05,330
298L1ENA8nOLzV9sxv97ZQ,3.4192583114526446e-05,331
CEKChfkMvmjQkIpg0wT19A,3.4186495548121907e-05,332
4wtXL_av84qwCpOTBTjsyg,3.418578075706362e-05,333
ukpvdbvKsxh8-oAxY3nsZQ,3.416675013070286e-05,334
4mg9x-NKiFo9SDDJShDXDg,3.4150754622279076e-05,335
oV7nQsD6m95ZsNk-ZLAj1A,3.4132182681683126e-05,336
7uS3AAV7Scm1Uuv2dfqc4Q,3.4118974795741726e-05,337
t-NGEMI5KrGJc2sfsP4BIQ,3.411655895113936e-05,338
FxmQQutiIzlH40hUQmfEVA,3.411199173710001e-05,339
mQ6GtJxjHZndqKSRieiBLg,3.407380791358244e-05,340
niz75TdP1PmeCvj6cPjsfg,3.406863082727958e-05,341
9XiCpjNHBg_IBhSotbfsug,3.403148340443918e-05,342
K-YkmLFOeFe9mL4-XSvagA,3.402033186080725e-05,343
itrLY7yXwYW7GB3lju9Qag,3.399980718001736e-05,344
UOD7JBqQGIB9Whh8jCr6hw,3.3996915382455576e-05,345
4uEND5go9zoJyqbuO2xDWg,3.399651341122923e-05,346
r2MZMvVRZBWXOmxgoFuitA,3.3995121609076334e-05,347
WfANfT4c9EWolbROAThNGQ,3.399143222458556e-05,348
ZnfGj6Nnkmq3wVeAj-UWJA,3.398938915950895e-05,349
zfRgZ3f7f9qyrsbrf5ElEQ,3.3982981632314375e-05,350
3-71QXMKNtHi4DvSFogm-Q,3.3953492264227385e-05,351
YXceGbVTwnTHsPbRb1gp4g,3.391455821159195e-05,352
YJn2bovQSKI276sOjvqIZw,3.3913755494021135e-05,353
T1ZHGfHodOYo076DZG5K4g,3.3908985308399135e-05,354
ML1gugycHQSWgImQefWjlw,3.389531447208887e-05,355
2ILOSkeknfuAX2QKxGvDvA,3.389222222713083e-05,356
qiHFB9B4ZI4uA54YmNQTbg,3.389149691705371e-05,357
ffc52M0EHgEYQ9I1WqYzBQ,3.388948004770522e-05,358
LZHiuorqSMLdTJoGCV-UIw,3.386900773607524e-05,359
nSk0qzMFx1dgHwdBmQm4dw,3.383833091626123e-05,360
Ivda64EJHZVQa1hBBRJumg,3.3824247643070716e-05,361
Sv8rzdwUHrugqlJiAsOOtw,3.3813232964916085e-05,362
LyT9zswxviX5LVFotsh6qg,3.3811743303029016e-05,363
q1LlkxzJ1VEzKedgPrcDlw,3.379561282593349e-05,364
6085NRg7QH3vXpc50F4UHQ,3.373394179602722e-05,365
B3UQC3oMyhRA274_KXDFKw,3.37097862432588e-05,366
MDePpQWpv0vgaO3oi_pxOg,3.370624044441321e-05,367
YYrEpT8VlGW_SeYQMjdDOQ,3.3705264588404636e-05,368
wU_XHd8qVj8Iw2Mb9G8gpg,3.3654604113279414e-05,369
sk_UujXMta_6BgsGtMvMIA,3.3652173291440424e-05,370
byYUYIXVxS6IUXC42THYFw,3.364774840135827e-05,371
g3uJf3aqdK6zPsKjMN2UyQ,3.364567929943902e-05,372
_odbPl91mJbD1a9ws74mnQ,3.362614428498956e-05,373
cnTVdvbPgECZZ50sfV9Lnw,3.360517347458695e-05,374
xA3vkWLwwohPIuEUl9mEjA,3.3597348021918965e-05,375
oqw60IDy9yAf8euM0C4eNg,3.359695947383845e-05,376
E_EJIx6Qw74r6clNeVpldQ,3.35908058563564e-05,377
jK_bOrE2PGdhXJkunLQj1w,3.3573171790438834e-05,378
Ikp52qJeaSZ2rDIEX7_JoQ,3.3561035763507416e-05,379
13yDsd3lYBR9pQSlcjk1XQ,3.356018300400101e-05,380
ODbXA_E0jw362L1SRx3nNQ,3.355298275740198e-05,381
R2FnD07DNWsHjEZNnAHo7g,3.355191846183298e-05,382
2s1e-4t_35JfQBXAluqqzg,3.353930552064854e-05,383
Yzv002ur1TNPwNFbbRAv2A,3.3515797300869003e-05,384
netnuoQRYkNOSL01_maPSg,3.3490958191503836e-05,385
pF0R_ub8Wdh0ZqeYi1Ig4w,3.348987809918946e-05,386
0cerofLgpq9P6TtuHFTUyA,3.3479976917545586e-05,387
KO8GkU3J9W18hMR5Jn7t7g,3.345873042765574e-05,388
ccCaKMDq05Ii2jfJH69LTg,3.341567948291972e-05,389
ZWCw2ODcVMZ0vBy9zcKqxg,3.340287324203284e-05,390
5IarGjLkheRZm-moeTh82g,3.339353254615611e-05,391
