business_id,rating_mean,rating_count,popularity_visits,revisit_rate,unique_users,repeat_users
-AanHawaDlzWHQjrqRRWig,2.6511627906976742,43,203,0.0238095238095238,42,1
-BLVl824WRLFIm_uiHmkbA,3.161290322580645,93,277,0.0219780219780219,91,2
-BjXcRcvDqOQ23eUKx6hjg,4.385321100917431,218,1245,0.0382775119617224,209,8
-Bsw0AjWemVa8D_7g7-9Kg,2.58,50,141,0.0638297872340425,47,3
-CLHHZzNmv1DYqyNQmlNtA,3.272727272727273,11,11,0.0,11,0
-DlF6neBa1HKx7aFi3ZxOg,4.4772727272727275,44,100,0.0,44,0
-F7XzFOkZkh_J66oKTRhrw,4.7368421052631575,19,31,0.0555555555555555,18,1
-FSNRWP_3twzsH-qliHcZQ,2.3333333333333335,9,72,0.0,9,0
-FplUfMbM6YNKtwppNddxQ,3.1904761904761907,63,133,0.0327868852459016,61,2
-GJN01qCjGgnNBTbZexNpQ,3.375,8,33,0.0,8,0
-Gy7yBHvRZK64jNxYYJWWA,3.6769230769230767,130,358,0.0317460317460317,126,4
-H-El0POa4KEtmyDD4QvtA,4.909090909090909,22,30,0.0,22,0
-H5v2-mADBj8_n2yeACjLA,1.75,116,309,0.0,116,0
-H6s1c2NRic5UKxXqi4FdQ,3.2857142857142856,7,12,0.0,7,0
-HL8513QTgQ50vWjtg2Dyg,5.0,7,25,0.0,7,0
-J_HhUwt5pPiHRNf_m7rHw,3.25,8,210,0.0,8,0
-JcSG0yNk06hpNWagOKj9g,3.6486486486486487,37,59,0.0277777777777777,36,1
-JkiE867GwCUuXFETjba2w,3.7238805970149254,134,318,0.0387596899224806,129,5
-KdeX92-JV2K8GWbAxVj2w,2.739130434782609,46,316,0.0697674418604651,43,3
-KhT2eqHZUj-Sqz3xkt-kw,4.4471544715447155,123,469,0.0165289256198347,121,2
-Kro8CtHkk9Ge9MMDK8t7g,3.0,8,44,0.0,8,0
-Lz1eG1xyHk634wVzBD83g,3.2857142857142856,21,49,0.1052631578947368,19,2
-M7aI9P2XG79_E0c3sN7gQ,4.085106382978723,47,233,0.0217391304347826,46,1
-M7wzxpUsdSkQd9PDGsJWA,3.962962962962963,54,160,0.0192307692307692,52,1
-Mig1TcxvFWREy-pfx7rZQ,3.5384615384615383,13,56,0.0,13,0
-MwKwvY0gG3GyR5ymxsLNQ,4.2631578947368425,19,41,0.0,19,0
-NvYIxTY2R3vzzSmvRKVLQ,4.771428571428571,70,161,0.0144927536231884,69,1
-OX0MJDPRHV0RCRvwYnvBQ,4.64,200,594,0.1005586592178771,179,18
-Or44IdY51Ukd618kikmtA,4.107033639143731,327,1167,0.0155763239875389,321,5
-Ot1Qa0V3wNVUroZmItMyQ,3.0,7,42,0.0,7,0
-P0cVKNzgqsqBsKkwngvpA,4.625,8,16,0.0,8,0
-PTWFicakClBDK-zyQ5hjA,3.930635838150289,173,328,0.036144578313253,166,6
-QG6KSRQKTQ80--wqrnLTg,4.222222222222222,9,51,0.0,9,0
-QbbFXdiWQb2vKaDIky4Pw,2.4166666666666665,12,102,0.0909090909090909,11,1
-R2w_cB1_nA9ZrgvP2PkUw,3.076923076923077,13,68,0.0,13,0
-RLJlk68dmL--ff0lsP0JQ,3.0,8,36,0.0,8,0
-RZEK75brNtAA6QmDU365g,1.8333333333333333,6,32,0.0,6,0
-RkGrQUxlwgaR5By4p2tAQ,2.4615384615384617,13,39,0.0909090909090909,11,1
-RzbRfPnKcwTixtokN-p6A,3.6,5,9,0.0,5,0
-SFSt3FkjGfavnyMpHsZPA,4.5,10,19,0.1111111111111111,9,1
-SQv9Kit89XgEik-Rd_5yg,2.642857142857143,28,95,0.037037037037037,27,1
-TSPsir3LSLO9vVBkvkqUw,3.4166666666666665,60,599,0.0566037735849056,53,3
-T_lkOvaK39R-Ufg6VUyxg,4.361635220125786,318,1009,0.0292207792207792,308,9
-TboXPMTf45s24FPyD8OAA,1.9423076923076923,52,176,0.04,50,2
-Tskf8WK17rb3ZfeFuRSWA,3.9380771319934817,1841,4895,0.0104281009879253,1822,19
-UEeCTgxud4OGWshX4x-jw,4.54916067146283,417,1342,0.0145985401459854,411,6
-V0vIgo6196MDn_x3ZaYmA,3.2684563758389262,149,279,0.0205479452054794,146,3
-Wd5KqFszREg0XdXfSv5tg,2.45,20,83,0.0526315789473684,19,1
-WfGgYMcJKttsCu7WDrBrg,3.5,66,168,0.03125,64,2
-Wv0KRW7vv77bjOKLrxpXg,2.5384615384615383,13,33,0.0833333333333333,12,1
-Y-t4EXY68Lj6DqVFg08gA,3.7083333333333335,24,60,0.0909090909090909,22,2
-YC81xKbSenKaCrtFZpRfQ,3.2,5,121,0.0,5,0
-YDYk83kO5ek-h4Fdu-Ugg,3.0,7,33,0.1666666666666666,6,1
-YljbQMbbTC9jwn8kOLitA,1.425,40,151,0.054054054054054,37,2
-Zb5_s9g-Jo5j4ntcvHK6Q,1.3,10,15,0.0,10,0
-Ze_1WxQmM_iDlc3kFZ8bg,2.4,15,47,0.1538461538461538,13,2
-ZuxCKkOtFgBbgwtzwS0Zg,4.052631578947368,57,104,0.0363636363636363,55,2
-_LFA5At29YUr5Q48Nuf8A,3.2142857142857144,14,23,0.0769230769230769,13,1
-a0kKyJPMw-8z5AjfQstTw,3.811320754716981,53,108,0.0192307692307692,52,1
-aUw9tAKRs_Lrw47U-YSBw,4.483870967741935,31,44,0.0689655172413793,29,2
-aXBwEc28UdpcNtl6B6sGA,4.380952380952381,63,99,0.0161290322580645,62,1
-bGw8ARHQucKWEHEkxpGFw,4.084745762711864,118,421,0.0350877192982456,114,4
-bOcJEs8imqtSXwG644k1g,3.144578313253012,83,467,0.0,83,0
-bmzEhftbyGVuUQV9FIxmg,4.777777777777778,9,19,0.0,9,0
-bxLBGgtchd-O6-2CdDThA,4.734848484848484,132,457,0.109090909090909,110,12
-cDE_lW8Om8w0YIUriXXMg,4.8125,16,25,0.0,16,0
-cDVG1zBZPBYU3TAoshgxw,2.25,24,233,0.0,24,0
-cEFKAznWmI0cledNOIQ7w,4.317258883248731,1182,3076,0.0351493848857645,1138,40
-cXxMH_oL82mOK6MBAjOHA,1.875,16,93,0.0666666666666666,15,1
-dwqsjGDBnzzv2qQYyIC3g,3.9478260869565216,115,323,0.0087719298245614,114,1
-eCe9GfRqhbMaB9CylkBSg,2.2857142857142856,7,37,0.0,7,0
-eKoPT80NewUNc2h-hevdA,4.5,46,76,0.0,46,0
-fCB9irkaglTWG7rBhcODg,4.8,5,19,0.0,5,0
-fJPJP7iOd1ukDNqTSINIg,3.986607142857143,224,772,0.0276497695852534,217,6
-fs09akgCKv5rTTy7iUHUg,4.8021201413427566,283,709,0.0253623188405797,276,7
-fvncmHOAGh4YSiTbCuqCQ,2.7142857142857144,7,12,0.0,7,0
-gFkkYh0tqQcgZh3z0yyYw,4.8,30,48,0.0,30,0
-hmRPTs-6XK3wnSN7IYgug,4.625,24,48,0.0,24,0
-iXlYo2AI1iHgpeZnv5sPw,1.65,20,40,0.0,20,0
-ilTnXu41RrxQITuolQhmQ,2.0,10,176,0.0,10,0
-k1iNvlyQZkZ14Hcqzlk4Q,2.4583333333333335,24,41,0.0,24,0
-kY_HDP7IMvGl-kBIZVU4A,4.1030303030303035,330,2240,0.03125,320,10
-ka45SR1nuoxUU4eTamE_w,4.4655172413793105,58,118,0.0,58,0
-ksLHy9XXZVYuIVowdRc_w,2.275,40,68,0.0256410256410256,39,1
-kz82pLe268Cw59S6fD1BQ,3.9076923076923076,65,117,0.015625,64,1
-lhHSR1Aws4CyYC1XOPVTw,3.8447204968944098,161,458,0.032051282051282,156,5
-loV4cB2Uh9TCltTRgGzWQ,4.2072538860103625,386,1418,0.0184696569920844,379,7
-ltRJOR-r7MhOh7g48HQwg,4.507462686567164,67,142,0.0151515151515151,66,1
-mBc7M9Q3fEIxuUxwOleZg,3.585714285714286,70,223,0.044776119402985,67,3
-mDAFyX5kZHXhxjELeMhiQ,3.889502762430939,543,2010,0.0246212121212121,528,13
-mWySS-oF7Pw-OdgHMCHUQ,4.857142857142857,7,29,0.0,7,0
-mX0wJKh5uW1Kvd_VFFqjw,4.552631578947368,76,122,0.0571428571428571,70,4
-mc0GB26tKLQhxKpuR3xUw,5.0,9,10,0.0,9,0
-nkdsrNAQoHEve7j_k-_qg,3.761904761904762,42,295,0.024390243902439,41,1
-q4YqKsWJY6NtkQdnNeL1Q,3.963380281690141,355,756,0.0350877192982456,342,12
-qCCfmWdjCC16j2AQUtOzg,3.375,8,83,0.0,8,0
-qEk9byAfXQvKNVK1tCitw,2.76,25,71,0.0,25,0
-qNVtEd8Z9MtCfC5dii6nQ,3.4791666666666665,336,612,0.0120481927710843,332,4
-qXHPxXkzTxYSelS4nLOhg,4.640350877192983,114,199,0.0654205607476635,107,7
-qZ3GVQpEa02BXg1ehzaMQ,2.0,15,41,0.0,15,0
-rCB_kCW-u84S-CQir-lng,4.409722222222222,144,442,0.0364963503649635,137,5
-rTJCKclkU_ZnoQb4oKa9w,4.328125,64,136,0.05,60,3
-rW8eTXkovH1NksTZzJ7Yg,4.8,10,16,0.0,10,0
-sRtgVuwRz7JJQaHiLV9zw,2.2,10,41,0.0,10,0
-sdxKwgP6209YUfoFiVuTQ,4.533333333333333,45,119,0.0227272727272727,44,1
-tQ0lqgfY8i5avBVyUMYWw,4.0,58,272,0.0175438596491228,57,1
-tWltjTtepDjVaKD4iGdDw,4.747252747252747,91,126,0.0111111111111111,90,1
-tdKOhrg4dB3xz1tEYujLw,4.416666666666667,12,13,0.0909090909090909,11,1
-uQx0mht-CxM9OSJM92YdA,4.518987341772152,79,328,0.0675675675675675,74,5
-ud6EYu7o8sDCH2_zyu8lQ,4.260869565217392,46,199,0.0,46,0
-utd1de-UUgQKZE4VHVLlw,4.515151515151516,66,241,0.0655737704918032,61,4
-uzQNt-3jsRK5okUuJiQLA,4.490654205607477,214,482,0.0239234449760765,209,5
-v1Ia8G_G00SuygAm6koUg,3.480769230769231,52,768,0.0,52,0
-vSkeoIujNpKhITwvcYVLw,4.3,10,137,0.0,10,0
-w31kc6pp2m0fzkTollj5g,3.9,20,99,0.0526315789473684,19,1
-xd2u9BsEOy-CVKopm4VWw,3.7333333333333334,15,28,0.0,15,0
-xgWMTF_F8E85I_XImNEgg,2.875,16,190,0.0666666666666666,15,1
-xgmh7w82mp61c9ZGYEi5A,4.533333333333333,15,38,0.0,15,0
-xhTcS5y-7LwHPRfBxJhfw,3.5714285714285716,14,50,0.0,14,0
-yi4ks8BKZ-_xcJYT9WLjQ,3.75,12,24,0.0909090909090909,11,1
-zGlHyBaxib9p7k18i5TSA,4.6521739130434785,23,52,0.0,23,0
0-JRAY0LpBazDuA9761U5w,3.959752321981424,323,782,0.0287539936102236,313,9
0-PClaUWGphUvuTH8wQ51w,4.410256410256411,78,218,0.0684931506849315,73,5
0-XYsSxJhu8ayKx1f3v_tA,4.2105263157894735,19,56,0.0,19,0
0-fNOKL8IQBVe97Xx593KA,4.6,5,11,0.0,5,0
0-pY7oEuTT6j9fa1k-YBnw,4.349056603773585,318,550,0.0292207792207792,308,9
00rY5F9ltW-IWf2Ev96kOg,4.5177304964539005,282,1082,0.0144404332129963,277,4
00sOoojttpdZljH8VgOU0A,3.2941176470588234,17,163,0.0,17,0
018SgjILDCKLR7gFSEkbGQ,4.555555555555555,9,9,0.0,9,0
02nUjwVmJGTgGyiIi-hklg,4.545454545454546,11,34,0.0,11,0
02nb6CI8w-2EoSEkQdk2Wg,4.161904761904762,105,577,0.0396039603960396,101,4
02qFLwwFi8T804rHcYh7Zw,3.8773006134969323,163,555,0.0251572327044025,159,4
03Lu3GNBhAp8pBtnXQ3dXQ,2.7058823529411766,17,31,0.0,17,0
03YfclexPdS_yrIbU6ahaA,1.2,10,14,0.1111111111111111,9,1
03an5ytHalUpCjfN8vcjRA,1.6734693877551021,49,143,0.0425531914893617,47,2
03u-wHrKSntiQvfxs4z84g,4.333333333333333,6,34,0.0,6,0
04l8PYcuYQeEkEhJCbhtOA,4.442767295597484,795,1652,0.0088832487309644,788,7
059fmQtYFQv3-hINwfpGsw,3.8813559322033897,59,81,0.0172413793103448,58,1
05UGAUzE88mcPxQ7WnCxQA,4.37,600,1246,0.0292598967297762,581,17
06ddjGdyYk580UtBwyfbdw,2.9,50,98,0.0416666666666666,48,2
06mrRuzYE3zTcVqDDPvzNQ,3.090909090909091,22,32,0.0476190476190476,21,1
0784txBW2zSqStI7Xzw6GQ,3.375,8,16,0.0,8,0
08-r0VkemADdLZWX5a-cKA,4.620689655172414,29,51,0.074074074074074,27,2
085mjp-y4qmKRMIj72x8xw,4.206896551724138,87,196,0.0,87,0
089KGIJDnVJEAe3GiXzlrQ,4.7974683544303796,79,149,0.04,75,3
08SYU1uLNCned0Oyrh06JQ,4.256410256410256,39,60,0.1142857142857142,35,4
08ZKDwgc7_djSZkawBu-nA,4.313953488372093,86,391,0.048780487804878,82,4
091-A52K-wifGIf3jJ-hgA,2.40625,32,104,0.032258064516129,31,1
0ACFnKVLuLhAWU6NOic6JA,3.6,5,12,0.0,5,0
0AlrB500SLZ0g5SxjK8GYQ,4.149253731343284,67,83,0.0307692307692307,65,2
0Aov4WvC_3NErO5JtmoJtw,4.46,50,120,0.0416666666666666,48,2
0BZdcQAJjI-Kw97mQW_TPg,2.0327868852459017,61,162,0.0338983050847457,59,2
0D1UBNxkT17qejQjjlZurQ,4.25,16,44,0.0666666666666666,15,1
0ERS4_k61Ea7VVunLcxlgA,1.5238095238095237,21,37,0.0,21,0
0F9zfns0Tk5q3XE6zTv19w,5.0,5,5,0.0,5,0
0FIfHHrNbcc_hXbCjhU8HQ,2.3076923076923075,65,232,0.0655737704918032,61,4
0FQKOh13Tkcfgbu6qeZtXA,4.888888888888889,9,15,0.0,9,0
0FzbiQyBnFnH1OkMol_mgQ,3.6666666666666665,9,49,0.0,9,0
0GSUrqeDBwJoZXxTAnmy-A,3.8333333333333335,6,6,0.0,6,0
0IdDSSNGXZY-qH9In5cDng,4.0344827586206895,29,230,0.074074074074074,27,2
0Iks7qL1wlUCtEj_lytYBQ,1.8072289156626506,83,310,0.0641025641025641,78,5
0JGG50I4c9iAPrk7H8dRcg,1.6666666666666667,12,17,0.0,12,0
0JQgHiPAQQWkdgbBvEL3JQ,4.857142857142857,7,49,0.0,7,0
0JmFfcBbIux_vauRNWzD9Q,4.311258278145695,151,239,0.0134228187919463,149,2
0JnsAQFvOFxPltNU_smK3w,4.230769230769231,117,299,0.0178571428571428,112,2
0Jw_Q5vH6phmYxesX9jRUA,4.133333333333334,30,44,0.074074074074074,27,2
0K4RwxdAcViifyU3Htzxww,4.165957446808511,235,663,0.0491071428571428,224,11
0KaePrBSRJwUQaHywCM5Zw,1.8235294117647058,34,120,0.0303030303030303,33,1
0L23LpzmR-kRsuIr9-zEXQ,3.522727272727273,44,91,0.0476190476190476,42,2
0M--IAwPfqJC9yfmI-EiAA,4.571428571428571,14,42,0.0,14,0
0MhxvTys2ADYa3sOO91ldQ,4.604166666666667,720,1495,0.0272206303724928,698,19
0N_HQ2GsT1zNKX-escN2ZQ,4.056603773584905,53,145,0.0192307692307692,52,1
0NkRPv4QdGubH4xVD1DuNA,3.6739130434782608,138,461,0.0298507462686567,134,4
0NsAFbMqOcyaeAvGiwo1NQ,4.0,6,9,0.0,6,0
0OlOZ3_OEOejomAN0b5OOg,3.0,56,440,0.0181818181818181,55,1
0PTuPOOXkmoP0s5STUBY1w,3.52,25,43,0.0416666666666666,24,1
0PxMeIT6Tj1MH2jip5spMw,2.1538461538461537,26,95,0.1818181818181818,22,4
0Q11c6T3ydBung7Sjex5yA,3.111111111111111,9,58,0.0,9,0
0Qs-G8Xs-mz-jmQH5lez5A,4.478260869565218,23,55,0.0454545454545454,22,1
0RxU5OglQyPVtLKC1LPgsA,4.555772994129159,511,1207,0.028169014084507,497,14
0TPVRleoFUf769bCkh5Jgw,3.5636363636363635,55,90,0.1020408163265306,49,5
0TRot0XZXjzrWLWPn9ycmg,2.6610169491525424,59,596,0.0172413793103448,58,1
0TwZfZHis6e4o6sBogUJVQ,4.610294117647059,272,571,0.0264150943396226,265,7
0U9lMTfd1wtf2fkLOTaPyw,3.1818181818181817,11,24,0.125,8,1
0UVx40zcIeh6wb_I4-QzfQ,3.608695652173913,23,68,0.1,20,2
0UYn-R_LF-V0KSlYFRi3PA,1.36,25,60,0.0952380952380952,21,2
0VPTpRg_99ZoQyYuf4sntg,4.928571428571429,14,18,0.0833333333333333,12,1
0VlGRVZ2z62KXgZCc7b5Kw,3.7142857142857144,14,147,0.0,14,0
0VwadfoaG9dAFVgBSMcYbg,4.34375,64,370,0.0158730158730158,63,1
0X_s2KTHYEMVxiqzFosYGA,4.503355704697986,149,354,0.0205479452054794,146,3
0XqNLXvLK3n6j5uDww1qCA,3.8564593301435406,209,877,0.035,200,7
0YELKCY1VMIA3gmP2DkHSg,3.9292035398230087,113,547,0.0272727272727272,110,3
0YbIF5pSvcArYqGmpQbP6g,4.5,8,35,0.0,8,0
0Z8ps_OfcR9eJaV2JtxigA,4.13302752293578,218,1071,0.0046082949308755,217,1
0ZvwD_zqnIS8MyaU95hSqA,4.785714285714286,14,21,0.0,14,0
0_3sLdpwzhXnkjSA3My71Q,3.870967741935484,62,97,0.0163934426229508,61,1
0_GkFTdRWeKyeI5O8ROmnA,4.444444444444445,9,14,0.125,8,1
0_gh-ZRllduRLrjaYy0Icg,3.142857142857143,14,136,0.0769230769230769,13,1
0bFgBWMmCTXwGT932s6z2A,3.3846153846153846,26,120,0.0,26,0
0bb_b3Neemt_LOZfxhnFXA,4.142857142857143,14,35,0.0,14,0
0bqfOY_rF8HCVrDMgnWLYA,4.547008547008547,117,351,0.0263157894736842,114,3
0c9jXm3tggwKsszKFJhylw,4.2,5,10,0.0,5,0
0cddB9WRKcQhzAEXEav81w,4.555555555555555,252,1014,0.0288065843621399,243,7
0cwYcIySz-bdipKJjD4Keg,4.428571428571429,21,72,0.05,20,1
0drpRPpYFGURvX_kbdPiCA,4.134615384615385,52,606,0.0851063829787234,47,4
0ev1P7-P0nCXHM-0sDmiTg,3.1,10,20,0.0,10,0
0f0l62WKla-j2cfnPn7P2Q,3.684931506849315,73,665,0.0428571428571428,70,3
0f69gYJBDkWpi-F9JlPSkA,4.06875,160,423,0.0062893081761006,159,1
0f7mlSVIAk25QuEKGmVbPA,3.734597156398104,211,463,0.0292682926829268,205,6
0f93yTITlSOiC83jz2bYUQ,2.2,10,21,0.1111111111111111,9,1
0fv1QcEpN8Xy3rczz5B7Yw,3.096774193548387,62,235,0.1481481481481481,54,8
0h2g0Xv5ZNSQedhR9R2xLQ,4.9,10,13,0.0,10,0
0h4Oo6W8mG4HEYQzZRkoOA,3.3934426229508197,61,285,0.0701754385964912,57,4
0h4Vs6PqhRNbNrcel0O8ag,4.266666666666667,15,60,0.0769230769230769,13,1
0hcn0TK1-n6-6hiznW1Kgw,4.6911764705882355,68,198,0.0303030303030303,66,2
0iHHsSqphxrBWWecYEJcuQ,4.638888888888889,72,169,0.0,72,0
0iLgVQpBeIYYwQZIblTTVw,3.8,10,24,0.0,10,0
0iXeck2mrz9GVlffx6RF4w,4.46875,32,88,0.1034482758620689,29,3
0jDPdf7kIkjZuNDNVH8Qew,5.0,7,11,0.0,7,0
0jJf0DNHvYI0itdQSezsgg,3.2777777777777777,18,73,0.0588235294117647,17,1
0lKJ_pClGH_ribos6kPeGw,3.25,12,48,0.0909090909090909,11,1
0l_njS4wGMadAk1b4nZRUA,2.7,60,393,0.0172413793103448,58,1
0liks45enqVRV3_ORP2wng,4.833333333333333,6,18,0.0,6,0
0ltwnq7Q2S76Fu-0W0HNPg,4.715909090909091,88,336,0.0114942528735632,87,1
0lxPrv9a3zo68r8ds5ypTQ,4.3559322033898304,59,131,0.0172413793103448,58,1
0m5uP9SGYT7w6liaBROwXw,4.666666666666667,24,34,0.0,24,0
0mUVD5sDXZjd66XwATN8XA,3.990566037735849,106,627,0.029126213592233,103,3
0ndzIekJs0PRPA5Aoz9sow,4.126373626373627,182,803,0.0111111111111111,180,2
0nlGy4Q5La_hWomqRIskxw,3.857142857142857,63,110,0.0327868852459016,61,2
0oX6TJp-yldw9ZNl0ACd8A,4.075,40,117,0.0833333333333333,36,3
0oogOBGXNj39Wnl2SKoe0w,4.634146341463414,82,138,0.025,80,2
0pMj5xUAecW9o1P35B0AMw,3.25,8,87,0.0,8,0
0pVM5OaWWu-M0TWMQ9Zwyg,4.242424242424242,33,52,0.0,33,0
0qMuzRkFDNO-8OBZf3Yi3w,2.7,10,11,0.0,10,0
0rM3Izz5hVz-_kf339YMeQ,3.1481481481481484,27,101,0.0384615384615384,26,1
0s8M7TmzxKfAibuBmm2uYw,2.8679245283018866,53,599,0.0,53,0
0s9wc8XMhxgKbiHUreqeRw,4.163461538461538,104,187,0.0505050505050505,99,5
0sLvh5ODb0W7uL3WWOCTeg,4.833333333333333,24,65,0.1052631578947368,19,2
0t1jvk8ZV3f3xqA0RmDVYw,3.5205479452054793,73,188,0.0138888888888888,72,1
0tamJjc_EA4uLJOhb9dtgw,4.0,50,821,0.0416666666666666,48,2
0toZzSP7i5JVrIVZKN2e7Q,3.7333333333333334,15,21,0.0,15,0
0uAdNV5KUFOgbg42MhDwWQ,1.7,10,29,0.0,10,0
0v6_mSaPBuBAKevIpRp-jw,4.125,8,12,0.1428571428571428,7,1
0vU_OcoHU_hcEfNTpDyOvA,2.1818181818181817,11,74,0.0,11,0
0vfmJXYVLZAMpUuNJx6ejw,4.28,25,37,0.0,25,0
0vlisQJ0jKFB16KYi_q3LA,2.8,25,375,0.1363636363636363,22,3
0wOp7FA8vyUOEgqWRcfEeg,3.8,10,32,0.0,10,0
0xIhMfCFH94RXTFGx_Mhtw,3.6705882352941175,170,332,0.0240963855421686,166,4
0xkgRnUPJKhfaCTc_Udqeg,3.7560975609756095,82,186,0.0789473684210526,76,6
0xmV6WSKyq0SFUa_uZKocw,3.4,5,17,0.0,5,0
0yMuUGGzk0DEEpXxdo5yjA,4.733333333333333,30,59,0.0344827586206896,29,1
0yOfDyqoJTp6-9qbyroyEw,4.167741935483871,155,511,0.0472972972972973,148,7
0zH0l4Jbf-oove3cLvrFOg,4.083989501312336,381,571,0.0501392757660167,359,18
0zHKg3EAOwROEn8hnYRvUg,5.0,5,8,0.0,5,0
1-mGtpou2HFwVhUmwUmS5w,3.6808510638297873,47,101,0.0,47,0
1-z7wd860Rii4kbEMCT8DA,3.702020202020202,198,424,0.0423280423280423,189,8
103cmgKE0n1Cb8QCEXvbQQ,3.1776649746192893,197,1251,0.053763440860215,186,10
10B8LifXfBtMLbrYzTOy1A,3.7777777777777777,45,86,0.075,40,3
10M-OPRL1iITxEM7FIqeeg,2.272727272727273,11,76,0.0,11,0
10kx3j_jGJutjQDJSw_cBA,3.3125,16,21,0.2307692307692307,13,3
11_eIDfQ146e1J3CMPjpqA,1.875,16,25,0.1428571428571428,14,2
11oJkLpheKBkgTfmE1mEDA,3.3846153846153846,13,16,0.0,13,0
12aD4pD1uCJYA4ivdAd3Ug,4.086956521739131,46,116,0.0465116279069767,43,2
12uWSsgW5wkWzkxPycLtzw,4.543307086614173,127,255,0.0495867768595041,121,6
13N2olEEZ3E6rshOriEGSQ,2.5,12,94,0.0,12,0
13UgduZFJXeiTFsJu5Y8gg,4.6415094339622645,53,124,0.0192307692307692,52,1
13oEDtCHrOvbhsHzno2Vvw,4.513274336283186,113,515,0.037037037037037,108,4
14UWSgKjw5YLBqKYjBPjtw,3.473684210526316,38,68,0.088235294117647,34,3
14ZGwnDyydXdSBsLXpSUrA,4.044585987261146,314,828,0.0296052631578947,304,9
14qJA3j7Ut5_mQ691BT8aA,4.096385542168675,83,261,0.0246913580246913,81,2
15IzVzKuvUCrpM1AFvDT_A,3.0,7,22,0.0,7,0
16F4GypSrqrwObH6IkaOUg,3.2,10,66,0.1111111111111111,9,1
17MK8qagV374AuUA4sXuIA,3.4960505529225907,633,1610,0.0343698854337152,611,21
19ucoG2VHdR2aMGyf4aoNQ,4.2727272727272725,22,146,0.0476190476190476,21,1
1A9p0iMiPsIqC0iDRMfZow,3.1666666666666665,48,467,0.0217391304347826,46,1
1AJHVnRGxTWNMaFbIUbWcg,2.4444444444444446,9,40,0.0,9,0
1AqUAR932UJgGwr6FGfPkw,2.5,8,21,0.0,8,0
1B6S6XDoX1fWnQI0_K1b1Q,4.015432098765432,324,746,0.0353697749196141,311,11
1Bby_pb1ZBojRRcslDk1gA,4.62,100,317,0.0101010101010101,99,1
1C6IeR5K7vtEPCcb164svw,3.142857142857143,21,118,0.0,21,0
1DCUoKRe971ZReg1nk-QIw,3.0,7,13,0.0,7,0
1DVFSLWmzyqRHmSyVwN81Q,3.0921052631578947,76,170,0.1029411764705882,68,7
1E5h3CFrNZetWcWQut-KwA,3.3655913978494625,93,230,0.0108695652173913,92,1
1ECGsFgm4FlHbmZyltFdLw,3.4761904761904763,126,269,0.008,125,1
1Efad30BdOeqqjX2d6P4sw,4.245098039215686,102,387,0.0303030303030303,99,3
1FB6qlf7ZuUD22Vyqo_4RQ,4.0,19,79,0.0555555555555555,18,1
1FLnFCgwTiDoVjBJAViXnw,4.666666666666667,21,47,0.0,21,0
1F_lKVOdC8UN-5UOQ-FSGA,4.689655172413793,29,62,0.0,29,0
