business_id,popularity,unique_visitors,repeat_user_rate,gini_user_concentration,avg_rating,rating_consistency,stability_cv,cuisine_categories,parking_lot,parking_garage,parking_valet,parking_street,peak_busyness,avg_busyness,peak_hour,walking_density,parking_score,stops_800m,departures_day_800m,nearest_stop_m,transit_access_score
-4dYswJy7SPcbcERvitmIg,219,34,0.0588,0.0523,2.56,0.749,3.7603,"Food, Grocery",True,False,False,False,0.0,0.0,12.0,19,1.0,55,4050.6,311.8,0.1752
x9K0RfZaT_zlw6DklBDzjw,86,9,0.0,0.0,3.67,0.698,5.5106,"Italian, Restaurants",True,False,False,False,0.0,0.0,12.0,26,1.0,15,539.0,46.6,0.0233
pJfh3Ct8iL58NZa8ta-a5w,210,95,0.0421,0.0387,4.51,0.902,1.4636,"Burgers, Sports Bars, Bars",False,False,False,False,0.0,0.0,12.0,5,0.5,0,0.0,9999.0,0.0
7clCBgNbd-x2Wj96lZ6Mjw,945,139,0.0432,0.0396,4.52,1.173,2.0792,"Food, Beer, Wine & Spirits",True,False,False,False,100.0,5.4,16.0,14,1.0,0,0.0,9999.0,0.0
ppFCk9aQkM338Rgwpl2F5A,448,56,0.0179,0.0172,3.14,0.857,3.7241,"Restaurants, Automotive, Delis",False,False,False,True,0.0,0.0,12.0,346,0.0,90,8676.6,28.5,0.3752
NZ_bFJma7brQUfln5h1UAg,24,6,0.0,0.0,3.67,0.959,4.2221,"Restaurants, Japanese, Sushi Bars",True,False,False,False,0.0,0.0,12.0,11,1.0,2,34.1,378.8,0.0015
IDtLPgUrqorrpqSLdfMhZQ,1037,389,0.0283,0.0291,4.22,0.802,0.902,"Food, Restaurants, Salad",False,False,False,True,0.0,0.0,12.0,271,0.0,27,289.6,210.0,0.0125
YNjyv0gfOr2g8lbmUpTnKg,637,350,0.0143,0.0139,4.34,0.805,0.8052,"Nightlife, Pubs, Event Planning & Services",False,True,False,True,100.0,2.1,17.0,430,1.0,18,600.7,94.5,0.026
LhpPSrulqVeTyJeK2xydvQ,13,6,0.1667,0.119,4.29,1.25,4.8545,"Juice Bars & Smoothies, Restaurants, Fruits & Veggies",False,False,False,True,0.0,0.0,12.0,21,0.5,51,3234.7,78.0,0.1399
oaboaRBUgGjbo2kfUIKDLQ,2140,593,0.0135,0.0131,4.37,0.979,1.3415,"Ice Cream & Frozen Yogurt, Coffee & Tea, Restaurants",False,False,False,True,100.0,1.2,15.0,331,0.0,54,4351.1,108.9,0.1882
RK6-cJ9hj53RzOlCBmpT-g,6,5,0.0,0.0,5.0,10.0,3.0633,"Restaurants, Italian, Food Trucks",False,False,False,False,0.0,0.0,12.0,46,0.5,10,141.9,390.2,0.0061
knQ4vIgx-r85kjlWVVjcpQ,15,5,0.0,0.0,4.4,0.769,5.9996,"Sporting Goods, Sports Wear, Fashion",True,False,False,False,0.0,0.0,12.0,94,1.0,28,1358.9,254.8,0.0588
1MeIwdbTnZOBFCKOrgaxuw,206,80,0.0625,0.0551,3.58,0.826,2.1867,"American (New), Restaurants, Cafes",False,False,False,True,100.0,2.2,17.0,40,0.5,24,1409.1,398.2,0.0609
EuRGgOwJ0g1vTj2R04j37Q,16,14,0.0,0.0,2.71,0.541,1.4907,"Seafood, Restaurants",True,False,False,False,0.0,0.0,12.0,21,1.0,23,965.3,58.3,0.0417
TLZ3-eDPLhUzfsWO4ad6Ug,791,382,0.0131,0.0128,4.11,0.79,1.2759,"Restaurants, Seafood, Cajun/Creole",False,,False,False,0.0,0.0,12.0,581,1.0,11,360.1,502.4,0.0156
Dy91wdWkwtI_qgjAIZ0Niw,45,23,0.087,0.073,4.2,0.863,5.0005,"Mexican, Restaurants",True,False,False,False,0.0,0.0,12.0,26,1.0,21,725.6,42.9,0.0314
vje0KIiE7vtpx7JzmBx5LQ,263,129,0.0388,0.0359,4.26,0.764,2.2942,"Restaurants, French, Moroccan",,False,False,False,0.0,0.0,12.0,32,0.5,12,418.3,212.6,0.0181
VrGxoSNZfSiT-G4OqRRGIw,167,73,0.0411,0.0379,4.04,0.724,3.0575,"Bars, Lounges, American (New)",True,False,False,True,0.0,0.0,12.0,67,1.0,11,247.6,72.3,0.0107
sB45WFgysT617bKWP_WJwA,2470,605,0.0099,0.0097,4.47,1.052,1.3536,"Bars, Beer Gardens, Food",True,False,False,True,0.0,0.0,12.0,40,1.0,27,888.3,269.6,0.0384
Fk1xpM7fjqEJ4paqk5ZFSg,80,19,0.0,0.0,3.11,0.593,4.5162,"Juice Bars & Smoothies, Food",False,False,False,False,0.0,0.0,12.0,9,0.5,0,0.0,9999.0,0.0
4dVrWc4Nhuw9apfk9BWEcA,126,29,0.0,0.0,2.14,0.624,3.8459,"Grocery, Food, Shopping",True,False,False,False,0.0,0.0,12.0,24,1.0,21,486.6,189.8,0.021
kk_oEw1j3xQ-cJaAII8A0Q,282,29,0.069,0.0601,3.03,0.612,4.4929,"Grocery, Food",True,False,False,False,0.0,0.0,12.0,20,1.0,6,155.6,133.8,0.0067
qFX8IdomeBVhDPCSyz2aRg,8,7,0.1429,0.1071,3.38,0.508,4.3869,"Couriers & Delivery Services, Local Services, Food",False,False,False,False,0.0,0.0,12.0,0,0.5,0,0.0,9999.0,0.0
VZzivJEbmHItOxNXJB3SpA,51,14,0.0714,0.0619,2.6,0.687,6.8895,"Sandwiches, Fast Food, Restaurants",False,False,False,False,100.0,0.6,12.0,56,0.5,0,0.0,9999.0,0.0
anLQj9AM8vjbcLSIE0iUgg,63,22,0.0,0.0,3.77,0.635,5.2639,"Pizza, Restaurants",False,False,False,False,0.0,0.0,12.0,33,0.5,15,365.0,208.3,0.0158
Cdytv_YhJO0W0Ab8t2xLtg,75,29,0.0345,0.0905,3.59,0.672,4.1905,"Nightlife, Chicken Wings, Pubs",True,,False,,100.0,0.6,23.0,4,1.0,8,137.1,20.2,0.0059
3BJxm-HnvzdwD1zjmSbmyQ,323,137,0.0657,0.064,3.05,0.619,2.3807,"Restaurants, Chinese",False,False,False,True,100.0,3.0,14.0,171,0.0,132,10235.7,145.2,0.4426
FRYkg_JvsWU9xIXZsEZcVA,50,27,0.037,0.0344,3.79,0.679,1.4803,"Cocktail Bars, Italian, Nightlife",False,False,False,False,100.0,0.6,16.0,118,0.5,0,0.0,9999.0,0.0
9C2rpb56aQvW0ViZHK9sPw,160,56,0.0179,0.0339,3.24,0.616,3.26,"Bars, Restaurants, Sports Bars",,False,False,,0.0,0.0,12.0,10,0.5,18,463.1,69.2,0.02
k0yyD71s2F2eEKWRdkZ6jA,92,19,0.0,0.0,3.11,0.679,5.331,"Custom Cakes, Food, Desserts",True,False,False,False,100.0,0.6,13.0,26,1.0,3,77.6,454.1,0.0034
dM5OKNzk9AL2aiq-fV-SYg,208,14,0.0,0.0,1.5,0.821,6.8033,"Discount Store, Department Stores, Food",True,False,False,False,0.0,0.0,12.0,40,1.0,0,0.0,9999.0,0.0
0vCsslN-TYnDeOSNT4rIfg,522,44,0.0227,0.0217,3.62,0.77,3.9678,"Food, Organic Stores, Specialty Food",True,False,False,False,100.0,3.0,17.0,29,1.0,0,0.0,9999.0,0.0
zFvqulgAYOpSG2t1v8AZ-w,53,40,0.0,0.0,4.18,0.654,0.9204,"Desserts, Do-It-Yourself Food, Food",False,False,False,False,0.0,0.0,12.0,84,0.5,9,180.0,651.1,0.0078
SZU9c8V2GuREDN5KgyHFJw,8592,2404,0.0121,0.0162,3.91,0.751,0.9373,"Live/Raw Food, Restaurants, Seafood",False,False,False,False,100.0,1.8,14.0,56,0.5,0,0.0,9999.0,0.0
PYW8Buz8S8LpjIe6mZTAcw,43,13,0.0,0.0,3.62,0.533,5.6702,"Food, Beer, Wine & Spirits",False,False,False,False,0.0,0.0,12.0,30,0.5,1,4.6,286.7,0.0002
Lx8ZYUJ_-3Aa8N821mN1WQ,34,13,0.0,0.0,3.77,0.681,2.9233,"Restaurants, Filipino",True,False,False,False,0.0,0.0,12.0,68,1.0,18,625.4,164.8,0.027
uCQqtYW_xc1EJRm7NyakdA,43,12,0.0,0.0,4.58,1.351,4.8987,"Food, Desserts",False,False,False,False,0.0,0.0,12.0,32,0.5,16,677.7,213.7,0.0293
WYYdQDjx-DsCanlP0DpImQ,126,72,0.0417,0.0383,4.61,1.207,1.2784,"Seafood, Restaurants, Sushi Bars",False,False,False,True,0.0,0.0,12.0,897,0.0,180,22340.1,35.3,0.9661
aNtKyc2rr-uK5cqzY9TVQQ,126,19,0.0526,0.0474,3.2,0.611,2.732,"Mexican, Fast Food, Restaurants",True,False,False,False,0.0,0.0,12.0,47,1.0,11,455.6,176.0,0.0197
oCFcoyGx2VRZ8MHXEsV8tQ,30,10,0.1,0.0818,2.45,0.65,6.6666,"Food, Grocery",True,False,False,False,100.0,5.4,16.0,23,1.0,14,430.6,104.6,0.0186
X_E7U2lVNEwbH_gpOBmAHQ,566,182,0.0055,0.0054,4.14,0.759,1.3117,"Nightlife, Restaurants, Bars",False,,False,True,100.0,3.6,23.0,330,1.0,54,4351.1,123.3,0.1882
G4lRmwDHdvhZAhmtlsYYBw,100,37,0.027,0.0256,1.34,1.391,3.9556,"Burgers, Restaurants, Fast Food",True,False,False,False,100.0,1.8,13.0,38,1.0,15,651.9,110.0,0.0282
BxhkoR6cscJwwex8gx31OA,112,40,0.025,0.0238,3.51,0.692,3.635,"Restaurants, Barbeque",True,False,False,False,0.0,0.0,12.0,56,1.0,6,517.7,98.4,0.0224
Ms5xG8i4p80KSMcF3tt4ug,128,52,0.0385,0.0694,4.04,0.801,3.5928,"Italian, Restaurants",True,False,False,False,0.0,0.0,12.0,30,1.0,8,112.0,132.9,0.0048
m9ncuZp0nEVhIwu24G-HRw,40,10,0.0,0.0,2.5,0.653,7.9648,"Pharmacy, Health & Medical, Convenience Stores",False,False,False,False,0.0,0.0,12.0,10,0.5,13,652.4,62.7,0.0282
ORL4JE6tz3rJxVqkdKfegA,6252,1639,0.0189,0.0182,3.06,0.644,1.0701,"Venues & Event Spaces, Performing Arts, Arts & Entertainment",True,False,False,False,100.0,0.6,19.0,36,1.0,3,50.6,497.8,0.0022
1GnJDrpp-jyDRCptavD9RQ,19,7,0.1429,0.1071,3.88,0.731,7.6239,"Food, Ice Cream & Frozen Yogurt, Desserts",True,False,False,False,0.0,0.0,12.0,41,1.0,14,267.7,60.6,0.0116
P10BsKUeoeCeVoK4BS2u0w,48,29,0.0,0.0,3.76,0.726,3.7061,"Restaurants, Barbeque",False,False,False,False,0.0,0.0,12.0,15,0.5,6,51.4,67.1,0.0022
7Du9oW73YcYFmXdtU5aiSg,48,17,0.0,0.0,3.71,0.631,4.5561,"Japanese, Sushi Bars, Restaurants",True,False,False,False,0.0,0.0,12.0,56,1.0,24,1339.0,86.1,0.0579
h_qlv6CIXGVurFOhFQ945w,296,6,0.3333,0.2407,3.89,0.833,7.753,"Coffee & Tea, Food",True,,False,,100.0,3.4,12.0,22,1.0,0,0.0,9999.0,0.0
QjV4v7q_pt7tt3K1US7IHg,8,5,0.0,0.0,3.0,0.529,2.5647,"Fast Food, Sandwiches, Chicken Shop",False,False,False,False,100.0,0.6,23.0,68,0.5,10,250.3,169.8,0.0108
LGqiubTmpJ-A1L5n7dmc6g,24,14,0.0,0.0,1.71,0.726,4.5666,"Restaurants, Sandwiches, Pizza",True,False,False,False,0.0,0.0,12.0,42,1.0,8,148.6,337.3,0.0064
FTFtoylMzkrzqNVSl-bkKw,32,19,0.0,0.0,3.95,0.727,1.6603,"Grocery, Food",True,True,False,False,0.0,0.0,12.0,336,1.0,109,13397.1,168.6,0.5793
59jkCUm4yHciKL1KW_1HJA,38,25,0.04,0.0711,2.74,0.588,4.4367,"Pizza, Restaurants",False,False,False,False,0.0,0.0,12.0,30,0.5,8,154.1,262.9,0.0067
AzwiKZjVqHOxLaYtPAx8lA,382,37,0.0,0.0,2.27,0.797,4.0713,"Shopping, Department Stores, Grocery",True,False,False,False,100.0,4.8,12.0,27,1.0,25,2355.3,358.1,0.1019
yM8LlTInbQH4FwWC97lz6w,252,100,0.04,0.0889,1.27,1.115,2.303,"Fast Food, Restaurants, Food",True,False,False,False,100.0,1.2,12.0,27,1.0,11,512.4,135.1,0.0222
CtMEJxpVMlNzFpB4PtFjfA,140,75,0.0267,0.0253,3.99,0.651,1.1613,"Restaurants, American (New), Burgers",False,False,False,False,0.0,0.0,12.0,44,0.5,3,25.4,268.1,0.0011
O1oZpbZNDMH_gz8DhsZCdA,20,15,0.0,0.0,1.33,1.125,6.8152,"Burgers, Restaurants, Fast Food",False,False,False,False,0.0,0.0,12.0,8,0.5,34,1741.1,241.3,0.0753
vPcfJ3rm3NpdqVDod2WxLA,33,27,0.0,0.0,1.52,0.857,4.8265,"Japanese, Chinese, Restaurants",True,False,False,False,0.0,0.0,12.0,11,1.0,8,62.6,90.9,0.0027
pmuuoDqNZp7518AUd-YmPA,120,60,0.0167,0.0161,3.66,0.62,3.5599,"Restaurants, Bakeries, Caterers",True,False,False,False,100.0,1.2,11.0,6,1.0,0,0.0,9999.0,0.0
2dlQX5sP9X6Dlm1MmNOlSw,481,105,0.0,0.0,3.98,0.737,2.2688,"Food, Coffee & Tea",False,False,False,True,100.0,1.8,12.0,126,0.0,106,5434.7,428.4,0.235
IYlUaKC9nICjiWdk-ShPlg,504,175,0.0114,0.0112,3.89,0.737,1.8727,"Restaurants, Breakfast & Brunch",True,False,False,True,100.0,1.2,10.0,79,1.0,0,0.0,9999.0,0.0
tSFXJ0GFl5iUdy021YgWLw,12,7,0.0,0.0,4.86,2.223,1.6211,"Arts & Entertainment, Nightlife, Jazz & Blues",False,False,False,False,0.0,0.0,12.0,14,0.5,24,880.3,62.5,0.0381
ZU6NodDOWaabGkeNpOWdXw,7,6,0.0,0.0,4.33,1.183,1.6202,"American (Traditional), Restaurants, Burgers",False,False,False,False,100.0,0.6,13.0,51,0.5,54,1954.0,142.6,0.0845
ULReFPrCIDRbGKwP3ZsHwg,159,55,0.0,0.0,4.27,0.82,3.738,"Donuts, Food",True,False,False,False,0.0,0.0,12.0,37,1.0,16,727.9,39.4,0.0315
rCoWa-C7Os51GjFkCnFlVw,16,6,0.0,0.0,4.33,1.183,9.5916,"Drugstores, Convenience Stores, Food",False,False,False,False,0.0,0.0,12.0,57,0.5,11,213.4,134.7,0.0092
Dtuf4vD0znzwJW9vk3iTNw,1431,246,0.0325,0.0343,3.99,0.81,1.6897,"Steakhouses, Restaurants, Sushi Bars",True,False,False,False,100.0,1.8,12.0,13,1.0,4,98.6,88.8,0.0043
8c0r7olQSYGcws0bTd3ikw,8,5,0.0,0.0,4.0,0.606,5.9021,"Hawaiian, Food, Food Trucks",False,False,False,False,0.0,0.0,12.0,0,0.5,0,0.0,9999.0,0.0
Ucl9Vo5lwrUmYbV8Dv8X5g,719,108,0.0648,0.0569,3.79,0.713,2.6219,"Bars, Pubs, Nightlife",False,False,False,True,100.0,2.7,19.0,45,0.5,8,140.0,195.7,0.0061
6BF3eaIzHtoNHSxKTFnTyg,38,13,0.1538,0.1128,3.53,0.736,4.2344,"Bars, Lounges, Nightlife",True,False,False,False,100.0,1.8,14.0,32,1.0,0,0.0,9999.0,0.0
wjyUxHxkrvUvCOVqy4g_wg,17,11,0.0,0.0,4.0,0.949,7.0645,"Restaurants, American (Traditional)",False,False,False,False,0.0,0.0,12.0,6,0.5,17,710.0,62.7,0.0307
4IcB3QyMEA85UTWFKh9O9A,16,8,0.125,0.0972,4.67,1.304,4.0299,"American (New), Food, Bars",False,False,False,False,0.0,0.0,12.0,48,0.5,0,0.0,9999.0,0.0
Y6heWJJ9AmEL58fZwgi9YQ,80,58,0.069,0.0601,3.94,0.666,1.4217,"Sports Bars, Bars, Nightlife",True,False,False,False,0.0,0.0,12.0,12,1.0,19,413.7,89.7,0.0179
bTve2mwLk5Zc01vRKqc2KQ,598,183,0.0383,0.0354,4.48,1.052,1.9587,"Restaurants, Breakfast & Brunch, Vegan",False,False,False,True,0.0,0.0,12.0,463,0.0,106,6723.9,134.9,0.2908
7FHjj04Wy2aqXl22NA_C0g,161,18,0.0,0.0,3.89,0.833,5.0988,"Grocery, Food",True,False,False,False,0.0,0.0,12.0,23,1.0,0,0.0,9999.0,0.0
6czqMScx8MRDirv7fxX7pw,60,34,0.0,0.0,4.32,0.714,2.6845,"Specialty Food, Food, Shaved Ice",False,False,False,False,0.0,0.0,12.0,93,0.5,21,935.7,324.9,0.0405
xbRbvXSAVZBEwaUUn3mzbg,215,42,0.0476,0.064,3.4,0.621,1.7315,"Salad, Restaurants, Burgers",True,False,False,False,100.0,1.5,21.0,66,1.0,6,105.0,160.0,0.0045
uDQgmudYDKiB6n4vwbEeDg,135,112,0.0089,0.0088,4.43,0.799,0.6775,"Restaurants, Italian, Nightlife",,False,False,,100.0,0.6,18.0,72,0.5,7,82.3,78.0,0.0036
v5kwdvmg-J8g-ll0nkc3Sw,916,208,0.0288,0.0272,4.16,0.91,1.1058,"Restaurants, Lounges, Bars",False,False,False,True,100.0,3.0,12.0,377,0.0,49,3633.3,292.5,0.1571
bqmX882_6AxVA_uHEQ70sQ,134,46,0.0435,0.0399,4.06,0.829,2.0122,"Shanghainese, Restaurants, Sushi Bars",False,False,False,True,0.0,0.0,12.0,253,0.0,85,7656.3,39.6,0.3311
TzrA1TsKMKbrZBkw3q6DEQ,33,20,0.0,0.0,4.45,1.105,4.8618,"Cupcakes, Street Vendors, Food Delivery Services",False,False,False,True,0.0,0.0,12.0,81,0.0,7,267.4,288.7,0.0116
Edg22x3CZkIv0GUib2oEFA,718,149,0.0336,0.0314,3.72,0.689,1.6827,"Pizza, Restaurants, Bars",False,False,False,True,0.0,0.0,12.0,111,0.0,0,0.0,9999.0,0.0
VVvUBlc_WIEb8obKGq39dA,139,39,0.0,0.0,4.38,1.069,2.5803,"Irish Pub, Bars, Restaurants",False,,False,False,100.0,1.2,11.0,59,1.0,1,288.0,440.6,0.0125
py5aKmlTB2NarfsfcOpHOQ,177,55,0.0364,0.0338,2.61,0.597,2.1478,"Restaurants, Breakfast & Brunch, Coffee Roasteries",,,False,False,0.0,0.0,12.0,50,0.5,1,288.0,536.0,0.0125
jL_NufxqXi-BpW5uXKsPwQ,45,11,0.0,0.0,3.18,0.639,6.9346,"Drugstores, Pharmacy, Health & Medical",True,False,False,False,100.0,1.2,12.0,16,1.0,30,865.7,79.3,0.0374
wZhGuW7vQpfhxeEvLHkTrA,264,119,0.0588,0.0523,4.38,0.945,2.3295,"Restaurants, Breakfast & Brunch",True,False,False,False,0.0,0.0,12.0,31,1.0,0,0.0,9999.0,0.0
YR0nwxBOKk6DiLHNItfsBQ,88,14,0.1429,0.1071,3.38,0.826,4.9747,"Italian, Chicken Wings, Pizza",False,False,False,False,0.0,0.0,12.0,23,0.5,0,0.0,9999.0,0.0
