user_id,total_visits,unique_venues,revisit_ratio,top1_venue_share,burstiness_index,active_span_days,venue_entropy
1008930,82,46,0.43902439024390244,0.08536585365853659,0.226321761484066,328.97442129629627,5.136149834881242
1009431,1,1,0.0,1.0,,0.0,0.0
1009661,3,3,0.0,0.3333333333333333,-0.08043251178679314,3.5435185185185185,1.584962500721156
1009982,2,2,0.0,0.5,,0.23570601851851852,1.0
1010257,23,21,0.08695652173913043,0.08695652173913043,0.3132654636426005,10.874247685185185,4.349648912578752
1010258,1,1,0.0,1.0,,0.0,0.0
1010730,9,9,0.0,0.1111111111111111,0.10840314576195989,6.259363425925926,3.169925001442312
1010891,5,5,0.0,0.2,-0.5397046925180923,4.470532407407408,2.321928094887362
1011067,11,10,0.09090909090909091,0.18181818181818182,-0.03958644427055642,1.3461458333333334,3.2776134368191157
1011420,1,1,0.0,1.0,,0.0,0.0
101228,9,9,0.0,0.1111111111111111,0.008090235806385713,4.999513888888889,3.169925001442312
1012341,1,1,0.0,1.0,,0.0,0.0
1012469,131,104,0.20610687022900764,0.061068702290076333,0.4979475797589179,446.08383101851854,6.4484673489947735
101248,3,3,0.0,0.3333333333333333,-0.002537926539967962,372.90300925925925,1.584962500721156
1012767,80,41,0.4875,0.225,0.6958478775629016,443.91260416666665,4.54858702822317
1012859,46,34,0.2608695652173913,0.15217391304347827,0.1516401723491839,97.88703703703703,4.757015761951795
1012960,3,3,0.0,0.3333333333333333,-0.011190836574508712,7.330150462962963,1.584962500721156
1013080,3,2,0.3333333333333333,0.6666666666666666,-0.00017726567693322843,2.8733680555555554,0.9182958340544896
1013167,152,57,0.625,0.16447368421052633,0.18040428819673107,117.41238425925926,4.9446378096410415
101401,7,4,0.42857142857142855,0.42857142857142855,0.2268368094634485,283.0302662037037,1.8423709931771088
1014081,8,5,0.375,0.5,-0.2308466910017242,4.5896875,2.0
1014745,193,83,0.5699481865284974,0.11917098445595854,0.3385093334513785,438.2927199074074,5.609553429124297
101551,20,20,0.0,0.05,-0.00636791163978872,14.131006944444444,4.321928094887363
101577,10,8,0.2,0.2,0.10065934146377688,86.31287037037038,2.9219280948873623
1016350,1,1,0.0,1.0,,0.0,0.0
1017019,13,13,0.0,0.07692307692307693,-0.0017984351124235613,16.878425925925924,3.7004397181410926
101852,1,1,0.0,1.0,,0.0,0.0
101882,2,2,0.0,0.5,,0.9879629629629629,1.0
1019569,2,2,0.0,0.5,,3.8960648148148147,1.0
1019611,68,52,0.23529411764705882,0.058823529411764705,0.15481355918714068,361.0466435185185,5.546949789747938
102032,4,3,0.25,0.5,-0.671818662188783,1.6727314814814815,1.5
102054,1,1,0.0,1.0,,0.0,0.0
1021098,1,1,0.0,1.0,,0.0,0.0
1021828,15,12,0.2,0.26666666666666666,0.10761362799461817,6.127268518518519,3.3735572622751846
102195,70,52,0.2571428571428571,0.1,0.307720643036649,137.96335648148147,5.484122167534537
102278,1,1,0.0,1.0,,0.0,0.0
102316,115,77,0.33043478260869563,0.11304347826086956,0.2005300198084462,446.1695833333333,5.797582708946619
10235,1,1,0.0,1.0,,0.0,0.0
1023874,3,3,0.0,0.3333333333333333,-0.016545826361777267,0.37972222222222224,1.584962500721156
1023923,200,53,0.735,0.155,0.6388517432294347,423.23484953703706,4.793904134734384
1024259,33,30,0.09090909090909091,0.06060606060606061,0.23824412776872092,3.031203703703704,4.862575937540274
10244,104,65,0.375,0.08653846153846154,0.23583271416976292,295.7955324074074,5.6218044729033485
1025137,2,2,0.0,0.5,,1.8413310185185185,1.0
102516,10,7,0.3,0.2,0.47258509913081304,402.03685185185185,2.721928094887362
102517,14,11,0.21428571428571427,0.21428571428571427,0.1394067866343777,3.8312268518518517,3.3248629576173565
1025189,92,41,0.5543478260869565,0.32608695652173914,0.012154931901276197,100.9325925925926,4.210621447429519
1026652,1,1,0.0,1.0,,0.0,0.0
102668,28,21,0.25,0.14285714285714285,0.1606930147200849,68.97348379629629,4.208966082694624
1027331,1,1,0.0,1.0,,0.0,0.0
10279,1,1,0.0,1.0,,0.0,0.0
1028679,3,2,0.3333333333333333,0.6666666666666666,-0.706290124706695,1.6580439814814816,0.9182958340544896
1028995,7,7,0.0,0.14285714285714285,-0.12787651598704974,7.174618055555555,2.807354922057604
1029130,2,2,0.0,0.5,,1.496863425925926,1.0
1030755,15,15,0.0,0.06666666666666667,0.5619590200606384,296.89505787037035,3.906890595608518
103114,22,8,0.6363636363636364,0.6818181818181818,0.36409504115908925,67.96913194444444,1.795642576176944
1031375,3,2,0.3333333333333333,0.6666666666666666,-0.9263327291514915,6.580856481481481,0.9182958340544896
1031401,1,1,0.0,1.0,,0.0,0.0
103211,15,14,0.06666666666666667,0.13333333333333333,0.0055753624152159505,4.5001851851851855,3.773557262275185
1032482,1,1,0.0,1.0,,0.0,0.0
1032689,76,19,0.75,0.6447368421052632,0.4968872217155711,445.842650462963,2.2262155743037697
1033045,5,5,0.0,0.2,0.0035489070198805417,293.8660300925926,2.321928094887362
1033521,89,41,0.5393258426966292,0.24719101123595505,0.38603200304280955,368.01810185185184,4.556873542504851
103420,18,16,0.1111111111111111,0.1111111111111111,0.5426252243959446,415.0284027777778,3.94770277922009
1034485,14,14,0.0,0.07142857142857142,0.048115272841582,3.890324074074074,3.8073549220576055
103450,1,1,0.0,1.0,,0.0,0.0
1034612,2,2,0.0,0.5,,2.6477546296296297,1.0
103471,88,62,0.29545454545454547,0.14772727272727273,0.1850784099562174,70.19653935185185,5.554710126135468
103473,94,52,0.44680851063829785,0.1276595744680851,0.39618396450119,335.5112037037037,5.193807968717691
103481,12,11,0.08333333333333333,0.16666666666666666,0.17246587808277228,4.166030092592592,3.4182958340544896
1034995,36,32,0.1111111111111111,0.08333333333333333,0.26012938272105524,247.79092592592593,4.9057645846554525
1035632,1,1,0.0,1.0,,0.0,0.0
1035740,1,1,0.0,1.0,,0.0,0.0
1036283,6,5,0.16666666666666666,0.3333333333333333,0.30409019995881087,4.926087962962963,2.2516291673878226
1036822,268,79,0.7052238805970149,0.5223880597014925,0.18561765245078055,445.1758564814815,3.827945918871255
103731,1,1,0.0,1.0,,0.0,0.0
1038799,20,16,0.2,0.1,0.44994698303839964,155.32224537037038,3.9219280948873627
1039586,1,1,0.0,1.0,,0.0,0.0
104105,1,1,0.0,1.0,,0.0,0.0
104173,11,10,0.09090909090909091,0.18181818181818182,0.05679658019309701,4.544108796296296,3.2776134368191157
1041781,9,7,0.2222222222222222,0.3333333333333333,-0.19654873117519342,4.952337962962963,2.6416041678685933
104216,13,13,0.0,0.07692307692307693,0.4907120613285515,34.001805555555556,3.7004397181410926
1042488,9,8,0.1111111111111111,0.2222222222222222,0.08534027717306761,3.3055555555555554,2.94770277922009
1042512,1,1,0.0,1.0,,0.0,0.0
104376,19,18,0.05263157894736842,0.10526315789473684,0.1736335545881552,2.9780902777777776,4.142664355548848
104394,8,7,0.125,0.25,0.09801083498573074,0.9971064814814815,2.75
1044003,1,1,0.0,1.0,,0.0,0.0
1044111,1,1,0.0,1.0,,0.0,0.0
1044149,1,1,0.0,1.0,,0.0,0.0
1044401,1,1,0.0,1.0,,0.0,0.0
1044859,10,10,0.0,0.1,0.2588227409741597,7.414583333333334,3.321928094887362
1045085,6,5,0.16666666666666666,0.3333333333333333,0.1842160173612274,6.845381944444444,2.2516291673878226
1045110,41,39,0.04878048780487805,0.04878048780487805,0.7090651100552845,216.24681712962962,5.259991029008325
104520,7,6,0.14285714285714285,0.2857142857142857,-0.12933707298218358,8.315787037037037,2.5216406363433186
1045272,292,105,0.6404109589041096,0.07534246575342465,0.39722362543009054,447.78658564814816,5.943385785660509
104529,126,70,0.4444444444444444,0.1349206349206349,0.2245198428311376,427.3724074074074,5.564325909648806
104557,22,12,0.45454545454545453,0.36363636363636365,-0.02405281339083123,6.686006944444444,3.004886164091842
1045736,1,1,0.0,1.0,,0.0,0.0
1045746,1,1,0.0,1.0,,0.0,0.0
1046280,12,7,0.4166666666666667,0.25,0.029406803074857133,23.024305555555557,2.625814583693911
1046532,1,1,0.0,1.0,,0.0,0.0
1046591,46,31,0.32608695652173914,0.08695652173913043,0.6089063955556012,334.4865740740741,4.7786779885246125
104709,7,4,0.42857142857142855,0.42857142857142855,-0.09389761703685562,52.04951388888889,1.8423709931771088
1047658,4,4,0.0,0.25,-0.0329570087035732,0.816875,2.0
1047950,79,42,0.46835443037974683,0.17721518987341772,0.29406676427950407,99.03680555555556,4.759806021950983
1048574,1,1,0.0,1.0,,0.0,0.0
1049081,3,3,0.0,0.3333333333333333,-0.425,0.0006597222222222222,1.584962500721156
1049628,1,1,0.0,1.0,,0.0,0.0
1049786,4,4,0.0,0.25,0.023426899804423265,0.2975115740740741,2.0
105007,7,7,0.0,0.14285714285714285,0.030000679892697488,3.8404166666666666,2.807354922057604
1050203,2,2,0.0,0.5,,0.001412037037037037,1.0
1051656,20,16,0.2,0.15,0.38472689669398735,183.49635416666666,3.846439344671016
1052262,3,3,0.0,0.3333333333333333,-0.052025792836625874,207.71421296296296,1.584962500721156
1052324,4,1,0.75,1.0,-0.3661019460418656,55.15645833333333,-0.0
105299,3,3,0.0,0.3333333333333333,-0.1485862460926399,0.7484953703703704,1.584962500721156
1053051,2,2,0.0,0.5,,0.11280092592592593,1.0
1053414,2,2,0.0,0.5,,12.380104166666667,1.0
1053636,4,4,0.0,0.25,0.10723582406795883,0.015381944444444445,2.0
1053748,16,16,0.0,0.0625,0.08887827787997553,12.077511574074075,4.0
105381,2,2,0.0,0.5,,3.7555092592592594,1.0
1053876,3,3,0.0,0.3333333333333333,-3.6995069188805056e-05,64.13754629629629,1.584962500721156
1054034,2,2,0.0,0.5,,26.29886574074074,1.0
1054228,19,18,0.05263157894736842,0.10526315789473684,0.5350558206020898,367.2018865740741,4.142664355548848
1054457,10,7,0.3,0.4,-0.07706690317677026,116.13489583333333,2.5219280948873624
1054468,3,3,0.0,0.3333333333333333,-0.48572876633565565,51.979166666666664,1.584962500721156
1054752,1,1,0.0,1.0,,0.0,0.0
1054905,1,1,0.0,1.0,,0.0,0.0
1055175,3,3,0.0,0.3333333333333333,-0.9699063695107477,0.8644560185185185,1.584962500721156
1055499,17,17,0.0,0.058823529411764705,0.16994895904257123,6.3215972222222225,4.087462841250339
105632,59,49,0.1694915254237288,0.05084745762711865,0.12350537116652263,399.9767361111111,5.5180705916613855
105745,11,11,0.0,0.09090909090909091,-0.12070455639118001,7.076793981481481,3.4594316186372978
105787,21,19,0.09523809523809523,0.09523809523809523,0.5936130127611507,80.7121875,4.20184123230257
105796,4,4,0.0,0.25,0.16402246738306753,11.019583333333333,2.0
105900,30,24,0.2,0.1,0.6172126623914332,234.27440972222223,4.456564762130954
1059238,1,1,0.0,1.0,,0.0,0.0
1059418,1,1,0.0,1.0,,0.0,0.0
105956,4,4,0.0,0.25,0.10030459428358177,4.257685185185185,2.0
1060116,9,9,0.0,0.1111111111111111,0.2802634660738583,1.008738425925926,3.169925001442312
1060702,26,25,0.038461538461538464,0.07692307692307693,0.613850093051559,18.670034722222223,4.623516641218015
106087,72,63,0.125,0.027777777777777776,0.4113321735095297,440.07652777777776,5.919925001442314
10610,19,18,0.05263157894736842,0.10526315789473684,0.6002745814039794,337.1770138888889,4.142664355548848
106104,113,61,0.46017699115044247,0.1504424778761062,0.39455389705655125,452.19247685185184,5.3100428226158325
1062958,8,7,0.125,0.25,0.03684120650192102,24.207569444444445,2.75
1063121,4,4,0.0,0.25,-0.07599036036998141,1.0749305555555555,2.0
1063152,2,2,0.0,0.5,,2.4544212962962964,1.0
106327,106,68,0.3584905660377358,0.09433962264150944,0.3740677034383175,410.26262731481484,5.713769927333316
106329,1,1,0.0,1.0,,0.0,0.0
1063339,14,13,0.07142857142857142,0.14285714285714285,0.23021712225091034,11.48005787037037,3.6644977792004623
1063753,1,1,0.0,1.0,,0.0,0.0
1064070,3,3,0.0,0.3333333333333333,-0.0169826410123724,3.2527083333333335,1.584962500721156
106496,38,23,0.39473684210526316,0.2631578947368421,-0.0794281355632596,398.1648611111111,4.01821551467515
1065562,19,19,0.0,0.05263157894736842,0.4639980759606966,3.704699074074074,4.247927513443585
1065632,1,1,0.0,1.0,,0.0,0.0
106598,65,42,0.35384615384615387,0.2153846153846154,0.46058977091651376,412.3669675925926,4.859788868177733
1066013,6,5,0.16666666666666666,0.3333333333333333,0.29855444520468366,153.24498842592592,2.2516291673878226
1066766,6,6,0.0,0.16666666666666666,0.028373722271030206,57.88651620370371,2.584962500721156
1067,84,56,0.3333333333333333,0.05952380952380952,0.10805717100286082,448.7103240740741,5.566316494382877
1067087,6,6,0.0,0.16666666666666666,0.09683169193394175,1.518125,2.584962500721156
106729,1,1,0.0,1.0,,0.0,0.0
1068690,17,17,0.0,0.058823529411764705,0.31641954315519677,9.408078703703703,4.087462841250339
1068929,219,117,0.4657534246575342,0.0547945205479452,0.4539043574807229,452.74059027777776,6.413715190610886
1069020,182,63,0.6538461538461539,0.43956043956043955,0.5196284762091832,438.4344560185185,4.106864668469415
1069064,202,74,0.6336633663366337,0.18316831683168316,0.35559347399292895,440.759837962963,4.872546372843349
1069660,3,3,0.0,0.3333333333333333,-0.5986903539079279,1.5852199074074074,1.584962500721156
1070031,3,3,0.0,0.3333333333333333,-0.9879374787631668,0.13542824074074075,1.584962500721156
1070812,1,1,0.0,1.0,,0.0,0.0
1071003,18,12,0.3333333333333333,0.1111111111111111,0.4766620896105664,75.27164351851852,3.503258334775645
107112,2,2,0.0,0.5,,1.9586574074074075,1.0
1071189,68,28,0.5882352941176471,0.4264705882352941,0.6207046167641987,207.86872685185185,3.5300952108480823
10716,7,7,0.0,0.14285714285714285,0.3696428574051199,317.07574074074074,2.807354922057604
1071701,50,19,0.62,0.38,0.02970276192386533,420.9226736111111,3.2374509251774257
10734,4,4,0.0,0.25,0.15433799072304286,1.985798611111111,2.0
1073400,2,2,0.0,0.5,,1.0075462962962962,1.0
1073603,35,29,0.17142857142857143,0.08571428571428572,0.2356088950773936,319.34681712962964,4.7648576597402945
107405,56,37,0.3392857142857143,0.16071428571428573,0.4345635505282166,429.54744212962964,4.86460514492419
1075270,32,31,0.03125,0.0625,0.3651688502261111,2.8944675925925925,4.9375
107548,92,67,0.2717391304347826,0.09782608695652174,0.3113543396792553,398.76314814814816,5.781129754711381
1076147,2,2,0.0,0.5,,1.0428819444444444,1.0
1076353,70,53,0.24285714285714285,0.11428571428571428,0.3960515127559715,430.30672453703704,5.427577081534057
1077075,3,3,0.0,0.3333333333333333,-4.738259493176092e-06,183.20222222222222,1.584962500721156
1077197,1,1,0.0,1.0,,0.0,0.0
1077547,6,5,0.16666666666666666,0.3333333333333333,0.3310749466431801,5.949189814814815,2.2516291673878226
1078120,6,6,0.0,0.16666666666666666,0.11554816499736306,292.862974537037,2.584962500721156
1078466,66,57,0.13636363636363635,0.09090909090909091,0.47937158836707183,243.89511574074075,5.688185407171681
107885,182,62,0.6593406593406593,0.2087912087912088,0.28829232913211733,437.0960763888889,5.001829982182106
107886,122,36,0.7049180327868853,0.14754098360655737,0.4970665524417752,433.89140046296296,4.099952918211041
1078993,79,58,0.26582278481012656,0.0759493670886076,0.6248198244965013,134.08019675925925,5.62803292557895
1079107,6,4,0.3333333333333333,0.3333333333333333,0.09647337197039632,1.9997569444444445,1.9182958340544893
1079210,2,2,0.0,0.5,,6.052824074074074,1.0
1079298,91,52,0.42857142857142855,0.2087912087912088,0.4505673832216186,313.6883449074074,5.086478011203985
1079616,2,2,0.0,0.5,,15.046631944444444,1.0
107996,58,52,0.10344827586206896,0.05172413793103448,0.16821894086568934,423.11675925925925,5.638069141641994
1080410,4,4,0.0,0.25,-0.5548870200520166,3.6654166666666668,2.0
1080424,1,1,0.0,1.0,,0.0,0.0
108111,5,3,0.4,0.6,-0.407502264969746,2.5525925925925925,1.3709505944546687
1083034,2,2,0.0,0.5,,0.43840277777777775,1.0
1083246,85,32,0.6235294117647059,0.4470588235294118,0.32937778279022273,391.22002314814813,3.564360142403314
108356,2,2,0.0,0.5,,3.616585648148148,1.0
108394,24,14,0.4166666666666667,0.20833333333333334,0.14404508574362643,239.1771412037037,3.5383201891060003
1084084,4,4,0.0,0.25,0.016815574331381828,1.7125810185185186,2.0
1084542,1,1,0.0,1.0,,0.0,0.0
108470,2,2,0.0,0.5,,1.5739583333333333,1.0
1084735,149,66,0.5570469798657718,0.1610738255033557,0.6181025974586887,419.21667824074075,5.307429594503891
1084821,80,51,0.3625,0.0875,0.1449819721114006,416.9236921296296,5.351607433569359
108566,81,31,0.6172839506172839,0.3333333333333333,0.41262277167305134,334.1321875,3.6627365346630167
108579,247,155,0.3724696356275304,0.0931174089068826,0.3024975542903158,444.8870949074074,6.713586298681019
1086828,119,63,0.47058823529411764,0.13445378151260504,0.2867744441867608,334.8663310185185,5.196106875683336
1087155,8,8,0.0,0.125,-0.06786135771417191,3.968449074074074,3.0
1087745,5,5,0.0,0.2,0.17390961466496974,58.08271990740741,2.321928094887362
10879,4,4,0.0,0.25,0.02621093313632541,0.0362037037037037,2.0
1088114,107,88,0.17757009345794392,0.037383177570093455,0.34023114554105993,275.99936342592594,6.353525163930801
108816,4,4,0.0,0.25,-0.9222556910844658,5.680393518518518,2.0
1088352,291,45,0.845360824742268,0.3436426116838488,0.30932538621728284,451.13189814814814,3.616511962316638
1088432,7,7,0.0,0.14285714285714285,0.34196498646539153,3.900462962962963,2.807354922057604
1088481,154,74,0.5194805194805194,0.09090909090909091,0.5598315690765127,426.26780092592594,5.669906045167115
1088540,2,2,0.0,0.5,,4.238333333333333,1.0
1088716,14,8,0.42857142857142855,0.2857142857142857,0.48120953277679857,70.14386574074074,2.753434386188785
1089739,19,15,0.21052631578947367,0.15789473684210525,0.4030660240146367,195.49671296296296,3.7871439606981383
108995,9,4,0.5555555555555556,0.6666666666666666,0.005259244069849103,4.4675,1.4466166676282082
1091119,19,17,0.10526315789473684,0.10526315789473684,0.5377049806395712,6.98974537037037,4.037401197654112
1091294,2,2,0.0,0.5,,0.9015162037037037,1.0
1091832,95,36,0.6210526315789474,0.21052631578947367,0.2939799295313409,393.30333333333334,4.320459090659417
1092055,11,8,0.2727272727272727,0.2727272727272727,0.13145200599297185,16.630208333333332,2.8453509366224363
1092266,3,3,0.0,0.3333333333333333,-0.16439218451002113,0.5352430555555555,1.584962500721156
109232,3,3,0.0,0.3333333333333333,-0.3613575396384812,4.399375,1.584962500721156
1092605,69,29,0.5797101449275363,0.2028985507246377,0.19369743057460365,424.02376157407406,4.031205706476524
109275,1,1,0.0,1.0,,0.0,0.0
109284,78,46,0.41025641025641024,0.15384615384615385,0.17784087156678585,452.0980324074074,4.998176218940353
1092863,11,10,0.09090909090909091,0.18181818181818182,0.25973471563419165,42.60429398148148,3.2776134368191157
1093236,2,2,0.0,0.5,,2.8180324074074075,1.0
1093292,3,2,0.3333333333333333,0.6666666666666666,-0.0545257473101435,333.22996527777775,0.9182958340544896
1093503,4,4,0.0,0.25,0.15990938949699934,0.06592592592592593,2.0
1095112,62,47,0.24193548387096775,0.0967741935483871,0.31901872756709615,449.00193287037035,5.324848729602133
109549,89,68,0.23595505617977527,0.056179775280898875,0.2557880602316338,109.07886574074074,5.8832721281214475
109639,1,1,0.0,1.0,,0.0,0.0
109673,423,168,0.6028368794326241,0.14657210401891252,0.39563534111746407,450.8136226851852,6.187288284948103
1097276,161,67,0.5838509316770186,0.35403726708074534,0.3172557165425092,226.27730324074074,4.635807830924213
1097382,140,89,0.36428571428571427,0.07857142857142857,0.6161013458925255,322.1733564814815,6.110832496816459
1098825,3,3,0.0,0.3333333333333333,-0.002342249496416369,0.49530092592592595,1.584962500721156
1098924,84,68,0.19047619047619047,0.03571428571428571,0.3764664582098074,334.8443634259259,5.966431261935696
109953,59,36,0.3898305084745763,0.11864406779661017,0.5219791925738076,384.42648148148146,4.825345754317709
1100017,487,173,0.6447638603696099,0.09856262833675565,0.39460865801778183,369.29189814814816,5.938986241517271
1100064,40,22,0.45,0.125,0.6525427965931448,313.3546875,4.191446071165522
1100105,66,54,0.18181818181818182,0.07575757575757576,0.3224483723876417,418.1009375,5.614628543955419
1100193,1,1,0.0,1.0,,0.0,0.0
1100738,142,39,0.7253521126760564,0.2887323943661972,0.33183303306207584,413.34688657407406,3.6247867571899652
1100881,3,3,0.0,0.3333333333333333,-0.11553262045361858,0.7280787037037038,1.584962500721156
1101074,7,7,0.0,0.14285714285714285,0.3570345549286274,174.02782407407406,2.807354922057604
1101455,9,5,0.4444444444444444,0.5555555555555556,0.11747220761649524,117.9486111111111,1.8799649487271108
1101846,101,78,0.22772277227722773,0.0594059405940594,0.177233641644377,258.6894791666667,6.1134634628641304
1102652,8,7,0.125,0.25,0.06394355364666418,10.22949074074074,2.75
1102672,136,78,0.4264705882352941,0.07352941176470588,0.29724528385912125,426.4062962962963,5.813884033395519
110301,1,1,0.0,1.0,,0.0,0.0
110346,286,194,0.32167832167832167,0.05944055944055944,0.4423809700657102,448.3551388888889,7.16499126961315
1104500,2,2,0.0,0.5,,83.57467592592593,1.0
1104506,54,10,0.8148148148148148,0.7592592592592593,0.43551754070519716,403.7099884259259,1.5249889893578221
1105460,46,41,0.10869565217391304,0.043478260869565216,0.19667596777763813,190.9460300925926,5.306170651709187
1105537,3,3,0.0,0.3333333333333333,-0.7057205226120838,17.789421296296297,1.584962500721156
1105799,25,22,0.12,0.16,0.45739394134845723,3.8290277777777777,4.323856189774723
1105853,437,112,0.7437070938215103,0.17162471395881007,0.45400961646562876,136.26699074074074,4.965399087420659
1106231,65,46,0.2923076923076923,0.27692307692307694,0.23020712673216248,426.8187615740741,4.794467235672684
1106278,7,6,0.14285714285714285,0.2857142857142857,0.20408471185444108,4.529050925925926,2.5216406363433186
1106289,4,3,0.25,0.5,-0.06075674373684301,3.309953703703704,1.5
110684,1,1,0.0,1.0,,0.0,0.0
1107173,130,88,0.3230769230769231,0.038461538461538464,0.24541847981813397,416.63917824074076,6.239686228706498
1107282,1,1,0.0,1.0,,0.0,0.0
1107350,2,2,0.0,0.5,,8.114803240740741,1.0
1107485,4,4,0.0,0.25,-0.2764547576559199,1.8618981481481482,2.0
110787,4,4,0.0,0.25,0.16081035562490767,336.14957175925923,2.0
110789,20,15,0.25,0.15,0.30257072170338695,387.595,3.7464393446710154
110817,57,39,0.3157894736842105,0.12280701754385964,0.1782134756298935,380.0617361111111,4.943924497269002
1108426,1,1,0.0,1.0,,0.0,0.0
1108585,5,4,0.2,0.4,-0.22278471514332904,173.30405092592594,1.9219280948873623
1108673,2,1,0.5,1.0,,2.214537037037037,-0.0
110891,344,93,0.7296511627906976,0.2180232558139535,0.3766950310584908,448.41596064814814,4.80210130152526
1109483,12,12,0.0,0.08333333333333333,0.21305378410294484,4.993414351851852,3.584962500721156
1110161,10,6,0.4,0.3,0.3182782887181443,149.6486226851852,2.4464393446710155
1110808,100,48,0.52,0.18,0.22444567403822524,396.4452199074074,5.036782284597662
1110862,1,1,0.0,1.0,,0.0,0.0
1110995,8,3,0.625,0.5,-0.20703045271702178,3.8371064814814817,1.4056390622295665
111119,1,1,0.0,1.0,,0.0,0.0
111136,3,3,0.0,0.3333333333333333,-0.914231770081616,10.361643518518518,1.584962500721156
111143,7,7,0.0,0.14285714285714285,0.1573758740676639,1.1991203703703703,2.807354922057604
1111500,8,8,0.0,0.125,-0.010201656885795921,3.0601736111111113,3.0
1112244,1,1,0.0,1.0,,0.0,0.0
111240,108,63,0.4166666666666667,0.10185185185185185,0.2789575582759559,429.27873842592595,5.406630787519751
1112443,1,1,0.0,1.0,,0.0,0.0
111303,100,40,0.6,0.53,0.3434553616528425,356.0446527777778,3.4480583488562293
1113478,9,8,0.1111111111111111,0.2222222222222222,0.06183192593041251,172.9708449074074,2.94770277922009
1113500,2,2,0.0,0.5,,2.2641666666666667,1.0
1113614,203,111,0.45320197044334976,0.12315270935960591,0.29567946874519097,445.4443518518519,6.069974936029674
1113641,7,6,0.14285714285714285,0.2857142857142857,0.11335409791708734,1.8197916666666667,2.5216406363433186
1113692,116,36,0.6896551724137931,0.3620689655172414,0.20360064558521393,445.8434837962963,3.8578160673427284
111494,55,48,0.12727272727272726,0.09090909090909091,0.19754162647294837,429.27288194444446,5.461184432171262
111582,50,40,0.2,0.06,0.430644167872921,427.96625,5.2136606896881865
1115851,7,7,0.0,0.14285714285714285,-0.004818426786651836,5.370092592592592,2.807354922057604
1115912,13,10,0.23076923076923078,0.23076923076923078,0.10592713087505723,58.95061342592592,3.180832987205441
111636,1,1,0.0,1.0,,0.0,0.0
11170,5,5,0.0,0.2,-0.26877639071999576,3.2711111111111113,2.321928094887362
1117430,60,41,0.31666666666666665,0.11666666666666667,0.18524669067373717,444.03905092592595,4.981460805019678
111911,130,44,0.6615384615384615,0.2923076923076923,0.48363853708338084,301.8183333333333,4.135406031874159
1119224,108,48,0.5555555555555556,0.14814814814814814,0.31687796542824553,442.1539583333333,4.895037985908978
1119375,2,2,0.0,0.5,,1.0135532407407408,1.0
1119459,1,1,0.0,1.0,,0.0,0.0
111957,7,7,0.0,0.14285714285714285,-0.0946589512608951,5.97224537037037,2.807354922057604
1119737,1,1,0.0,1.0,,0.0,0.0
111983,9,8,0.1111111111111111,0.2222222222222222,-0.16177725493341963,4.817592592592592,2.94770277922009
1120541,96,60,0.375,0.11458333333333333,0.30199677427924604,261.25016203703706,5.3559854320654505
1120830,1,1,0.0,1.0,,0.0,0.0
1121679,272,144,0.47058823529411764,0.15073529411764705,0.6438226839622645,417.8714699074074,6.368367707837387
1121776,123,26,0.7886178861788617,0.3170731707317073,0.3396600190214263,431.07739583333336,3.4654994700354296
112207,11,11,0.0,0.09090909090909091,0.19087690672899185,3.128877314814815,3.4594316186372978
