business_id,birank_fsq_score,name,city,state,stars,review_count
JbzvJJolDBT1614qo2Yiaw,0.0031709817012586486,Nelson's Green Brier Distillery,Nashville,TN,5.0,545
bLC3frEZCtstsrfjmJMJiw,0.0031423636555689485,Dolan Toyota,Reno,NV,3.5,654
hS6KNGCQVTYUdLb2edt58g,0.003131594672919457,Steamboat Natchez,New Orleans,LA,3.5,780
vznHFDZ8-oZbJRU6Bslsdw,0.003074483731618522,Clearwater Marine Aquarium,Clearwater,FL,3.0,636
sihT-_DtwOdnDDDJbXN22A,0.0030369862273856634,Cigar City Brewing,Tampa,FL,4.5,876
bErZNO33F5Bb2Gtdm-utCw,0.0030351841343308882,The Don CeSar,St. Pete Beach,FL,3.5,521
QTbahs-GVuWYL5yfdjH34A,0.003022129210451262,Indianapolis International Airport - IND,Indianapolis,IN,4.0,947
MWKowhzHQ_scqnJEqAUYgA,0.0030009475998149715,Hilton Santa Barbara Beachfront Resort,Santa Barbara,CA,2.5,288
-9NmUeTphyS9Lq1o9MACGw,0.002819242487623505,Grand Ole Opry,Nashville,TN,4.5,687
a3N9erjaLER_cH9rhsADEA,0.002771397307491917,Atlantis Bistro Napa,Reno,NV,4.5,492
iDZmCTXMxZi_HlAmOKyEeQ,0.002740151942955985,Mama's On the Hill,Saint Louis,MO,3.5,504
v1Uesklh8DpEufYOhTq4iA,0.0027388028649276033,Mar Monte Hotel - Hyatt,Santa Barbara,CA,2.5,767
dYYkzkiAQoOtRjdR0kcspw,0.0027366992044026307,Tennessee Brew Works,Nashville,TN,4.5,421
UjOq8dBVNv9weHrVDqm3kQ,0.0026816137087785174,Hotel Milo Santa Barbara,Santa Barbara,CA,3.0,825
sB45WFgysT617bKWP_WJwA,0.0026560840528706896,Budweiser Brewery Experience,Saint Louis,MO,4.5,605
zxIF-bnaJ-eKIsznB7yu7A,0.0026222369179255806,Free Tours By Foot,New Orleans,LA,5.0,769
ZhA88ILcgEP9DNwZDx7f0A,0.0026027425651521377,Honky Tonk Central,Nashville,TN,3.5,647
z4DO84nKcdDNs9cvOlQ5Rw,0.002598341483543325,Lazydays RV of Tampa,Seffner,FL,2.5,340
P8X2NUCEQm-YPTS3em1Kgg,0.0025936967789677414,Hubbard's Marina,Madeira Beach,FL,4.5,347
gQYUyfiX0q0uTnueAyeqLA,0.0024648265031926133,The Gateway Arch,Saint Louis,MO,4.0,568
DL5IVX_42Ra6DEq5d7NLrw,0.0024401547105914957,Lambertville Station Restaurant,Lambertville,NJ,3.5,436
8O35ji_yOMVJmZ6bl96yhQ,0.002430757440546861,St. Louis Lambert International Airport - STL,Saint Louis,MO,3.0,862
G_0DHhlPXZrlkh-GudV4ew,0.0024269697382031737,Ultimate Swamp Adventures,Westwego,LA,4.5,472
GjQPosKRsjgy6YOClQOUlA,0.0024194577880844045,ZooTampa at Lowry Park,Tampa,FL,4.0,522
1aj1hnqPt3rqoB8tVRHLEA,0.002387348401676205,Hotel Monteleone,New Orleans,LA,4.0,767
gIz12h3svx22dhzj9ZzVTQ,0.0023287693358196066,Sirata Beach Resort,St. Pete Beach,FL,2.5,420
TnB88L2wYnBL6X9axvzg2Q,0.0023209881995312643,Hotel McCoy,Tucson,AZ,4.5,218
5O3vEISAkmh0lnArUBp_Cw,0.0022940124633362524,Crowne Plaza New Orleans French Quarter,New Orleans,LA,2.5,724
dybSe2rNDk1hNMpes9y7Rw,0.0022726774034344628,Gate 1 Travel,Fort Washington,PA,3.5,721
LgGqdFLD7-ca0Z9F_q4Fuw,0.0022722130376381824,Postcard Inn on the Beach,St Pete Beach,FL,2.5,494
I6XG5CoPAoE2l0fQnAlJhQ,0.002266604359428116,Jean Lafitte Swamp Tour,Marrero,LA,4.5,495
arjkq9xxhTjwmncEsXNRmQ,0.002245898414566714,Harrah's Reno,Reno,NV,2.5,870
AGtZA_0tR0erViKGTCGtQg,0.0022444616631047106,Celebration Cruises,Santa Barbara,CA,4.5,297
LmKpHMXSsm36viJOGVodFw,0.00215974480181495,Missouri Botanical Garden,Saint Louis,MO,4.5,468
-xaY1TlMf20Ol9QLcDSU6Q,0.0020778915833360185,French Market,New Orleans,LA,3.5,692
A9NqmUP1L3eU40a64q5Kdw,0.0020678008374306503,Kimpton The Goodland,Goleta,CA,3.5,444
2oav5QoWgnvTI2gO5xFMjw,0.002011010734771079,Kimpton Hotel Monaco Philadelphia,Philadelphia,PA,4.0,499
4Cal2AE6cr7m6nL20Rz2kQ,0.001994987461666069,Ryman Auditorium,Nashville,TN,4.5,574
xmHRpcFzeV3TbnhB7PAlZQ,0.001994758774437735,The Birch & Vine,Saint Petersburg,FL,3.5,398
sXNh9X0jBiRtIb5a6xWWHQ,0.001991607328787081,Hilton Clearwater Beach Resort & Spa,Clearwater,FL,2.5,355
u-wkhjV7CfvGJVY7hGULjw,0.001957806762023114,Hilton New Orleans Riverside,New Orleans,LA,3.0,559
WtVOrfqLXerig9Z7iP-NzA,0.0019560671595585588,"The Roosevelt New Orleans, A Waldorf Astoria Hotel",New Orleans,LA,4.0,517
XScJI9exHgC0u_c3vmm1vQ,0.0019512521876637,Harrah's New Orleans,New Orleans,LA,3.5,691
h0wHeh0hTt6Us4W-1SHQOw,0.001924514301134196,Reno-Tahoe International Airport,Reno,NV,4.0,583
zljfjg_zTL3ceGi_Vr4OFw,0.0019173154205533581,Sheraton New Orleans Hotel,New Orleans,LA,3.0,673
fGUNmpB-Z3Tx51DM93eaBQ,0.0019031965695712348,Whitney Peak Hotel,Reno,NV,3.5,431
j1LGyDLjesniwqc1rHpctA,0.0018715768549874318,The Westin La Paloma Resort & Spa,Tucson,AZ,3.0,435
maOMGu_2dSHKydBgZdTsvQ,0.0018650513388272082,Wildhorse Saloon,Nashville,TN,3.5,559
1NwmSlcnhVttwMWNx9fqLw,0.0018521322186135579,Royal Carriages,New Orleans,LA,4.5,323
OM7W1kCHvhvThZrKRnA1PA,0.0018218690881924707,New Orleans Ghost Adventures Tour,New Orleans,LA,4.5,340
DboqYyH-S8pV6WxaF9Plow,0.0018161486188334466,Cal Coast Adventures,Santa Barbara,CA,5.0,184
0M1l6p96IffjQi9EZsdVhw,0.0018099477010443178,New Orleans Marriott,New Orleans,LA,3.5,594
jSYu2apG1uYq3eNzSA-OHw,0.0018013796627159256,Johnny Cash Museum,Nashville,TN,4.0,418
035gK3ASKDns-ojUSnV4IA,0.0017907406131087357,Rosewood Miramar Beach,Montecito,CA,3.5,189
hkh5iyDeGLNhu-JUQFRE1Q,0.0017555267519356738,Royal Sonesta New Orleans,New Orleans,LA,3.5,492
sn4-BbWfsdQ4UVukfRl2Nw,0.00175476111379577,Belle Meade Historic Site & Winery,Nashville,TN,4.0,369
3Ce8r1K1O-2JKSMXdXID-w,0.0017255116660605501,Linvilla Orchards,Media,PA,3.5,405
JODu4xqBU80zZ9mKKWrbYg,0.0017235090455833568,The 404 Kitchen,Nashville,TN,3.5,320
7Cu3gElTkQEYIknEPsNaIw,0.001721251893417907,Joyride Nashville,Nashville,TN,4.5,223
v5nFmEgsJL8Cqk_9obH-QQ,0.001716682391747064,International Medical Group,Indianapolis,IN,1.0,129
xIeHG2cqw7XEqy_M82zA7g,0.0017096349147674836,Audubon Aquarium of the Americas,New Orleans,LA,3.5,523
fkwnW_Ht2Rw9shAC7tTVCg,0.0017066538130021062,Omni Nashville Hotel,Nashville,TN,3.5,394
NDwoKO79_T49UEKVDlHd3A,0.001693497827075547,Sustainable Wine Tours,Santa Barbara,CA,5.0,358
sway6xsRT_CUC6peK_Pyww,0.0016920875964204234,Bobby Hotel,Nashville,TN,3.5,178
lZX5_8qspEXtMJGFQ0-Mow,0.001691675798687359,Philadelphia Marriott Downtown,Philadelphia,PA,3.0,595
62TxD9SH2yPtrE3jAUBpFA,0.0016695005181159605,Tito's Mexican Restaurant - Berry Farms,Franklin,TN,3.5,207
XNSUFPbLq-_NAfsFy0BS1A,0.0016687816860823151,The Godfrey Hotel & Cabanas Tampa,Tampa,FL,2.5,200
Kp-oPqTLqsdBRckvbEwnMw,0.001666824060259564,Jimmy B's Beach Bar,St. Pete Beach,FL,3.5,327
yLh19zRsOYbs2ukRTEhkpA,0.0016625841330586168,The Chloe,New Orleans,LA,4.5,101
fq44yNPMuN0dF5ZHdDuvYw,0.0016539404394338274,Movie Tavern Flourtown,Flourtown,PA,2.5,400
B2Tuf5M1wQhdwAKnD-w7Yw,0.001649699799105778,New Orleans Airboat Tours,Marrero,LA,5.0,286
EYoA7Zwg92rDj6pMAQQLTA,0.001647984598560855,JW MarriottTucson Starr Pass Resort & Spa,Tucson,AZ,3.5,437
7Y_BCrWzvzHyPtaLsacL7Q,0.0016413269193254624,Sunken Gardens,Saint Petersburg,FL,4.5,273
sitve7-2mPUQQ2bV8jLCRg,0.001618519227769202,New Orleans School of Cooking,New Orleans,LA,4.5,525
hRskO0RDRW3Cq3k7_Kggcg,0.0016184543653316593,Le Pavillon Hotel,New Orleans,LA,3.5,571
-J0RIXNexJDV-mOAyhUJIQ,0.0016043050707721933,Fox Rent A Car,Tampa,FL,1.5,340
W8YDBLJkvjVf0VUgXwE8VQ,0.0015934191888218384,Cafe Conti,New Orleans,LA,4.0,588
tt3NK-Y_Q3qFRDHVLpKTHw,0.0015899840470401383,Elevage,Tampa,FL,4.0,344
n5P6-HWN3kFSYBxfVfDxEg,0.0015781538873338888,Shephard's Beach Resort,Clearwater Beach,FL,3.0,371
F9BES1HFD3BkIudUe4oTgg,0.001575727176605075,Pima Air & Space Museum,Tucson,AZ,4.5,350
dC4Ahv-Q7t77b4fQpvptCw,0.0015730677072153883,Paradise Retreats,Santa Barbara,CA,3.5,181
InS2FvXYgG1cm4CRWlWzYw,0.0015637325902792768,Spinners Rooftop Grille,St. Pete Beach,FL,3.5,292
7fH8SmEBinkv2AI7B8dOWA,0.001557638853298448,The Palm - Nashville,Nashville,TN,3.5,337
Q0AkBTnjmOREZN144PvNjg,0.001549441582146047,TradeWinds Island Grand,St. Pete Beach,FL,3.0,356
eFZZrkHMI_XeBl14toQvew,0.0015372556496664896,Sprocket Rocket Party Bike,Nashville,TN,4.5,252
9KUs5ruPBvbko6OpjMfDzw,0.0015346816930295196,Baymont by Wyndham Reno,Reno,NV,1.5,243
P61ecBVVPgBm-zH_SYq8FA,0.001534007060230222,"St. Louis Union Station Hotel, Curio Collection by Hilton",St Louis,MO,3.5,329
NSsXMFzmmpiF9V5Nqcmvdw,0.0015155249300630288,Boomtown - Reno,Reno,NV,2.5,553
n1jYl9qU29FFZ64Sx9adgA,0.0015096961361573827,The Sazerac House,New Orleans,LA,5.0,109
o8Q3OizUJiLwNGjehdpkcg,0.0015076451412099935,Inn On The Gulf,Hudson,FL,4.0,228
rViAhfKLKmwbhTKROM9m0w,0.0015059342119675433,Casino Del Sol,Tucson,AZ,3.0,298
pg8XTtztUXc-PxRYUVoAvw,0.0014954674089568457,The Hotel Zamora,St. Pete Beach,FL,3.5,227
i1UAowqVH1cCkXudBRDwdA,0.0014571912139778056,Boise Airport,Boise,ID,4.0,373
gkwSfsu1bxyTzTY3XCW0DA,0.00145045873132004,Kimpton Canary Hotel,Santa Barbara,CA,4.0,481
PBtZNTQl5tRReeC8It1G7g,0.0014488472276423608,Safety Harbor Resort & Spa Trademark Collection,Safety Harbor,FL,3.0,305
0bvtIbpsqBJZpRKSPwIfNw,0.0014442103589949044,Panorama,Philadelphia,PA,4.0,324
5C3Xq33S5VgLun8vxTxMqA,0.001441223898424964,Two Chicks Walking Tours,New Orleans,LA,5.0,342
lnUJXI_NsX8G4HX8jrVDag,0.0014408724436717276,Hotel Preston,Nashville,TN,2.5,378
sHwHKUBKYe2PPvgyc361yw,0.0014307791975436172,Hotel Californian,Santa Barbara,CA,3.5,162
io4YNLvABJrFraEwtQBWqA,0.0014294394596024115,Philadelphia 201 Hotel,Philadelphia,PA,2.5,557
W0Re-5UviF5pJoGf3ulifg,0.0014246477176481764,Renaissance Reno Downtown Hotel & Spa,Reno,NV,3.5,209
BvqJe6XmjKC8fQsjEMsCrg,0.0014234180690143204,Pueblo Real Mexican Restaurant - Franklin,Franklin,TN,4.0,267
CU90LyF40t62BRWyzHO29A,0.001419645877661374,Nashville Zoo At Grassmere,Nashville,TN,4.0,328
mKqlE-HZViEz6v5OWBMBEA,0.0013943223693197054,Loews Ventana Canyon Resort,Tucson,AZ,3.5,369
BVOjxoXijWPfINv1eUGDKw,0.0013921753966534148,Mardi Gras World-Riverfront,New Orleans,LA,4.0,403
8BLTQlfijNA2LSFEz-d3hg,0.0013878035284958033,Tampa Marriott Water Street,Tampa,FL,3.5,374
KCm9f7cROQ-f0iyYxFxQog,0.0013846653624959362,Ace Hotel New Orleans,New Orleans,LA,3.5,265
R7I-L_gNlZZyvVspL4Xlhw,0.0013832033434590994,The Old No 77 Hotel and Chandlery,New Orleans,LA,3.0,435
Hmla5-rI6eLz4ARuJMHIjQ,0.001364792829554875,The Westin Nashville,Nashville,TN,3.0,225
2le7R7NHupc5GeBvkniMzQ,0.0013552368920264981,Opal Sands Resort,Clearwater Beach,FL,4.0,211
rNPddzp4s_Zgj3nrZcYZaA,0.0013538036850060716,Budget Rent A Car,Philadelphia,PA,1.5,293
fZuNemxoVGRN2ENWu9zvcw,0.0013526785436546152,Hyatt Regency New Orleans,New Orleans,LA,3.0,521
XnTBpbgnH0jKolelADeryQ,0.001339055013812686,NOPSI Hotel,New Orleans,LA,4.0,184
iJ3A49gtUPspc7nd4Ov2HA,0.001328649978268906,Escape My Room,New Orleans,LA,5.0,282
hb4Viui0dPDUpFqN1PbRKA,0.0013277445083668678,Hertz Rent A Car,Philadelphia,PA,2.0,359
uRST5ZEdNkLoBZROwbGxSw,0.001325882224957622,La Quinta Inn by Wyndham Reno,Reno,NV,2.5,187
0jpFptAehZhLl3nkhHDanA,0.001325248329964023,Belmond El Encanto,Santa Barbara,CA,4.0,331
9PXJkRLVWd6IMPfBzdJp2Q,0.001319981168664392,"El Conquistador Tucson, A Hilton Resort",Tucson,AZ,3.0,269
1mJS5vRCuIw1-ecLgCa8pQ,0.0013056310502548689,General RV Center,Dover,FL,2.0,133
qc7AgRToxyrZwx434dSdqg,0.0013053959038528903,Sheraton Sand Key Resort,Clearwater Beach,FL,3.5,261
1Pprt5BURngs1jvXTPWopA,0.001304438565221288,Nashville Pedal Tavern,Nashville,TN,4.5,331
rnWc8mgFnziFBbDmhdetzw,0.001301228552091895,New Orleans Passport Center,New Orleans,LA,2.5,99
D5V0Fawd6ODVgqCY8xngsw,0.0012980053447036067,Loews Philadelphia Hotel,Philadelphia,PA,3.5,505
I_FKWKPVpGts4q_HzJ-0mQ,0.001297255068221942,"The Ritz-Carlton, New Orleans",New Orleans,LA,4.0,413
A9El2DdT9Qx2tfFc_f279A,0.0012891351587026327,Kimpton Hotel Palomar Philadelphia,Philadelphia,PA,4.0,444
_E0WPHfJEYmwOUCAj-Jq1A,0.0012887645416836673,Western Village Inn and Casino,Sparks,NV,3.5,266
N2i1U4Z6GHEw9V02N2u6JA,0.001280557532201307,Hollander Hotel,St. Petersburg,FL,4.5,265
Aa0EldaVchavAAWL1DIJCw,0.00127182185410593,Tucson International Airport - TUS,Tucson,AZ,4.0,415
rbT-MIIvpSQYmnADue9xKA,0.0012679760494529702,Best Western Plus Carpinteria Inn,Carpinteria,CA,3.0,292
bjsBMTS4RD7Bs35ugv_fPA,0.0012672816672615857,The Eagle Inn,Santa Barbara,CA,4.5,368
bdxUoXumIbpfAXL4-QL73A,0.0012610921528190414,City Sightseeing New Orleans,New Orleans,LA,3.5,232
ez4kMLP6OJEIaMbMrrGRdA,0.0012600908230336134,New Orleans Secrets Tours,New Orleans,LA,5.0,215
M0c99tzIJPIbrY_RAO7KSQ,0.0012585511785138965,Hyatt Regency St. Louis at the Arch,Saint Louis,MO,3.5,430
TGa-k0lkz6t4pUpchVUoEQ,0.0012420902948886822,New Orleans Kayak Swamp Tours,New Orleans,LA,5.0,223
vRle3eQO4T767azL09rFnA,0.0012407442636506115,Lodge On The Desert,Tucson,AZ,3.5,300
4UDm69SbXGjjlbVVy3GNcQ,0.001238683019609369,Blue Bell Inn,Blue Bell,PA,3.5,295
CFlW9bfl4N63fZpQsZIkRQ,0.001237487596811793,"The Logan Philadelphia, Curio Collection by Hilton",Philadelphia,PA,3.5,211
6Mj5RiRMnHG1ixSJ683z8A,0.0012280378546693047,Virgin Hotels Nashville,Nashville,TN,3.0,70
I_VsUwgQSkXqo1I2UjnhWA,0.0012273880140746569,Audubon Zoo,New Orleans,LA,4.5,369
3XTQcobtEsU11sSN2Jn7Bw,0.0012118463051777235,Payless Car Rental,Philadelphia,PA,2.0,269
dvph41fD_t6Kd_ChSpmNSA,0.0012084801633014525,"The Ritz-Carlton, Philadelphia",Philadelphia,PA,3.5,328
V2cQOeZwPBmjpln6_p1Ygw,0.0012020730239176622,Stearns Wharf,Santa Barbara,CA,4.0,297
rryEC-u2GnR0Z2_l_bUXtA,0.0012014903217533977,Andrew Jackson's Hermitage,Nashville,TN,4.5,290
thCbLZ69suCvVNr4gPQU1Q,0.0011969100395615264,JW Marriott Indianapolis,Indianapolis,IN,4.0,395
G9rBwcWp56C8r6ZFwVuimA,0.0011851024153497467,Belmond El Encanto Dining Room,Santa Barbara,CA,3.0,224
TRaNwiGekGWa5xFIZTF9WQ,0.0011814646093958703,Vip City Tours,New Orleans,LA,4.5,258
Ku0fmO53lQt4H-hmQjOJAg,0.0011790528085012797,Club Wyndham Clearwater Beach,Clearwater Beach,FL,3.5,185
UhvOBTrHfvGJM4_xhFVH6A,0.0011772178456334373,Sixt Rent A Car,Philadelphia,PA,2.0,134
8R-ObAoppiDpucPYjyncUw,0.001176763641796366,Embassy Suites by Hilton New Orleans,New Orleans,LA,2.5,276
MKCUK6Ju67hBk6z9wU7Zww,0.00117383529401438,Omni Royal Orleans,New Orleans,LA,4.0,371
mNrV8pJO8lpEPMwF0ca2eQ,0.0011716322022161754,Executive Car Rental,Tampa,FL,1.0,190
WQ0Hn0QaJZpygRyr3ALWSg,0.0011698184065100775,The Grill at Hacienda Del Sol,Tucson,AZ,3.5,344
WRSbf7EMHP_sOHisXzq23w,0.001169308823245145,Hilton St. Petersburg Bayfront,Saint Petersburg,FL,2.5,201
cB_9eHHfo9me96cZup-lZQ,0.0011634178739432304,"The Saint Hotel, Autograph Collection",New Orleans,LA,3.5,316
HG7K0in4lGJa_LRHCqwvkg,0.0011557220712781863,William Penn Inn,Gwynedd,PA,4.0,268
YSKUg2V5dt1BazwipvPZuw,0.0011486745181989602,Timothy's The Restaurant,St Louis,MO,4.5,54
OZnYatmpbZwbtaFTJlYVhg,0.0011450332297411605,Sheraton Tampa Riverwalk Hotel,Tampa,FL,2.5,233
EEbKsmWBhkjWEzEFWsnEZA,0.0011333538702255792,Le Méridien New Orleans,New Orleans,LA,3.0,254
kYgMSD2obyOgORgd3RSE_w,0.0011326475029011082,Mr John's Steakhouse,New Orleans,LA,4.0,294
iBnj2wBO5-3moZ7corhp-w,0.001132037515240099,Hotel Congress,Tucson,AZ,4.0,378
kM0CewxK3Ize1SF92bfJYQ,0.0011285326710796116,Hilton Philadelphia at Penn's Landing,Philadelphia,PA,3.5,186
xYc9TYMNACmpl2BG_S_BYQ,0.001128053437364408,JW Marriott Nashville,Nashville,TN,4.0,119
YLnTB4kllUDfuaYugcB4Dg,0.001127464116595616,Quality Inn & Suites,Reno,NV,1.5,133
nCYaiVHMdIfub2g1IBsSuw,0.0011251353821406624,The Westin New Orleans,New Orleans,LA,3.0,367
p6H295aQCbDJ80GcpqFvwA,0.001122508447319428,Club Quarters Philadelphia,Philadelphia,PA,3.0,402
6gdAMPGsK0D_3u8h3A8H2A,0.001119443848746854,The Warwick Hotel Rittenhouse Square,Philadelphia,PA,3.0,350
HrnSaz2f1WUEoAQQ6iD6gw,0.001117503684663219,Lemon Tree Inn,Santa Barbara,CA,2.5,270
ZCxi49hVqS3zVUkRLoEwdA,0.0011129092441872046,Grim Philly Twilight Tours,Philadelphia,PA,4.0,245
vAtVp9NI8uyqDM7Wi7pcVA,0.0011080467031088657,Gray Line Tours,New Orleans,LA,4.0,367
J0AY8KwUoKZaToLzgamYpw,0.0011058804915364704,Sparks Marina RV Park,Sparks,NV,3.5,180
cAWW8h_LXJnT7mtqUDj0Zw,0.0011024183458376807,Millennium Maxwell House Hotel Nashville,Nashville,TN,2.0,360
Hc8NS3faFHUnNhYYQt0z7A,0.0010898298827528852,ART Bar at Angad Arts Hotel,St. Louis,MO,4.0,110
hnCii6jczIRh_WOlSecRIQ,0.0010875166434648816,Sheraton Grand Nashville Downtown,Nashville,TN,3.0,332
OcWjOka2Ni3IpOSotlVDbA,0.0010791705048430902,"The Ritz-Carlton, Dove Mountain",Marana,AZ,4.0,272
IgFxKVu_yHlCJsQkTYPPeQ,0.0010789360836745987,JAMNOLA,New Orleans,LA,4.5,70
gmjsEdUsKpj9Xxu6pdjH0g,0.0010727515273037007,The Voodoo Bone Lady Tours,New Orleans,LA,4.5,359
L7cO2qZurrt-7SLl2oDSrA,0.0010677239505804184,Upland Brewing Co Tasting Room,Indianapolis,IN,4.0,177
gHtOMNxliyEIqXQMoDLxww,0.0010645192359904523,Renaissance Nashville,Nashville,TN,3.5,340
Wtmv7jEPOAMO4HrassHYdA,0.001063035993071221,Ghost City Tours,New Orleans,LA,4.0,167
thFrL729C7nPDAKdTTcvVw,0.0010518122823195623,New Orleans Historic Voodoo Museum,New Orleans,LA,3.5,288
rrNF0siUBVQOOgsFVfGpKA,0.0010496161071948942,Columns,New Orleans,LA,3.5,293
BMVDzCh3om7pF2_-4TCVsQ,0.0010458000386562288,The Vinoy Renaissance St. Petersburg Resort & Golf Club,St. Petersburg,FL,4.0,311
4JWuSA8tyXHteRgh_hU_Cw,0.0010422005756695848,French Market Inn,New Orleans,LA,4.0,355
x_YfOUl2yoLaWNVU4czO4Q,0.0010351846748889078,DoubleTree by Hilton Hotel Nashville Downtown,Nashville,TN,3.0,269
APW6JU-i8oSAPCmI_cWfwg,0.0010351300875587161,Graduate Nashville,Nashville,TN,3.5,68
zmEFVIU5cakWga2cyskz2Q,0.0010330210103035333,Harbor View Inn,Santa Barbara,CA,3.5,304
R41oIvpXmZPpMT6IxIWgzg,0.0010326649292341273,"Union Station Hotel Nashville, Autograph Collection",Nashville,TN,4.0,243
YGVBacpj1YW4q69hlYKoVA,0.001031431792369338,Sonesta Philadelphia Rittenhouse Square,Philadelphia,PA,3.0,267
EgI6S-JxwpxICPsqmaggiw,0.001025315880225881,Sofitel Philadelphia,Philadelphia,PA,4.0,373
yip92_y6BgpQdcX486b_RQ,0.0010219946971029732,Sabino Canyon,Tucson,AZ,4.5,269
OKpM0cvlI7rb5j_K1XDa7A,0.00102129062783897,Southern Style Tours,New Orleans,LA,4.0,175
cC8PZ_FhQNnMm2YCYyOA1A,0.0010137347114752317,Hilton St. Louis at the Ballpark,Saint Louis,MO,2.5,340
xTCSNzu7387VHOPO7DkEzA,0.0009952785040907048,"The Notary Hotel, Autograph Collection",Philadelphia,PA,3.5,286
RboUn4PX9dXlpMY-w9MNtw,0.0009910859567646229,Epicurean Hotel Autograph Collection,Tampa,FL,4.0,193
jTI5Xjk27An8ceJ6VwpXiQ,0.0009898394005395117,DoubleTree by Hilton Hotel Philadelphia Center City,Philadelphia,PA,3.0,338
ntAX_1tnOIPTyDNB3yfyww,0.0009897026775426761,Spirit Airlines,Tampa,FL,1.5,167
nsWxhtg7XAnl5DtH-_d-vA,0.0009893234372666268,Tucson Botanical Gardens,Tucson,AZ,4.0,209
eoR7g773B74AwcAeP_x01A,0.000987410157947403,Dollar Rent A Car,Philadelphia,PA,1.5,211
El1_Myk6dJ2JSapIsONsxw,0.0009862543055709253,Old Town Trolley Tours Nashville,Nashville,TN,3.5,154
qaW-xH2tjfG0bUisSSdfAA,0.000985937377221852,Ala Mar Motel,Santa Barbara,CA,2.0,139
j_MFw1jIyDU_Nt-J4wKCHA,0.000985581092061902,Harbor House Inn,Santa Barbara,CA,4.5,322
z_UEbYUqX5aMIPgg_L0Z9g,0.0009824164198128525,Boomtown Reno,Verdi,NV,2.5,385
fwOViOCLXKwW-pmxUzEKIQ,0.0009818083945928703,Gators and Ghosts A New Orleans Tour Company,New Orleans,LA,4.5,171
Xq-8-I0U8Artr7d70SjX-g,0.0009754945783068051,30th Street Station,Philadelphia,PA,4.0,381
6IlR-3BtA1GISMljfRZfEw,0.0009701248757588654,Hotel Indigo Santa Barbara by IHG,Santa Barbara,CA,3.5,248
LnN94-sJc8U6shh_i0oclw,0.0009669992596648965,New Hope Railroad,New Hope,PA,2.0,150
