business_id,n_reviews,n_unique_users,business_leisure_ratio,seasonal_cv,multi_stay_rate,venue_stability_cv,traveler_concentration,review_velocity,revisit_rate,geographic_diversity,name,city,state,stars,review_count,subcategory
-OKB11ypR4C8wWlonBFIGw,1295,1218,0.5691119691119692,0.1624547328148184,0.053366174055829226,0.8061419713787452,0.056745344922684904,254.3031445843423,0.053366174055829226,0.45764729119874953,Atlantis Casino Resort Spa,Reno,NV,3.5,1218,Resort
iGMS1iM71HLrZN3V_kqd2g,84,81,0.5476190476190477,0.4678930788221252,0.037037037037037035,0.803713139431991,0.03439153439153442,13.026679600860056,0.037037037037037035,-1.4428232973175175e-12,Lucky Strike Bowl,Tucson,AZ,3.5,81,Hotel
bjsBMTS4RD7Bs35ugv_fPA,373,368,0.613941018766756,0.24403343762431598,0.01358695652173913,0.6722463306889589,0.013222694952791603,54.66654280790499,0.01358695652173913,0.2602706660120624,The Eagle Inn,Santa Barbara,CA,4.5,368,B&B
07D-uYB0PrSYUVpbKeojJA,209,202,0.5263157894736842,0.29930480063679454,0.034653465346534656,0.6900493663637748,0.0323321805864798,25.217845417303078,0.034653465346534656,0.3545272837691806,Windsor Court Hotel,New Orleans,LA,4.5,202,Hotel
f64wvgLjQZEhSck9iYptSw,161,159,0.6708074534161491,0.2760753488212593,0.012578616352201259,0.634768478407473,0.012266104144693202,15.06151014258622,0.012578616352201259,0.2620330982518915,The R Bar,New Orleans,LA,4.0,159,B&B
_E0WPHfJEYmwOUCAj-Jq1A,281,266,0.6120996441281139,0.2983541109167242,0.045112781954887216,0.710409113395432,0.05133385064083695,53.95066879665159,0.045112781954887216,0.20635149042712683,Western Village Inn and Casino,Sparks,NV,3.5,266,Hotel
7Iv-6B0EH-yVo5o_VnykWw,1650,1637,0.5684848484848485,0.16410950880140468,0.00794135613927917,0.9150682532864066,0.007816219618296705,281.4611738930325,0.00794135613927917,0.5679165779006128,The National WWII Museum,New Orleans,LA,4.5,1637,Hotel
TlRPLXS2HIL-g47QWnovLg,54,53,0.5925925925925926,0.4075604242794346,0.018867924528301886,0.8945613756862546,0.018169112508735097,6.303156246677223,0.018867924528301886,0.6321053595632405,Confederate Memorial Hall Museum,New Orleans,LA,4.0,53,Hotel
3NdRfVpi3-tfk9vdiJ_F7w,183,180,0.639344262295082,0.21499798440334428,0.016666666666666666,0.624397432876548,0.01612021857923507,17.083541295316692,0.016666666666666666,0.42742832330207803,Renaissance New Orleans Arts Warehouse District Hotel,New Orleans,LA,4.0,180,Hotel
5-gFqzldwedSmaFjuC06JQ,105,103,0.4857142857142857,0.5451081150953975,0.019417475728155338,0.6568508136959195,0.01867776236708285,18.69399779178692,0.019417475728155338,0.8245922390760546,Crowne Plaza St. Louis Airport,Bridgeton,MO,2.5,103,Hotel
Ddu6G10ZA6OdkU6z3Hz-2w,189,188,0.6613756613756614,0.4859038195124705,0.005319148936170213,0.58750651841922,0.005262861645840555,24.576643213983093,0.005319148936170213,0.319784607980114,"The Magic House, St. Louis Children's Museum",St. Louis,MO,4.5,188,Hotel
rcjVayUW3WjF5CL-SBMy-A,125,121,0.608,0.34844485673032716,0.03305785123966942,0.9445668560004346,0.030942148760330523,1.6541158255531956,0.03305785123966942,0.6033247152408446,Four Seasons Hotel,Philadelphia,PA,4.0,121,Hotel
cdrMvOVFFBSwYHb3s06U9w,271,250,0.6309963099630996,0.25851335628246486,0.068,0.695052815257181,0.07298892988929895,4.176896371812545,0.068,0.3634792120879642,Septa 5th Street Station,Philadelphia,PA,2.0,250,Hotel
92HeuR3hbRwGopK5zmmuag,210,206,0.5761904761904761,0.2253012825163786,0.019417475728155338,0.5393761969014063,0.01867776236708285,15.153929116913908,0.019417475728155338,0.3391985444919946,Spanish Garden Inn,Santa Barbara,CA,4.5,206,Hotel
DJk8xrCvpN9MmG6mQbn0lQ,59,59,0.6949152542372882,0.4786311473308184,0.0,0.44316983432855106,0.0,0.17810367384868955,0.0,-1.4428232973175175e-12,New Century Travel,Philadelphia,PA,3.0,59,Hotel
Gq0uY-nzwgHjlTGLSogKGg,206,202,0.616504854368932,0.3060668150264847,0.01485148514851485,0.8005717599336616,0.019177160434490137,28.693423811324113,0.01485148514851485,0.5971960361878336,Omni Severin Hotel,Indianapolis,IN,3.5,202,Hotel
9FYoGKO-d6LEgQzs-gVawA,88,87,0.5454545454545454,0.39578925703962575,0.011494252873563218,0.6963106238227913,0.011233019853709392,12.937038636951833,0.011494252873563218,0.5377222591634805,"Desmond Hotel Malvern, a DoubleTree by Hilton",Malvern,PA,3.0,87,Hotel
SyAYFxPBjuaHajx9iE7wLQ,167,162,0.5508982035928144,0.3024773922614723,0.030864197530864196,0.5613073808821379,0.029016041990093777,18.104352433816796,0.030864197530864196,0.44824586987995174,Saint Louis Galleria,Saint Louis,MO,3.5,162,Hotel
5skL69RhjE0byYLjyqVG5w,181,180,0.5469613259668509,0.2519944942381245,0.005555555555555556,0.7789719383513488,0.005494168201350513,34.79685938677227,0.005555555555555556,0.1487076387422899,Santa Barbara Inn,Santa Barbara,CA,4.0,180,Hotel
-QI8Qi8XWH3D8y8ethnajA,2235,2149,0.5892617449664429,0.14419835839904227,0.03350395532805956,0.7676782479660235,0.037379854112469024,253.54116994931024,0.03350395532805956,1.4480863808003164,Philadelphia International Airport - PHL,Philadelphia,PA,2.5,2149,Hotel
ytynqOUb3hjKeJfRj5Tshw,5778,5721,0.5861889927310489,0.09398093594286921,0.00926411466526831,0.8892013166779841,0.009779725506503523,754.4392720437195,0.00926411466526831,0.645362174837989,Reading Terminal Market,Philadelphia,PA,4.5,5721,Inn
BnzAXu_3S2CRQOG_vMIYRw,972,921,0.5843621399176955,0.27384040756566463,0.04451682953311618,0.8309278044136,0.05053328150203518,158.75567813321445,0.04451682953311618,0.3026079078338909,Sands Regency,Reno,NV,2.0,921,Hotel
m-7KjNS6cXpHC3ePfLA36w,59,57,0.6101694915254238,0.5516350893836754,0.03508771929824561,0.6827865353382581,0.032708890871245844,7.581090478632671,0.03508771929824561,0.7575620766011995,Residence Inn by Marriott Reno,Reno,NV,3.0,57,Hotel
3pamD1Qj7MXrF6dglK_guQ,163,159,0.5214723926380368,0.23165648898257338,0.018867924528301886,0.5122117694708637,0.024154030173245467,11.107244258665045,0.018867924528301886,0.1100184422235151,Club Congress,Tucson,AZ,4.0,159,Hotel
8O35ji_yOMVJmZ6bl96yhQ,896,863,0.5703125,0.11354646258303511,0.028968713789107765,0.7505836002214333,0.035996213375268926,104.32903460624514,0.028968713789107765,1.4703253288459528,St. Louis Lambert International Airport - STL,Saint Louis,MO,3.0,862,Hotel
wqXxljKfGErIHz3LQfuQlg,107,106,0.5887850467289719,0.38984399279652737,0.009433962264150943,0.7195934898795634,0.009257626520895679,2.0984440617308637,0.009433962264150943,0.5180943722607931,St Louis Union Station,Saint Louis,MO,2.5,106,Hotel
c_4c5rJECZSfNgFj7frwHQ,1896,1849,0.6060126582278481,0.11972204192073604,0.02055164954029205,0.8532026009969331,0.024371139149226506,243.45700035487062,0.02055164954029205,0.8735089505700256,Tampa International Airport,Tampa,FL,4.0,1849,Hotel
rSYyGcZZziJLsqKl5hMcDw,1292,1249,0.6029411764705882,0.25716085236456065,0.03282626100880705,0.6597178686415779,0.03223755474968204,169.9539915204263,0.03282626100880705,0.3487604336453693,Circus Circus Reno,Reno,NV,2.5,1249,Hotel
UVF59iJepR3kpuG-1HMiQA,110,109,0.5909090909090909,0.29358275487403723,0.009174311926605505,0.7434215626646236,0.009007506255212627,15.006679946111145,0.009174311926605505,0.3567556028736249,Secret Garden Inn & Cottages,Santa Barbara,CA,3.5,109,B&B
xIxaczgUFRr5C1LNbQSKow,132,129,0.6212121212121212,0.2158275183008363,0.023255813953488372,0.6235850220838941,0.022198731501057,20.363141507544622,0.023255813953488372,0.49043305610907834,San Ysidro Ranch,Santa Barbara,CA,4.5,129,Hotel
7ksGJFAvz6UJa_QrcK8ZEg,269,261,0.6356877323420075,0.24170066976598475,0.019157088122605363,0.5944856689738572,0.029340967682205843,30.192429979887017,0.019157088122605363,0.39994358025540994,Hotel Santa Barbara,Santa Barbara,CA,3.5,261,Hotel
M9OmBqomgvMt0SH5G4prBw,90,89,0.6111111111111112,0.4422166387140533,0.011235955056179775,0.6761212300286638,0.01098626716604234,15.536721486696026,0.011235955056179775,0.17757518221106572,Andrew Jackson Hotel,New Orleans,LA,3.0,89,B&B
hS6KNGCQVTYUdLb2edt58g,788,780,0.5520304568527918,0.2565792312865993,0.010256410256410256,0.8732627842599083,0.010048158271508623,136.29112113486087,0.010256410256410256,0.3785617273868115,Steamboat Natchez,New Orleans,LA,3.5,780,Hotel
ve_-rPlEGPClytyJtY55Vw,1653,1576,0.5468844525105868,0.16309721915543354,0.04187817258883249,0.9197258286124539,0.04487725747065019,302.7865315692566,0.04187817258883249,0.3483828939758358,Nugget Casino Resort,Sparks,NV,2.5,1576,Resort
yGvPhL8LwQtyCtMrAgIvBA,401,378,0.628428927680798,1.1605038133609715,0.047619047619047616,0.4946354337158196,0.05517291427515869,39.53955211213632,0.047619047619047616,0.4710241255248715,Mt Rose Ski Tahoe,Reno,NV,4.0,378,Resort
z_UEbYUqX5aMIPgg_L0Z9g,410,385,0.5682926829268292,0.23342460828490408,0.046753246753246755,0.6235563537275868,0.05868862844472611,40.167002452902324,0.046753246753246755,0.33283588695746896,Boomtown Reno,Verdi,NV,2.5,385,Hotel
iDZmCTXMxZi_HlAmOKyEeQ,516,504,0.560077519379845,0.17931807829716723,0.021825396825396824,0.7392168287726605,0.022786698658791682,118.83474819491595,0.021825396825396824,0.3243179106275519,Mama's On the Hill,Saint Louis,MO,3.5,504,Hotel
uiLHEHh1VZ6u8Wx1kXcROg,241,237,0.5560165975103735,0.3498117941190328,0.016877637130801686,0.5795201641795087,0.016317383616086367,22.82744819888635,0.016877637130801686,0.3401697047550302,The Fox Theatre,Saint Louis,MO,4.5,237,Hotel
oVr68YLI0PMSkEc_SHMkFA,162,157,0.46296296296296297,0.276258471336916,0.03184713375796178,0.7223969663033264,0.02988126130376667,19.49473725441131,0.03184713375796178,1.0903926769707804,"The Ritz-Carlton, St. Louis",St. Louis,MO,4.0,157,Hotel
rrNF0siUBVQOOgsFVfGpKA,301,293,0.5614617940199336,0.27223365466175126,0.023890784982935155,0.5609484767454004,0.02601113467055205,44.76092828263666,0.023890784982935155,0.23954167153982675,Columns,New Orleans,LA,3.5,293,Hotel
J6ZSgoKCLBDMMzuhM-aYGg,998,934,0.5951903807615231,0.1855570157135427,0.05353319057815846,0.6266177291738128,0.06132822389961934,143.90934800369942,0.05353319057815846,0.3843867507766955,Eldorado Resort Casino,Reno,NV,3.0,934,Resort
4xNBm3oGqSryXvvl2X3TuQ,255,255,0.5333333333333333,0.33283175012483524,0.0,1.2011568497818168,0.0,30.75176148235006,0.0,0.14785370335500234,Shephard's Ocean Flame,Clearwater Beach,FL,3.0,254,Resort
2tzM3YrsqPa4qPVsfn3-tA,183,180,0.5573770491803278,0.44573065889942454,0.016666666666666666,0.7040197475705176,0.01612021857923507,19.327054255356117,0.016666666666666666,0.9282377225838567,Hyatt Regency Indianapolis,Indianapolis,IN,3.0,180,Hotel
I_FKWKPVpGts4q_HzJ-0mQ,425,414,0.6,0.228580146330853,0.026570048309178744,0.6496152707564685,0.025194657573174295,55.16691035888619,0.026570048309178744,0.704662939232561,"The Ritz-Carlton, New Orleans",New Orleans,LA,4.0,413,Hotel
zljfjg_zTL3ceGi_Vr4OFw,688,673,0.5755813953488372,0.1614639380000911,0.017830609212481426,0.6566216368960298,0.02147188914613496,82.42592899016175,0.017830609212481426,0.7089341333928572,Sheraton New Orleans Hotel,New Orleans,LA,3.0,673,Hotel
X8hwEPRoRcLjbKVlVt1b1g,878,866,0.5968109339407744,0.34785891563907545,0.013856812933025405,0.6336843663142259,0.013478039003193443,157.32819615399114,0.013856812933025405,0.5880037268126053,Saint Louis Zoo,St Louis,MO,4.5,866,Hotel
kfkhc8PaFdbk8aQ9suZIfw,143,142,0.6083916083916084,0.2960581525174479,0.007042253521126761,0.805251157125405,0.006943760464887205,24.196736895295334,0.007042253521126761,0.5801119912851964,Tucson Marriott University Park,Tucson,AZ,2.5,142,Hotel
ubrkUuNeJpGegZfpmMLJFA,74,74,0.527027027027027,0.3230934875337152,0.0,0.6246150854797455,0.0,9.44189341122947,0.0,0.3472277076744715,DoubleTree by Hilton St. Louis Forest Park,Saint Louis,MO,3.5,74,Hotel
WQ0Hn0QaJZpygRyr3ALWSg,359,344,0.5431754874651811,0.32640811539860254,0.0377906976744186,0.6941167996884816,0.04038187471659005,49.90384808479856,0.0377906976744186,0.1374770918948247,The Grill at Hacienda Del Sol,Tucson,AZ,3.5,344,Resort
Fl6uvu7t9Hu-ZYjKH6OkgA,56,54,0.6607142857142857,0.49487165930539345,0.037037037037037035,0.6430097498961725,0.03439153439153442,9.286852620256251,0.037037037037037035,0.1330396486078136,The National Museum of Transportation,Saint Louis,MO,4.0,54,Hotel
ORL4JE6tz3rJxVqkdKfegA,1670,1639,0.5736526946107784,0.18894572758712255,0.018913971934106162,0.8195047780961286,0.01821177656888784,269.95732200064015,0.018913971934106162,1.0957857280914682,Gaylord Opryland Resort & Convention Center,Nashville,TN,3.0,1639,Resort
R7I-L_gNlZZyvVspL4Xlhw,438,435,0.5981735159817352,0.18003527141719752,0.006896551724137931,0.8786113731320444,0.006802078412848411,59.82301346983656,0.006896551724137931,0.2903740352821511,The Old No 77 Hotel and Chandlery,New Orleans,LA,3.0,435,Hotel
GbGbh15JQXb0-V-XYGGp5w,86,84,0.6627906976744186,0.38019715877655763,0.023809523809523808,0.6200598625747632,0.02270210409745288,12.381380443629684,0.023809523809523808,0.6001440461807303,Drury Inn St Louis at Union Station,St. Louis,MO,4.5,84,Hotel
3QPAh9VvYNTnqAFgBeBcng,171,168,0.5964912280701754,0.2728158636903783,0.017857142857142856,0.4516094255711546,0.017230576441102707,18.538910551197905,0.017857142857142856,0.5739156416773572,Alexander Inn,Philadelphia,PA,4.5,168,B&B
2KWdqoTYBTpBq-Rlb4sR5w,272,262,0.6691176470588235,0.18654403992039173,0.03435114503816794,0.5331026029165938,0.03561405478221835,35.293332719148836,0.03435114503816794,0.3637815085306195,Montecito Inn,Santa Barbara,CA,3.5,262,Hotel
zJErbOQMKX-MwHs_ulV7DA,222,217,0.5585585585585585,0.281817217866136,0.018433179723502304,0.5466593832258928,0.02216963507286085,28.309208262746928,0.018433179723502304,0.7575257337876224,Philadelphia Marriott Old City,Philadelphia,PA,3.0,217,Hotel
Q2PsfIw2sPKNlkR-0sQBpw,131,131,0.6030534351145038,0.29087876157645265,0.0,0.7012272076581851,0.0,22.619197978042802,0.0,1.0548639289068118,The Betsy Ross House,Philadelphia,PA,4.0,131,Hotel
HgZdR5SLKW6I6cGUwqNmdA,122,121,0.5081967213114754,0.4253114037203997,0.008264462809917356,0.828523635601459,0.00812897981303351,24.771157335273017,0.008264462809917356,0.5640281243167593,Conner Prairie,Fishers,IN,4.5,121,Hotel
MKCUK6Ju67hBk6z9wU7Zww,375,371,0.6026666666666667,0.21837082722245243,0.01078167115902965,0.7029810808265041,0.01055166217430381,50.360145928960165,0.01078167115902965,0.41441460777073785,Omni Royal Orleans,New Orleans,LA,4.0,371,Hotel
2L4yheXAK8RZHoFJEZP-bA,55,55,0.6,0.6324555320336759,0.0,0.4839575146984059,0.0,9.853260735129554,0.0,-1.4428232973175175e-12,The Lodge At Ventana Canyon,Tucson,AZ,3.5,55,Hotel
iBnj2wBO5-3moZ7corhp-w,388,378,0.5541237113402062,0.1260325808735838,0.026455026455026454,0.6645212605222238,0.02509136529755085,48.401380923082755,0.026455026455026454,0.23242549344791727,Hotel Congress,Tucson,AZ,4.0,378,Hotel
bbQZwqg5mUVS8c0Exc6jHw,295,283,0.5966101694915255,0.18063809664844807,0.0353356890459364,0.47694646219311165,0.039432233335329636,35.45777112369722,0.0353356890459364,0.25630436538960666,Club Cal Neva,Reno,NV,3.0,283,Hotel
qQmdJFMWoDe2T2lbacBE8g,219,210,0.5707762557077626,0.3338134915513628,0.0380952380952381,0.6099289892896069,0.039682539682539764,33.49954077120685,0.0380952380952381,0.4204917105694233,Best Western Plus Pepper Tree Inn,Santa Barbara,CA,3.5,210,Hotel
_QohBRBxWuwlIUuHj5_fZQ,705,692,0.6028368794326241,0.25743801637879443,0.015895953757225433,0.7961422231220572,0.018183495265035043,28.394492773114756,0.015895953757225433,0.5000626123358146,Fess Parker's DoubleTree Resort,Santa Barbara,CA,3.0,692,Hotel
cdZf-iYQRy5D18gTM95aew,169,168,0.5739644970414202,0.3182089860295562,0.005952380952380952,0.7059182344073255,0.005881938574246348,22.19407729493219,0.005952380952380952,1.0096767026552933,The Bellevue Hotel,Philadelphia,PA,3.5,168,Hotel
hkh5iyDeGLNhu-JUQFRE1Q,501,492,0.5828343313373253,0.15793364799839232,0.018292682926829267,0.6563388258059565,0.017635460785745627,75.4556753201886,0.018292682926829267,0.4322514162276135,Royal Sonesta New Orleans,New Orleans,LA,3.5,492,B&B
P0yKtQ4cFjNTY1X2CIdzBw,252,246,0.5238095238095238,0.20607151922791175,0.012195121951219513,0.8172989708238659,0.023615950445218692,37.10319160724132,0.012195121951219513,0.6477700338612148,Grand Hyatt Tampa Bay,Tampa,FL,4.0,246,Hotel
kYMbb8w911cQ0so_ExzlEQ,135,134,0.562962962962963,0.30351476425573126,0.007462686567164179,0.9229582069908973,0.007352128247650747,16.164521045849625,0.007462686567164179,0.6701210547223573,Easley Winery,Indianapolis,IN,4.5,134,Hotel
HLh0we-7JQ322p6a7z5hAA,164,159,0.5487804878048781,0.24829743111608726,0.025157232704402517,0.842876155884267,0.029835864396379863,10.664649463215586,0.025157232704402517,0.055037935080323695,Arizona Inn,Tucson,AZ,4.0,159,Hotel
o5w6WfzeqpP8S_ewvy_pMA,137,135,0.6204379562043796,0.29517157301067853,0.014814814814814815,0.6467004990802795,0.014382265477156153,30.24148160407246,0.014814814814814815,0.23697549925686773,Marina Beach Motel,Santa Barbara,CA,4.5,135,Hotel
4Cal2AE6cr7m6nL20Rz2kQ,581,574,0.5851979345955249,0.11051127614359516,0.012195121951219513,0.732099580036,0.011901263590949007,85.97164955823828,0.012195121951219513,0.9287302305019288,Ryman Auditorium,Nashville,TN,4.5,574,Hotel
d-9vXGzbI2eZAJWKb06h3A,197,196,0.6751269035532995,0.20853224134357345,0.00510204081632653,0.6211782239202311,0.0050502434476329405,18.561059656306636,0.00510204081632653,0.7495324901948668,The Station Inn,Nashville,TN,4.5,196,Hotel
rOQ6I3QglJeXev8Wsx9hkw,123,122,0.6585365853658537,0.2794495388769517,0.00819672131147541,0.8527331845336878,0.008063441290150797,1.5485835652365458,0.00819672131147541,0.7558441609565031,Hyatt Regency Philadelphia,Philadelphia,PA,3.5,122,Hotel
kKfwRhExL-lwLFWF3aw3nQ,208,201,0.5480769230769231,0.29656451410685347,0.029850746268656716,0.8647299874431509,0.03276884806735536,30.7663040202142,0.029850746268656716,0.09041338526322676,Omni Tucson National Resort,Tucson,AZ,3.0,201,Hotel
xTCSNzu7387VHOPO7DkEzA,288,286,0.5173611111111112,0.2723587577613265,0.006993006993006993,0.6767215468616932,0.00689588189588175,41.816707580966295,0.006993006993006993,1.0112025410048988,"The Notary Hotel, Autograph Collection",Philadelphia,PA,3.5,286,Hotel
h0wHeh0hTt6Us4W-1SHQOw,599,583,0.5876460767946577,0.1373309260613176,0.024013722126929673,0.7204664136515756,0.02614420260182082,81.71351219163255,0.024013722126929673,1.155771675045663,Reno-Tahoe International Airport,Reno,NV,4.0,583,Hotel
KGBjEO-FilXoCK_Pk-jsvA,108,108,0.5648148148148148,0.3213328024360983,0.0,0.6126423816801183,0.0,12.318821255235054,0.0,0.5598764568780623,Penn's View Hotel,Philadelphia,PA,4.0,108,Hotel
dvph41fD_t6Kd_ChSpmNSA,337,328,0.5727002967359051,0.21227414292091035,0.021341463414634148,0.6301185371555498,0.026226749656220738,51.08057201717497,0.021341463414634148,0.8416885634307031,"The Ritz-Carlton, Philadelphia",Philadelphia,PA,3.5,328,Hotel
WC_0wcISjdbmWpgfuYspsw,179,172,0.5865921787709497,0.17260178230539794,0.03488372093023256,0.9234751649539883,0.037904378329219224,33.11134213416921,0.03488372093023256,0.14284251788562372,Steamboat Hot Springs Healing Center & Spa,Reno,NV,4.0,172,Resort
xVCZkeT2_R7B_9bcnpO2Uw,90,88,0.6222222222222222,0.4458563432181702,0.022727272727272728,0.8521681032463467,0.02171717171717158,9.278322215813796,0.022727272727272728,0.2685426462257918,Lafayette Hotel,New Orleans,LA,3.5,88,Hotel
rh0NFfOWQ_eSTYHup9pAkQ,61,61,0.639344262295082,0.3975198574748243,0.0,0.5520478111633684,0.0,6.317063650764265,0.0,0.12068101401063845,Coast Village Inn,Santa Barbara,CA,3.5,61,Hotel
LmKpHMXSsm36viJOGVodFw,499,468,0.56312625250501,0.38605973340547034,0.04700854700854701,0.5625036674208839,0.05982477776064954,92.70432551436747,0.04700854700854701,0.5192391375012879,Missouri Botanical Garden,Saint Louis,MO,4.5,468,Hotel
zrfPrfX4AMGEJ_AHF91J_w,167,161,0.5688622754491018,0.31315184607727614,0.037267080745341616,0.6081182950332213,0.03458920667980814,19.41407664038777,0.037267080745341616,0.8587493099536307,Indianapolis Marriott Downtown,Indianapolis,IN,3.5,161,Hotel
NSsXMFzmmpiF9V5Nqcmvdw,582,553,0.5292096219931272,0.1511317319235332,0.04701627486437613,0.719346046261758,0.047718474052807824,64.0879545650111,0.04701627486437613,0.3106574139251471,Boomtown - Reno,Reno,NV,2.5,553,Hotel
4i4kmYm9wgSNyF1b6gKphg,990,949,0.601010101010101,0.07998664217723199,0.032665964172813484,0.7539813720490716,0.04036572255750337,163.133740493943,0.032665964172813484,1.673109320155959,Nashville International Airport - BNA,Nashville,TN,3.5,949,Hotel
3lNXuyquPs-hhJ6Wf60woQ,67,67,0.5373134328358209,0.5149106245306868,0.0,0.5220325727193901,0.0,13.664446728801217,0.0,0.7850320648593833,Avis Rent A Car System,Nashville,TN,2.0,67,Hotel
p8FH_mX7hMyjgauPMVwU9w,76,76,0.5921052631578947,0.3583728863363446,0.0,0.7533574258197204,0.0,11.72311426708694,0.0,0.649398730307381,Drury Inn & Suites Nashville Airport,Nashville,TN,4.0,76,Hotel
R-FCQ9R0emv37lMJt4hN9Q,242,235,0.6239669421487604,0.20040257277656431,0.029787234042553193,0.6499883098568913,0.028064005626868394,28.233802580784083,0.029787234042553193,0.8693937090801805,The Westin St. Louis,Saint Louis,MO,3.5,235,Hotel
Ip44jRF1HPPAoJp7HR7ReQ,214,210,0.5794392523364486,0.4201924187136081,0.01904761904761905,0.8559033416089156,0.018335558522474482,27.15811121822024,0.01904761904761905,0.15151220289081152,MOSI,Tampa,FL,3.0,210,Hotel
ECmPXOHont5XlHp3zs4g4A,229,221,0.6200873362445415,0.28567218211418693,0.03619909502262444,0.8383187701842091,0.03366990061056341,33.11614659823553,0.03619909502262444,0.32216148770026387,Spa Atlantis,Reno,NV,4.0,221,Resort
PBtZNTQl5tRReeC8It1G7g,311,305,0.5755627009646302,0.26856793865221124,0.019672131147540985,0.8468129174671959,0.01891307785567453,62.526528049933034,0.019672131147540985,0.1270276530834603,Safety Harbor Resort & Spa Trademark Collection,Safety Harbor,FL,3.0,305,Resort
eNDmwbkedbpxq5taws9AqA,124,120,0.6290322580645161,0.3435969153284882,0.025,0.9874858047877707,0.03158602150537648,20.603783901221355,0.025,0.3989784154766912,Innisbrook Resort,Palm Harbor,FL,3.0,120,Resort
hnCii6jczIRh_WOlSecRIQ,339,332,0.6047197640117994,0.30079029318710343,0.02108433734939759,0.8307455840325697,0.020213597753847123,45.789055466845106,0.02108433734939759,1.2194189181590536,Sheraton Grand Nashville Downtown,Nashville,TN,3.0,332,Hotel
8_O6LXLyMgpq1g9CIwcW4w,181,180,0.569060773480663,0.3569808642933976,0.005555555555555556,0.47627599412920574,0.005494168201350513,16.21281798267716,0.005555555555555556,0.9821706604589409,National Constitution Center,Philadelphia,PA,4.0,180,Hotel
xZlP6e7S2RdWu5eB-fuNKw,178,175,0.4887640449438202,0.6654183336836034,0.017142857142857144,0.8745195187618804,0.01656500802568206,23.778749842048096,0.017142857142857144,0.33172924309892,Motel 6,Carpinteria,CA,2.5,175,Hotel
bxCZhjkfBxa-W1VzYpnjEQ,58,58,0.6724137931034483,0.4306895171309241,0.0,0.6691851246870548,0.0,11.612452944045621,0.0,0.5548812694002573,SpringHill Suites by Marriott Tampa Westshore Airport,Tampa,FL,4.0,58,Hotel
