business_id,name,city,state,latitude,longitude,stars,review_count,is_open,categories,parking_lot,parking_street,parking_valet,parking_garage
bqmX882_6AxVA_uHEQ70sQ,Shanghai Station,Philadelphia,PA,39.9516153765,-75.2033457223,4.0,46,0,"Shanghainese, Restaurants, Sushi Bars, Szechuan, Sports Bars, Lounges, Asian Fusion, Thai, Karaoke, Chinese, Nightlife, Bars",False,True,False,False
TzrA1TsKMKbrZBkw3q6DEQ,Scout's Treat Truck,Indianapolis,IN,39.904342,-86.0631561,4.5,20,1,"Cupcakes, Street Vendors, Food Delivery Services, Food Trucks, Desserts, Food",False,True,False,False
Edg22x3CZkIv0GUib2oEFA,Mellow Mushroom,New Orleans,LA,29.9486236188,-90.1312502816,3.5,149,0,"Pizza, Restaurants, Bars, Nightlife, Sandwiches",False,True,False,False
VVvUBlc_WIEb8obKGq39dA,Four Green Fields,Tampa,FL,27.9803985924,-82.5377866183,4.5,39,1,"Irish Pub, Bars, Restaurants, Irish, Nightlife",False,False,False,
py5aKmlTB2NarfsfcOpHOQ,Cafe Con Leche,Tampa,FL,27.9767745,-82.5374233,2.5,55,1,"Restaurants, Breakfast & Brunch, Coffee Roasteries, Coffee & Tea, Food",,False,False,
jL_NufxqXi-BpW5uXKsPwQ,CVS Pharmacy,Philadelphia,PA,40.0612774187,-75.2372046062,3.0,11,1,"Drugstores, Pharmacy, Health & Medical, Convenience Stores, Food, Shopping",True,False,False,False
wZhGuW7vQpfhxeEvLHkTrA,Express Cafe,Meridian,ID,43.6196488,-116.3871392,4.5,119,1,"Restaurants, Breakfast & Brunch",True,False,False,False
YR0nwxBOKk6DiLHNItfsBQ,Boston Pizza,St Albert,AB,53.625071,-113.6166452,3.5,14,1,"Italian, Chicken Wings, Pizza, Restaurants",False,False,False,False
n8ecak12IF_jhnPNs37AZA,Baltic Bakery,Philadelphia,PA,39.9768798,-75.1161695,4.5,12,1,"Food, Bakeries, Restaurants",False,True,False,False
jcL_qaGJiappzpnn-ifSoA,Fat Jakks,Edmonton,AB,53.5515508,-113.4951554,4.0,8,0,"Chinese, Restaurants, Filipino",False,False,False,False
_T0cPZE2ZJOTTlYYKMP64Q,Brown Sugar Bakery & Cafe,Philadelphia,PA,39.9563959,-75.2253784,4.5,66,1,"Cupcakes, Caribbean, Restaurants, Trinidadian, Food, Bakeries, Cafes",False,True,False,False
dJfkfBbJz7wi0RgW-ph_Eg,Sake House,Tampa,FL,28.055212,-82.399374,3.0,140,0,"Restaurants, Sushi Bars, Japanese",True,False,False,False
VbItL6RDULtnw4YvB6EhVg,Jon's Bar & Grille,Philadelphia,PA,39.9412993,-75.1477446,3.0,178,0,"Tex-Mex, Restaurants, American (Traditional), Nightlife, Bars",False,True,False,False
W57cR9a7XP6RX56MSWHJJA,Las Margaritas,New Orleans,LA,29.95029,-90.074887,3.5,58,0,"Mexican, Restaurants",False,True,False,False
x7_p5O3ChQa7shdHCcLHZQ,Olivier's Creole Restaurant,New Orleans,LA,29.9510658,-90.0715323,3.5,172,0,"Event Planning & Services, Party & Event Planning, Restaurants, Seafood, Soul Food, Southern, Ethnic Food, Specialty Food, Venues & Event Spaces, Cajun/Creole, Food",False,True,False,False
JF7iyI3wA_AKi_iXOKi0Qw,Parlor Suburban Square,Ardmore,PA,40.008645,-75.288802,3.5,61,0,"Italian, Pizza, Gluten-Free, Restaurants, Bars, Wine Bars, Nightlife",True,True,False,False
xa6JYHDgVza7CuenKBJBHw,Taqueria El Sitio,Hermitage,TN,36.191654,-86.6254189,4.5,8,0,"Latin American, Mexican, Restaurants",False,False,False,False
1dSKEitDDgIkaApe6UNMSA,The Pepper Pott,Nashville,TN,36.1530043,-86.8433279,5.0,18,1,"Caribbean, Food, Restaurants, Food Trucks",True,True,False,False
rZw9O5lJ36m_mXeRKE4G9A,La Sponda,Downingtown,PA,40.0062075104,-75.7044510304,4.5,29,1,"Italian, Restaurants, Salad, Bars, Venues & Event Spaces, Wine Bars, Nightlife, Event Planning & Services",True,,False,
