business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories,subcategory
s1PNBO9o5jIgNd5YWUDLXQ,The Independent Hotel,1234 Locust St,Philadelphia,PA,19107,39.9477815,-75.162146,3.5,123,0,"Hotels, Hotels & Travel, Event Planning & Services",Hotel
D7Os2-9ApTGmNyzidqfwGA,"The Ritz-Carlton Spa, New Orleans",921 Canal St,New Orleans,LA,70112,29.9550178,-90.0709905,4.0,66,1,"Beauty & Spas, Restaurants, Hotels, Event Planning & Services, Day Spas, Hotels & Travel, Skin Care, Hair Salons",Hotel
lbJ5QUeszGeUTUdCYWGfyg,The Green Truck Moving & Storage Company,3330 Ambrose Ave,Nashville,TN,37207,36.2084929,-86.7453865,3.5,120,1,"Local Services, Junk Removal & Hauling, Shopping, Movers, Hotels & Travel, Packing Supplies, Self Storage, Home Services, Transportation, Packing Services",Hotel
Bg3xluNKVnqotkukgreP_Q,Megabus,,Indianapolis,IN,46204,39.7671764892,-86.1539122755,2.5,51,1,"Public Transportation, Hotels & Travel, Transportation",Hotel
aZZ5y7jcbaroGCal4MDxVg,Le Monde Creole,606 Royal St,New Orleans,LA,70130,29.9573814,-90.0653058,5.0,56,1,"Tours, Hotels & Travel",Hotel
I2Yt74AzSQFfyQqgN7PSEg,Sheraton Indianapolis Hotel at Keystone Crossing,8787 Keystone Crossing,Indianapolis,IN,46240,39.9153605,-86.1084079,2.5,141,1,"Venues & Event Spaces, Hotels, Restaurants, Hotels & Travel, Event Planning & Services",Hotel
gmjsEdUsKpj9Xxu6pdjH0g,The Voodoo Bone Lady Tours,"201 St Charles Ave, Ste 2560",New Orleans,LA,70170,29.9520298,-90.0703336,4.5,359,1,"Supernatural Readings, Tours, Hotels & Travel, Walking Tours, Arts & Entertainment",Hotel
VgGITb54IIb1G0gSVt3gkw,Holiday Inn St. Louis - Forest Park,5915 Wilson Avenue,St. Louis,MO,63110,38.6181014,-90.2861385,2.5,63,0,"Event Planning & Services, Hotels, Venues & Event Spaces, Hotels & Travel, Resorts",Resort
JvawJ9bSr22xn4R9oLvl_w,Desire Oyster Bar,300 Bourbon St,New Orleans,LA,70130,29.9555269925,-90.0681538393,4.0,1084,1,"Southern, Event Planning & Services, Restaurants, Cajun/Creole, Seafood, Live/Raw Food, Hotels & Travel, Hotels",Hotel
dyCfFIt1XIA8lIpuWaW2eQ,Old River Road Plantation Adventure,,New Orleans,LA,70112,29.9595769,-90.0770127,4.5,59,1,"Hotels & Travel, Tours",Hotel
9Vh8_qHO1lwZ4a7RB2BkWg,The Westin Wilmington,818 Shipyard Dr,Wilmington,DE,19801,39.7305365328,-75.5635661089,3.0,78,1,"Event Planning & Services, Hotels & Travel, Venues & Event Spaces, Hotels",Hotel
jTI5Xjk27An8ceJ6VwpXiQ,DoubleTree by Hilton Hotel Philadelphia Center City,237 S Broad St,Philadelphia,PA,19107,39.9479028004,-75.1640327275,3.0,338,1,"Hotels, Event Planning & Services, Caterers, Hotels & Travel",Hotel
CuLjXvcxP_3_oKhSyq5UkA,Spa Aria,214 Royal St,New Orleans,LA,70130,29.9542516,-90.0675966,4.0,84,1,"Makeup Artists, Beauty & Spas, Skin Care, Massage Therapy, Day Spas, Eyebrow Services, Massage, Health & Medical, Hotels & Travel, Health Retreats",Hotel
JtwyVOjFQvI2VZwZHta-dw,Bob Evans,"100 Cresson Blvd, Unit 2",Phoenixville,PA,19460,40.1330840253,-75.4502420086,2.5,51,1,"Salad, Comfort Food, Restaurants, American (Traditional), Breakfast & Brunch, Bed & Breakfast, Hotels & Travel",B&B
B2wSy1zQCdZgDXOkhAKGDQ,Embassy Suites by Hilton Tampa Downtown Convention Center,513 S Florida Ave,Tampa,FL,33602,27.9423153,-82.4547605,2.5,209,1,"Cafes, Hotels & Travel, Hotels, Restaurants, Event Planning & Services",Hotel
CJZgTBOeVi0wjXyG8BgECQ,Woody's Watersports,205 Boardwalk Pl E,Madeira Beach,FL,33708,27.7856685,-82.7811203,4.5,98,1,"Boating, Active Life, Jet Skis, Tours, Sporting Goods, Local Services, Printing Services, Shopping, Screen Printing, Hotels & Travel",Hotel
qkxVnEA80Qppl2IJFknf1Q,Pier House 60 Beach Marina Hotel,101 Coronado Dr,Clearwater,FL,33767,27.9754641,-82.827904,3.5,81,1,"Event Planning & Services, Hotels, Hotels & Travel",Hotel
JI3-QZwm6vihIFBcekgyaA,Matrix Hotel,10640 100 Avenue,Edmonton,AB,T5J 3N8,53.5393127726,-113.5046482086,4.0,55,1,"International, Hotels & Travel, Hotels, Restaurants, Event Planning & Services",Hotel
rViAhfKLKmwbhTKROM9m0w,Casino Del Sol,5655 W Valencia Rd,Tucson,AZ,85757,32.1311278367,-111.0866194535,3.0,298,1,"Arts & Entertainment, Hotels & Travel, Casinos, Diners, Restaurants, Mexican, Resorts",Resort
Hh-LHf0bUYoyOnm3DITuXw,Flanagan's Pub,625 St Philip St,New Orleans,LA,70116,29.960361,-90.062059,4.0,105,0,"Hotels, Event Planning & Services, Nightlife, Bars, Hotels & Travel, Dive Bars, Pubs",Hotel
EAGJF3Tisg2NRX03oGkmDA,St. Louis Cemetery No. 1,425 Basin St,New Orleans,LA,70112,29.9593636,-90.0714433,4.0,152,1,"Funeral Services & Cemeteries, Historical Tours, Public Services & Government, Local Services, Landmarks & Historical Buildings, Tours, Hotels & Travel",Hotel
5RzJ2bjU8bLSaN5SuiUpYA,Plat 99,333 S Delaware St,Indianapolis,IN,46204,39.761769,-86.154336,4.5,206,1,"Event Planning & Services, Art Galleries, Hotels, Arts & Entertainment, Hotels & Travel, Lounges, Bars, Shopping, Food, Nightlife, Coffee & Tea",Hotel
10rYSE_daLxtpuyoTsR-oQ,Cambria Hotel Nashville Downtown,118 8th Ave South,Nashville,TN,37203,36.1579314788,-86.7812257559,3.5,81,1,"Event Planning & Services, Hotels, Hotels & Travel",Hotel
yip92_y6BgpQdcX486b_RQ,Sabino Canyon,5700 N Sabino Canyon Road,Tucson,AZ,85750,32.3223716887,-110.8098631558,4.5,269,1,"Parks, Active Life, Hiking, Local Flavor, Hotels & Travel, Tours",Hotel
_5_xybRFzDlvIkK_y10Iww,Sheraton Westport Chalet Hotel St. Louis,191 Westport Plz,Saint Louis,MO,63146,38.7023280945,-90.4474338455,3.0,85,1,"Hotels, Event Planning & Services, Caterers, Hotels & Travel, Venues & Event Spaces",Hotel
D5Oj2J03gwy6flkMZM79Aw,Santa Barbara Airbus,750 Technology Dr,Goleta,CA,93117,34.4290553,-119.8274471,3.5,86,1,"Tours, Hotels & Travel, Airport Shuttles, Limos, Buses, Wine Tours, Bus Rental, Local Services, Bus Tours, Transportation",Hotel
P0yKtQ4cFjNTY1X2CIdzBw,Grand Hyatt Tampa Bay,2900 Bayport Dr,Tampa,FL,33607,27.9651702134,-82.5500947185,4.0,246,1,"Hotels & Travel, Event Planning & Services, Restaurants, American (New), Hotels",Hotel
KCm9f7cROQ-f0iyYxFxQog,Ace Hotel New Orleans,600 Carondelet St,New Orleans,LA,70130,29.9483315,-90.0718664,3.5,265,1,"Hotels & Travel, Hotels, Event Planning & Services",Hotel
DuPRwh_pNsp4LkbICuF3Ig,Hilton Garden Inn Nashville Vanderbilt,1715 Broadway,Nashville,TN,37203,36.1521699178,-86.7949049082,3.5,126,1,"Event Planning & Services, Restaurants, American (New), Hotels, Hotels & Travel",Hotel
vRCdvaQBQ7qclkQevPG9xA,Don Brown Chevrolet,2244 S Kingshighway,Saint Louis,MO,63110,38.614375,-90.26643,3.0,64,1,"Financial Advising, Auto Parts & Supplies, Financial Services, Hotels & Travel, Body Shops, Automotive, Car Rental, Investing, Auto Repair, Car Dealers",Hotel
tuDKqV-4zBZDaAsCoLeGxg,Drury Plaza Hotel New Orleans,820 Poydras St,New Orleans,LA,70112,29.9494154,-90.0724452,4.5,149,1,"Hotels & Travel, Event Planning & Services, Hotels",Hotel
dYYkzkiAQoOtRjdR0kcspw,Tennessee Brew Works,809 Ewing Ave,Nashville,TN,37203,36.1504112236,-86.7759260162,4.5,421,1,"Breweries, Venues & Event Spaces, Beer Bar, Food, Pubs, Tours, Nightlife, Restaurants, Event Planning & Services, Hotels & Travel, Bars, Beer Tours, Arts & Entertainment, American (Traditional), Gastropubs, Music Venues, American (New)",Hotel
wQJbr_xIrLBnpqICoJWHFA,DoubleTree by Hilton Hotel Downtown Wilmington - Legal District,700 N King St,Wilmington,DE,19801,39.7425558733,-75.5482470989,3.0,86,1,"Hotels, Event Planning & Services, Hotels & Travel, Hostels",Hostel
9HUpW8t-GfzZbEmfX_kWYQ,The Grove Hotel,245 S Capitol Blvd,Boise,ID,83702,43.61398,-116.203781,3.5,168,1,"Hotels & Travel, Venues & Event Spaces, Hotels, Event Planning & Services",Hotel
MfyUK58sdUokMdIZNdem0w,Sandpiper Lodge,3525 State St,Santa Barbara,CA,93105,34.439351,-119.739423,2.5,186,1,"Event Planning & Services, Hotels, Hotels & Travel",Hotel
xVgrzXaOky9Lo0f3NgZCmA,Hyatt Place Nashville/Brentwood,202 Summit View Dr,Brentwood,TN,37027,36.0390669,-86.7800837,3.5,51,1,"Hotels, Event Planning & Services, Venues & Event Spaces, Hotels & Travel",Hotel
zJErbOQMKX-MwHs_ulV7DA,Philadelphia Marriott Old City,"One Dock St, 2nd and Walnut St",Philadelphia,PA,19106,39.9452460633,-75.1433300972,3.0,217,1,"Event Planning & Services, Hotels, Hotels & Travel, Venues & Event Spaces",Hotel
dTvffuPtnhOSwSNuKP7BxA,Aloft Tampa Downtown,100 West Kennedy Boulevard,Tampa,FL,33602,27.9466804,-82.4600662,3.5,158,1,"Venues & Event Spaces, Event Planning & Services, Hotels, Hotels & Travel",Hotel
_W9lITxMHNInaS2Lv2XoUw,Casa Del Mar Inn,18 Bath St,Santa Barbara,CA,93101,34.4096190198,-119.6932475086,4.0,194,1,"Hotels & Travel, Event Planning & Services, Hotels, Bed & Breakfast",B&B
mmBwAe9q062vKWanRfoagQ,Free Tours By Foot,"20 N 3rd St, Ste 201",Philadelphia,PA,19106,39.9509398664,-75.1458675238,5.0,184,1,"Hotels & Travel, Walking Tours, Tours, Food Tours",Hotel
KBbMxIj6PhSXW6ZSoNm9Hg,"The Inn at Opryland, A Gaylord Hotel",2401 Music Valley Dr,Nashville,TN,37214,36.2178212869,-86.6950437427,2.0,143,1,"Hotels & Travel, Event Planning & Services, Venues & Event Spaces, Hotels",Hotel
stJax2pMd3PVBbHZthlOdg,Hertz Rent A Car,10278 Natural Bridge Rd,St Louis,MO,63134,38.7353682886,-90.3582118701,2.0,182,1,"Car Rental, Hotels & Travel",Hotel
icgaK82qy5NGr1uLVFejyQ,Pacifico Marple Ford Lincoln,3015 W Chester Pike,Broomall,PA,19008,39.984288,-75.374993,3.5,50,1,"Automotive, Hotels & Travel, Car Rental, Used Car Dealers, Car Dealers, Auto Repair",Hotel
o9Gru-QFoxGK26FSWRCLXA,National Car Rental,1 Arrivals Rd,Philadelphia,PA,19153,39.8787104089,-75.2452735795,3.5,160,1,"Hotels & Travel, Car Rental",Hotel
Z2ltNYVxmLaLGNVB7yFWQA,National Car Rental,"10124 Natural Bridge Rd, Ste 45",St. Louis,MO,63134,38.7336456897,-90.3552663,3.0,173,1,"Hotels & Travel, Car Rental",Hotel
bxDk3YLoMOTdmmf_4AN_4g,Pacific Crest Hotel Santa Barbara,433 Corona Del Mar,Santa Barbara,CA,93103,34.4183468,-119.6713591,4.0,128,1,"Hotels, Home Services, Hotels & Travel, Real Estate, Apartments, Event Planning & Services",Hotel
Z_7GMx9mPm2J_pd8EZ907A,La Quinta Inn by Wyndham Nashville South,4311 Sidco Dr,Nashville,TN,37204,36.08379,-86.761849,2.0,87,1,"Hotels, Hotels & Travel, Event Planning & Services",Hotel
aTUDMqpfoXbvYxL2dEenjg,Hertz Rent A Car,2951 Market St,Philadelphia,PA,19104,39.956091,-75.182095,1.5,59,1,"Car Dealers, Hotels & Travel, Truck Rental, Car Rental, Automotive",Hotel
K-0ysAHUo1XBYcw7hB10hw,Historic Streetcar Inn,1509 St Charles Ave,New Orleans,LA,70130,29.9390115,-90.0759815,3.0,101,1,"Hotels & Travel, Event Planning & Services, Guest Houses, Hotels, Bed & Breakfast",B&B
uVg0HssgFzvRU1xd_h6V6w,Fairlane Hotel,401 Union St,Nashville,TN,37219,36.1648001,-86.7799287,4.5,72,1,"Hotels, Hotels & Travel, Event Planning & Services",Hotel
O3JyUZS0wzsApHJ1h10Ndg,The HandleBar,501 Madison,Indianapolis,IN,46225,39.7599948,-86.1573201,4.5,81,1,"Hotels & Travel, Active Life, Pubs, Tours, Event Planning & Services, Nightlife, Bars, Party Bus Rentals, Bike Rentals",Hotel
NZG9a_jMy5e6jC8TrDvP7Q,Holiday Inn,124 Royal St,New Orleans,LA,70130,29.953442,-90.0688,3.0,58,0,"Venues & Event Spaces, Hotels, Event Planning & Services, Hotels & Travel",Hotel
Xq-8-I0U8Artr7d70SjX-g,30th Street Station,2955 Market St,Philadelphia,PA,19104,39.955757,-75.181993,4.0,381,1,"Public Transportation, Transportation, Train Stations, Public Services & Government, Hotels & Travel",Hotel
oha2U5XJzc6IQdenpsxN1Q,Tarpon Springs Aquarium and Animal Sanctuary,1722 N Pinellas Ave,Tarpon Springs,FL,34689,28.1683851163,-82.7544218117,3.5,66,1,"Tours, Hotels & Travel, Active Life, Zoos, Aquariums, Amusement Parks",Hotel
LqY3NrBE0trSnDj87KAn3A,Sandyland Reef Inn,4160 Via Real,Carpinteria,CA,93013,34.4051958,-119.5327704,2.0,130,1,"Hotels, Hotels & Travel, Event Planning & Services",Hotel
QGZ9zNkFs_QigSDj67_HJQ,St. Petersburg / Madeira Beach KOA,5400 95th St N,Saint Petersburg,FL,33708,27.82129,-82.77044,3.5,59,1,"Campgrounds, Hotels & Travel, RV Parks",Hotel
2myVMP_l-9f9JIZewm19Cg,Prince Conti Hotel,830 Conti St,New Orleans,LA,70112,29.9565224,-90.0684649,3.5,176,1,"Event Planning & Services, Hotels & Travel, Hotels",Hotel
PBtZNTQl5tRReeC8It1G7g,Safety Harbor Resort & Spa Trademark Collection,105 N Bayshore Drive,Safety Harbor,FL,34695,27.990771,-82.687441,3.0,305,1,"Restaurants, Hotels & Travel, Hotels, Beauty & Spas, American (New), Day Spas, Event Planning & Services, Resorts",Resort
W78GCXLuneV5b6prO-X4aw,Tace Lounge New Orleans Cuisine & Jazz,14380 N Dale Mabry Hwy,Tampa,FL,33618,28.0783164102,-82.507608179,2.5,77,0,"Food Tours, Lounges, Tours, Party & Event Planning, Hotels & Travel, Food, Beer, Wine & Spirits, Music Venues, Nightlife, Bars, Cajun/Creole, Arts & Entertainment, Jazz & Blues, Event Planning & Services, Restaurants",Hotel
Mrd6WoEcDpZVkmozj5DB4w,Sully Mansion Bed & Breakfast,2631 Prytania St,New Orleans,LA,70130,29.930524,-90.0842865,4.0,58,1,"Hotels & Travel, Hotels, Event Planning & Services, Venues & Event Spaces, Bed & Breakfast",B&B
-HUDQ5eek6Edz3zuNrE4jw,Staybridge Suites New Orleans French Qtr/Dwtn,501 Tchoupitoulas St,New Orleans,LA,70130,29.9485469,-90.0673229,3.0,112,0,"Hotels, Hotels & Travel, Event Planning & Services, Venues & Event Spaces",Hotel
Xp7aAqHsCwYluKwEeoHmwQ,Nashville KOA,2626 Music Valley Dr,Nashville,TN,37214,36.2336306,-86.7059406,3.5,99,1,"Campgrounds, Hotels & Travel, RV Parks, Resorts",Resort
bjsBMTS4RD7Bs35ugv_fPA,The Eagle Inn,232 Natoma Ave,Santa Barbara,CA,93101,34.4105211033,-119.6943283081,4.5,368,1,"Event Planning & Services, Hotels & Travel, Bed & Breakfast, Hotels",B&B
TsZEKqs0wzP3WHnPkV0Eig,Hotel Indigo Nashville,301 Union St,Nashville,TN,37201,36.165236,-86.778784,3.5,193,1,"Resorts, Shopping, Event Planning & Services, Venues & Event Spaces, Hotels & Travel, Fashion, Women's Clothing, Hotels",Resort
PY9GRfzr4nTZeINf346QOw,Peppermill Reno,2707 S Virginia St,Reno,NV,89502,39.4976865,-119.801139,4.0,2486,1,"Event Planning & Services, Casinos, Beauty & Spas, Venues & Event Spaces, Arts & Entertainment, Day Spas, Hotels, Hotels & Travel",Hotel
n5P6-HWN3kFSYBxfVfDxEg,Shephard's Beach Resort,619 S Gulfview Blvd,Clearwater Beach,FL,33767,27.96718,-82.82716,3.0,371,1,"Hotels & Travel, Bars, American (Traditional), Restaurants, Event Planning & Services, Nightlife, Hotels, Resorts",Resort
-1ueCbvIpUPi8KT95ETTKw,Hyatt Place Reno-Tahoe Airport,1790 E Plumb Ln,Reno,NV,89502,39.5044214,-119.7795893,4.0,167,1,"Hotels, Hotels & Travel, Event Planning & Services, Venues & Event Spaces",Hotel
HMkjv277ZaW_2tZelEn6LQ,Wine Edventures,,Santa Barbara,CA,93190,34.42,-119.7,5.0,165,0,"Hotels & Travel, Wine Tours, Food, Tours, Beer, Wine & Spirits",Hotel
thCbLZ69suCvVNr4gPQU1Q,JW Marriott Indianapolis,10 S West St,Indianapolis,IN,46204,39.7663443,-86.1683755117,4.0,395,1,"Event Planning & Services, Hotels & Travel, Hotels, Venues & Event Spaces",Hotel
n4Ns3xLRhpkRwglwiQGKVA,Rodeway Inn Center City,1208 Walnut St,Philadelphia,PA,19107,39.948766,-75.161061,2.5,119,1,"Event Planning & Services, Hotels & Travel, Hotels",Hotel
w2GJl3DxxnQsdiUg_KShWQ,Hotel Provincial,1024 Chartres St,New Orleans,LA,70116,29.9601047,-90.0610468,4.0,179,1,"Event Planning & Services, Hotels, Hotels & Travel",Hotel
91lYQWaMRHgnUlwv2bkkEQ,Schicker Ford of St. Louis,3300 S Kingshighway,St Louis,MO,63139,38.598508,-90.2692314,2.0,61,1,"Auto Repair, Car Rental, Auto Parts & Supplies, Car Dealers, Hotels & Travel, Automotive",Hotel
13UbOVDFdxloxaient5XWA,Jump On The School Bus,4067 State St,Santa Barbara,CA,93110,34.4393777962,-119.7583532456,5.0,175,1,"Wedding Planning, Transportation, Party Bus Rentals, Wineries, Party & Event Planning, Local Flavor, Food, Wine Tours, Arts & Entertainment, Tours, Limos, Event Planning & Services, Hotels & Travel",Hotel
goexJ699bcLWGtL0E1G_GA,The Alexander,333 South Delaware St,Indianapolis,IN,46204,39.7618102,-86.1536343,4.0,204,1,"Event Planning & Services, Hotels & Travel, Hotels",Hotel
sIAkisIQNKwDTxBBfGRnJA,White Fleet Rollins Cab,3300 Bienville St,New Orleans,LA,70119,29.9708664,-90.0916584,2.0,52,1,"Hotels & Travel, Taxis, Transportation",Hotel
