business_id,name,lat,lon,category,country_code
4bb6c8c3941ad13a560520e3,Hardware Store,35.70387,139.774461,Hardware Store,JP
4bb6cb64941ad13ab30820e3,Toy / Game Store,35.659839,139.73011,Toy / Game Store,JP
4bb6cf8c2ea19521694eac2f,Ramen /  Noodle House,35.578648,139.659147,Ramen /  Noodle House,JP
4bb6d4906edc76b01396311c,Italian Restaurant,35.663262,139.711609,Italian Restaurant,JP
4bb6d99cef159c74949f76f7,Optical Shop,35.66006,139.700813,Optical Shop,JP
4bb6ff39941ad13afc3620e3,Arcade,35.704998,139.649735,Arcade,JP
4bb70e466edc76b065c5311c,Ramen /  Noodle House,35.688307,139.479707,Ramen /  Noodle House,JP
4bb73a3bf562ef3b04213197,Bridge,35.886567,139.704712,Bridge,JP
4bb73c67ef159c7479ec76f7,Bus Station,35.721646,139.706231,Bus Station,JP
4bb7653c6edc76b0bd1b321c,Ramen /  Noodle House,35.721928,139.542596,Ramen /  Noodle House,JP
4bb786d053649c7413d045fb,Hotel,35.873814,139.434335,Hotel,JP
4bb7f0a81261d13a5521e898,Gym Pool,35.648752,139.703695,Gym Pool,JP
4bb80767314e95210818489d,Donut Shop,35.751025,139.545553,Donut Shop,JP
4bb807a398c7ef3b39c03002,BBQ Joint,35.696164,139.761326,BBQ Joint,JP
4bb80e8b53649c7462b446fb,Asian Restaurant,35.700504,139.734604,Asian Restaurant,JP
4bb81cf83db7b713e20e219a,Subway,35.51485,139.540218,Subway,JP
4bb821853db7b713fd13219a,History Museum,35.717406,139.789621,History Museum,JP
4bb829913db7b7139e1c219a,Japanese Restaurant,35.7566,139.874939,Japanese Restaurant,JP
4bb83375cf2fc9b6db639f02,Bowling Alley,35.786253,139.673342,Bowling Alley,JP
4bb83ac51261d13ac97de898,Train Station,35.576807,139.659485,Train Station,JP
4bb84232b35776b04acfc801,Miscellaneous Shop,35.599283,139.612088,Miscellaneous Shop,JP
4bb84260314e95217456489d,Government Building,35.674995,139.764156,Government Building,JP
4bb84e6153649c742bf146fb,Food & Drink Shop,35.547949,139.71307,Food & Drink Shop,JP
4bb8572998c7ef3b7a0b3102,Japanese Restaurant,35.678421,139.762697,Japanese Restaurant,JP
4bb86f79b35776b012eac801,Karaoke Bar,35.571488,139.691079,Karaoke Bar,JP
4bb870aecf2fc9b6688a9f02,Italian Restaurant,35.544229,139.527782,Italian Restaurant,JP
4bb941cdcf2fc9b66f6ba002,Government Building,35.727831,139.535773,Government Building,JP
4bb958bf53649c74effa47fb,Gym / Fitness Center,35.701324,139.581411,Gym / Fitness Center,JP
4bb96b71b35776b00bf1c901,Indian Restaurant,35.739476,139.661851,Indian Restaurant,JP
4bb9a3dc935e9521b1402790,Miscellaneous Shop,35.805693,139.698806,Miscellaneous Shop,JP
4bb9bd7498c7ef3bf4443202,Bar,35.713294,139.705049,Bar,JP
4bb9bf11935e9521fc4f2790,Restaurant,35.700751,139.742301,Restaurant,JP
4bb9c75a53649c74c93948fb,Japanese Restaurant,35.614964,139.718028,Japanese Restaurant,JP
4bb9cc3498c7ef3b6a503202,Pub,35.66137,139.723249,Pub,JP
4bb9d3b953649c74394548fb,Chinese Restaurant,35.695334,139.814683,Chinese Restaurant,JP
4bb9de51cf2fc9b6ead4a002,Chinese Restaurant,35.707556,139.774316,Chinese Restaurant,JP
4bb9f477b35776b06053ca01,Miscellaneous Shop,35.78983,139.629343,Miscellaneous Shop,JP
4bbab12998c7ef3b99703302,French Restaurant,35.671224,139.770294,French Restaurant,JP
4bbab6c53db7b7134ba8239a,Playground,35.707606,139.701183,Playground,JP
4bbac23a53649c74a66d49fb,Vietnamese Restaurant,35.67133,139.735188,Vietnamese Restaurant,JP
4bbb15c61261d13a943ceb98,Restaurant,35.691886,139.702421,Restaurant,JP
4bbb210a3db7b71303f0239a,Restaurant,35.656703,139.759269,Restaurant,JP
4bbb328b98c7ef3b5ad33302,Cosmetics Shop,35.517683,139.566509,Cosmetics Shop,JP
4bbbc901e4529521413155a4,Convenience Store,35.598899,139.608985,Convenience Store,JP
4bbc0509e5b0d13ad7e26e7c,Italian Restaurant,35.538792,139.47341,Italian Restaurant,JP
4bbc08ff3de8c9b6bf9c9aad,Restaurant,35.627782,139.77416,Restaurant,JP
4bbc0f383de8c9b65ba29aad,Italian Restaurant,35.643086,139.745771,Italian Restaurant,JP
4bbc227be4529521b3a055a4,Library,35.559607,139.701655,Library,JP
4bbc49e4e5b0d13ae2166f7c,Bus Station,35.633891,139.715323,Bus Station,JP
4bbc4d112d9ea593f872a0ce,Grocery Store,35.708357,139.732315,Grocery Store,JP
4bbc5c1cafe1b7138447304b,Japanese Restaurant,35.528769,139.698471,Japanese Restaurant,JP
4bbc5d7fe436ef3bc16d5664,Convenience Store,35.710682,139.563202,Convenience Store,JP
4bbc5decafe1b713e248304b,Bookstore,35.670942,139.65872,Bookstore,JP
4bbc5e95e452952156c955a4,Sake Bar,35.562046,139.714436,Sake Bar,JP
4bbc7b462d9ea593f09da0ce,Juice Bar,35.655997,139.703329,Juice Bar,JP
4bbc7ebe3de8c9b67aff9aad,Pub,35.732333,139.710227,Pub,JP
4bbc92c3ed7776b0acc53f51,Japanese Restaurant,35.686875,139.765481,Japanese Restaurant,JP
4bbd2e80a8cf76b0c38eb1fd,Convention Center,35.580669,139.637786,Convention Center,JP
4bbd7aef4e069c741ed99ee3,College Classroom,35.599601,139.647431,College Classroom,JP
4bbda6638ec3d13ac8441c28,Sushi Restaurant,35.686864,139.696721,Sushi Restaurant,JP
4bbdc436a8cf76b0031bb2fd,Japanese Restaurant,35.6501,139.702218,Japanese Restaurant,JP
4bbdc4a6593fef3bc2c50356,Bus Station,35.694515,139.668334,Bus Station,JP
4bbdd2f8f57ba593d078aeb9,Ramen /  Noodle House,35.707094,139.840687,Ramen /  Noodle House,JP
4bbe90b4006dc9b64b73fb3f,Gas Station / Garage,35.51822,139.688437,Gas Station / Garage,JP
4bbe9b37ba9776b07a0cfec8,Hospital,35.59966,139.614108,Hospital,JP
4bbea58085fbb7136e2e7167,University,35.721396,139.466071,University,JP
4bbec3d582a2ef3ba7e72bd2,Government Building,35.534694,139.699406,Government Building,JP
4bbedccd85fbb713d0637167,Ramen /  Noodle House,35.626762,139.738058,Ramen /  Noodle House,JP
4bbee13a85fbb713f2667167,General College & University,35.723536,139.447675,General College & University,JP
4bbefaf2f353d13a3ae57d10,Hardware Store,35.689897,139.771504,Hardware Store,JP
4bbf14d0f353d13abaff7d10,Bar,35.653576,139.797946,Bar,JP
4bbf1bb1b083a59324d8a2e9,Italian Restaurant,35.667319,139.715364,Italian Restaurant,JP
4bbf3cd9b083a593dc0ba3e9,Other Nightlife,35.531746,139.493708,Other Nightlife,JP
4bbfcf124cdfc9b681fd9121,Japanese Restaurant,35.762385,139.827429,Japanese Restaurant,JP
4bbfd95db492d13a8079a360,Grocery Store,35.700007,139.780282,Grocery Store,JP
4bbfdfc9b492d13ac086a360,Bridge,35.692143,139.698434,Bridge,JP
4bbfedeaabf495212aa2be93,Asian Restaurant,35.662058,139.702556,Asian Restaurant,JP
4bbfee17920eb713ff51182c,Caf�,35.704589,139.620033,Caf�,JP
4bc008b7f8219c740f25b110,Bakery,35.73291,139.881336,Bakery,JP
4bc0154974a9a59357afcff6,Japanese Restaurant,35.565421,139.656706,Japanese Restaurant,JP
4bc01ceaabf4952167eabe93,Lake,35.62044,139.575302,Lake,JP
4bc029a074a9a5937dc4cff6,Park,35.650767,139.870677,Park,JP
4bc035174cdfc9b66d9e9221,Dessert Shop,35.689897,139.701971,Dessert Shop,JP
4bc03cc54cdfc9b6efa49221,Sake Bar,35.666259,139.756644,Sake Bar,JP
4bc042ab2a89ef3b0353f088,Convenience Store,35.69625,139.813527,Convenience Store,JP
4bc0430fabf49521be0cbf93,Grocery Store,35.668107,139.60035,Grocery Store,JP
4bc04a0dabf495218a12bf93,American Restaurant,35.631343,139.882591,American Restaurant,JP
4bc04f97920eb713cec6182c,Grocery Store,35.699268,139.465106,Grocery Store,JP
4bc0527c2a89ef3b9c60f088,Miscellaneous Shop,35.879871,139.669522,Miscellaneous Shop,JP
4bc075b0abf49521163dbf93,General Entertainment,35.645832,139.58662,General Entertainment,JP
4bc0a43c920eb7138538192c,Men's Store,35.653129,139.705284,Men's Store,JP
4bc111a0b492d13a177fa560,Bakery,35.668367,139.741073,Bakery,JP
4bc11d2a461576b0177b7b32,Hospital,35.670253,139.740834,Hospital,JP
4bc12f58b492d13a10bfa560,Drugstore / Pharmacy,35.703839,139.648774,Drugstore / Pharmacy,JP
4bc142ad2a89ef3b482bf288,Japanese Restaurant,35.552957,139.646153,Japanese Restaurant,JP
4bc143b1461576b007ca7b32,Park,35.554387,139.579024,Park,JP
4bc143bcf8219c74b638b310,Japanese Restaurant,35.730349,139.715092,Japanese Restaurant,JP
4bc14cd5461576b0edd97b32,Garden,35.691696,139.704536,Garden,JP
4bc14fc6abf495215bfcc093,Chinese Restaurant,35.72187,139.705836,Chinese Restaurant,JP
4bc15824b492d13a5608a660,Ramen /  Noodle House,35.737043,139.498964,Ramen /  Noodle House,JP
4bc159d2b492d13ac00aa660,Bridge,35.710529,139.847171,Bridge,JP
4bc15afc920eb7138ebe1a2c,Boutique,35.532113,139.696248,Boutique,JP
4bc167c4abf495215d1fc193,Spiritual Center,35.707792,139.746809,Spiritual Center,JP
4bc16b9db492d13a4a22a660,Mobile Phone Shop,35.626881,139.633382,Mobile Phone Shop,JP
4bc17c0dabf495219834c193,Coffee Shop,35.62466,139.779884,Coffee Shop,JP
4bc182b4461576b0d81b7c32,Sporting Goods Shop,35.706761,139.77371,Sporting Goods Shop,JP
4bc19241f8219c744d99b310,Fast Food Restaurant,35.813774,139.801536,Fast Food Restaurant,JP
4bc1999374a9a5938015d2f6,Theater,35.689874,139.712743,Theater,JP
4bc19ea6f8219c7420a2b310,Ramen /  Noodle House,35.807579,139.714192,Ramen /  Noodle House,JP
4bc1ade7f8219c74eeacb310,Grocery Store,35.712872,139.751066,Grocery Store,JP
4bc29234920eb71349781c2c,Japanese Restaurant,35.646963,139.712802,Japanese Restaurant,JP
4bc293ee74a9a593b691d3f6,Japanese Restaurant,35.824075,139.70692,Japanese Restaurant,JP
4bc2c0cbabf49521e0eec293,Thrift / Vintage Store,35.720965,139.412576,Thrift / Vintage Store,JP
4bc2cd05461576b08edb7d32,Police Station,35.551502,139.536989,Police Station,JP
4bc2f37bf8219c74b767b510,Bookstore,35.702091,139.57926,Bookstore,JP
4bc3a940f8219c742b6fb610,Convenience Store,35.708962,139.718871,Convenience Store,JP
4bc3d411b492d13a9660a960,Bridge,35.700213,139.751474,Bridge,JP
4bc3f49c461576b0c76a7f32,French Restaurant,35.648733,139.705877,French Restaurant,JP
4bc42988461576b025957f32,Playground,35.54313,139.561625,Playground,JP
4bc445f7920eb713d57d1e2c,Pub,35.66233,139.701226,Pub,JP
4bc45d7f4cdfc9b6ff7a9821,Chinese Restaurant,35.642788,139.576339,Chinese Restaurant,JP
4bc45e80abf4952138e4c493,Grocery Store,35.66644,139.758587,Grocery Store,JP
4bc463a8f8219c741d3eb710,French Restaurant,35.673109,139.76575,French Restaurant,JP
4bc4678e4cdfc9b66c899821,Chinese Restaurant,35.525112,139.518516,Chinese Restaurant,JP
4bc48c38461576b0f6088032,Japanese Restaurant,35.664337,139.732055,Japanese Restaurant,JP
4bc4ecf4c839ef3bb765304e,Sake Bar,35.690526,139.674216,Sake Bar,JP
4bc5328c6a3e9c7497a8f548,Japanese Restaurant,35.682879,139.738342,Japanese Restaurant,JP
4bc538106c26b713d41eebf3,Japanese Restaurant,35.581036,139.638599,Japanese Restaurant,JP
4bc544944a9aa593a95b067b,Japanese Restaurant,35.683786,139.658689,Japanese Restaurant,JP
4bc554354a9aa593b66b067b,Bank,35.754379,139.737049,Bank,JP
4bc5812a6a3e9c742ff4f548,Bus Line,35.66807,139.544445,Bus Line,JP
4bc595e86936952105388488,Bakery,35.684965,139.545459,Bakery,JP
4bc596f96c26b7130d73ebf3,Sushi Restaurant,35.838372,139.662089,Sushi Restaurant,JP
4bc5a4b541cb76b072913e6f,Doctor's Office,35.805163,139.413698,Doctor's Office,JP
4bc5bdae4a9aa593d3d3067b,Miscellaneous Shop,35.698764,139.479772,Miscellaneous Shop,JP
4bc6850d04e8b713f83c362d,Chinese Restaurant,35.688153,139.693726,Chinese Restaurant,JP
4bc68f5af360ef3bfefedb2d,Fast Food Restaurant,35.793554,139.897853,Fast Food Restaurant,JP
4bc6a5a8b387d13ae93ec2e8,Electronics Store,35.702383,139.770495,Electronics Store,JP
4bc6ab00bf29c9b65d39fa2a,Indian Restaurant,35.69898,139.647525,Indian Restaurant,JP
4bc6f7358b7c9c74618c35cf,Sushi Restaurant,35.672433,139.770478,Sushi Restaurant,JP
4bc6ff436501c9b649913d29,Fast Food Restaurant,35.604572,139.741575,Fast Food Restaurant,JP
4bc700d80050b713b5d7b73b,Other Nightlife,35.664313,139.757166,Other Nightlife,JP
4bc7215614d7952127bf66e9,Japanese Restaurant,35.70065,139.506826,Japanese Restaurant,JP
4bc724550050b7137a13b83b,Bar,35.672099,139.737961,Bar,JP
4bc72c8b0050b713f621b83b,Diner,35.698052,139.826214,Diner,JP
4d05a0909b7f60fc06680aab,Drugstore / Pharmacy,35.721187,139.428347,Drugstore / Pharmacy,JP
4d05b30928926ea8221372c2,College History Building,35.705376,139.718492,College History Building,JP
4d05fdfa7d9ba35d34d16d23,Dessert Shop,35.622517,139.673513,Dessert Shop,JP
4d06266630a58cfaef45a9e7,Japanese Restaurant,35.660923,139.667514,Japanese Restaurant,JP
4d0780047d9ba35da5807523,Japanese Restaurant,35.752995,139.736738,Japanese Restaurant,JP
4d07844979fd6a31734e8183,Electronics Store,35.681609,139.769552,Electronics Store,JP
4d0856f2143cb60c1df97aa6,Automotive Shop,35.778392,139.756991,Automotive Shop,JP
4d08947f9232236a559bbe53,Japanese Restaurant,35.69597,139.75469,Japanese Restaurant,JP
4d0996c1d4018cfaf9304328,Seafood Restaurant,35.629169,139.743733,Seafood Restaurant,JP
4d09ac048ea0a14367f5e173,Train Station,35.681705,139.767072,Train Station,JP
4d09c4f84abf721e7d83c55e,Bank,35.698022,139.773747,Bank,JP
4d09ed89e6f83704133b5d87,Sake Bar,35.690344,139.771619,Sake Bar,JP
4d0ad77ed8d78cfa887519be,Japanese Restaurant,35.793554,139.515148,Japanese Restaurant,JP
4d0ae44f9a4437040083b667,Asian Restaurant,35.699501,139.699801,Asian Restaurant,JP
4d0c06271f6bf04d48187531,Gift Shop,35.535291,139.726664,Gift Shop,JP
4d0c3eb2bdbfa35d019a6272,Arts & Crafts Store,35.703707,139.774421,Arts & Crafts Store,JP
4d0c41c7257d6dcbcfa69467,Hobby Shop,35.701488,139.771575,Hobby Shop,JP
4d0c4701e0b98cfa0352d493,Concert Hall,35.719838,139.772768,Concert Hall,JP
4d0c5b3bbe6d6ea8b0d3feb4,Men's Store,35.545139,139.445104,Men's Store,JP
4d0d93acf393224be3711dee,Salon / Barbershop,35.50411,139.447822,Salon / Barbershop,JP
4d0dd50795c1a1cd2c9404ff,Spiritual Center,35.662781,139.60701,Spiritual Center,JP
4d0de774be6d6ea8e1a907b5,Chinese Restaurant,35.658669,139.700764,Chinese Restaurant,JP
4d0e081a7d28721ecf28fc20,Gas Station / Garage,35.716849,139.55512,Gas Station / Garage,JP
4d0eec2ad467236accbabb4a,Soccer Field,35.797949,139.686277,Soccer Field,JP
4d0f16cbc3dc3704fb983074,Airport Terminal,35.549053,139.793129,Airport Terminal,JP
4d0f418ad21db60c1c192318,American Restaurant,35.654646,139.564562,American Restaurant,JP
4d11d51585db54811012c321,Japanese Restaurant,35.673202,139.766588,Japanese Restaurant,JP
4d11fb14ffa36ea8d6a3f5da,Bar,35.676279,139.736007,Bar,JP
4d12cffbf898b1f769d5db81,Sake Bar,35.788041,139.472262,Sake Bar,JP
4d12d6bc058fa35d9a192a9f,Food Court,35.554793,139.57826,Food Court,JP
4d12e4fc12916dcbacedd98a,Pool Hall,35.701311,139.77174,Pool Hall,JP
4d12f853957fa1cd7a04729f,Hobby Shop,35.698737,139.770773,Hobby Shop,JP
4d13287880f6721e83c81ceb,Chinese Restaurant,35.652855,139.543748,Chinese Restaurant,JP
4d13e201fea1a1cddb1eb21b,Bank,35.514183,139.538215,Bank,JP
4d141b6bbb64224b215daa65,Bank,35.676258,139.643661,Bank,JP
4d1440f61356a0935798c782,Government Building,35.643404,139.672945,Government Building,JP
4d146f8ebb488cfab4f096d4,Dessert Shop,35.687783,139.815963,Dessert Shop,JP
4d14706e6c8b54815fd7d6cc,Church,35.806093,139.456548,Church,JP
4d1565bc6d1037048a9229bd,Bank,35.650766,139.446569,Bank,JP
4d15df1b1356a093c6dcd282,Arts & Crafts Store,35.662156,139.733616,Arts & Crafts Store,JP
4d15e727e190721edad61121,Arcade,35.802522,139.725639,Arcade,JP
4d16456fcc216ea8094d68d3,Bar,35.754697,139.738122,Bar,JP
4d16b7a01356a093b461d782,Clothing Store,35.554077,139.436899,Clothing Store,JP
4d16bd5b25cda1432aec71d6,Fish Market,35.507239,139.46193,Fish Market,JP
4d170a6f302da1cd5a38b993,Automotive Shop,35.691391,139.815651,Automotive Shop,JP
4d171160b15cb1f7f8bcb121,Fast Food Restaurant,35.684511,139.627355,Fast Food Restaurant,JP
4d1721b01356a093b7edd982,Dessert Shop,35.500537,139.610115,Dessert Shop,JP
4d180711302da1cd132bc093,Post Office,35.756247,139.689879,Post Office,JP
4d1872e8e190721ef1f02121,Japanese Restaurant,35.647839,139.744804,Japanese Restaurant,JP
4d18881c302da1cdfa64c393,Sake Bar,35.629535,139.737875,Sake Bar,JP
4d189e2c6d1037040d5040bd,Convenience Store,35.584595,139.724395,Convenience Store,JP
4d195af11356a09354abe982,Grocery Store,35.702906,139.824033,Grocery Store,JP
4d197482e190721ec9b22921,Bike Shop,35.575913,139.71251,Bike Shop,JP
4d199142816af04dde765ec2,Butcher,35.667085,139.602499,Butcher,JP
4d19dfe785fc6dcbf7cec04e,Japanese Restaurant,35.78066,139.797704,Japanese Restaurant,JP
4d19ec3585fc6dcb6a3ec14e,Seafood Restaurant,35.672247,139.760438,Seafood Restaurant,JP
4d1ab950dd363704b71e5e1a,Mobile Phone Shop,35.633925,139.578237,Mobile Phone Shop,JP
4d1b233a70d76ea8deee4b73,Japanese Restaurant,35.719394,139.712925,Japanese Restaurant,JP
4d1bd80f4ff98cfa232cb63e,Convenience Store,35.731922,139.659538,Convenience Store,JP
4d1c1a1a763fb1f77c3d8866,Bank,35.722938,139.638238,Bank,JP
4d1c486d7e10a35dba12fe82,Indian Restaurant,35.704354,139.578955,Indian Restaurant,JP
4d1c48921cb9a1431770ad2b,Clothing Store,35.691635,139.701054,Clothing Store,JP
4d1d3496b69c6dcbfa1c5195,Japanese Restaurant,35.740596,139.606272,Japanese Restaurant,JP
4d1d5695d7b0b1f728d4f99e,Japanese Restaurant,35.5792,139.735999,Japanese Restaurant,JP
4d1e76e35c4ca1cdc5f0903d,Shrine,35.597154,139.738832,Shrine,JP
4d1eac28e56f6ea86556671d,Shrine,35.752172,139.664823,Shrine,JP
4d1ed1a56e8c3704bf75eb9f,Park,35.545461,139.539413,Park,JP
4d1ed1ed756e8cfa1f395e54,Japanese Restaurant,35.695467,139.86765,Japanese Restaurant,JP
4d1ffe1a5acaa35d9c4dc435,Shrine,35.628179,139.773932,Shrine,JP
4d200845756e8cfaf3b86854,Japanese Restaurant,35.6893,139.699852,Japanese Restaurant,JP
4d2015852eb1f04d8b61edc1,Jewelry Store,35.665932,139.731614,Jewelry Store,JP
4d215aa2b69c6dcb26a27895,Shrine,35.789793,139.626759,Shrine,JP
4d216c5a86e154819220c23a,Temple,35.71596,139.617863,Temple,JP
4d217cece56f6ea8d6b47d1d,Mobile Phone Shop,35.760352,139.629305,Mobile Phone Shop,JP
4d21bfe96e8c3704114e05a0,Japanese Restaurant,35.528219,139.697921,Japanese Restaurant,JP
4d228b936e8c370457e90ca0,Police Station,35.789617,139.58711,Police Station,JP
4d22a520bdd7a0932d57ffce,Brewery,35.66597,139.761495,Brewery,JP
4d22c8956e8c3704fef00ea0,Hospital,35.698658,139.775839,Hospital,JP
4d2302795c4ca1cd412cb63d,Convenience Store,35.588878,139.727964,Convenience Store,JP
4d23c25cc5f2a1cd5ce74dcf,Japanese Restaurant,35.712039,139.793285,Japanese Restaurant,JP
4d23e4f3836f548116013ff7,Japanese Restaurant,35.674137,139.766099,Japanese Restaurant,JP
4d2439352ac6f04d1c583345,Japanese Restaurant,35.708887,139.804629,Japanese Restaurant,JP
4d255b10f50aa35dfafc339f,Deli / Bodega,35.742219,139.781708,Deli / Bodega,JP
4d256031d713b1f7c6eede53,Optical Shop,35.659523,139.702328,Optical Shop,JP
4d256d83c0772c0fd79f9d88,Fast Food Restaurant,35.696859,139.826474,Fast Food Restaurant,JP
4d25cde8b9796dcb04f4ab39,Food & Drink Shop,35.878195,139.745417,Food & Drink Shop,JP
4d26f963ebacb1f713c5e24f,Japanese Restaurant,35.685049,139.687302,Japanese Restaurant,JP
4d271796ebacb1f74ffee34f,Sake Bar,35.669142,139.751093,Sake Bar,JP
4d9301c7d176a1cd8ded2ef0,Japanese Restaurant,35.734617,139.738219,Japanese Restaurant,JP
4d93c45f45ae5481af21f6eb,Coffee Shop,35.630837,139.742982,Coffee Shop,JP
4d93fbaad07eb1f7dba904bc,Bank,35.779279,139.721759,Bank,JP
4d945a47f226dcb30aae848f,Grocery Store,35.820694,139.832867,Grocery Store,JP
4d9467c803e12d43408f1cef,Mall,35.612267,139.628356,Mall,JP
4d946ffaf226dcb3436f858f,Ramen /  Noodle House,35.821258,139.852406,Ramen /  Noodle House,JP
4d954cd22bd6f04d40191c50,Japanese Restaurant,35.677738,139.46639,Japanese Restaurant,JP
4d95702cdaec224b8bdbfe3d,Airport,35.54588,139.778988,Airport,JP
4d95bbef0caaa143305d64b3,Spa / Massage,35.670362,139.765844,Spa / Massage,JP
4d95d4b5daec224b934b073e,Video Store,35.815477,139.705545,Video Store,JP
4d95dd0a647d8cfa5e21aa3d,Convenience Store,35.841477,139.523093,Convenience Store,JP
4d960b70a2c65481d31fb653,Ramen /  Noodle House,35.822133,139.573625,Ramen /  Noodle House,JP
4d9625ac942ba093e74c4c8c,Fast Food Restaurant,35.74835,139.407014,Fast Food Restaurant,JP
4d96a215744f37044445c057,Miscellaneous Shop,35.713772,139.777287,Miscellaneous Shop,JP
4d96a516daec224b87f81c3e,Salon / Barbershop,35.699155,139.775239,Salon / Barbershop,JP
4d96bc3cdaec224b57091f3e,Ramen /  Noodle House,35.668748,139.468941,Ramen /  Noodle House,JP
4d96bc78e07ea35dff00c802,Gym,35.731773,139.681923,Gym,JP
4d96cf87a2c654818460c953,Clothing Store,35.891659,139.613921,Clothing Store,JP
4d96dc09c19fb60c924e8865,Convenience Store,35.716531,139.694936,Convenience Store,JP
4d96f70d97d06ea8f1800f0b,Parking,35.70195,139.581551,Parking,JP
4d96fcf6b188721e48db0337,Dessert Shop,35.616108,139.623854,Dessert Shop,JP
4d97114d647d8cfad900ca3d,Chinese Restaurant,35.581178,139.470233,Chinese Restaurant,JP
4d98196d647d8cfa1368e73d,Bakery,35.509889,139.631185,Bakery,JP
4d98fe86e07ea35d4fc0ff02,Light Rail,35.609777,139.670287,Light Rail,JP
4d994109af3d236a61af4fc7,Japanese Restaurant,35.661873,139.780675,Japanese Restaurant,JP
4d997a820caaa14363b8c5b3,Plaza,35.672179,139.753198,Plaza,JP
4d9a9768422ea1cd0de7e94c,Japanese Restaurant,35.864709,139.7523,Japanese Restaurant,JP
4d9abafe5e52224b391c33e3,Convenience Store,35.569331,139.545843,Convenience Store,JP
4d9b00f89199a09017e1d787,Drugstore / Pharmacy,35.669988,139.754784,Drugstore / Pharmacy,JP
4d9b04c89199a090ae06d887,Cosmetics Shop,35.681959,139.764846,Cosmetics Shop,JP
4d9bd9ebe115721e7b6c410b,Convenience Store,35.71609,139.874304,Convenience Store,JP
4d9bde93ad3bf04d48f226a2,Italian Restaurant,35.675583,139.768252,Italian Restaurant,JP
4d9bf376c18aa35dd9e378ff,College Technology Building,35.71015,139.522634,College Technology Building,JP
4d9c612cc99fb60c3b5baf8b,Caf��,35.760668,139.46654,Caf��,JP
4d9d9328a1ec8cfa83f9054a,Convenience Store,35.51963,139.716267,Convenience Store,JP
